f1,accuracy,brier_score,roc_auc,model__kernel,model__C,model__gamma,model__degree
0.3748766511576297,0.5014458464773922,0.25904231830094004,0.5025833224145042,linear,0.0009765625,0.25,3
0.363776449868421,0.5036803364879074,0.2555092099917984,0.5082149676968513,poly,0.015625,0.0078125,2
0.3786962846701901,0.49940851735015773,0.2586383838577252,0.49613736052923424,sigmoid,0.001953125,0.0009765625,2
0.4761493106937842,0.4913906414300736,0.25036220382117375,0.5010889458879413,poly,0.125,64.0,2
0.47505262839575735,0.4997371188222923,0.249937349880128,0.5074921481179256,poly,128.0,8.0,3
0.4965486733634106,0.5041403785488959,0.2504739377974235,0.49784363490310163,sigmoid,256.0,0.25,2
0.4249727599482451,0.49783123028391163,0.25013770736613783,0.5064441132860313,poly,8.0,1.0,4
0.352594405832946,0.5012486855941114,0.25870216820999103,0.4948897115328267,poly,0.0625,1.0,2
0.3725388854163115,0.5001314405888538,0.2580911317002029,0.49673155560973503,linear,4.0,0.0078125,4
0.5110988064748291,0.5136041009463723,0.2502941127246674,0.4942721930039882,rbf,512.0,0.25,2
0.3568619279191053,0.5032860147213459,0.2561872588566814,0.5083377872481345,sigmoid,128.0,0.0078125,5
0.4852045552878246,0.5074263932702419,0.25016149435153023,0.49869623651455497,linear,128.0,0.5,4
0.33528206338808964,0.5001971608832807,0.25,0.5,poly,0.00390625,0.001953125,3
0.3479097292245502,0.5013144058885384,0.2513938596792261,0.512516502635446,rbf,0.00390625,0.125,2
0.4938740452517303,0.49658254468980023,0.2501251862396834,0.4971067694252881,sigmoid,0.25,16.0,4
0.46259013194103005,0.4962539432176656,0.2503333541043988,0.4942784989733536,poly,2.0,2.0,3
0.5130087251021948,0.5147870662460567,0.2498709056345132,0.50225795167188,rbf,0.00390625,512.0,3
0.4492152883008173,0.5034174553101998,0.25019130401858414,0.49356894784503774,poly,0.03125,16.0,5
0.49348614862929485,0.510580967402734,0.2501861709526432,0.5024025743282018,rbf,128.0,0.125,4
0.36257210913303395,0.5027602523659306,0.2605845298133298,0.49984077859268183,linear,0.125,0.001953125,4
0.37143417898078,0.5013801261829653,0.25817395410633215,0.4983406835021191,sigmoid,0.25,0.00390625,3
0.45629651697383145,0.5211619348054679,0.2508159052369371,0.5498641158623221,rbf,0.0625,32.0,5
0.34972243385897384,0.49875131440588855,0.27458043161573964,0.5165021689770356,sigmoid,0.015625,0.25,3
0.4591401315484841,0.49881703470031546,0.25069605734079725,0.49741469077323,poly,128.0,128.0,4
0.49191041681275627,0.4978969505783386,0.2503484770578673,0.5130849382630049,sigmoid,256.0,4.0,4
0.43893498550887566,0.500722923238696,0.2510170192001313,0.49502674974928157,poly,0.015625,64.0,5
0.3632401390590746,0.5021030494216614,0.257398050020929,0.4985382071945962,linear,0.001953125,0.0078125,3
0.4833312014521898,0.4973054679284963,0.2501152043434234,0.5064476031649677,poly,8.0,512.0,2
0.3333333333333333,0.5,0.25,0.5,sigmoid,4.0,512.0,5
0.3832803550795103,0.5017087276550999,0.2594940868880458,0.49594147811645506,rbf,128.0,0.0009765625,2
0.3474655851676484,0.5013144058885384,0.25081151516514727,0.5103092751445432,rbf,1.0,0.0078125,4
