f1,accuracy,brier_score,roc_auc,model__kernel,model__C,model__gamma,model__degree
0.4019800520214314,0.5153986424880964,0.39967293425639083,0.7081374059581496,linear,0.0009765625,0.25,3
0.4159906039975242,0.5225914294397731,0.37860212147219297,0.7072964468875313,poly,0.015625,0.0078125,2
0.39574389452694003,0.514284267044879,0.40579489899866705,0.7246135525532342,sigmoid,0.001953125,0.0009765625,2
0.48884884699554354,0.5075473609563368,0.2514392194939883,0.48450589581133396,poly,0.125,64.0,2
0.4864248911487583,0.506027758079222,0.24985283360787788,0.5255628838568754,poly,128.0,8.0,3
0.597065464301157,0.6037888765069395,0.2474737347076389,0.6127511620562722,sigmoid,256.0,0.25,2
0.4797260443059087,0.5061290649376963,0.25096555529195463,0.5043865876665778,poly,8.0,1.0,4
0.37250827245700946,0.5025833248910951,0.34817283639731644,0.6449622845713798,poly,0.0625,1.0,2
0.3270797950283251,0.48536115895046095,0.28723812807780014,0.5720613463733646,linear,4.0,0.0078125,4
0.5121922660538261,0.5176273933745315,0.2506091276969989,0.5188605927227151,rbf,512.0,0.25,2
0.4220679282794929,0.5243642994630736,0.33865111823760347,0.6461663862270426,sigmoid,128.0,0.0078125,5
0.5394163043720349,0.5557694255901124,0.2529479166701275,0.5139312598071628,linear,128.0,0.5,4
0.3762934419904028,0.5044068483436329,0.24962806500227397,0.5389214012441321,poly,0.00390625,0.001953125,3
0.3821267707937935,0.5062810252254077,0.39609797632998034,0.6943526984706583,rbf,0.00390625,0.125,2
0.41078595315839284,0.42483031101205554,0.24964543458209723,0.5236672024626052,sigmoid,0.25,16.0,4
0.5161743958978844,0.5274541586465404,0.2510911906114839,0.5005384790303533,poly,2.0,2.0,3
0.4918495227310837,0.5093202309796373,0.24935339454498953,0.5066368586485606,rbf,0.00390625,512.0,3
0.4692416257700955,0.5094721912673488,0.24943082700929886,0.5329029386947468,poly,0.03125,16.0,5
0.5157680877437182,0.53976294195117,0.25043938162764623,0.513613863421791,rbf,128.0,0.125,4
0.38019969871049886,0.5065849458008307,0.385307344543645,0.7106069502972167,linear,0.125,0.001953125,4
0.39549269922360675,0.5131698916016614,0.40837311976101076,0.7043999517249093,sigmoid,0.25,0.00390625,3
0.46704310638382307,0.5334819167257623,0.2557139401591255,0.6381652114235148,rbf,0.0625,32.0,5
0.32987237325129665,0.48708337554452436,0.4673191903121387,0.7145678721458484,sigmoid,0.015625,0.25,3
0.4792480465594465,0.5131192381724243,0.25240671976035756,0.5150659814399958,poly,128.0,128.0,4
0.3539889235860121,0.366832134535508,0.25511247141995885,0.49485605058768956,sigmoid,256.0,4.0,4
0.46816647453562454,0.4962516462364502,0.2507001468026163,0.506612104300513,poly,0.015625,64.0,5
0.3907175185758479,0.5113463681491237,0.41093078363741264,0.730134625411613,linear,0.001953125,0.0078125,3
0.47141357402062495,0.48971735386485665,0.25046893062934905,0.5229532122261807,poly,8.0,512.0,2
0.3109900669611839,0.47963732144666194,0.24967762570836521,0.4866231224526049,sigmoid,4.0,512.0,5
0.4007758660594849,0.5155506027758079,0.39883469265814786,0.7162398289236054,rbf,128.0,0.0009765625,2
0.4071626145822669,0.5167662850774998,0.4088850347159667,0.7113297402520502,rbf,1.0,0.0078125,4
0.405483456600295,0.41915712693749363,0.24970481927728744,0.5095797270935929,sigmoid,0.03125,16.0,2
0.34559974090596657,0.48971735386485665,0.2589341514653122,0.5451926295367895,rbf,64.0,0.03125,2
0.4970614175202285,0.5166143247897883,0.24954674470712362,0.5102867885797748,rbf,64.0,512.0,3
0.4188959730809924,0.5238071117414649,0.3693172383170601,0.6949104320250536,poly,2.0,0.03125,2
0.38572997279970983,0.5095734981258231,0.4083061571975515,0.7086576481889028,rbf,32.0,0.0009765625,2
0.37851659064019394,0.5052173032114274,0.38338672283517133,0.6718394207647038,rbf,0.5,0.125,2
0.41212393273387266,0.5195522236855434,0.37763062789366514,0.7107718627770268,poly,256.0,0.00390625,2
0.31175092750752736,0.4799412420220849,0.24966064137164198,0.48869935227493283,sigmoid,0.00390625,128.0,3
0.4734197399685157,0.48946408671867087,0.24933527479805367,0.5289104673884081,poly,32.0,128.0,3
0.49972829802110297,0.5194509168270692,0.24950925676826152,0.50851594805041,rbf,64.0,512.0,5
0.3178984024765,0.48125823118225103,0.4082627268808009,0.6398433156681043,poly,128.0,0.0625,4
0.4143911309099385,0.42918650592645124,0.2490628099114246,0.515781266962074,sigmoid,2.0,16.0,5
0.39458665431555184,0.5129672778847127,0.4148107215605989,0.7140126058022218,linear,0.125,0.125,2
0.4223300567740208,0.48895755242629924,0.24906436712585903,0.5235318348317526,rbf,0.0009765625,256.0,3
0.419093853971371,0.5238577651707021,0.3511899393983454,0.702436493994809,poly,0.0009765625,0.00390625,2
0.32017868015919265,0.4824232600547057,0.24972508654961814,0.5252113371624445,poly,0.00390625,0.001953125,4
0.4999080707316971,0.532722115287205,0.2520816163998163,0.529682704359068,linear,64.0,0.125,4
0.31141545078786703,0.4797892817343734,0.24964309166683163,0.48961090441367555,sigmoid,0.0625,128.0,3
0.3123096639279418,0.48019450916827067,0.249830959487007,0.4832235732942527,sigmoid,0.125,32.0,5
0.3176578623147296,0.48130888461148824,0.249678444308584,0.5286757534039286,poly,0.0078125,0.0078125,5
0.5914516260413363,0.5954817141120454,0.24204579821116753,0.6068557310838951,rbf,8.0,8.0,5
0.39273083292124616,0.5126633573092898,0.40733542359007485,0.7046037536144638,linear,0.0078125,0.001953125,5
0.38142642626573814,0.5071421335224394,0.3923180830718608,0.695667660130203,rbf,0.0078125,0.125,3
0.5118767853927231,0.5329753824333907,0.2533094436791232,0.4912327562527345,poly,128.0,16.0,3
0.3357910671344932,0.48936277986019655,0.4646993436885657,0.7185326181711718,sigmoid,0.03125,0.25,5
0.352790217193799,0.48845101813392766,0.27480122408238594,0.5182716695121832,poly,0.00390625,16.0,2
0.5257927709394368,0.5485259852091987,0.2530414226903517,0.48253262063838254,linear,128.0,0.0009765625,2
0.4829805164247034,0.5153986424880964,0.2490406418200166,0.531611857579436,poly,0.03125,8.0,5
0.3578943911638548,0.37265727889778133,0.24910129248957885,0.5750739546427972,sigmoid,0.0625,4.0,2
0.3180640806651144,0.48141019146996256,0.24965594755057197,0.526583784832904,poly,4.0,0.0009765625,5
0.4329606992517,0.49979738628305137,0.25590410340794,0.4969769472049792,rbf,16.0,0.5,5
0.3836026286197738,0.5091682706919258,0.41283367336072707,0.702941141397494,sigmoid,0.015625,0.0625,4
0.4688305460158935,0.4809036571775909,0.25103378924950337,0.4954371198439407,poly,0.001953125,256.0,2
0.39208624210090204,0.5119035558707324,0.3934829308168985,0.7287711111001458,rbf,0.001953125,0.001953125,5
0.5077506556542215,0.5372809239185492,0.2534599125335679,0.48835150639665514,poly,0.001953125,64.0,2
0.5120221092918602,0.5251747543308682,0.25034025817546984,0.5164859023576667,poly,0.00390625,512.0,2
0.37177044659759195,0.5024820180326208,0.39251427032222663,0.6567365750838029,poly,4.0,0.0078125,3
0.5084962189383873,0.5236551514537534,0.24647043464718763,0.5707812340659305,linear,512.0,0.00390625,5
0.3888793575004618,0.5100800324181947,0.40310075113285637,0.6955030252116043,rbf,0.25,0.0625,4
0.5019811758196526,0.5194509168270692,0.24972375618727272,0.5167223228295947,poly,0.25,4.0,3
0.506513607437121,0.5132205450308986,0.25051834218339597,0.5169235649879764,rbf,16.0,1.0,2
0.46323885779433494,0.5168675919359741,0.26466686362618685,0.5192168682377865,linear,16.0,512.0,2
0.534640540603937,0.5534900212744402,0.2496209609254445,0.5017167880534366,linear,128.0,0.0625,4
0.3692858271970775,0.5014689494478777,0.4155487849333716,0.6961380955435594,poly,2.0,0.00390625,3
0.39219343930659223,0.5110424475737008,0.4073607160894777,0.696525108392793,rbf,0.5,0.03125,5
0.5578756986304614,0.5936075372302705,0.2415163196581017,0.6135454394431341,rbf,512.0,64.0,2
0.3874323463006346,0.5097761118427717,0.40928784179694344,0.6979848336442019,rbf,0.0078125,0.015625,4
0.3953626950284127,0.5128153175970014,0.4137806044872868,0.681184279673144,linear,0.0078125,128.0,3
0.48907675975354703,0.5017728700233006,0.2493420525064231,0.5125137752601263,rbf,0.5,512.0,3
0.392812436997657,0.5108398338567521,0.40984399991820186,0.7145079394842543,rbf,0.0625,0.25,5
0.3885395547292939,0.5105865667105662,0.41160180855232364,0.7111410191883205,rbf,0.001953125,0.00390625,5
0.3947931802487473,0.5138283861817445,0.4227413668300536,0.7256168232523101,rbf,0.001953125,0.0009765625,4
