f1,accuracy,brier_score,roc_auc,model__kernel,model__C,model__gamma,model__degree
0.6291578254432318,0.623681640625,0.5025051830814322,0.8389451269984901,linear,0.0009765625,0.25,3
0.5052899749019945,0.5210693359375,0.391107165200575,0.810746413241198,poly,0.015625,0.0078125,2
0.6312998088847825,0.625439453125,0.5093759042217406,0.8439815314665292,sigmoid,0.001953125,0.0009765625,2
0.6002568315385632,0.5853515625,0.2063969033243404,0.6156929211960371,poly,0.125,64.0,2
0.6074810894196551,0.5923583984375,0.20615570783666662,0.623412549327701,poly,128.0,8.0,3
0.5182540778112539,0.5029541015625,0.21353546126713024,0.5423880158773086,sigmoid,256.0,0.25,2
0.6056181033100677,0.5905029296875,0.20099026458744707,0.6549602249348034,poly,8.0,1.0,4
0.48029803134107896,0.4927978515625,0.2927026866799999,0.7086638199669526,poly,0.0625,1.0,2
0.6237637493684959,0.611669921875,0.20468816324375783,0.6278224626702188,linear,4.0,0.0078125,4
0.6745191447149231,0.665673828125,0.1890903741423351,0.7045020791962247,rbf,512.0,0.25,2
0.5855095232416436,0.5756103515625,0.23190660100353971,0.6914368315495691,sigmoid,128.0,0.0078125,5
0.6028571823008185,0.5888916015625,0.20740794318157896,0.6073339168183679,linear,128.0,0.5,4
0.35923499874284387,0.42060546875,0.26540636848448396,0.7321311327970033,poly,0.00390625,0.001953125,3
0.6111505606877361,0.6078125,0.4698439343716238,0.8423666798998456,rbf,0.00390625,0.125,2
0.14707224561160923,0.3104248046875,0.21412857527143464,0.48730814240069914,sigmoid,0.25,16.0,4
0.6142142762158925,0.5994873046875,0.20243843640785447,0.6453358195838099,poly,2.0,2.0,3
0.42287205007392814,0.4348388671875,0.2141128850148256,0.48881277780713067,rbf,0.00390625,512.0,3
0.5918777940794728,0.5771728515625,0.19749920081628713,0.675207956168593,poly,0.03125,16.0,5
0.6389749526414052,0.6273681640625,0.2023159342412276,0.6396394338148582,rbf,128.0,0.125,4
0.672100525761205,0.660498046875,0.3460418838562015,0.7993594403555708,linear,0.125,0.001953125,4
0.6223974374299213,0.61748046875,0.5065141266621287,0.8467030415497451,sigmoid,0.25,0.00390625,3
0.5542042935829351,0.53984375,0.2141298141084301,0.4881733110659517,rbf,0.0625,32.0,5
0.5489181167964572,0.5314453125,0.21348927052131866,0.5409367795844559,sigmoid,0.015625,0.25,3
0.6122067842273365,0.597314453125,0.20073731184790677,0.6550456106116591,poly,128.0,128.0,4
0.14707224561160923,0.3104248046875,0.21423441316527497,0.4900563972882912,sigmoid,256.0,4.0,4
0.5999183636325114,0.585205078125,0.20108617450618138,0.6572407659595025,poly,0.015625,64.0,5
0.6418430139142057,0.6350830078125,0.5041987848645306,0.8454663205852782,linear,0.001953125,0.0078125,3
0.603108937748376,0.5884033203125,0.2076695017038698,0.6103699811637777,poly,8.0,512.0,2
0.14707224561160923,0.3104248046875,0.21411990304191258,0.48851917665820394,sigmoid,4.0,512.0,5
0.673351464751954,0.6612548828125,0.28234459618272756,0.7573020659978517,rbf,128.0,0.0009765625,2
0.6324669991840073,0.626220703125,0.5189835499490003,0.8352122707000225,rbf,1.0,0.0078125,4
0.14707224561160923,0.3104248046875,0.21409793127784688,0.4905478696148323,sigmoid,0.03125,16.0,2
0.6165910246374754,0.603466796875,0.20715805872464088,0.6130949022189207,rbf,64.0,0.03125,2
0.4290881227368386,0.438330078125,0.2141009481023159,0.49070084126401714,rbf,64.0,512.0,3
0.5079335743603655,0.5226806640625,0.47726862199664116,0.8212797729991221,poly,2.0,0.03125,2
0.668219976869888,0.658251953125,0.43508940240125094,0.8155628309034336,rbf,32.0,0.0009765625,2
0.6656137810296586,0.6555908203125,0.3603594414541559,0.8134360829456485,rbf,0.5,0.125,2
0.5298055287562968,0.5391357421875,0.48321270000571986,0.8129159027655811,poly,256.0,0.00390625,2
0.14707224561160923,0.3104248046875,0.21413180723988495,0.4862975340691705,sigmoid,0.00390625,128.0,3
0.6098569624170979,0.5947998046875,0.20364873154561064,0.6381034383501978,poly,32.0,128.0,3
0.42769716703110106,0.4373779296875,0.2141040029945867,0.48966687821653776,rbf,64.0,512.0,5
0.588427201871837,0.5753662109375,0.2060998309030889,0.6674312186212336,poly,128.0,0.0625,4
0.14707224561160923,0.3104248046875,0.2141362846960991,0.48630024892437784,sigmoid,2.0,16.0,5
0.6876659507224899,0.6765625,0.33676013553110534,0.8047036467536213,linear,0.125,0.125,2
0.5762914490234297,0.5610107421875,0.21412152794507358,0.4879298581655222,rbf,0.0009765625,256.0,3
0.5038667828590129,0.519970703125,0.39692824452720965,0.8149737073234332,poly,0.0009765625,0.00390625,2
0.27906372367039556,0.37451171875,0.21420580856634608,0.6209250597633608,poly,0.00390625,0.001953125,4
0.6014045815091525,0.5873046875,0.20963056783040618,0.5864351981116859,linear,64.0,0.125,4
0.14707224561160923,0.3104248046875,0.21408070725619854,0.4926707193189862,sigmoid,0.0625,128.0,3
0.14707224561160923,0.3104248046875,0.2141152485078162,0.48806286518718195,sigmoid,0.125,32.0,5
0.2414534601984592,0.3539306640625,0.2195884422076091,0.5709503949313792,poly,0.0078125,0.0078125,5
0.4317540115835419,0.442138671875,0.21399253741958404,0.5333619994198562,rbf,8.0,8.0,5
0.6360013460987398,0.6296142578125,0.5083569718450235,0.8453945509514627,linear,0.0078125,0.001953125,5
0.6315676488999479,0.62548828125,0.4665686939382683,0.8460692133539969,rbf,0.0078125,0.125,3
0.6104432580243944,0.595458984375,0.20398917488600277,0.6328434690364151,poly,128.0,16.0,3
0.5566893411770254,0.5395751953125,0.21335911111300931,0.5473356793859026,sigmoid,0.03125,0.25,5
0.5997953693771848,0.584716796875,0.2061419301467482,0.6172228117170645,poly,0.00390625,16.0,2
0.594375391949485,0.579833984375,0.20827372419276102,0.5994658417961984,linear,128.0,0.0009765625,2
0.5985252925322382,0.583837890625,0.19867071914879078,0.6692538819122912,poly,0.03125,8.0,5
0.14707224561160923,0.3104248046875,0.21420926658902636,0.4867548201036003,sigmoid,0.0625,4.0,2
0.2394050301186615,0.3531005859375,0.21410506622235523,0.5395024310832264,poly,4.0,0.0009765625,5
0.7191455959808696,0.7133056640625,0.171390501585544,0.7660406280170132,rbf,16.0,0.5,5
0.5980682247557547,0.59638671875,0.5106081432993577,0.84097436292616,sigmoid,0.015625,0.0625,4
0.5984100975777829,0.5831787109375,0.205921260793007,0.6196140631448869,poly,0.001953125,256.0,2
0.6172276333017469,0.613037109375,0.5003992077967757,0.8412963865207578,rbf,0.001953125,0.001953125,5
0.6012064788358991,0.5861083984375,0.2070747930663345,0.6099481901208925,poly,0.001953125,64.0,2
0.6091495549313689,0.5945556640625,0.20704245726773865,0.6127526355501101,poly,0.00390625,512.0,2
0.36766245691587596,0.426171875,0.2651129583194046,0.734798359698406,poly,4.0,0.0078125,3
0.6000726577781663,0.5858642578125,0.20853890143766246,0.5988181051883876,linear,512.0,0.00390625,5
0.6367095088907679,0.629931640625,0.4962917861497642,0.8311473806485262,rbf,0.25,0.0625,4
0.6020816948465328,0.5866943359375,0.20511884105004316,0.6274014303945583,poly,0.25,4.0,3
0.7300666190132671,0.7236328125,0.1650555867272501,0.7865006678891869,rbf,16.0,1.0,2
0.5885680921580702,0.57392578125,0.21010730393567228,0.5823373469335049,linear,16.0,512.0,2
0.5977551230213478,0.5837646484375,0.2099818239643952,0.5871115381555149,linear,128.0,0.0625,4
0.3579470434559747,0.4200927734375,0.26563572756206055,0.7115280687835714,poly,2.0,0.00390625,3
0.6375985893511344,0.6303466796875,0.5010799573394894,0.8312583138089996,rbf,0.5,0.03125,5
0.2545145851430943,0.355419921875,0.21410228835806638,0.48982530742080616,rbf,512.0,64.0,2
0.6222540238738802,0.6172607421875,0.5134083879243223,0.8407232179359763,rbf,0.0078125,0.015625,4
0.6252538390194331,0.6203369140625,0.5172274812471761,0.8451295532385543,linear,0.0078125,128.0,3
0.42777014659138646,0.4379150390625,0.21413207962600023,0.48632733482594687,rbf,0.5,512.0,3
0.6813802323452581,0.67138671875,0.4153935238950286,0.846428855096135,rbf,0.0625,0.25,5
0.6245743195543537,0.6196044921875,0.5050549962470614,0.8377016119348376,rbf,0.001953125,0.00390625,5
0.6212395702758213,0.616748046875,0.5076614448099602,0.8417495724277078,rbf,0.001953125,0.0009765625,4
0.2347969084534908,0.3508056640625,0.21935508019613695,0.5900715656716164,poly,0.25,0.03125,5
