Iteracja,R2,Params
10,0.8344828486442566,"{'model__colsample_bytree': 0.7319939418114051, 'model__max_depth': 13, 'model__min_child_weight': 2.0058266844950485}"
20,0.8344828486442566,"{'model__colsample_bytree': 0.7319939418114051, 'model__max_depth': 13, 'model__min_child_weight': 2.0058266844950485}"
30,0.8344828486442566,"{'model__colsample_bytree': 0.7319939418114051, 'model__max_depth': 13, 'model__min_child_weight': 2.0058266844950485}"
40,0.8344828486442566,"{'model__colsample_bytree': 0.7319939418114051, 'model__max_depth': 13, 'model__min_child_weight': 2.0058266844950485}"
50,0.8344828486442566,"{'model__colsample_bytree': 0.7319939418114051, 'model__max_depth': 13, 'model__min_child_weight': 2.0058266844950485}"
60,0.8513516783714294,"{'model__colsample_bytree': 0.8599404067363206, 'model__max_depth': 7, 'model__min_child_weight': 2.0058266844950485}"
70,0.8513516783714294,"{'model__colsample_bytree': 0.8599404067363206, 'model__max_depth': 7, 'model__min_child_weight': 2.0058266844950485}"
80,0.845893919467926,"{'model__colsample_bytree': 0.6059599747810114, 'model__max_depth': 10, 'model__min_child_weight': 2.837597216382975}"
90,0.845893919467926,"{'model__colsample_bytree': 0.6059599747810114, 'model__max_depth': 10, 'model__min_child_weight': 2.837597216382975}"
100,0.845893919467926,"{'model__colsample_bytree': 0.6059599747810114, 'model__max_depth': 10, 'model__min_child_weight': 2.837597216382975}"
110,0.845893919467926,"{'model__colsample_bytree': 0.6059599747810114, 'model__max_depth': 10, 'model__min_child_weight': 2.837597216382975}"
120,0.845893919467926,"{'model__colsample_bytree': 0.6059599747810114, 'model__max_depth': 10, 'model__min_child_weight': 2.837597216382975}"
130,0.8538534641265869,"{'model__colsample_bytree': 0.8826363431893397, 'model__max_depth': 7, 'model__min_child_weight': 1.357920384663049}"
140,0.8538534641265869,"{'model__colsample_bytree': 0.8826363431893397, 'model__max_depth': 7, 'model__min_child_weight': 1.357920384663049}"
150,0.8538534641265869,"{'model__colsample_bytree': 0.8826363431893397, 'model__max_depth': 7, 'model__min_child_weight': 1.357920384663049}"
160,0.8538534641265869,"{'model__colsample_bytree': 0.8826363431893397, 'model__max_depth': 7, 'model__min_child_weight': 1.357920384663049}"
170,0.8538534641265869,"{'model__colsample_bytree': 0.8826363431893397, 'model__max_depth': 7, 'model__min_child_weight': 1.357920384663049}"
180,0.8538534641265869,"{'model__colsample_bytree': 0.8826363431893397, 'model__max_depth': 7, 'model__min_child_weight': 1.357920384663049}"
190,0.8538534641265869,"{'model__colsample_bytree': 0.8826363431893397, 'model__max_depth': 7, 'model__min_child_weight': 1.357920384663049}"
