dataset,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__criterion,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0684237003326416,0.006041244711383718,0.011822891235351563,0.003856542352169815,entropy,24,1,42,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 24), ('model__min_samples_leaf', 1), ('model__min_samples_split', 42)])",0.7698308989362216,0.8727821819554549,0.8250525113492271,0.808689297364269,0.8268867787554084,0.8206483336721162,0.03317132296863755,91
0,0.060845232009887694,0.002906961294946405,0.012279224395751954,0.0011364670017545563,entropy,17,44,60,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 17), ('model__min_samples_leaf', 44), ('model__min_samples_split', 60)])",0.8760054592444173,0.8640754614707048,0.8563947691920512,0.8607650685793382,0.8475186572581815,0.8609518831489386,0.009355433073098805,65
0,0.05237302780151367,0.002912399115960383,0.011982154846191407,0.0030718953809464405,entropy,14,60,31,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 14), ('model__min_samples_leaf', 60), ('model__min_samples_split', 31)])",0.9011963876063536,0.8613555187734122,0.8760490170456197,0.8433177493200144,0.849498117335037,0.8662833580160874,0.020725514799664065,27
0,0.0594480037689209,0.005422345579164925,0.012086582183837891,0.002255154330518506,entropy,30,1,60,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 30), ('model__min_samples_leaf', 1), ('model__min_samples_split', 60)])",0.8295196058502967,0.886851351743764,0.8357725702006563,0.8377181519876877,0.8503934721375265,0.8480510303839862,0.02055185941303069,88
0,0.05448765754699707,0.007652085586730025,0.012189292907714843,0.002581217808159112,gini,20,36,60,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 20), ('model__min_samples_leaf', 36), ('model__min_samples_split', 60)])",0.8701154765707427,0.8688619798472573,0.8374568051804745,0.83524987658623,0.8480607098953645,0.8519489696160137,0.014967117235577945,83
0,0.05495948791503906,0.0049259596065714265,0.012847423553466797,0.0026231278980678534,entropy,8,27,18,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 8), ('model__min_samples_leaf', 27), ('model__min_samples_split', 18)])",0.8680634201585504,0.8787012031632644,0.8822148657935748,0.8648788609151011,0.8558333575321118,0.8699383415125205,0.009545313403133669,6
0,0.05790224075317383,0.006044421736073444,0.009707355499267578,0.003073064463732033,entropy,8,38,34,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 8), ('model__min_samples_leaf', 38), ('model__min_samples_split', 34)])",0.8796304362555779,0.8751633417545084,0.877084724763094,0.8666744102757693,0.865677420603808,0.8728460667305515,0.005636354956741582,1
0,0.053079748153686525,0.00430614169276225,0.011479854583740234,0.0030596553827350417,entropy,25,60,2,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 25), ('model__min_samples_leaf', 60), ('model__min_samples_split', 2)])",0.901138310538084,0.8663114285990843,0.8760490170456197,0.8433177493200144,0.849498117335037,0.8672629245675679,0.02056503019160143,21
0,0.05563998222351074,0.004828501960010297,0.012015724182128906,0.0033887722901615345,gini,30,60,2,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 30), ('model__min_samples_leaf', 60), ('model__min_samples_split', 2)])",0.8813388700138416,0.8661710756840995,0.8482155820774168,0.8419335791929223,0.8470395214449575,0.8569397256826476,0.014695885308531102,77
0,0.047833919525146484,0.0049064464821632495,0.009438657760620117,0.0008943343292166167,entropy,30,47,60,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 30), ('model__min_samples_leaf', 47), ('model__min_samples_split', 60)])",0.8700961175479862,0.8717561537493588,0.8737162548034576,0.8586258965647416,0.8567964689142493,0.8661981783159586,0.0070475256060655396,31
0,0.052352285385131835,0.002798640641852452,0.010473155975341797,0.004140069699283441,entropy,9,43,2,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 9), ('model__min_samples_leaf', 43), ('model__min_samples_split', 2)])",0.8731984009447203,0.8584226268257977,0.8659194083882646,0.8620379243255801,0.8702171114402146,0.8659590943849154,0.005342541747001039,36
0,0.047631120681762694,0.0031356191309946536,0.012983179092407227,0.004305920448578038,entropy,18,60,2,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 18), ('model__min_samples_leaf', 60), ('model__min_samples_split', 2)])",0.901138310538084,0.8613555187734122,0.8760490170456197,0.8433177493200144,0.849498117335037,0.8662717426024334,0.02070595191777541,28
0,0.058093595504760745,0.006056581267603355,0.0062544822692871095,0.0016378522446348974,gini,22,20,59,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 22), ('model__min_samples_leaf', 20), ('model__min_samples_split', 59)])",0.8369002332762243,0.875918343642013,0.8657258181606993,0.8541007249954022,0.8571497710795558,0.8579589782307788,0.012975933737300773,70
0,0.049781179428100585,0.005560954019281554,0.009620094299316406,0.0024774470673500893,gini,12,60,48,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 12), ('model__min_samples_leaf', 60), ('model__min_samples_split', 48)])",0.8812856327012613,0.8661710756840995,0.8482155820774168,0.8437242887979015,0.8460134932388613,0.8570820144999081,0.01447743616795284,74
0,0.06050353050231934,0.005065500037673034,0.01208648681640625,0.004220514613625532,gini,11,4,2,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 11), ('model__min_samples_leaf', 4), ('model__min_samples_split', 2)])",0.7410053140517467,0.8099863518889566,0.7913823310199302,0.7891463638915508,0.7583316394188421,0.7779704000542053,0.024827008415314118,94
0,0.06812095642089844,0.002307583151814451,0.013094329833984375,0.0013754326509032438,gini,14,24,60,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 14), ('model__min_samples_leaf', 24), ('model__min_samples_split', 60)])",0.8598358354870246,0.8636592424814395,0.8553106639176854,0.8215727270087407,0.8583548702461499,0.851746667828208,0.015324367394318597,84
0,0.058074665069580075,0.004574038192331046,0.007926368713378906,0.002911803198222369,entropy,7,1,2,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 7), ('model__min_samples_leaf', 1), ('model__min_samples_split', 2)])",0.7580073757876702,0.8435403780817144,0.7922196087541502,0.8023153391216811,0.7931585213578417,0.7978482446206117,0.02738136544758476,93
0,0.07569742202758789,0.0064714574593037815,0.013015222549438477,0.0013666369941570042,gini,27,1,60,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 27), ('model__min_samples_leaf', 1), ('model__min_samples_split', 60)])",0.8494545595338348,0.8904811685106134,0.8471121177802945,0.8571836493693799,0.8657258181606993,0.8619914626709644,0.01566711628310465,59
0,0.056391334533691405,0.00401093765813574,0.009683704376220703,0.001915663990753443,entropy,9,42,34,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 9), ('model__min_samples_leaf', 42), ('model__min_samples_split', 34)])",0.8696218214904512,0.8583693895132173,0.8650530921199098,0.8617668980069887,0.8758699460851218,0.8661362294431377,0.0061234408259348595,34
0,0.056734323501586914,0.002762982478443911,0.013181638717651368,0.0006271369374577512,entropy,7,39,24,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 7), ('model__min_samples_leaf', 39), ('model__min_samples_split', 24)])",0.8757731509713389,0.874282506219086,0.8757344329258259,0.8643997251018769,0.8542894754672785,0.8688958581370813,0.008445600824047036,13
0,0.05781664848327637,0.001958320438011707,0.011768341064453125,0.0019341567947109555,entropy,30,60,60,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 30), ('model__min_samples_leaf', 60), ('model__min_samples_split', 60)])",0.8986845544036937,0.8613555187734122,0.8760490170456197,0.8433177493200144,0.8491980524823107,0.8657209784050102,0.019936071413695487,39
0,0.06656460762023926,0.00540425425152176,0.013203954696655274,0.004200527901541558,gini,30,19,60,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 30), ('model__min_samples_leaf', 19), ('model__min_samples_split', 60)])",0.8473057080078598,0.8765184733474654,0.8372777342199765,0.8580935234389369,0.8551945097811462,0.8548779897590769,0.013006604612053399,78
0,0.060955810546875,0.003957704260591319,0.013117313385009766,0.0012822396516137527,entropy,30,41,2,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 30), ('model__min_samples_leaf', 41), ('model__min_samples_split', 2)])",0.8669405968386716,0.8824374945552749,0.856898103783721,0.8615733077794233,0.8641964553629333,0.8664091916640049,0.00867100516184456,26
0,0.05775580406188965,0.005036458028544849,0.008380794525146484,0.0003218937472541546,entropy,22,60,2,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 22), ('model__min_samples_leaf', 60), ('model__min_samples_split', 2)])",0.90099311786741,0.8613555187734122,0.8760490170456197,0.8433177493200144,0.849498117335037,0.8662427040682987,0.020657077956980272,29
0,0.05668177604675293,0.0026581705114736656,0.012511730194091797,0.0019157483633605778,entropy,11,60,60,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 11), ('model__min_samples_leaf', 60), ('model__min_samples_split', 60)])",0.901138310538084,0.8663114285990843,0.8760490170456197,0.8433177493200144,0.849498117335037,0.8672629245675679,0.02056503019160143,21
0,0.05983800888061523,0.003026897437086771,0.012100553512573243,0.0032206712972038115,gini,17,60,60,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 60), ('model__min_samples_split', 60)])",0.8813388700138416,0.8661710756840995,0.8481284664750124,0.8437242887979015,0.8470395214449575,0.8572804444831625,0.014354481706181102,71
0,0.062409830093383786,0.009676961684474334,0.01229410171508789,0.002752799467364243,entropy,23,42,60,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 23), ('model__min_samples_leaf', 42), ('model__min_samples_split', 60)])",0.8615684680237341,0.8639157495329635,0.8537716216085411,0.8612151658584276,0.8712334601349323,0.8623408930317197,0.005600968442517832,56
0,0.044922590255737305,0.006074218756108997,0.011886119842529297,0.0046964769508868,entropy,8,28,40,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 8), ('model__min_samples_leaf', 28), ('model__min_samples_split', 40)])",0.8763345626312784,0.8786044080494816,0.8822148657935748,0.8617185004500973,0.8558865948446923,0.8709517863538249,0.010262625604813638,3
0,0.05151643753051758,0.0021418360069567,0.008502531051635741,0.00038874575636864823,entropy,18,25,60,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 18), ('model__min_samples_leaf', 25), ('model__min_samples_split', 60)])",0.863930268800031,0.889072799605076,0.8415318794707244,0.8595018923444744,0.8615007114440862,0.8631075103328785,0.015205020942645432,53
0,0.04629549980163574,0.004172478091569726,0.005635738372802734,0.005033193894126941,entropy,27,47,2,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 27), ('model__min_samples_leaf', 47), ('model__min_samples_split', 2)])",0.873111285342316,0.8719400644655457,0.8737162548034576,0.8586258965647416,0.8565980389309951,0.8667983080214112,0.007549610959490373,24
0,0.05484619140625,0.009421008764993537,0.007246589660644532,0.0047123096215411055,entropy,7,34,2,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 7), ('model__min_samples_leaf', 34), ('model__min_samples_split', 2)])",0.8766830250408961,0.8727773421997658,0.8747906805664449,0.8661662359284104,0.8649998548073292,0.8710834277085693,0.004672412537169199,2
0,0.06143031120300293,0.0043389697045691095,0.0052432060241699215,0.0034392356872558595,entropy,30,22,60,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 30), ('model__min_samples_leaf', 22), ('model__min_samples_split', 60)])",0.8493335656416064,0.8833715674032774,0.8447406374926193,0.8703623041108886,0.863165587401148,0.8621947324099078,0.014043967867129683,57
0,0.05311474800109863,0.004188788631543323,0.011499595642089844,0.0013212503419095666,entropy,14,44,2,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 14), ('model__min_samples_leaf', 44), ('model__min_samples_split', 2)])",0.8748051998335125,0.8640754614707048,0.8593518599181112,0.8607650685793382,0.8475186572581815,0.8613032494119695,0.008764706102272068,62
0,0.07537717819213867,0.003159223337063995,0.011053657531738282,0.004828659281507681,gini,30,1,56,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 30), ('model__min_samples_leaf', 1), ('model__min_samples_split', 56)])",0.8494545595338348,0.8941206647888416,0.8428240942397227,0.8576482659155366,0.8659532866780885,0.8620001742312047,0.01784044063157358,58
0,0.06367778778076172,0.004727973022371284,0.00796494483947754,0.0030278514629915113,gini,21,1,60,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 21), ('model__min_samples_leaf', 1), ('model__min_samples_split', 60)])",0.8494545595338348,0.8938205999361153,0.8425191896313075,0.8649417777390598,0.8657258181606993,0.8632923890002033,0.017684032684875627,51
0,0.05378003120422363,0.004294296404767883,0.008274555206298828,0.0009240515811251088,entropy,7,32,30,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 7), ('model__min_samples_leaf', 32), ('model__min_samples_split', 30)])",0.8806322656832284,0.8734113501950422,0.8752456176012235,0.862797765968774,0.8519567132251163,0.8688087425346771,0.010222874240330243,14
0,0.03766164779663086,0.003639091410287118,0.010145282745361328,0.002599544099638271,gini,25,60,60,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 25), ('model__min_samples_leaf', 60), ('model__min_samples_split', 60)])",0.8804241561885956,0.8661710756840995,0.8482155820774168,0.844111469253032,0.8470395214449575,0.8571923609296203,0.013964999569026708,72
0,0.05475506782531738,0.003471715186636702,0.011222410202026366,0.003016540841330915,entropy,8,33,21,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 8), ('model__min_samples_leaf', 33), ('model__min_samples_split', 21)])",0.8702751885084842,0.8767653008876111,0.8761070941138891,0.8593131418725983,0.8565931991753055,0.8678107849115777,0.008403922355690475,19
