dataset,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__criterion,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0438417911529541,0.003789038952899727,0.009526634216308593,0.001537534577018166,gini,17,56,58,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 56), ('model__min_samples_split', 58)])",0.881532460241407,0.8677391565273785,0.8529004655844974,0.8397798879112581,0.8414302446012525,0.8566764429731588,0.015952450398714367,19
0,0.050803184509277344,0.004636532177668337,0.009363794326782226,0.0011332379178794264,gini,17,19,58,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 19), ('model__min_samples_split', 58)])",0.8405542488215194,0.8794368460280125,0.8370163874127633,0.8557414021740183,0.852818189737782,0.8531134148348191,0.014944988777993372,30
0,0.06625080108642578,0.003862014685439532,0.011954259872436524,0.0020544413080073464,gini,17,7,58,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 7), ('model__min_samples_split', 58)])",0.8560753453165684,0.9044874214749641,0.8558381972878009,0.8692394807910098,0.8547153739679221,0.868071163767653,0.018970667043915583,6
0,0.04780502319335937,0.0032523056385608375,0.009686994552612304,0.0011346810383842045,gini,17,36,58,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 36), ('model__min_samples_split', 58)])",0.869941245365934,0.8687119474208942,0.8331881406626592,0.8356757750868735,0.850519305785444,0.851607282864361,0.01563947035059379,44
0,0.053503990173339844,0.003261591579382834,0.009922218322753907,0.0014397532858940736,gini,17,32,58,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 32), ('model__min_samples_split', 58)])",0.8799740589095062,0.8666550512530128,0.8348239780855862,0.833904424504651,0.847857440156421,0.8526429905818353,0.018082464975933143,36
0,0.06116199493408203,0.007089840749652612,0.010010671615600587,0.0019249112181169616,gini,17,11,58,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 11), ('model__min_samples_split', 58)])",0.8727047458644288,0.8933317846115127,0.8479590750258926,0.8697718539168143,0.854492745206222,0.8676520409249739,0.015814250787488097,7
0,0.05248093605041504,0.003153164112652249,0.011387491226196289,0.0014650486312951024,gini,17,22,58,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 22), ('model__min_samples_split', 58)])",0.8560366272710553,0.8577402212736303,0.8598697137768485,0.8491496549254194,0.8482543001229297,0.8542101034739767,0.004667094228961675,26
0,0.053005647659301755,0.003549782457055177,0.010504627227783203,0.001746908613805902,gini,17,30,58,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 30), ('model__min_samples_split', 58)])",0.8725498736823765,0.8686829088867594,0.8354531463251735,0.8391265208932253,0.8600052269361442,0.8551635353447358,0.015193323974999243,24
0,0.049859809875488284,0.00522642946502815,0.011736583709716798,0.001761670911528658,gini,17,52,58,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 52), ('model__min_samples_split', 58)])",0.8722546485853395,0.873111285342316,0.8465071483191529,0.8384150768069228,0.8368760344977786,0.8534328387103021,0.01605694811932552,28
0,0.050675153732299805,0.0026341527053969625,0.010741424560546876,0.0008364539748200293,gini,17,45,58,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 45), ('model__min_samples_split', 58)])",0.8736097801782967,0.871035030151678,0.8540571671942001,0.8320362788086457,0.8305262750336362,0.8522529062732914,0.018400533301599194,39
