dataset,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__criterion,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.060881519317626955,0.00380685918222629,0.012842035293579102,0.004580245746234804,gini,17,10,20,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 10), ('model__min_samples_split', 20)])",0.8251880245085228,0.879165819709421,0.8093862221835042,0.8531327738575756,0.8399008818034865,0.841354744412502,0.02389084492086387,40
0,0.05788455009460449,0.0030318197016494038,0.009460878372192384,0.001304439440994015,gini,17,10,57,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 10), ('model__min_samples_split', 57)])",0.8615684680237342,0.9039163303036463,0.8475380162809382,0.870594612383967,0.8634269342083611,0.8694088722401293,0.01880298116243356,3
0,0.06504607200622559,0.003287985718546113,0.010494709014892578,0.0009883456012162474,gini,17,10,27,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 10), ('model__min_samples_split', 27)])",0.8357386919108325,0.8901133470782394,0.8272691194548498,0.8541684815750501,0.8498562592560328,0.851429179855001,0.021616394599214023,33
0,0.06014561653137207,0.005769763826237282,0.009565162658691406,0.0015586574403043572,gini,17,10,49,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 10), ('model__min_samples_split', 49)])",0.8452972093968697,0.9056102447948429,0.8406752427137478,0.8667276475883499,0.8614281151087494,0.8639476919205119,0.02297516974160599,14
0,0.06229562759399414,0.005004817434136853,0.009430885314941406,0.0013352227272962426,gini,17,10,44,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 10), ('model__min_samples_split', 44)])",0.8443921750830019,0.9054553726127905,0.842611144989401,0.8650385728528424,0.8607166710224468,0.8636427873120965,0.0226791477499878,18
0,0.06269216537475586,0.005037941645887562,0.011350440979003906,0.0032689707218583764,gini,17,10,13,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 10), ('model__min_samples_split', 13)])",0.8223180493848672,0.8790593450842601,0.8091103561092237,0.8539071347678369,0.8353611909670801,0.8399512152626535,0.024524962640574893,49
0,0.06314787864685059,0.004779731383649821,0.009585285186767578,0.0010945243059076273,gini,17,10,53,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 10), ('model__min_samples_split', 53)])",0.8532392484827367,0.9018933124255888,0.8422820416025398,0.8707978821229104,0.8613700380404797,0.865916504534851,0.020288566089590274,8
0,0.06310472488403321,0.004231629252441432,0.013889312744140625,0.004473018881085299,gini,17,10,51,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 10), ('model__min_samples_split', 51)])",0.8452972093968697,0.9022078965453825,0.8422820416025399,0.8707688435887756,0.8611377297674014,0.8643387441801937,0.02160899603422911,11
0,0.06202430725097656,0.003513978974141123,0.013733005523681641,0.004939817851954396,gini,17,10,26,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 10), ('model__min_samples_split', 26)])",0.8354579860808626,0.8847944555758825,0.8214275343380668,0.8495223161134826,0.8411785773054177,0.8464761738827425,0.021234260191385988,36
0,0.06697001457214355,0.0025855370523919083,0.011934375762939453,0.0013169011711812958,gini,17,10,17,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 10), ('model__min_samples_split', 17)])",0.8242587914162093,0.8791948582435558,0.8117431832041119,0.8488592695840714,0.8359129231156412,0.8399938051127179,0.023141568308937047,48
0,0.06681241989135742,0.0022651486763012305,0.012490606307983399,0.0004598066962707943,gini,17,10,60,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 10), ('model__min_samples_split', 60)])",0.8615684680237342,0.9030790525694263,0.8481671845205254,0.8722933666308526,0.8630929910658109,0.8696402125620699,0.01840817943217885,1
0,0.06568751335144044,0.0031471694762560567,0.012106227874755859,0.0008155546025308792,gini,17,10,2,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 10), ('model__min_samples_split', 2)])",0.822719749107065,0.8741373135484121,0.817758999525704,0.853035978743793,0.8346207083466428,0.8404545498543234,0.020767598763329325,45
0,0.06485352516174317,0.0019468729762613037,0.013591909408569336,0.0012401317454592328,gini,17,10,43,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 10), ('model__min_samples_split', 43)])",0.8443921750830019,0.900988278111721,0.842940248376262,0.8650385728528424,0.8590663143324524,0.8624851177512559,0.021024072872772442,22
0,0.06494555473327637,0.0006518256445376966,0.01179642677307129,0.0016438990552127433,gini,17,10,60,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 10), ('model__min_samples_split', 60)])",0.8615684680237342,0.9030790525694263,0.8484575698618734,0.8722933666308526,0.862328309666928,0.8695453533505629,0.01839821508627707,2
0,0.06561489105224609,0.0028216321377991377,0.011359357833862304,0.0008973595883071956,gini,17,10,36,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 17), ('model__min_samples_leaf', 10), ('model__min_samples_split', 36)])",0.8312231998528714,0.8935350543504563,0.8399347600933105,0.852600400731771,0.8564576860160098,0.8547502202088838,0.02137671194512539,29
