trial,C,class_weight,l1_ratio,max_iter,penalty,solver,value,time,dataset
0,0.09915644566638401,balanced,0.6351221010640696,1500,elasticnet,saga,0.8299594689028652,0.02812,37
1,71.77141927992021,balanced,0.024810409748678097,1500,elasticnet,saga,0.8297638015373865,0.020376,37
2,0.0017707168643537846,balanced,0.0004207053950287938,1500,elasticnet,saga,0.8164982529699512,0.01958,37
3,0.00029152036385288323,balanced,0.29154431891537513,1500,elasticnet,saga,0.5,0.015681,37
4,6.4405075539937195,balanced,0.06796578090758151,1500,elasticnet,saga,0.829575821104123,0.020637,37
5,0.00014610865886287216,balanced,0.7579479953348001,1500,elasticnet,saga,0.5,0.015741,37
6,456.6054873446131,balanced,0.0007068974950624604,1500,elasticnet,saga,0.8297638015373865,0.020918,37
7,0.002848391870910803,balanced,0.0005415244119402539,1500,elasticnet,saga,0.8194912648497554,0.021581,37
8,0.027160511446548512,balanced,0.012561043700013555,1500,elasticnet,saga,0.8292208245981832,0.021511,37
9,0.2854697857797185,balanced,0.0014618962793704966,1500,elasticnet,saga,0.8300188679245283,0.021092,37
10,1.4879407303218222,balanced,0.002766416373396857,1500,elasticnet,saga,0.8295380852550662,0.026021,37
11,0.07532410996554668,balanced,0.00011721265148872319,1500,elasticnet,saga,0.829498252969951,0.025298,37
12,0.13007662668330794,balanced,0.0031086991705413314,1500,elasticnet,saga,0.8292005590496156,0.025387,37
13,10.004434295383742,balanced,0.0759748876241825,1500,elasticnet,saga,0.8296128581411601,0.026251,37
14,3764.3934677033494,balanced,0.0032992632816126106,1500,elasticnet,saga,0.82972606568833,0.025319,37
15,0.4891826720882811,balanced,0.12672826384589778,1500,elasticnet,saga,0.829869322152341,0.025786,37
16,0.010605222518824122,balanced,0.9284933758390223,1500,elasticnet,saga,0.7873651292802236,0.024274,37
17,0.7164248431983257,balanced,0.024567199110009635,1500,elasticnet,saga,0.8297959468902866,0.025351,37
18,19.05707521105026,balanced,0.001530939008986413,1500,elasticnet,saga,0.8297253668763103,0.026401,37
19,0.1618849905458628,balanced,0.00011125403604678477,1500,elasticnet,saga,0.8295010482180294,0.025429,37
20,0.007805744721171361,balanced,0.006961095166279367,1500,elasticnet,saga,0.8254416491963662,0.027256,37
21,0.8175534026780833,balanced,0.29400411202845517,1500,elasticnet,saga,0.829943396226415,0.026366,37
22,2.074726501429949,balanced,0.29425451203915176,1500,elasticnet,saga,0.8296135569531795,0.025685,37
23,0.3002870158912389,balanced,0.31565633886240196,1500,elasticnet,saga,0.829680642907058,0.026345,37
24,0.02993259860360586,balanced,0.1400337739049978,1500,elasticnet,saga,0.8294374563242488,0.02528,37
25,70.35426308175843,balanced,0.6640562565854521,1500,elasticnet,saga,0.8296512928022363,0.026251,37
26,3.986040088687242,balanced,0.03496936529111691,1500,elasticnet,saga,0.829575821104123,0.026069,37
27,0.048243422360653564,balanced,0.007008407697515184,1500,elasticnet,saga,0.8290803633822502,0.027177,37
28,52.909175653481945,balanced,0.0002616792729050264,1500,elasticnet,saga,0.8296883298392732,0.027105,37
29,473.3377479181412,balanced,0.02521603603967954,1500,elasticnet,saga,0.82972606568833,0.0266,37
30,0.677847556182811,balanced,0.001231909487157342,1500,elasticnet,saga,0.8297966457023062,0.025835,37
31,0.36933578343470824,balanced,0.1444983054598181,1500,elasticnet,saga,0.8297176799440951,0.025871,37
32,1.1212411157290414,balanced,0.15138248098070053,1500,elasticnet,saga,0.8299105520614954,0.027531,37
33,0.0011980916866695163,balanced,0.3183259145428828,1500,elasticnet,saga,0.5,0.022065,37
34,2.3109926109374386,balanced,0.5142591167060072,1500,elasticnet,saga,0.8296505939902167,0.026105,37
35,0.15530301102051558,balanced,0.06033378562242471,1500,elasticnet,saga,0.8293871418588399,0.025852,37
36,14.910275406402286,balanced,0.4671129709453033,1500,elasticnet,saga,0.8295751222921034,0.025567,37
37,0.018365296393079735,balanced,0.20423243319565343,1500,elasticnet,saga,0.8284954577218727,0.025513,37
38,0.0010544269882777051,balanced,0.06620486364814228,1500,elasticnet,saga,0.8156603773584905,0.025476,37
39,0.9669994265608793,balanced,0.011590830495281809,1500,elasticnet,saga,0.8295744234800837,0.025289,37
40,4.060088850280441,balanced,0.9484383027466632,1500,elasticnet,saga,0.8296505939902167,0.026231,37
41,0.3629248231926499,balanced,0.114532510052581,1500,elasticnet,saga,0.8297561146051711,0.025544,37
42,0.05328544803986163,balanced,0.1991544081991813,1500,elasticnet,saga,0.8303787561146052,0.025453,37
43,0.003741161470906171,balanced,0.431633555499721,1500,elasticnet,saga,0.7873651292802236,0.025185,37
44,0.07206297774695972,balanced,0.18029132161525208,1500,elasticnet,saga,0.8303179594689027,0.026298,37
45,0.08577426931119182,balanced,0.25805224562526646,1500,elasticnet,saga,0.83012928022362,0.025966,37
46,0.05260091340539596,balanced,0.20017080751506572,1500,elasticnet,saga,0.830491963661775,0.026137,37
