Dataset ID,Best AUC RS,Best AUC BS
31,0.7905714285714286,0.7908571428571429
37,0.8304654088050313,0.8307931516422082
45062,0.832878837384197,0.8328853108545753
43980,0.8119680050941944,0.8119894752018455
