trial,C,class_weight,l1_ratio,max_iter,penalty,solver,value,time
97,0.18102552667907487,balanced,0.00038563840147895907,1500,elasticnet,saga,0.8159847131335125,0.759872
98,0.06016502035643446,balanced,0.0004458162568799938,1500,elasticnet,saga,0.8152839332654794,0.620853
99,0.11034451894911407,balanced,0.0003698188589230774,1500,elasticnet,saga,0.8157836043717179,0.687932
100,0.023441926146948493,balanced,0.17229428125126015,1500,elasticnet,saga,0.8113361533511059,0.489014
101,0.06338991972380846,balanced,0.1437596562771226,1500,elasticnet,saga,0.8151241963828086,0.620088
102,3.095934801746059,balanced,0.0010336078924970626,1500,elasticnet,saga,0.8144123618910819,1.586111
103,0.0006915389870930434,balanced,0.00017133374855986554,1500,elasticnet,saga,0.7839920593394722,0.472456
104,24.341035298636815,balanced,0.06184699854258906,1500,elasticnet,saga,0.8138539420923465,3.323867
105,72.82251063233787,balanced,0.14174124202175623,1500,elasticnet,saga,0.8137324496253613,5.337998
106,0.0004083293178216833,balanced,0.0018651870285047358,1500,elasticnet,saga,0.7789840372241292,0.453434
107,84.75907675339143,balanced,0.002060520391100171,1500,elasticnet,saga,0.8137316838346826,5.730203
108,0.5769841450775586,balanced,0.000530081772737079,1500,elasticnet,saga,0.8155997314847655,0.967655
109,0.03872890467175543,balanced,0.006601226339381351,1500,elasticnet,saga,0.814526819135838,0.5707
110,5823.634489240783,balanced,0.0001010145587482718,1500,elasticnet,saga,0.8136899582546002,12.62069
111,0.09288409325831926,balanced,0.7544529910623248,1500,elasticnet,saga,0.8115136437833299,0.590522
112,0.6421910796820983,balanced,0.023412249347369653,1500,elasticnet,saga,0.8155684156751171,1.005795
113,1.2723725853027716,balanced,0.012436682252944739,1500,elasticnet,saga,0.8151250296142647,1.20829
114,0.00336902946606413,balanced,0.017943648433150692,1500,elasticnet,saga,0.7987161649110398,0.47715
115,7.278864608913189,balanced,0.0004471485231541687,1500,elasticnet,saga,0.8140931955694268,2.1098
116,845.2278675377393,balanced,0.033430480374206706,1500,elasticnet,saga,0.8137054215758441,10.662918
117,0.33127932856194764,balanced,0.0046369728120885445,1500,elasticnet,saga,0.815812239441699,0.82233
118,0.39290982297982957,balanced,0.004706974564738499,1500,elasticnet,saga,0.8157773335706977,0.864594
119,0.005780163956719403,balanced,0.004861421913470239,1500,elasticnet,saga,0.8050893146987573,0.489118
120,0.22255932376301799,balanced,0.003486543983424312,1500,elasticnet,saga,0.8159554071274182,0.827762
121,0.2254822090778801,balanced,0.00346405364073921,1500,elasticnet,saga,0.8159542373256332,0.796744
122,0.21912461525827778,balanced,0.0021033124586891517,1500,elasticnet,saga,0.8159579172544077,0.797667
123,0.00335130496298548,balanced,0.0021622048626530306,1500,elasticnet,saga,0.7999117261955957,0.463564
124,0.013247462336555577,balanced,0.0007918590645769973,1500,elasticnet,saga,0.810956328223614,0.505906
125,0.1053462375178818,balanced,0.000349389262686545,1500,elasticnet,saga,0.8157064876193575,0.705439
126,6.905765382106633,balanced,0.0014638744012105789,1500,elasticnet,saga,0.8141057150289142,2.040942
127,0.19824749355905427,balanced,0.00939650052576816,1500,elasticnet,saga,0.8159759426259086,0.761154
128,1.6539764324702786,balanced,0.009136243764347048,1500,elasticnet,saga,0.8149307940870554,1.319605
129,0.028881516940269983,balanced,0.04165967631387228,1500,elasticnet,saga,0.8137816272030127,0.550645
130,0.010728303489374853,balanced,0.012388866496033076,1500,elasticnet,saga,0.8097105583786322,0.495508
131,0.21941602517676764,balanced,0.003572940251388565,1500,elasticnet,saga,0.8159406746684393,0.809346
132,0.00010628998054273068,balanced,0.002602898808964144,1500,elasticnet,saga,0.7671539358221762,0.437864
133,0.1883804345287285,balanced,0.00779010678428548,1500,elasticnet,saga,0.8159591271575171,0.791986
134,0.06393061560050402,balanced,0.0010661783411592862,1500,elasticnet,saga,0.8153749179419867,0.62915
135,3.1572471322194127,balanced,0.009072599405482483,1500,elasticnet,saga,0.8144288536273707,1.588857
136,16.321389381766057,balanced,0.017831940036226464,1500,elasticnet,saga,0.8138811080480046,2.836806
137,3.468623917761625,balanced,0.06130310009778854,1500,elasticnet,saga,0.8144140195694227,1.66248
138,0.12456163593077624,balanced,0.26792327083258155,1500,elasticnet,saga,0.8153717563711316,0.710203
139,0.0017651733589884346,balanced,0.0012589173080981362,1500,elasticnet,saga,0.7931677456377957,0.469045
140,0.0161998276211115,balanced,0.007350512334540806,1500,elasticnet,saga,0.811968164801335,0.498437
141,0.155372225649849,balanced,0.003063738061742673,1500,elasticnet,saga,0.8160247875501613,0.756266
142,0.8317928912965128,balanced,0.0008013153557576206,1500,elasticnet,saga,0.815421411143381,1.100904
143,0.03854000687432915,balanced,0.0030047435469195537,1500,elasticnet,saga,0.8144627513892859,0.589645
144,0.1984102576440778,balanced,0.00561995010026084,1500,elasticnet,saga,0.8160096691491779,0.791176
145,0.0645447597569718,balanced,0.00606959258951292,1500,elasticnet,saga,0.8153934501810916,0.639517
146,1.3236672671684253,balanced,0.0017826847623968356,1500,elasticnet,saga,0.8150780076325179,1.247456
147,47.55016636789648,balanced,0.017467828122790977,1500,elasticnet,saga,0.8137435011280774,4.422741
148,0.6102891034987086,balanced,0.026525970067085933,1500,elasticnet,saga,0.8155721569501144,0.99027
149,0.14420088846619897,balanced,0.011388648601024995,1500,elasticnet,saga,0.8159837134019065,0.728271
150,0.022348321508088874,balanced,0.11339017722310074,1500,elasticnet,saga,0.8118431824462952,0.492541
151,0.13439577732449598,balanced,0.011389005127079292,1500,elasticnet,saga,0.815856165392699,0.734928
152,1.8698682812172638,balanced,0.006273261646299269,1500,elasticnet,saga,0.8148167494514724,1.372406
153,0.04256276664151455,balanced,0.013722483860498584,1500,elasticnet,saga,0.8147056467006368,0.591554
154,0.44624796345792844,balanced,0.00811292081646255,1500,elasticnet,saga,0.8157934483558016,0.930499
155,0.17619727543267985,balanced,0.0023260324384967233,1500,elasticnet,saga,0.815959165506982,0.767296
156,0.1007850205856204,balanced,0.004490761907473616,1500,elasticnet,saga,0.815660244731503,0.69571
157,0.3633002987107819,balanced,0.027311980346918445,1500,elasticnet,saga,0.8158174770235527,0.853356
158,355.51845861148826,balanced,0.048304455682037374,1500,elasticnet,saga,0.8137119906251784,8.86087
159,1.0951621668020723,balanced,0.005463251172426605,1500,elasticnet,saga,0.8151563554183449,1.174462
160,0.008641544926223975,balanced,0.0002796717448079303,1500,elasticnet,saga,0.808541476315493,0.482043
161,0.1868189180713843,balanced,0.0015832692352503413,1500,elasticnet,saga,0.8159736096591219,0.786686
162,0.19560926964531905,balanced,0.0007131013563347959,1500,elasticnet,saga,0.8159885104941946,0.757407
163,0.04787668527441672,balanced,0.000685704563486588,1500,elasticnet,saga,0.8150003859707896,0.598814
164,0.35063625784333796,balanced,0.0012930961851409808,1500,elasticnet,saga,0.8157265203677164,0.857599
165,0.7797882593412212,balanced,0.00022177918400182017,1500,elasticnet,saga,0.8154204018528126,1.057187
166,0.07575796071643705,balanced,0.00047606443087806614,1500,elasticnet,saga,0.8156148396684921,0.653401
167,0.019532682442473397,balanced,0.00013622722489963434,1500,elasticnet,saga,0.8127781940771333,0.49604
168,0.1786845122744647,balanced,0.0023710452047265786,1500,elasticnet,saga,0.8159588538626606,0.770602
169,6.313862946595515,balanced,0.0015895690552113718,1500,elasticnet,saga,0.8141441043021664,1.977002
170,1.931213066661357,balanced,0.0006573964026945117,1500,elasticnet,saga,0.8148215576747787,1.367109
171,0.1809777185804342,balanced,0.004242920797998995,1500,elasticnet,saga,0.815966227462267,0.746007
172,0.30585968875833064,balanced,0.003741272978269541,1500,elasticnet,saga,0.8159797599980723,0.834752
173,0.3358015284140105,balanced,0.0033767303077668776,1500,elasticnet,saga,0.8158104361742506,0.84459
174,0.6063877860186615,balanced,0.00405875017367256,1500,elasticnet,saga,0.8155919496512707,0.965209
175,0.07056469286953851,balanced,0.0010781060214980136,1500,elasticnet,saga,0.8155154765917733,0.644234
176,0.028027163048600003,balanced,0.0028635301302585175,1500,elasticnet,saga,0.8138295294233777,0.538776
177,0.12123902253035128,balanced,0.010615984283552751,1500,elasticnet,saga,0.8158534864447495,0.700461
178,0.5308373712173711,balanced,0.004662255762750705,1500,elasticnet,saga,0.8156311075464803,0.947555
179,0.2952900446600058,balanced,0.015110142813301275,1500,elasticnet,saga,0.8160075349610031,0.835484
180,0.28033088116208993,balanced,0.015972429272283217,1500,elasticnet,saga,0.8159309770241872,0.82449
181,0.15012110094179984,balanced,0.006964925123912723,1500,elasticnet,saga,0.8160034811985049,0.72773
182,9686.43366235945,balanced,0.007257194082694038,1500,elasticnet,saga,0.8136899582546002,12.67714
183,0.11370657742055393,balanced,0.02121993183588896,1500,elasticnet,saga,0.8158383209031917,0.700072
184,0.9160598926475281,balanced,0.009705834843422868,1500,elasticnet,saga,0.8152898679617888,1.128353
185,0.037606679031627885,balanced,0.012830908765542087,1500,elasticnet,saga,0.8144294651870578,0.571801
186,0.2421142726959377,balanced,0.0333226005078751,1500,elasticnet,saga,0.815921629251058,0.798449
187,0.055097393307320865,balanced,0.005711789744334014,1500,elasticnet,saga,0.8151972921203076,0.590948
188,2.509324883743623,balanced,0.001898616038255797,1500,elasticnet,saga,0.8146106288293409,1.482695
189,0.46976620165300637,balanced,0.0003693357924621633,1500,elasticnet,saga,0.8157507510219806,0.923635
190,0.006728727931652042,balanced,0.0008736433501076178,1500,elasticnet,saga,0.8065562218923975,0.475907
191,0.16353605751438485,balanced,0.002927026926022614,1500,elasticnet,saga,0.8159645501717722,0.788136
192,0.09214934860967011,balanced,0.003633215880686162,1500,elasticnet,saga,0.8156622056909553,0.677412
193,0.1994678765010441,balanced,0.006208074754768287,1500,elasticnet,saga,0.8160065749196144,0.763285
194,0.27469955384547895,balanced,0.008591964523116056,1500,elasticnet,saga,0.8159415332056744,0.832833
195,1.073829337269621,balanced,0.01403852092379899,1500,elasticnet,saga,0.8151768919604166,1.164588
196,0.09076366768370013,balanced,0.006619151279529716,1500,elasticnet,saga,0.8156626361873887,0.673732
197,0.4281835640234235,balanced,0.02213182564292919,1500,elasticnet,saga,0.815836387710503,0.891106
198,0.031402592073878334,balanced,0.005272974429920457,1500,elasticnet,saga,0.8140950130790496,0.545537
199,0.15110402843180779,balanced,0.010355426166495789,1500,elasticnet,saga,0.8160038811096746,0.729569
200,0.03350945131274967,balanced,0.00648817727333381,1500,elasticnet,saga,0.8141713084779705,0.558098
201,0.013672820462296145,balanced,0.00027271732485308406,1500,elasticnet,saga,0.811279555818794,0.48041
202,881.7223191495259,balanced,0.03303041812049288,1500,elasticnet,saga,0.8137054986945653,10.591734
203,0.0660921170511946,balanced,0.00018627320945936994,1500,elasticnet,saga,0.8154809737359063,0.618542
204,10.251908819044953,balanced,0.02481095263135358,1500,elasticnet,saga,0.8139312898685325,2.374121
205,0.0005466860712103936,balanced,0.0001688131234786797,1500,elasticnet,saga,0.7819580336370953,0.465078
206,0.00788964746256726,balanced,0.0008742078089543136,1500,elasticnet,saga,0.8079365167959858,0.46279
207,156.66466578490395,balanced,0.00014804867477761493,1500,elasticnet,saga,0.8137119137878448,6.783194
208,0.06879584856239142,balanced,0.0075277712669997625,1500,elasticnet,saga,0.8154912447780569,0.619573
209,138.2417923881171,balanced,0.284489702587154,1500,elasticnet,saga,0.813689732154276,7.172403
210,1.9255922579429428,balanced,0.8287231392516992,1500,elasticnet,saga,0.8148275361295404,1.90501
211,0.2780634541367802,balanced,0.0025352580344041287,1500,elasticnet,saga,0.815933216594608,0.837194
212,0.3471507993301993,balanced,0.0025712325527990033,1500,elasticnet,saga,0.8157438056348818,0.882385
213,1.1307384639123668,balanced,0.0015649498459061975,1500,elasticnet,saga,0.8151526962736974,1.1983
214,0.00022118652126412502,balanced,0.0017794784877959845,1500,elasticnet,saga,0.7745389507387419,0.463167
215,11.84397127743295,balanced,0.003940198328258992,1500,elasticnet,saga,0.8138724262016639,2.493822
216,0.327220369330407,balanced,0.029921309739014572,1500,elasticnet,saga,0.8158264511745403,0.846094
217,0.003892109406082307,balanced,0.061303638133599715,1500,elasticnet,saga,0.7948031976935641,0.455284
218,0.2980502227417823,balanced,0.11371245721963033,1500,elasticnet,saga,0.8158513256737268,0.851061
219,7.938945745743194,balanced,0.17269792554970487,1500,elasticnet,saga,0.8139925608555831,2.259407
220,0.002129071131049908,balanced,0.00066112351830693,1500,elasticnet,saga,0.7952989306402939,0.489378
221,0.3638156478805189,balanced,0.017220785902415006,1500,elasticnet,saga,0.8157921248439317,0.885234
222,0.31996838443897413,balanced,0.08314548593827695,1500,elasticnet,saga,0.8158469176326272,0.840245
223,2.6595381392670756,balanced,0.11783484180752185,1500,elasticnet,saga,0.8145828270997661,1.549743
224,0.10169510746080769,balanced,0.4867688949507474,1500,elasticnet,saga,0.813902178509541,0.662232
225,0.5013616082513119,balanced,0.06606881688760335,1500,elasticnet,saga,0.8157753664520733,0.937788
226,46.00397028858403,balanced,0.01379672235363697,1500,elasticnet,saga,0.8137428093117736,4.259439
227,2500.898611559989,balanced,0.11455379039241664,1500,elasticnet,saga,0.8136993922168643,12.175279
228,0.023519086135449074,balanced,0.3034238709712381,1500,elasticnet,saga,0.8069733898023175,0.516384
229,0.12312471067483208,balanced,0.0063455583185899845,1500,elasticnet,saga,0.8157811840725524,0.708424
230,3.823804102706852,balanced,0.05750723662894153,1500,elasticnet,saga,0.8143499147928197,1.713816
231,0.24396584968200044,balanced,0.038195040837422534,1500,elasticnet,saga,0.8159284990774744,0.806031
232,0.025142586790191365,balanced,0.12189374263203977,1500,elasticnet,saga,0.8122867367308055,0.490766
233,0.8173500737356517,balanced,0.041659016586892667,1500,elasticnet,saga,0.8154484954017709,1.115607
234,0.1765694768247052,balanced,0.008968588724902539,1500,elasticnet,saga,0.8159730969665671,0.765252
235,0.049757111270745565,balanced,0.01351338038717942,1500,elasticnet,saga,0.8150571877468288,0.613593
236,0.010326327846683766,balanced,0.004743055981890065,1500,elasticnet,saga,0.8096549612639696,0.473528
237,0.0012997798395687702,balanced,0.022649413584253663,1500,elasticnet,saga,0.7836310111755391,0.478164
238,0.15944800741858717,balanced,0.0005031393244892166,1500,elasticnet,saga,0.8160036951545938,0.773621
239,0.006541072483384988,balanced,0.0005535015186111353,1500,elasticnet,saga,0.8063118668274434,0.488614
240,0.11097526032932972,balanced,0.0003576340168147068,1500,elasticnet,saga,0.8157608055111679,0.707671
241,0.1932867533893361,balanced,0.00010146851550779773,1500,elasticnet,saga,0.8159836063622664,0.769348
242,0.1470768671153887,balanced,0.00025007812374302504,1500,elasticnet,saga,0.8160717797447276,0.734852
243,0.026939561030880424,balanced,0.0001073577991614824,1500,elasticnet,saga,0.8137697672363682,0.556731
244,1.1999242261885408,balanced,0.0002560210530098658,1500,elasticnet,saga,0.8151356664508301,1.212311
245,0.13620456903475162,balanced,0.0010863293900458884,1500,elasticnet,saga,0.8159381601775874,0.715683
246,0.054817872986318225,balanced,0.0003925017364426818,1500,elasticnet,saga,0.8151909283855072,0.603709
247,0.13833314664841923,balanced,0.0009425962926209317,1500,elasticnet,saga,0.8159583368727492,0.738876
248,4.24828221184991,balanced,0.0001881060501657202,1500,elasticnet,saga,0.8143792013182622,1.745146
249,0.012315992162329217,balanced,0.0001209665391343717,1500,elasticnet,saga,0.8105060957665498,0.475442
250,28.7124533302669,balanced,0.00023864174230366105,1500,elasticnet,saga,0.8138019170236181,3.544448
251,0.16307138077078798,balanced,0.0010850053517436743,1500,elasticnet,saga,0.8159725918890482,0.748412
252,0.7922304497642189,balanced,0.0009853809354748643,1500,elasticnet,saga,0.8154141052233906,1.070727
253,0.15418274332959328,balanced,0.0005099726174751389,1500,elasticnet,saga,0.8160417242428158,0.751766
254,0.04198194592425236,balanced,0.00044039576800813333,1500,elasticnet,saga,0.8147049292977244,0.598288
255,1.7019095483167577,balanced,0.001463418913177248,1500,elasticnet,saga,0.8149210189475034,1.334426
256,0.19095761704131847,balanced,0.00017071854002978555,1500,elasticnet,saga,0.8160032845077216,0.765092
257,0.5278713218277403,balanced,0.00018240392261159965,1500,elasticnet,saga,0.8156498397202593,0.938988
258,0.020060710643635394,balanced,0.0006245465349477403,1500,elasticnet,saga,0.8128700617037976,0.527908
259,0.07979806027871034,balanced,0.00014357491588266392,1500,elasticnet,saga,0.815643382385361,0.671527
260,0.005194587996376183,balanced,0.00026957264222372894,1500,elasticnet,saga,0.8041876665682375,0.468024
261,0.23378261460135455,balanced,0.00033445796766097416,1500,elasticnet,saga,0.8158934277344048,0.821057
262,0.1799915061484464,balanced,0.0005107706630430934,1500,elasticnet,saga,0.8159761165515693,0.77597
263,0.5760325604412017,balanced,0.0005035329913426375,1500,elasticnet,saga,0.815601566566556,0.970456
264,0.06789829593438576,balanced,0.0029324408104132314,1500,elasticnet,saga,0.8154938353042473,0.628393
265,1.3541697887401714,balanced,0.0007408169762888905,1500,elasticnet,saga,0.8150539626652719,1.241444
266,0.20830151678766398,balanced,0.00018854905840296954,1500,elasticnet,saga,0.815972390308253,0.794996
267,0.039888465539055035,balanced,0.00010272234924955087,1500,elasticnet,saga,0.8146605163786097,0.606511
268,0.44129368505434113,balanced,0.00032657415951725834,1500,elasticnet,saga,0.8157656076625086,0.900556
269,0.018045035305669095,balanced,0.002131799774607087,1500,elasticnet,saga,0.8125977546959731,0.515002
270,3.5016420232853456,balanced,0.00014194091624438355,1500,elasticnet,saga,0.814426264905914,1.67155
271,0.1917993909613858,balanced,0.0014744994296941837,1500,elasticnet,saga,0.8159789382972101,0.777066
272,0.1906311586348453,balanced,0.00021845187522206392,1500,elasticnet,saga,0.8159908407589314,0.775591
273,0.7654897770806617,balanced,0.00023862127930877712,1500,elasticnet,saga,0.8154584147768075,1.067326
274,0.07125375589300734,balanced,0.00046981630316619393,1500,elasticnet,saga,0.8154559825842591,0.641066
275,0.2956657054085728,balanced,0.00021430218366235758,1500,elasticnet,saga,0.8160087548167602,0.845848
