trial,bootstrap,criterion,max_features,max_samples,min_samples_leaf,n_estimators,value,time,dataset
54,True,log_loss,0.8019776108216424,0.8144714233899419,0.1970142087607772,817,0.7837733831677645,6.90308,45062
55,True,log_loss,0.8924041136005386,0.9034173696336321,0.13252353538228528,806,0.7930766895985875,8.668932,45062
56,True,log_loss,0.4431952219000147,0.9292063759215059,0.2001742135582995,378,0.7635831578814893,2.886588,45062
57,True,entropy,0.35603968082448945,0.9132287330538709,0.2291046456992401,757,0.7676035900950902,5.589924,45062
58,True,entropy,0.8600495736406439,0.6596568187952074,0.24012142938751124,395,0.6626103195737493,3.025832,45062
59,True,gini,0.6380147648616308,0.664332272684958,0.20047490588753603,578,0.7699840147319398,4.505266,45062
60,True,gini,0.5396231058589884,0.5287793800083221,0.1383061002746754,794,0.7741853796320735,5.751464,45062
61,True,gini,0.5945744506530088,0.8807553158587361,0.07022453522455806,889,0.8042790954961401,9.769324,45062
62,True,log_loss,0.1650790245135198,0.8531211135782482,0.06696754281703839,93,0.7868982789425137,0.727388,45062
63,True,log_loss,0.8888008510582968,0.9736242886919293,0.2006756370517883,987,0.7863180257556097,8.837327,45062
64,True,entropy,0.8250835080757888,0.7121110046234882,0.07223949646123028,382,0.8031160686282632,4.291004,45062
65,True,entropy,0.1940209974216839,0.559408958134036,0.1798420604232127,498,0.7658281047519974,3.379629,45062
66,True,entropy,0.7948793025515682,0.6428560431409304,0.09471916770389054,749,0.7935047711732575,7.366879,45062
67,True,entropy,0.5221608872690399,0.9455715568490355,0.2485929592238601,964,0.768238479036487,7.645634,45062
68,True,entropy,0.6565989511876937,0.8146993190676313,0.14090821295355466,83,0.7874551786314455,0.791991,45062
69,True,entropy,0.860329187261247,0.6404815947961151,0.22805275677818326,631,0.70519020265046,5.234814,45062
70,True,gini,0.3826817824208423,0.7318492024699911,0.1667312223701744,461,0.7697433316647126,3.407165,45062
71,True,entropy,0.3476220930290622,0.7680481831720603,0.21275900394138975,87,0.7627926620883289,0.651743,45062
72,True,entropy,0.680575606710688,0.974899956645962,0.172683039187158,688,0.7847638207219404,5.865705,45062
73,True,gini,0.4011706935024397,0.5131834872486261,0.2121106661563666,424,0.5,2.551547,45062
74,True,entropy,0.773695138508567,0.9849571989073016,0.21766574094222757,988,0.7850898512252235,8.559003,45062
75,True,gini,0.750320807304062,0.9323611881275267,0.24994353465722613,474,0.7730768062158627,4.047673,45062
76,True,log_loss,0.29787848139455814,0.9248236953387057,0.14010882706201871,997,0.7825523593635166,7.974344,45062
77,True,gini,0.5945025923663166,0.8358503422029284,0.12163254360656811,137,0.7852396090875924,1.341487,45062
78,True,log_loss,0.7817452002548321,0.7600817505559967,0.16038136775489711,122,0.7810408057256473,1.041292,45062
79,True,gini,0.7041098045388953,0.5143913381566695,0.17406191027069295,565,0.7678176232293952,4.344376,45062
80,True,gini,0.5719341494837065,0.6752937794032985,0.12844880901994649,707,0.7856385698050794,5.836392,45062
81,True,gini,0.4172342258570162,0.8918265063705715,0.1744173400455747,443,0.7747358333667715,3.446411,45062
82,True,gini,0.3065955106391667,0.7460581465397691,0.14182715124765227,864,0.7679078482828039,6.27529,45062
83,True,log_loss,0.16069066248693115,0.6200728093890966,0.07577594438212985,981,0.786886978689766,6.849567,45062
84,True,log_loss,0.37653382665909063,0.5909400421995724,0.22935768198120238,136,0.5,0.834983,45062
85,True,gini,0.23514805045773166,0.5204343081332394,0.10571806780639173,479,0.7706102378011197,3.377638,45062
86,True,log_loss,0.39141588883846035,0.6031668592028963,0.1506834541709714,185,0.7637944377636107,1.33277,45062
87,True,entropy,0.7988628992854218,0.540879515974436,0.23417448010636266,694,0.5,4.114515,45062
88,True,entropy,0.2674794586693683,0.5922605096781887,0.12409442055827641,70,0.777068247366046,0.514648,45062
89,True,gini,0.12934656231247832,0.8737354690668783,0.10048738886880415,490,0.7821763979005352,3.361612,45062
90,True,gini,0.4579298934587638,0.553586005669888,0.15652345329100464,716,0.7683988803488032,5.145059,45062
91,True,entropy,0.2691584055972357,0.6610395827915891,0.11549947043558294,250,0.780204199697643,1.83878,45062
92,True,gini,0.4987537591432458,0.8945856193036692,0.06738405761748474,128,0.8028118089374411,1.325226,45062
93,True,entropy,0.3270207246389796,0.5637901513977819,0.12261645927972703,542,0.7699768882870568,3.845003,45062
94,True,log_loss,0.2897814333887956,0.8028874096784435,0.07035649452408076,650,0.7936258820800235,5.533117,45062
95,True,gini,0.23869887623580388,0.6425475843469235,0.22935308492528506,161,0.6535647554531465,1.089616,45062
96,True,log_loss,0.4182844792365933,0.5560194510840262,0.24389408665507378,89,0.5,0.562384,45062
97,True,gini,0.8435007913020687,0.8343216099622155,0.16135257860278596,867,0.7900135331189766,7.456894,45062
98,True,entropy,0.4403491508931334,0.6618396182021218,0.15152207573689103,576,0.7745110036927111,4.209708,45062
99,True,entropy,0.22349017221936185,0.7906191107113061,0.1462280203709635,250,0.7650734476854109,1.748762,45062
100,True,entropy,0.8919681859119563,0.5316874852363839,0.1144707689949446,537,0.7929618205210869,4.329031,45062
101,True,log_loss,0.47726095084012676,0.7978193703039221,0.13236818282945373,812,0.7816340505725632,6.749773,45062
102,True,log_loss,0.6846939801629154,0.5621486117427723,0.23766809136420758,355,0.5,2.12641,45062
103,True,entropy,0.21181790130103162,0.920914388379136,0.20905346237197803,189,0.7584240738104444,1.315096,45062
104,True,log_loss,0.5184523398152955,0.8325986103481,0.1217660968247005,209,0.7834163755453748,1.932723,45062
105,True,entropy,0.47014382853568515,0.6884722147124538,0.11027557483282842,879,0.7857090675275802,7.495753,45062
106,True,log_loss,0.5348422888911909,0.6919456106866058,0.2312944221929094,750,0.733928448154653,5.539773,45062
107,True,entropy,0.2114176581307098,0.6674528073285431,0.20880503785405918,628,0.7642330021971249,4.205891,45062
108,True,entropy,0.34937765423643863,0.5758374398663756,0.09969782796289316,624,0.7822651977400514,4.745084,45062
109,True,log_loss,0.373665398972726,0.9383828183808747,0.21425146093440256,747,0.7660108788609985,5.628358,45062
110,True,gini,0.21993394187901905,0.8986476828897768,0.0958502790465283,119,0.785705214249387,0.922055,45062
111,True,gini,0.30143924712556225,0.7713622216737981,0.11913919870078389,725,0.7842641363416194,5.678844,45062
112,True,gini,0.8578266716894523,0.7310029018220663,0.08067028062321605,189,0.7968512389829862,2.045642,45062
113,True,entropy,0.8456946259868899,0.9360619544720757,0.1630266367178418,590,0.7873184845668932,5.617457,45062
114,True,gini,0.5853720371062847,0.7881441800834066,0.1348261342604772,700,0.7876338816832192,6.045672,45062
115,True,gini,0.8878729591698676,0.5566190229203776,0.21777961728918682,739,0.5,4.343849,45062
116,True,gini,0.41920216309610425,0.7956377178724646,0.06095232776440627,133,0.8037276191248555,1.304773,45062
117,True,gini,0.5299164823503383,0.6990843467954717,0.2339711232825521,342,0.7287885264929556,2.585246,45062
118,True,entropy,0.4619516129061547,0.612302411469991,0.07817140407595997,353,0.790652162901785,3.096862,45062
119,True,log_loss,0.5644706802224347,0.6811969495583166,0.1764528575839061,184,0.7756300063338668,1.407481,45062
120,True,log_loss,0.43169929898161896,0.5743313638765565,0.06706993361572877,22,0.7933334222089267,0.208005,45062
121,True,entropy,0.2679244744764686,0.8749802351995889,0.22961085788814278,997,0.7660748976036234,6.972649,45062
122,True,log_loss,0.1525669115426819,0.7824205666313082,0.20510552333900212,213,0.75945633582071,1.416662,45062
123,True,gini,0.22419219674457003,0.7798201656541089,0.08638562609905423,459,0.7864216754860621,3.418272,45062
124,True,gini,0.4269873368784771,0.8219997716195079,0.05507727113206898,864,0.8030175423439099,8.538046,45062
125,True,gini,0.28485983727045716,0.6109860809664747,0.18437854871974568,164,0.7595554301012284,1.134667,45062
126,True,entropy,0.29054622483738124,0.8263730539259373,0.06988827855186903,29,0.7899407902939473,0.275125,45062
127,True,entropy,0.634468109256517,0.6985917648092275,0.0909968590831642,250,0.7904811107123141,2.365057,45062
128,True,gini,0.12122576309905578,0.6039431275730136,0.08628708701795947,300,0.7822854512215841,2.002216,45062
129,True,entropy,0.307538746745034,0.670908675848938,0.1259384816334534,587,0.7770010846499658,4.250195,45062
130,True,entropy,0.4489012233082533,0.7760235904259901,0.10889315190838354,594,0.7869848824706848,5.138488,45062
131,True,log_loss,0.8156417815152731,0.7437155991247568,0.20997105118946308,949,0.7809016265199928,7.765565,45062
132,True,log_loss,0.30631014834656184,0.8167391099130736,0.07787121481456483,431,0.7899098612992421,3.609462,45062
133,True,gini,0.11471254123797339,0.6361536632596845,0.2328597613120998,837,0.6418489870770043,5.259489,45062
134,True,gini,0.7637934429657613,0.8257101941759322,0.09128425435212065,126,0.7959434225368442,1.350061,45062
135,True,entropy,0.5804134883469227,0.7987065510851541,0.18300733490925108,20,0.7606121925488416,0.190832,45062
136,True,gini,0.13757277342004404,0.7594588526414188,0.08325667375121588,183,0.7855143176496876,1.349878,45062
137,True,entropy,0.3309549894165599,0.6946478070209883,0.12113454329298984,741,0.7812538686654641,5.761131,45062
138,True,entropy,0.8494637914598064,0.8318355826813241,0.19651441944205006,722,0.7838815028447919,6.205134,45062
139,True,log_loss,0.49709299776098914,0.5257129067421251,0.16936856978337783,223,0.7662321501738552,1.612066,45062
140,True,gini,0.49639305296495884,0.8640943781018017,0.1876804792855472,341,0.771551672633415,2.643408,45062
141,True,entropy,0.31771610978397014,0.8473482354272134,0.1680461333738174,440,0.7646133347285075,3.193231,45062
142,True,entropy,0.45680461836636466,0.9751186769104012,0.08702658576772393,367,0.7959930615131079,3.623849,45062
143,True,gini,0.653821251614282,0.8293916833553587,0.21983913031306385,547,0.7759747841250036,4.454812,45062
144,True,log_loss,0.13154144909480472,0.9720296698433066,0.19111503450313772,257,0.7708895076125828,1.710681,45062
145,True,log_loss,0.6579362137974719,0.5169729892928994,0.10946980147451016,926,0.7851430381435138,7.142946,45062
146,True,gini,0.7756395188280564,0.9310213254946567,0.11382009464865113,926,0.7959535409987601,10.094268,45062
147,True,entropy,0.16156256130336732,0.5602834428886394,0.18925775517562798,831,0.7621744984270238,5.471321,45062
148,True,gini,0.7325785318711708,0.7697456461876686,0.11375050058641399,346,0.7926207838306655,3.498072,45062
149,True,gini,0.7960790991207439,0.5122003907782691,0.05425388217007743,630,0.8048023870093699,6.285655,45062
150,True,entropy,0.3805694523613682,0.9989670552666687,0.2034376577862254,876,0.7665026520135737,6.631284,45062
151,True,log_loss,0.7146187310916146,0.9920417345996475,0.13355335643346677,408,0.7878433898158643,4.232122,45062
152,True,gini,0.3297911933232654,0.6773110788203882,0.10926162409119802,427,0.785799333967048,3.367393,45062
153,True,log_loss,0.4074613177277454,0.7138865668679312,0.18592945653861398,241,0.7639302329721962,1.75148,45062
154,True,gini,0.8032946460497318,0.7087903878924642,0.23894640445828208,226,0.726515222340764,1.856478,45062
155,True,log_loss,0.8541854193081005,0.6158358506917216,0.1799293297984737,473,0.7823025404989625,3.835654,45062
156,True,gini,0.24915060971540362,0.6102431045350877,0.20591689471335067,612,0.7607938824109095,4.128652,45062
157,True,entropy,0.8959262581171482,0.9638761415976065,0.08477904984389746,356,0.8049132760738443,4.430013,45062
158,True,gini,0.27955245746932855,0.9079165624953089,0.09476352296452462,402,0.7897229671202821,3.389469,45062
159,True,gini,0.31248003407096486,0.9387304313151902,0.07590298425656083,542,0.7938571607508657,4.822356,45062
160,True,gini,0.5406858964873115,0.8276209903195109,0.06739735198228203,890,0.8007375723405634,8.998998,45062
161,True,log_loss,0.16483697272611836,0.7479378675393854,0.09403664038996228,414,0.7839965047664421,2.883882,45062
162,True,entropy,0.5739262277276141,0.740293288663324,0.21493619318502982,687,0.7684372457592605,5.356695,45062
163,True,gini,0.7379408172855425,0.939314993177579,0.1816903669316851,354,0.7854633716729511,3.063059,45062
164,True,gini,0.6441126174082403,0.8487357308346418,0.17372227564303688,852,0.7840043450923515,6.998389,45062
165,True,entropy,0.7606534004518102,0.5146236415172796,0.07577397349468905,755,0.7945860398526662,6.846708,45062
166,True,log_loss,0.505974187008669,0.9160670889788709,0.05127717434336672,342,0.8062863275538066,3.824517,45062
167,True,entropy,0.6072045624796891,0.6299017905320798,0.15799707594317108,294,0.7733521308393974,2.290769,45062
168,True,entropy,0.3734977328309489,0.9814960019294974,0.17652437862678966,782,0.7705339193241535,6.00578,45062
169,True,entropy,0.340770853557453,0.5339185295525859,0.19163441772905632,933,0.7312979059015525,6.289482,45062
170,True,log_loss,0.7972294449219011,0.5228710169062565,0.2446977938354794,76,0.5,0.467259,45062
171,True,log_loss,0.1176988412231978,0.5122934582294008,0.11472204382990825,970,0.7653745583826806,6.173567,45062
172,True,gini,0.8976996001261689,0.636813333140833,0.1352362604471946,494,0.8035355793506749,4.098425,45062
173,True,entropy,0.16590483649267418,0.6103848063943802,0.18609986041494264,457,0.7614831745096807,2.990332,45062
174,True,entropy,0.8548927361340791,0.716167400521301,0.13394546338522445,658,0.7891533260075403,5.987163,45062
175,True,log_loss,0.8152793629433076,0.7046670031575215,0.09599092117821724,642,0.7945930184508107,6.450475,45062
176,True,entropy,0.47856792535324577,0.9321791249198186,0.24363868558294438,221,0.764598826753412,1.723634,45062
177,True,gini,0.7088191927543991,0.9223916140584438,0.1752440643262831,193,0.7798435660471021,1.634476,45062
178,True,entropy,0.48521788121004006,0.8982686454880882,0.0734616377924789,140,0.7976406747969337,1.429431,45062
179,True,gini,0.15136714966010728,0.7457972733707184,0.16639428038287976,134,0.7627407045965834,0.915089,45062
180,True,gini,0.1579575102356471,0.5058102699540503,0.12849871128133697,276,0.75966282953787,1.774528,45062
181,True,log_loss,0.7238807911146798,0.9300611985946023,0.05792376506967143,485,0.8099735531689356,6.066438,45062
182,True,log_loss,0.4991105227610849,0.5712477714507567,0.17363114686362383,486,0.7683135399773565,3.559232,45062
183,True,gini,0.17029319931586667,0.7588558216923558,0.12012538624183616,706,0.7848032856547592,4.922716,45062
184,True,entropy,0.6515719753098126,0.783770424130779,0.21011733982181657,42,0.7683753431916449,0.373136,45062
185,True,log_loss,0.12526891586051364,0.8532378632434505,0.237242449248738,208,0.7672731048700816,1.371485,45062
186,True,log_loss,0.7413824664558335,0.8570434660662138,0.11789003850856122,61,0.787438068108948,0.656538,45062
187,True,entropy,0.46185462761464013,0.9086488849812469,0.17871553903930498,817,0.7722316729207568,6.363527,45062
188,True,gini,0.22763574409055068,0.6235516170050732,0.22435671331844037,531,0.6816303938888368,3.488964,45062
189,True,gini,0.6269662204007009,0.8948492535712396,0.1496391432906278,227,0.7909243082152824,2.045817,45062
190,True,log_loss,0.6202605490775495,0.9873965810733916,0.08990849018582903,560,0.7972721742304248,5.873754,45062
191,True,log_loss,0.7946180043267045,0.7313114783696582,0.1954338139532616,684,0.7819285516591525,5.635562,45062
192,True,gini,0.13208735312998598,0.9938247818680289,0.22340629922448973,746,0.7633686564071054,4.864362,45062
193,True,entropy,0.8205614912090068,0.9367116190408302,0.1343441853746911,583,0.7922528534145394,6.287078,45062
194,True,entropy,0.6052481760740165,0.8114832917817414,0.19662260448305618,284,0.7776773288560869,2.310812,45062
195,True,entropy,0.8771160752333117,0.6187716624619388,0.08619539054189795,140,0.7964086475888852,1.460428,45062
196,True,log_loss,0.5118538831437521,0.7226526275013327,0.12184667387995314,856,0.781670232889056,7.301453,45062
197,True,log_loss,0.6253893316330338,0.6290667163505638,0.11503801284493897,597,0.7864998212349061,5.077347,45062
198,True,entropy,0.15879739786401015,0.618025231673232,0.08395158101750816,776,0.7848279333960168,5.396995,45062
199,True,entropy,0.5937159892832241,0.624357136293815,0.19135544337708915,525,0.7688375790562009,4.330341,45062
200,True,log_loss,0.47970470059985115,0.8319022638109026,0.21883408979383945,175,0.7676476291242232,1.441138,45062
201,True,entropy,0.3157996892135917,0.5559598096988639,0.061417371217862976,808,0.7897495252168434,6.266258,45062
202,True,gini,0.8471000140223239,0.7260995141417177,0.1132312209953501,536,0.7921054729367855,5.474648,45062
203,True,log_loss,0.1039519847475277,0.9825593482180228,0.24036235708464782,512,0.7575881992192028,3.42043,45062
204,True,gini,0.6334914060368835,0.7444232901284601,0.07793025095126259,643,0.7970660172245038,6.203723,45062
205,True,entropy,0.8759296368858164,0.8367162166624587,0.06878014315788368,39,0.8026554784301722,0.501555,45062
206,True,entropy,0.7704922317184882,0.8463129761130823,0.23892284389480467,676,0.7713807284604471,5.610904,45062
207,True,log_loss,0.1243096477574695,0.7853048733194148,0.23618973910139557,687,0.7594445630077822,4.513431,45062
208,True,gini,0.6209863816331936,0.6969322028270792,0.07131860606159815,693,0.8002921111556498,6.779758,45062
209,True,gini,0.7966027602698074,0.7034539803614352,0.20647709681165471,661,0.7812648959352066,5.631919,45062
210,True,entropy,0.6340747084508678,0.6635165807816193,0.21156918838825173,571,0.7669594702993642,4.450923,45062
211,True,log_loss,0.5355912783686797,0.5601045276853043,0.051151732099624314,765,0.7993145254923519,7.111326,45062
212,True,log_loss,0.4589548980980246,0.6942790506351728,0.0975088261748655,331,0.78488310984353,2.909838,45062
213,True,log_loss,0.5955922768076917,0.8341063992775082,0.14269880876011448,379,0.7893021701673636,3.384949,45062
214,True,gini,0.3729982621009251,0.5128210329032179,0.1260391237571714,386,0.7685252795064613,2.679803,45062
215,True,log_loss,0.7503885909728748,0.8824416307710641,0.1936246152452989,405,0.7825698873391067,3.432081,45062
216,True,entropy,0.8184244391599895,0.8237373570773014,0.09869645931525986,956,0.7962298094261893,10.368725,45062
217,True,entropy,0.48869740734906053,0.5507104142246082,0.1013553135441016,928,0.7827941885893581,7.473071,45062
218,True,entropy,0.5882670266487348,0.6556538495780018,0.19323013484463875,292,0.7678457977501958,2.261772,45062
219,True,gini,0.24515067815650157,0.8405589269824914,0.15503267673341203,280,0.7692254786483878,2.04675,45062
220,True,entropy,0.4868365173759398,0.9814634376187898,0.21119850995503164,712,0.7705064763298746,5.541975,45062
221,True,log_loss,0.7553510875414322,0.8008059100731656,0.22684129266968156,555,0.774416905871991,4.595069,45062
222,True,entropy,0.8200184987184089,0.9199306514333602,0.12068427586054363,236,0.7935603279976646,2.591876,45062
223,True,log_loss,0.6340399194331764,0.7118691268243814,0.06910706276693364,244,0.800051411730899,2.462815,45062
224,True,entropy,0.7902376620345829,0.868436872472091,0.09334796001815514,628,0.7953134446387962,6.907051,45062
225,True,entropy,0.28555767689278033,0.773348706357035,0.12818119918110293,104,0.7787023752743193,0.81897,45062
226,True,entropy,0.4234550144834337,0.8475722770237969,0.13563992298512295,599,0.7829315123843755,5.110532,45062
227,True,entropy,0.6794710537029929,0.5520548246920831,0.16567738340128182,721,0.7726732429220756,5.48325,45062
228,True,log_loss,0.3586972496924167,0.5959336623593714,0.09533128044539761,281,0.7847460904657171,2.202965,45062
229,True,entropy,0.28696966552834646,0.9001782539111808,0.15800238292090213,361,0.7700863447845178,2.774716,45062
230,True,gini,0.6355895641585521,0.6665009565290989,0.24882787224423353,882,0.5,5.293749,45062
231,True,entropy,0.5498374527023279,0.5300711713003926,0.24152505690107606,665,0.5,3.9315,45062
232,True,gini,0.46029674900654816,0.5483382248233598,0.20123266577904925,183,0.7133430977023785,1.307929,45062
233,True,log_loss,0.41945273264744654,0.6173210409277268,0.0804832026660835,354,0.7891830632438818,3.012254,45062
234,True,gini,0.5988685504022078,0.760478988636021,0.06782488642320333,993,0.8020348207124091,10.206189,45062
235,True,entropy,0.1289283044198097,0.8543723488714883,0.11062567118906573,758,0.781182181376573,5.243486,45062
236,True,log_loss,0.3444194485264188,0.7769011203561882,0.1293963034148567,270,0.7802026040077511,2.152027,45062
237,True,log_loss,0.8937264118586502,0.7484817414529151,0.22028499154901915,453,0.7803952070308388,3.867068,45062
238,True,gini,0.8023794563560557,0.69031164673829,0.22361133802149008,216,0.7681847243150848,1.780648,45062
239,True,gini,0.23881961198920695,0.7014900893825807,0.18899021778049235,808,0.7657416625928412,5.540317,45062
240,True,gini,0.7896115858180981,0.5662623363709243,0.23455143810267887,352,0.5,2.107044,45062
241,True,entropy,0.4189304222178505,0.7512830382317213,0.07927479843244983,492,0.7922312723242768,4.435942,45062
242,True,log_loss,0.5396236287160135,0.9815575557945869,0.243164432230644,374,0.7683212204451956,2.992495,45062
243,True,entropy,0.612661051752165,0.552832342130872,0.09320763650191993,438,0.7839275057078307,3.849797,45062
244,True,gini,0.4678403390154562,0.8903807930342199,0.06163275910109516,624,0.8038129461599551,6.475322,45062
245,True,log_loss,0.21379949494975695,0.6195900521079628,0.07427698788448578,995,0.7880952050591139,7.188267,45062
246,True,entropy,0.8973574830823815,0.7547110640748949,0.21279405390120376,310,0.7811092334199912,2.660004,45062
247,True,entropy,0.2045683013921596,0.7130416919451857,0.22732084304809336,619,0.7598359574267043,4.202572,45062
248,True,log_loss,0.6868915044491216,0.9137689477834372,0.20386097872826797,455,0.782911077911496,3.789289,45062
249,True,entropy,0.708231858497708,0.6299066043725171,0.07742194114579981,20,0.7875690891916868,0.222074,45062
250,True,log_loss,0.7412296895063917,0.9879368774550269,0.2419153288642067,540,0.7771959223200741,4.582107,45062
251,True,entropy,0.17846606462739567,0.922178541369808,0.14764822740435563,493,0.7791731718896753,3.518991,45062
252,True,entropy,0.41558102285602827,0.6879441425728847,0.14188935368119732,158,0.7684311569086735,1.202438,45062
253,True,entropy,0.6505077648692337,0.6577034478740064,0.1375206248110784,787,0.7843811421510956,6.269771,45062
254,True,log_loss,0.6097611814466244,0.7307387323123671,0.18187078444115656,262,0.7757183644397475,2.075024,45062
255,True,gini,0.22013520065363334,0.759204010972602,0.19748675374429714,897,0.7634759881618395,6.029962,45062
256,True,gini,0.1576674687989387,0.8581616940313411,0.06425134555305173,517,0.7886884247143606,3.843477,45062
257,True,gini,0.3797625837966797,0.6482677906438277,0.20493070623623638,21,0.7550060391378772,0.18854,45062
258,True,gini,0.7114981297773888,0.8301513598506691,0.10300928566500081,665,0.7944173623008977,6.712416,45062
259,True,entropy,0.5997308550834111,0.8846115739190668,0.12638792793057918,30,0.7861257455353778,0.32783,45062
