trial,bootstrap,criterion,max_features,max_samples,min_samples_leaf,n_estimators,value,time,dataset
0,True,gini,0.22479561626896213,0.5780093202212182,0.061616722433639894,381,0.7898419355483541,2.660075,45062
1,True,entropy,0.7659541126403374,0.9849549260809971,0.09246782213565524,868,0.7988941499547481,9.284507,45062
2,True,log_loss,0.3329833121584336,0.7159725093210578,0.17237057894447588,190,0.7630942683084311,1.285867,45062
3,True,log_loss,0.25973902572668783,0.8925879806965068,0.1528468876827223,148,0.774626220461978,1.019911,45062
4,True,entropy,0.8591084298026667,0.5325257964926398,0.24312640661491186,597,0.5,3.240088,45062
5,True,log_loss,0.19763058787582308,0.7200762468698007,0.14903538202225403,811,0.7663381346889787,5.314034,45062
6,True,gini,0.5160544169422486,0.6558555380447055,0.15934205586865594,44,0.7566880613018189,0.330741,45062
7,True,gini,0.5783199830488681,0.9474136752138245,0.23437484700462335,193,0.7671566011529476,1.452386,45062
8,True,log_loss,0.3170792254191167,0.6943386448447411,0.21574750183038588,97,0.7570272957631454,0.664668,45062
9,True,entropy,0.15964051494381667,0.9010984903770198,0.24737738732010345,363,0.7646990119800254,2.324642,45062
10,True,entropy,0.8458322735294297,0.8119205115263206,0.06990749605179804,980,0.8047528355745663,11.419562,45062
11,True,entropy,0.874621722874501,0.8189858776055303,0.06561105539589998,937,0.8073627304932682,11.488394,45062
12,True,entropy,0.6997387736001356,0.8092405715438601,0.05419442517757523,993,0.8088823322685492,11.450342,45062
13,True,entropy,0.6652694492434359,0.8074457014390437,0.10057616815530945,711,0.7931126222502016,6.734235,45062
14,True,entropy,0.6993170855967058,0.8119216947211788,0.111106813064327,971,0.7919503849338169,9.328473,45062
15,True,entropy,0.8915115594463542,0.8559889011067058,0.05059376575818961,699,0.8142969576731343,9.559236,45062
16,True,entropy,0.7455996079489744,0.8828511127251542,0.1301911939364088,734,0.7888604032018559,7.201754,45062
17,True,entropy,0.6173646146678392,0.7650401223721423,0.05033081343994433,565,0.8083638862574432,6.103807,45062
18,True,entropy,0.4199845595069718,0.6358254586519156,0.08724091557502758,700,0.7855197973410234,5.673748,45062
19,True,gini,0.7674746075700905,0.8565180629000864,0.12030433162664239,431,0.791357424229239,4.271968,45062
20,True,entropy,0.8003489245130058,0.9309279647258617,0.19118776047276503,819,0.7863917428335199,6.869919,45062
21,True,entropy,0.609306108858697,0.7645154738527735,0.0518273179064198,560,0.8076110240589948,5.99684,45062
22,True,entropy,0.5052048095562366,0.7504812645915667,0.079165958700612,604,0.7934689539425582,5.380066,45062
23,True,entropy,0.6491253730854968,0.7744960843769275,0.05388893849818987,486,0.8079708588494572,5.341366,45062
24,True,entropy,0.5737724800005334,0.8477436222821763,0.07663578347793201,264,0.8003138668914348,2.60374,45062
25,True,entropy,0.41319212922880755,0.6745519836646499,0.10256309457047849,659,0.7835934671794711,5.267171,45062
26,True,entropy,0.6959357967397167,0.6193798453406841,0.05522718470428171,881,0.8037345940279177,8.902628,45062
27,True,entropy,0.8994394706831758,0.775350934394511,0.08297065941884288,498,0.7968590129455915,5.270904,45062
28,True,gini,0.8271653444672711,0.8465373002561408,0.13083375084723253,757,0.7924900383895102,7.4373,45062
29,True,log_loss,0.45711901025613677,0.724745767308601,0.06591934727565582,325,0.8008863662580981,2.976951,45062
30,True,gini,0.7312784876670583,0.933692906476827,0.05210538641184901,564,0.8150861353656158,7.197108,45062
31,True,gini,0.7304987590465897,0.9708782794206089,0.052314681757809046,557,0.8150288657199928,7.250742,45062
32,True,gini,0.7172765249236638,0.981495070314065,0.06450060971367089,441,0.8095313017280861,5.292783,45062
33,True,gini,0.7477251235258073,0.9799323693434294,0.06972737993404055,449,0.8094033851062858,5.572308,45062
34,True,gini,0.8072476684488392,0.9993852086792335,0.08447815284193969,402,0.805002917817904,4.742158,45062
35,True,gini,0.773483864175996,0.9616351345446998,0.09489111956222834,643,0.7967933160515511,7.018429,45062
36,True,gini,0.7182727444924037,0.9142161469781873,0.06566205700182694,560,0.8067296812048033,6.571581,45062
37,True,gini,0.5506409725787462,0.9490800228219772,0.07576543979261474,316,0.8019282542948746,3.287683,45062
38,True,gini,0.8873093828249232,0.9703334380520517,0.18468011093362247,531,0.7932001083573141,4.560512,45062
39,True,gini,0.6539470617116951,0.8829080071946112,0.06038038695030535,630,0.8086726380275773,7.282124,45062
40,True,gini,0.810623100906461,0.9207333900948438,0.09418043299057839,460,0.796172461517773,4.97588,45062
41,True,gini,0.7617465396824169,0.9908338628979365,0.07030015501815651,430,0.8071514494927202,5.270112,45062
42,True,gini,0.7454385139002779,0.9378972403254817,0.06276721353354611,516,0.8120812304411006,6.226626,45062
43,True,gini,0.845491602174191,0.9351500023732251,0.06106061502121555,527,0.8135891464106333,6.781897,45062
44,True,gini,0.8496509203632283,0.9415689643260036,0.062290375112850974,508,0.8121013690424099,6.555177,45062
45,True,log_loss,0.8526760526648642,0.9021756025029594,0.05077952354532837,667,0.8141324239910155,8.974789,45062
46,True,log_loss,0.8552931443404932,0.9029437255089915,0.05015872640148513,785,0.8144793124405403,10.694513,45062
47,True,log_loss,0.8629692780000227,0.8992892503168318,0.2137856789415136,791,0.7832033232320358,6.614464,45062
