trial,C,class_weight,l1_ratio,max_iter,penalty,solver,value,time
0,0.09915644566638401,balanced,0.6351221010640696,1500,elasticnet,saga,0.8127852614155336,0.857641
1,71.77141927992021,balanced,0.024810409748678097,1500,elasticnet,saga,0.8137256543350091,5.457904
2,0.0017707168643537846,balanced,0.0004207053950287938,1500,elasticnet,saga,0.7933159639948003,0.479863
3,0.00029152036385288323,balanced,0.29154431891537513,1500,elasticnet,saga,0.5580219924892761,0.33974
4,6.4405075539937195,balanced,0.06796578090758151,1500,elasticnet,saga,0.8141540246974699,2.088717
5,0.00014610865886287216,balanced,0.7579479953348001,1500,elasticnet,saga,0.5,0.132737
6,456.6054873446131,balanced,0.0007068974950624604,1500,elasticnet,saga,0.8136996234323342,9.722723
7,0.002848391870910803,balanced,0.0005415244119402539,1500,elasticnet,saga,0.7984667247560594,0.458287
8,0.027160511446548512,balanced,0.012561043700013555,1500,elasticnet,saga,0.8137440773280484,0.599146
9,0.2854697857797185,balanced,0.0014618962793704966,1500,elasticnet,saga,0.8159295438465702,0.934654
10,7.849159562555091,balanced,0.0003613894271216529,1500,elasticnet,saga,0.8140430422563809,2.186381
11,0.02173487707341741,balanced,0.002920433847181412,1500,elasticnet,saga,0.8131179457502957,0.509447
12,0.4452048365748854,balanced,0.13826232179369857,1500,elasticnet,saga,0.8158183663722399,0.924878
13,0.0039572205641009274,balanced,0.011400863701127324,1500,elasticnet,saga,0.8012360912390452,0.454267
14,5.486767416600916,balanced,0.00015339162591163628,1500,elasticnet,saga,0.814162806558614,1.929378
15,7.250347382396653,balanced,0.00048094619675015767,1500,elasticnet,saga,0.8140931957101205,2.105333
16,0.0003314459707751232,balanced,0.6245139574743068,1500,elasticnet,saga,0.5,0.16926
17,5309.5322690092235,balanced,0.17123375973163968,1500,elasticnet,saga,0.8136993922168643,13.099136
18,0.02734702913886812,balanced,0.00024586032763280086,1500,elasticnet,saga,0.8137705646529805,0.561372
19,29.775853025212687,balanced,0.005762487216478602,1500,elasticnet,saga,0.8137900125431008,3.840711
20,0.000946903842177445,balanced,0.009565499215943823,1500,elasticnet,saga,0.7841368646987281,0.480152
21,0.00018841183049085134,balanced,0.43379206974909373,1500,elasticnet,saga,0.5,0.153713
22,0.011755466083160767,balanced,0.04467752817973906,1500,elasticnet,saga,0.8094416692525244,0.476015
23,0.031166541263980527,balanced,0.012030178871154668,1500,elasticnet,saga,0.8141213725343703,0.58536
24,2.364189230878976,balanced,0.0005488047000766049,1500,elasticnet,saga,0.8146510273372773,1.496314
25,5710.5379511268075,balanced,0.12604664585649453,1500,elasticnet,saga,0.8136993922168643,12.95327
26,3280.888962660632,balanced,0.3795853142670636,1500,elasticnet,saga,0.8136993922168643,12.841076
27,6.0701556941418096,balanced,0.48696409415208936,1500,elasticnet,saga,0.8141492665385119,2.336295
28,0.0005104344952682508,balanced,0.0006080390190296605,1500,elasticnet,saga,0.7812563479640735,0.463929
29,0.0002300479202014584,balanced,0.0020013420622879987,1500,elasticnet,saga,0.7744372980052522,0.444739
30,0.12865252594826798,balanced,0.0012172958098369967,1500,elasticnet,saga,0.815810080707549,0.729011
31,426.4813784432929,balanced,0.0026730883107816713,1500,elasticnet,saga,0.8137056529320077,9.598333
32,0.017679748286442643,balanced,0.014817820606039088,1500,elasticnet,saga,0.8122227063483486,0.490422
33,0.0013408920002835425,balanced,0.16172900811143134,1500,elasticnet,saga,0.7171057666186395,0.433368
34,0.00039482545946332466,balanced,0.8862326508576243,1500,elasticnet,saga,0.5,0.177415
35,150.64619068942054,balanced,0.0006235377135673159,1500,elasticnet,saga,0.8137059614068924,6.854169
36,0.00011070747281639221,balanced,0.18274508859816008,1500,elasticnet,saga,0.5,0.185594
37,45.170900739091465,balanced,0.08241925264876443,1500,elasticnet,saga,0.813751780983792,4.711108
38,147.96628616069324,balanced,0.00019777828512462724,1500,elasticnet,saga,0.8136966045633494,6.677761
39,0.07374385355858322,balanced,0.00029072088906598463,1500,elasticnet,saga,0.8155300081452576,0.65213
40,803.2068562667243,balanced,0.031130959561221232,1500,elasticnet,saga,0.8136994691948918,11.29536
41,0.044379683310623495,balanced,0.00017956984225677631,1500,elasticnet,saga,0.8148937034130632,0.602432
42,0.030750952591044503,balanced,0.0019986340778528873,1500,elasticnet,saga,0.8141004136698575,0.548439
43,68.68302692995739,balanced,0.035500125258511595,1500,elasticnet,saga,0.8137110336417774,5.090868
44,1252.281430305366,balanced,0.007742116473996248,1500,elasticnet,saga,0.8136994693355855,11.558119
45,0.0009052196389541902,balanced,0.0712818805840136,1500,elasticnet,saga,0.75179072442386,0.439745
46,121.97768563438403,balanced,0.017583640270008517,1500,elasticnet,saga,0.8137045839222834,6.293975
47,147.14226590398798,balanced,0.009444574254983563,1500,elasticnet,saga,0.8137060385256136,6.683281
48,1.5200666650051613,balanced,0.005130551760589831,1500,elasticnet,saga,0.8149837949957868,1.29156
49,0.00015971768764426244,balanced,0.00027012557725439106,1500,elasticnet,saga,0.7749080378614034,0.423739
50,0.00017841587142327403,balanced,0.035127047262708454,1500,elasticnet,saga,0.6353293286836319,0.378211
51,0.03272260339283022,balanced,0.010821382910613988,1500,elasticnet,saga,0.8142214215082154,0.581085
52,1821.9304379346577,balanced,0.000993502390906369,1500,elasticnet,saga,0.8136994693355855,11.918647
53,0.19189487864144905,balanced,0.10524574681335624,1500,elasticnet,saga,0.815959806798272,0.755504
