Dataset ID,Best AUC RS,Best AUC BS
31,0.7570714285714286,0.7631428571428571
37,0.8275324947589098,0.8312180293501049
45062,0.8099735531689356,0.8194890890467399
43980,0.7971501465782392,0.8052542291426376
