trial,C,class_weight,l1_ratio,max_iter,penalty,solver,value,time,dataset
0,0.09915644566638401,balanced,0.6351221010640696,1500,elasticnet,saga,0.8324661041048469,0.287027,45062
1,71.77141927992021,balanced,0.024810409748678097,1500,elasticnet,saga,0.8328541605189675,4.134336,45062
2,0.0017707168643537846,balanced,0.0004207053950287938,1500,elasticnet,saga,0.8149485369206388,0.307416,45062
3,0.00029152036385288323,balanced,0.29154431891537513,1500,elasticnet,saga,0.7320879699571045,0.256683,45062
4,6.4405075539937195,balanced,0.06796578090758151,1500,elasticnet,saga,0.8328668079892422,1.222898,45062
5,0.00014610865886287216,balanced,0.7579479953348001,1500,elasticnet,saga,0.5,0.076007,45062
6,456.6054873446131,balanced,0.0007068974950624604,1500,elasticnet,saga,0.8328544661799764,8.098796,45062
7,0.002848391870910803,balanced,0.0005415244119402539,1500,elasticnet,saga,0.8195322792399338,0.308873,45062
8,0.027160511446548512,balanced,0.012561043700013555,1500,elasticnet,saga,0.8299833637733098,0.296496,45062
9,0.2854697857797185,balanced,0.0014618962793704966,1500,elasticnet,saga,0.8326572510433303,0.345944,45062
10,7.849159562555091,balanced,0.0003613894271216529,1500,elasticnet,saga,0.8328634113888589,1.318394,45062
11,0.02173487707341741,balanced,0.002920433847181412,1500,elasticnet,saga,0.8294507828992159,0.311331,45062
12,0.4452048365748854,balanced,0.13826232179369857,1500,elasticnet,saga,0.8327670095736813,0.395064,45062
13,0.0039572205641009274,balanced,0.011400863701127324,1500,elasticnet,saga,0.8221073425545751,0.305694,45062
14,5.486767416600916,balanced,0.00015339162591163628,1500,elasticnet,saga,0.8328714334241878,1.105459,45062
15,7.250347382396653,balanced,0.00048094619675015767,1500,elasticnet,saga,0.832867113650251,1.256743,45062
16,0.0003314459707751232,balanced,0.6245139574743068,1500,elasticnet,saga,0.5,0.115757,45062
17,5309.5322690092235,balanced,0.17123375973163968,1500,elasticnet,saga,0.8328535413180974,11.18657,45062
18,0.02734702913886812,balanced,0.00024586032763280086,1500,elasticnet,saga,0.8299775016249494,0.299975,45062
19,29.775853025212687,balanced,0.005762487216478602,1500,elasticnet,saga,0.8328550865063968,2.545729,45062
20,0.000946903842177445,balanced,0.009565499215943823,1500,elasticnet,saga,0.8074610395157704,0.294489,45062
21,0.00018841183049085134,balanced,0.43379206974909373,1500,elasticnet,saga,0.5,0.08344,45062
22,0.011755466083160767,balanced,0.04467752817973906,1500,elasticnet,saga,0.827741739372159,0.302576,45062
23,0.031166541263980527,balanced,0.012030178871154668,1500,elasticnet,saga,0.830260428883091,0.322848,45062
24,2.364189230878976,balanced,0.0005488047000766049,1500,elasticnet,saga,0.832869903430818,0.760733,45062
25,5710.5379511268075,balanced,0.12604664585649453,1500,elasticnet,saga,0.8328535413180974,11.159812,45062
26,3280.888962660632,balanced,0.3795853142670636,1500,elasticnet,saga,0.8328535413180974,10.976373,45062
27,6.0701556941418096,balanced,0.48696409415208936,1500,elasticnet,saga,0.8328692791649713,1.494281,45062
28,0.0005104344952682508,balanced,0.0006080390190296605,1500,elasticnet,saga,0.8003977649356369,0.311111,45062
29,0.0002300479202014584,balanced,0.0020013420622879987,1500,elasticnet,saga,0.7926840163606934,0.30568,45062
30,0.12865252594826798,balanced,0.0012172958098369967,1500,elasticnet,saga,0.8322438726754516,0.307159,45062
31,426.4813784432929,balanced,0.0026730883107816713,1500,elasticnet,saga,0.8328547746548611,7.867814,45062
32,0.017679748286442643,balanced,0.014817820606039088,1500,elasticnet,saga,0.8289185138766577,0.31469,45062
33,0.0013408920002835425,balanced,0.16172900811143134,1500,elasticnet,saga,0.8057236463707456,0.294385,45062
34,0.00039482545946332466,balanced,0.8862326508576243,1500,elasticnet,saga,0.5,0.08666,45062
35,150.64619068942054,balanced,0.0006235377135673159,1500,elasticnet,saga,0.8328560085544001,5.532389,45062
36,0.00011070747281639221,balanced,0.18274508859816008,1500,elasticnet,saga,0.5,0.098551,45062
37,45.170900739091465,balanced,0.08241925264876443,1500,elasticnet,saga,0.8328535458202989,3.287596,45062
38,147.96628616069324,balanced,0.00019777828512462724,1500,elasticnet,saga,0.8328563170292849,5.513164,45062
39,0.07374385355858322,balanced,0.00029072088906598463,1500,elasticnet,saga,0.831679185088461,0.299003,45062
40,803.2068562667243,balanced,0.031130959561221232,1500,elasticnet,saga,0.8328538492302069,9.15909,45062
41,0.044379683310623495,balanced,0.00017956984225677631,1500,elasticnet,saga,0.8309295555155181,0.319439,45062
42,0.030750952591044503,balanced,0.0019986340778528873,1500,elasticnet,saga,0.8302481067709566,0.307541,45062
43,68.68302692995739,balanced,0.035500125258511595,1500,elasticnet,saga,0.8328541593934172,3.970914,45062
44,1252.281430305366,balanced,0.007742116473996248,1500,elasticnet,saga,0.8328538497929822,9.817895,45062
