trial,bootstrap,criterion,max_features,max_samples,min_samples_leaf,n_estimators,value,time
0,True,gini,0.22479561626896213,0.5780093202212182,0.061616722433639894,381,0.7789372938313834,6.658513
1,True,entropy,0.7659541126403374,0.9849549260809971,0.09246782213565524,868,0.7834198728807498,19.264544
2,True,log_loss,0.3329833121584336,0.7159725093210578,0.17237057894447588,190,0.75636202692297,3.123703
3,True,log_loss,0.25973902572668783,0.8925879806965068,0.1528468876827223,148,0.767169761601324,2.504224
4,True,entropy,0.8591084298026667,0.5325257964926398,0.24312640661491186,597,0.5,8.724109
5,True,log_loss,0.19763058787582308,0.7200762468698007,0.14903538202225403,811,0.7647427257647019,13.108375
6,True,gini,0.5160544169422486,0.6558555380447055,0.15934205586865594,44,0.7513192319551389,0.822891
7,True,gini,0.5783199830488681,0.9474136752138245,0.23437484700462335,193,0.7595317432288424,3.427487
8,True,log_loss,0.3170792254191167,0.6943386448447411,0.21574750183038588,97,0.7103924485208781,1.633288
9,True,entropy,0.15964051494381667,0.9010984903770198,0.24737738732010345,363,0.7287670604519793,5.726712
10,True,entropy,0.8458322735294297,0.8119205115263206,0.06990749605179804,980,0.7892229008889511,22.870609
11,True,entropy,0.874621722874501,0.8189858776055303,0.06561105539589998,937,0.7901845512308954,22.597372
12,True,entropy,0.6997387736001356,0.8092405715438601,0.05419442517757523,993,0.7930960686647421,23.19611
13,True,entropy,0.6652694492434359,0.8074457014390437,0.10057616815530945,711,0.7782470089769096,14.492313
14,True,entropy,0.6993170855967058,0.8119216947211788,0.111106813064327,971,0.7771370375778314,19.608769
15,True,entropy,0.8915115594463542,0.8559889011067058,0.05059376575818961,699,0.795967660804235,18.21175
16,True,entropy,0.7455996079489744,0.8828511127251542,0.1301911939364088,734,0.7757201843719046,14.931631
17,True,entropy,0.6173646146678392,0.7650401223721423,0.05033081343994433,565,0.7928897707872763,12.597955
18,True,entropy,0.4199845595069718,0.6358254586519156,0.08724091557502758,700,0.7764143511016024,12.671594
19,True,gini,0.7674746075700905,0.8565180629000864,0.12030433162664239,431,0.7760294131652513,8.909439
20,True,entropy,0.8003489245130058,0.9309279647258617,0.19118776047276503,819,0.765749056046384,15.266997
21,True,entropy,0.609306108858697,0.7645154738527735,0.0518273179064198,560,0.7928060960541907,12.387102
22,True,entropy,0.5052048095562366,0.7504812645915667,0.079165958700612,604,0.7815085336587206,11.776553
23,True,entropy,0.6491253730854968,0.7744960843769275,0.05388893849818987,486,0.7929847618837413,10.863224
24,True,entropy,0.6902682130643583,0.8452961980197073,0.07779005264345304,264,0.7859582427692726,5.8111
25,True,entropy,0.8951622726947772,0.7661842541006072,0.10256309457047849,475,0.7791724533879962,10.280415
26,True,entropy,0.4207729901217994,0.8587421861643897,0.06377309515337155,300,0.7864694690357055,6.156312
27,True,entropy,0.8102307373269171,0.6717055664920113,0.13335712601830624,646,0.7704194568885329,11.853101
28,True,gini,0.553662228874027,0.9981126922026227,0.08429876827172125,872,0.7842577175211851,18.435829
29,True,log_loss,0.6666468150848761,0.9365712142609361,0.05003244960001193,487,0.796226592365346,12.019242
30,True,log_loss,0.7312784876670583,0.9370758204210593,0.06991374073891314,403,0.7889451032964648,9.71475
31,True,log_loss,0.642035018089252,0.7846042598770742,0.052314681757809046,508,0.7940014625489716,11.748062
32,True,log_loss,0.7083229520499101,0.9516998822382651,0.060345605720857405,348,0.7924625973269098,8.487402
33,True,log_loss,0.8058030847975889,0.8361088487078807,0.07652415839112986,648,0.7869834917038956,14.885459
34,True,log_loss,0.44674173118070537,0.9095704908292886,0.05071902850302793,514,0.7916652783408928,11.03956
35,True,log_loss,0.6100040470866747,0.8791447369081541,0.09496667730283885,802,0.778857557213813,16.419068
36,True,log_loss,0.5575279206547052,0.9670711627683161,0.0650089660792605,440,0.7904378542482592,9.736984
37,True,log_loss,0.6433689243420855,0.7844817285154565,0.08828065659699072,512,0.7806297210317479,10.616371
38,True,log_loss,0.7704934534466293,0.7254426108920368,0.18914736230032034,884,0.7652222984164971,15.845951
39,True,log_loss,0.46824709172506507,0.9078118335874847,0.059910446861703534,653,0.7914048981664119,13.901378
40,True,gini,0.5453656600449581,0.611590781851675,0.0735523223594061,762,0.778793795240958,14.32774
41,True,log_loss,0.6727433789868267,0.5045332811460874,0.05139661248559993,485,0.7888097035035944,9.814768
42,True,entropy,0.6246442015588586,0.7873658626821533,0.058915012312948566,304,0.7912132398959167,6.697784
43,True,log_loss,0.8310971341591665,0.7031876710993065,0.06068560787719353,549,0.7890873753534597,12.675451
44,True,entropy,0.7277469451341123,0.7282945554053639,0.07306701531864356,449,0.7853112450029187,9.617877
45,True,gini,0.10827875117527697,0.7912493416550591,0.05057321154429758,202,0.7821562550258903,3.406407
46,True,entropy,0.36810172210085157,0.8324309784537198,0.07982234920768866,393,0.7834002137829057,7.416813
47,True,log_loss,0.651836418603784,0.8786738147870157,0.10704087742077037,595,0.7785480532465998,12.206845
48,True,entropy,0.5831477812147503,0.7479232101688713,0.09389749321069044,676,0.778841665954856,13.164852
49,True,entropy,0.8653512981455755,0.8633245174436677,0.1678284344951466,600,0.7712109760507814,11.400762
50,True,log_loss,0.7760936668765611,0.8221315603053149,0.06773428477185167,933,0.7888578151740763,21.783975
51,True,entropy,0.5983228696852756,0.8009494146747693,0.059719334175496484,542,0.7895450493373253,11.894192
52,True,entropy,0.6411531351731994,0.7747623580791858,0.05406521410213198,575,0.7930468082052491,13.08931
53,True,entropy,0.669742599454566,0.7427861058007713,0.05565438327026869,469,0.7912003247396715,10.604793
54,True,entropy,0.7095444392932632,0.7756361202109251,0.06856673816570111,520,0.7881487021172953,11.474685
55,True,entropy,0.6298487699604021,0.6812116027849588,0.23381362124683241,347,0.7029465949447224,6.027375
56,True,entropy,0.7458454653772257,0.8069322005255559,0.08551135742486676,746,0.7819642050221195,15.901019
57,True,entropy,0.5139912902746748,0.9194353801133917,0.0554075027416878,417,0.7924535589161685,9.535832
58,True,gini,0.68753058408996,0.8468756027220876,0.06739978433214468,607,0.7892199201450891,13.99275
