Dataset ID,Best AUC RS,Best AUC BS
31,0.789952380952381,0.7973333333333334
37,0.8354640111809923,0.838088749126485
45062,0.8645074742397723,0.8684989603898863
43980,0.8834571559015764,0.9069519655901576
