dataset,model,tuning_method,iteration,metric_0,metric_1,metric_accuracy,metric_macro avg,metric_weighted avg,metric_0_precision,metric_0_recall,metric_0_f1-score,metric_0_support,metric_1_precision,metric_1_recall,metric_1_f1-score,metric_1_support,metric_macro avg_precision,metric_macro avg_recall,metric_macro avg_f1-score,metric_macro avg_support,metric_weighted avg_precision,metric_weighted avg_recall,metric_weighted avg_f1-score,metric_weighted avg_support
auto_insurance,elastic_net,bayesian_optimization,1.0,1250.7496727129073,0.8333456402302748,,,,,,,,,,,,0.7643474842767295,0.6855903804454958,0.7091324984274032,748.0,0.8046204974271012,0.8181818181818182,0.8024672873875138,748.0
auto_insurance,elastic_net,bayesian_optimization,2.0,1251.2409305896936,0.8332801832737601,,,,,,,,,,,,0.7646711475935672,0.6789178001182732,0.7030843003462413,748.0,0.8029709953453863,0.8168449197860963,0.7993999867834403,748.0
auto_insurance,elastic_net,bayesian_optimization,3.0,1250.7496727129073,0.8333456402302748,,,,,,,,,,,,0.7621944565691838,0.6894539720086734,0.7121351036254768,748.0,0.8047274909725805,0.8181818181818182,0.8036996677357979,748.0
auto_insurance,elastic_net,bayesian_optimization,4.0,1250.9006749245314,0.8333255201555301,,,,,,,,,,,,0.7569901141329713,0.6790952099349498,0.7019347921438666,748.0,0.7996040979234257,0.8141711229946524,0.7977880420207902,748.0
auto_insurance,elastic_net,bayesian_optimization,5.0,1250.7496727129073,0.8333456402302748,,,,,,,,,,,,0.7490281333387514,0.6812044155332151,0.7023158667212351,748.0,0.7966700080525008,0.8114973262032086,0.7967951870676669,748.0
auto_insurance,elastic_net,bayesian_optimization,6.0,1250.7496727129073,0.8333456402302748,,,,,,,,,,,,0.7656811377245509,0.6399369209540706,0.6627719126873802,748.0,0.7935514665855454,0.8074866310160428,0.7785436873503103,748.0
auto_insurance,elastic_net,bayesian_optimization,7.0,1250.7496727129073,0.8333456402302748,,,,,,,,,,,,0.7638557095078834,0.6741770155726394,0.6984822461355111,748.0,0.8013514618373954,0.8155080213903744,0.7969245291825204,748.0
auto_insurance,elastic_net,bayesian_optimization,8.0,1250.7496727129073,0.8333456402302748,,,,,,,,,,,,0.7802423982738305,0.680494776266509,0.70700618183853,748.0,0.8103604296241971,0.8221925133689839,0.8032813246102527,748.0
auto_insurance,elastic_net,bayesian_optimization,9.0,1250.7496727129073,0.8333456402302748,,,,,,,,,,,,0.770124075991077,0.6826039818647743,0.70741883610761,748.0,0.8063838121519263,0.81951871657754,0.8023284541296674,748.0
auto_insurance,elastic_net,bayesian_optimization,10.0,1250.9006749245314,0.8333255201555301,,,,,,,,,,,,0.77969694527283,0.6710132071752415,0.6975551022975389,748.0,0.8076720964402965,0.81951871657754,0.7982071797665083,748.0
auto_insurance,elastic_net,bayesian_optimization,11.0,1250.7496727129073,0.8333456402302748,,,,,,,,,,,,0.7592182191960575,0.6752316183717721,0.6987497645848726,748.0,0.7995581785388463,0.8141711229946524,0.7964715194372131,748.0
auto_insurance,elastic_net,bayesian_optimization,12.0,1250.9006749245314,0.8333255201555301,,,,,,,,,,,,0.7498660622295488,0.6792726197516262,0.7007821742571898,748.0,0.7965059376690751,0.8114973262032086,0.7961675359337598,748.0
auto_insurance,elastic_net,bayesian_optimization,13.0,1250.9006749245314,0.8333255201555301,,,,,,,,,,,,0.76256392170693,0.6761088113542283,0.7001115604518198,748.0,0.8012842334157176,0.8155080213903744,0.7976016740033572,748.0
auto_insurance,elastic_net,bayesian_optimization,14.0,1251.2409305896936,0.8332801832737601,,,,,,,,,,,,0.7652218782249742,0.6722452197910507,0.6968280075187969,748.0,0.8014574813882772,0.8155080213903744,0.7962351986249045,748.0
auto_insurance,elastic_net,bayesian_optimization,15.0,1251.5025240138461,0.8332453276303222,,,,0.8194029850746268,0.9631578947368421,0.885483870967742,570.0,0.7307692307692307,0.3202247191011236,0.4453125,178.0,0.775023889154324,0.6815493790656416,0.7072218911750616,748.0,0.8082943271562197,0.820855614973262,0.802810774713462,748.0
auto_insurance,elastic_net,grid_search,1.0,1250.7496727129073,0.8333456402302748,,,,,,,,,,,,0.7703260108607216,0.6408141139365267,0.664082054374213,748.0,0.7959040231861605,0.8088235294117647,0.7796394030803642,748.0
auto_insurance,elastic_net,grid_search,2.0,1250.7496727129073,0.8333456402302748,,,,,,,,,,,,0.3810160427807487,0.5,0.4324734446130501,748.0,0.5806928994252052,0.7620320855614974,0.6591172818968946,748.0
auto_insurance,elastic_net,grid_search,3.0,1250.7496727129073,0.8333456402302748,,,,,,,,,,,,0.8825503355704698,0.5084269662921348,0.4500346616809865,748.0,0.8209991745325342,0.766042780748663,0.6685094106660469,748.0
auto_insurance,elastic_net,grid_search,4.0,1250.7496727129073,0.8333456402302748,,,,,,,,,,,,0.7570681243754775,0.6724226296077271,0.6957653511830056,748.0,0.7978522872254654,0.8128342245989305,0.7946683649309422,748.0
