dataset,model,tuning_method,iteration,mean_test_score,std_test_score,parameters,wall_time,processor_time,memory_usage
auto_insurance,elastic_net,bayesian_optimization,1,-1554.93135010284,720.576266942077,"OrderedDict({'alpha': 1.0, 'l1_ratio': 0.9, 'max_iter': 1000})",1.4934447909981827,2.682134702999999,15162404
auto_insurance,elastic_net,bayesian_optimization,2,-1390.2780916343684,742.4940440307942,"OrderedDict({'alpha': 0.1, 'l1_ratio': 0.9, 'max_iter': 5000})",1.3554650760052027,2.7809160740000003,15167944
auto_insurance,elastic_net,bayesian_optimization,3,-1427.3162445088076,730.8750590211943,"OrderedDict({'alpha': 0.1, 'l1_ratio': 0.5, 'max_iter': 1000})",1.2428108390013222,2.609700385,15143643
auto_insurance,elastic_net,bayesian_optimization,4,-1390.2780916343684,742.4940440307942,"OrderedDict({'alpha': 0.1, 'l1_ratio': 0.9, 'max_iter': 5000})",1.1286448200044106,2.5269992220000006,15140512
auto_insurance,elastic_net,bayesian_optimization,5,-2719.236323790057,1448.8782868914143,"OrderedDict({'alpha': 1.0, 'l1_ratio': 0.5, 'max_iter': 1000})",1.2061901659981231,2.627925887,15143397
auto_insurance,elastic_net,bayesian_optimization,6,-1390.2780916343684,742.4940440307942,"OrderedDict({'alpha': 0.1, 'l1_ratio': 0.9, 'max_iter': 5000})",1.1387040699992212,2.571676512000004,15160155
auto_insurance,elastic_net,bayesian_optimization,7,-2719.236323790057,1448.8782868914143,"OrderedDict({'alpha': 1.0, 'l1_ratio': 0.5, 'max_iter': 1000})",1.2051114339992637,2.5880612809999946,15149905
auto_insurance,elastic_net,bayesian_optimization,8,-1554.93135010284,720.576266942077,"OrderedDict({'alpha': 1.0, 'l1_ratio': 0.9, 'max_iter': 5000})",1.238934551998682,2.672167455999997,15141405
auto_insurance,elastic_net,bayesian_optimization,9,-1427.3162445088076,730.8750590211943,"OrderedDict({'alpha': 0.1, 'l1_ratio': 0.5, 'max_iter': 2000})",1.24910677200387,2.663423725000001,15141101
auto_insurance,elastic_net,bayesian_optimization,10,-1427.3162445088076,730.8750590211943,"OrderedDict({'alpha': 0.1, 'l1_ratio': 0.5, 'max_iter': 1000})",1.0960477400003583,2.336983975999999,15153557
auto_insurance,elastic_net,bayesian_optimization,11,-1427.3162445088076,730.8750590211943,"OrderedDict({'alpha': 0.1, 'l1_ratio': 0.5, 'max_iter': 5000})",1.091752603999339,2.5276107230000022,15159055
auto_insurance,elastic_net,bayesian_optimization,12,-3626.179151205979,2175.1342521241822,"OrderedDict({'alpha': 1.0, 'l1_ratio': 0.1, 'max_iter': 1000})",1.2350954150024336,2.64143309,15150134
auto_insurance,elastic_net,bayesian_optimization,13,-1499.8785279184467,720.6014744704386,"OrderedDict({'alpha': 0.1, 'l1_ratio': 0.1, 'max_iter': 2000})",1.2749951369987684,2.6928523380000016,15143523
auto_insurance,elastic_net,bayesian_optimization,14,-3626.179151205979,2175.1342521241822,"OrderedDict({'alpha': 1.0, 'l1_ratio': 0.1, 'max_iter': 1000})",1.3247315429980515,2.724248953,15140400
auto_insurance,elastic_net,bayesian_optimization,15,-2719.236323790057,1448.8782868914143,"OrderedDict({'alpha': 1.0, 'l1_ratio': 0.5, 'max_iter': 2000})",1.0971965829958208,2.496262090000002,15158521
auto_insurance,elastic_net,grid_search,1,-1554.93135010284,720.576266942077,"{'alpha': 1.0, 'l1_ratio': 0.9, 'max_iter': 5000}",1.5538390500005337,0.2641563199999996,223000
auto_insurance,elastic_net,grid_search,2,-1554.93135010284,720.576266942077,"{'alpha': 1.0, 'l1_ratio': 0.9, 'max_iter': 5000}",0.2762362700013909,0.2469780640000003,186572
auto_insurance,elastic_net,grid_search,3,-1554.93135010284,720.576266942077,"{'alpha': 1.0, 'l1_ratio': 0.9, 'max_iter': 5000}",0.1000629539994406,0.0937590519999993,182804
auto_insurance,elastic_net,grid_search,4,-1554.93135010284,720.576266942077,"{'alpha': 1.0, 'l1_ratio': 0.9, 'max_iter': 5000}",0.1191324960018391,0.1113197780000003,182994
auto_insurance,elastic_net,grid_search,5,-1554.93135010284,720.576266942077,"{'alpha': 1.0, 'l1_ratio': 0.9, 'max_iter': 5000}",0.1625775210050051,0.1257675900000006,180367
