mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__criterion,param_model__max_depth,param_model__max_features,param_model__max_leaf_nodes,param_model__min_samples_leaf,param_model__min_samples_split,param_model__min_weight_fraction_leaf,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.3584805011749268,0.005934306655068642,0.03225793838500977,0.0015760331094170144,gini,21,0.8578947368421053,19,41,26,0.18421052631578946,209,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 21), ('model__max_features', 0.8578947368421053), ('model__max_leaf_nodes', 19), ('model__min_samples_leaf', 41), ('model__min_samples_split', 26), ('model__min_weight_fraction_leaf', 0.18421052631578946), ('model__n_estimators', 209)])",0.8246900916250848,0.8321035519933238,0.8236969549160338,0.8533830395094417,0.8269257875512692,0.8321598851190306,0.011002183742440549,84
1.2697820663452148,0.10420079540297118,0.052735757827758786,0.006032556511738856,entropy,27,0.33684210526315794,57,52,5,0.05263157894736842,277,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 27), ('model__max_features', 0.33684210526315794), ('model__max_leaf_nodes', 57), ('model__min_samples_leaf', 52), ('model__min_samples_split', 5), ('model__min_weight_fraction_leaf', 0.05263157894736842), ('model__n_estimators', 277)])",0.8549594033068485,0.858753064311421,0.8475768239147097,0.8724496550763013,0.8517874016159093,0.857105269645038,0.008506951654713258,70
1.6907269477844238,0.020917229830935784,0.03752422332763672,0.0029681792555393623,gini,27,,26,12,28,0.07894736842105263,209,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 27), ('model__max_features', None), ('model__max_leaf_nodes', 26), ('model__min_samples_leaf', 12), ('model__min_samples_split', 28), ('model__min_weight_fraction_leaf', 0.07894736842105263), ('model__n_estimators', 209)])",0.8658466192603926,0.8690874002468836,0.8543202564281235,0.8786007943697303,0.8607492069237341,0.8657208554457728,0.008147799876135203,67
1.6320951938629151,0.0931419330356192,0.05623569488525391,0.008928936504348717,entropy,3,1.0,48,32,7,0.39473684210526316,488,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 3), ('model__max_features', 1.0), ('model__max_leaf_nodes', 48), ('model__min_samples_leaf', 32), ('model__min_samples_split', 7), ('model__min_weight_fraction_leaf', 0.39473684210526316), ('model__n_estimators', 488)])",0.7082723368743153,0.7258706121668377,0.7174081945509023,0.7836649014005993,0.7048590386332116,0.7280150167251732,0.028774938891415604,98
1.1482182025909424,0.010204164010781972,0.04734735488891602,0.008179351376565417,entropy,13,0.7631578947368421,43,55,44,0.21052631578947367,319,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 13), ('model__max_features', 0.7631578947368421), ('model__max_leaf_nodes', 43), ('model__min_samples_leaf', 55), ('model__min_samples_split', 44), ('model__min_weight_fraction_leaf', 0.21052631578947367), ('model__n_estimators', 319)])",0.8126084461985151,0.8249143731418537,0.811096787680301,0.842263605323671,0.8150057164136769,0.8211777857516036,0.01159075851489161,88
0.09085698127746582,0.0021562944484588907,0.0071296215057373045,0.0004882216510311643,entropy,30,0.1473684210526316,12,49,23,0.23684210526315788,44,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 30), ('model__max_features', 0.1473684210526316), ('model__max_leaf_nodes', 12), ('model__min_samples_leaf', 49), ('model__min_samples_split', 23), ('model__min_weight_fraction_leaf', 0.23684210526315788), ('model__n_estimators', 44)])",0.7518229393049012,0.7453935358241912,0.7422810257124939,0.7734077764615707,0.7408698345633339,0.7507550223732982,0.011937829030593412,97
0.31959896087646483,0.005577970277020951,0.016838645935058592,0.0018273708644061374,entropy,23,0.43157894736842106,52,36,37,0.3157894736842105,158,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 23), ('model__max_features', 0.43157894736842106), ('model__max_leaf_nodes', 52), ('model__min_samples_leaf', 36), ('model__min_samples_split', 37), ('model__min_weight_fraction_leaf', 0.3157894736842105), ('model__n_estimators', 158)])",0.7708434028200357,0.7791435575568962,0.7698139502473695,0.8041303741899518,0.7838777992590414,0.7815618168146589,0.012437429814598356,95
0.04159421920776367,0.0021090865072867114,0.003698253631591797,0.0002523620555146382,entropy,27,0.7157894736842105,50,20,5,0.2894736842105263,3,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 27), ('model__max_features', 0.7157894736842105), ('model__max_leaf_nodes', 50), ('model__min_samples_leaf', 20), ('model__min_samples_split', 5), ('model__min_weight_fraction_leaf', 0.2894736842105263), ('model__n_estimators', 3)])",0.5897508562685815,0.6131526331345515,0.6213469444638005,0.6483468051006899,0.6453970253767003,0.6235988528688647,0.021667962231853733,100
0.2915021896362305,0.0038924606128064357,0.0072993278503417965,0.0006574665701119969,entropy,21,0.8105263157894737,25,23,14,0.0,25,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 21), ('model__max_features', 0.8105263157894737), ('model__max_leaf_nodes', 25), ('model__min_samples_leaf', 23), ('model__min_samples_split', 14), ('model__min_weight_fraction_leaf', 0.0), ('model__n_estimators', 25)])",0.8804362188570335,0.8776379157466487,0.8689777715838617,0.8776339627900495,0.8752455795677799,0.8759862897090747,0.0038707245419035132,49
0.08150877952575683,0.005778881209274286,0.006397390365600586,0.00043883403202669996,gini,25,0.5736842105263158,16,35,18,0.15789473684210525,9,"OrderedDict([('model__criterion', 'gini'), ('model__max_depth', 25), ('model__max_features', 0.5736842105263158), ('model__max_leaf_nodes', 16), ('model__min_samples_leaf', 35), ('model__min_samples_split', 18), ('model__min_weight_fraction_leaf', 0.15789473684210525), ('model__n_estimators', 9)])",0.8190682754663839,0.8167976424361493,0.8003954428262838,0.8398186537523519,0.8060160686039248,0.8164192166170189,0.01356230948044893,90
8.940017557144165,0.03429674958905288,0.1657339572906494,0.008229704945292262,entropy,27,,26,55,22,0.07894736842105263,988,"OrderedDict([('model__criterion', 'entropy'), ('model__max_depth', 27), ('model__max_features', None), ('model__max_leaf_nodes', 26), ('model__min_samples_leaf', 55), ('model__min_samples_split', 22), ('model__min_weight_fraction_leaf', 0.07894736842105263), ('model__n_estimators', 988)])",0.8687448928142985,0.8723507832466921,0.8560291965716675,0.8788586161243119,0.8613443404024286,0.8674655658318798,0.008044421225891968,66
