param_model__booster,param_model__lambda,param_model__learning_rate,param_model__max_depth,mean_test_score
gbtree,0.0009765625,0.24381780570010175,3,0.8977584708430333
gbtree,0.0009765625,0.2324130311805251,3,0.891319770558448
dart,336.8729078018148,0.2977657551630165,3,0.8634361924261669
gbtree,0.45783776643700047,0.12376461063903377,5,0.8903022882325878
gbtree,0.0009765625,0.2649892659873141,3,0.8978919757592502
gbtree,0.0009765625,0.2665033035858195,3,0.890821411806354
gbtree,3.5515233941428104,0.09564134232052002,8,0.8892133517661132
dart,0.6419407134755908,0.10415422028218892,10,0.887989495828751
gbtree,1023.0358286539592,0.18230323128372036,6,0.8224240657603774
gblinear,998.6453978496143,0.00591466884233654,10,0.6967892690397594
gbtree,0.0009765625,0.26695563779623427,3,0.8835509113617179
gbtree,0.0009765625,0.13377037927075322,3,0.890249540764084
dart,5.552501997076993,0.078917897631132,4,0.8833844241432296
gbtree,0.0009765625,0.2638916523838555,3,0.8868305423087532
gbtree,0.0009765625,0.12448910203406255,3,0.8956472414393446
gbtree,269.30600660920976,0.1788118085275616,3,0.8495068201076805
dart,7.221788476472359,0.11663009132355771,3,0.8853683622792323
gbtree,1.7183814963352118,0.09997810713020674,10,0.8811227994317322
gbtree,0.0009765625,0.26298902802483576,10,0.8858813161474404
dart,0.0009765625,0.26157004538698114,3,0.8834886760326661
dart,5.126212602569235,0.16347845605021746,5,0.8943640626091509
dart,0.13830760546450346,0.1412747129100903,9,0.8904052790810676
gbtree,1.511918332859829,0.1948672197209043,10,0.8930116886009903
dart,9.35044699516331,0.2976016149896026,8,0.8944756204749138
gbtree,0.0009765625,0.14420819694510678,3,0.8936550567414105
dart,10.405176567557918,0.2983513495736224,10,0.8919183266019892
dart,1.417988936081239,0.17489394729255753,4,0.8947435897435897
dart,0.462608538873794,0.16279068836840635,9,0.8917838189428984
dart,3.5715800230084014,0.29920051667283853,4,0.9033880244415696
dart,0.0009765625,0.3,10,0.8954115895268601
gbtree,583.5287064945602,0.29938163396172707,4,0.8485944040057894
gblinear,2.189668222177048,0.0017118636419103108,3,0.6842462866087555
dart,0.76668755953443,0.2982705702713709,9,0.8926516751222634
dart,1020.1061371209926,0.09875985523463562,9,0.805009209017947
dart,1.0308488883749227,0.1790010652255073,3,0.894945067227171
dart,1.6049899429901524,0.07628785454049708,9,0.8868109348238257
dart,3.0290979299063174,0.2029938272803758,10,0.882967618626024
dart,1.1654721554084106,0.12428358532079344,8,0.8867516239377068
dart,589.5548482801374,0.23051397533239049,4,0.8388631108558766
dart,5.09952811086031,0.2992720755245595,5,0.8982257479794425
dart,0.6678945930044323,0.07526377792236412,4,0.8848377906393068
gbtree,156.66458989885993,0.2996480170375023,10,0.8814152899163318
gbtree,2.9632218658369602,0.0651280417385321,10,0.8833661557982516
gblinear,5.803004420253306,0.18942176324483181,3,0.6818820642373961
gbtree,186.3300087410083,0.09515584005817232,3,0.83987540846976
dart,406.4426498745936,0.0012628435046316757,8,0.7893309894826384
dart,0.0009765625,0.3,7,0.8873743718592964
dart,129.48101324344006,0.2996211610317849,4,0.8816648910102949
gbtree,1015.5793394177613,0.29921611622872674,9,0.8290353019085988
gbtree,0.0009765625,0.3,10,0.8954115895268601
dart,132.21514054379404,0.2569808537482291,10,0.8854451306566753
gbtree,129.18861390374795,0.29933757344356826,9,0.8907750287443204
dart,562.486600850517,0.2944657985743165,10,0.8511726867734234
dart,149.8933493036974,0.2998805513414442,4,0.8809393975164586
gbtree,0.9776294684636251,0.17244404187275972,9,0.8869132059012086
dart,1018.3835909342611,0.2750855340943627,3,0.8286971676583411
gblinear,463.46942897970274,0.29921313139335787,9,0.6818820642373961
dart,0.5363772939036675,0.17173576233184323,3,0.8932072494302382
dart,3.7385428691057414,0.22913609052186126,10,0.8870534918733496
gbtree,3.3679486993225587,0.16172156473547766,10,0.8841191419188252
gbtree,6.442292241642036,0.02944485015572567,10,0.8761049216818328
dart,0.0009765625,0.16591888293199072,5,0.8843950341549194
gbtree,3.015737904773889,0.23835059989032126,6,0.8929608222001667
gblinear,1008.7855324590286,0.016577208210330825,3,0.6976582732013024
dart,220.32868873554196,0.15743067935721103,10,0.8596240568766366
dart,4.29097442485878,0.22867046035132746,6,0.8928980902932452
gbtree,943.147797263382,0.0008202334105140492,10,0.7837350659762677
gbtree,7.41344008357486,0.003986866735221823,10,0.842542342641196
dart,15.742841220619686,0.2948897560238742,10,0.8924305827717323
gbtree,698.875081510979,0.2041467328904551,10,0.8280992827853868
gbtree,246.2255484262429,0.2996704591855439,10,0.8791745082175042
dart,1.4127114177083977,0.1275257097877449,10,0.8838872046772235
dart,0.9762675934542875,0.07419654104317394,10,0.8886172932537866
dart,4.951925229507174,0.2761401055753,7,0.8898773854871417
dart,7.670204044158783,0.17304586194626775,3,0.8881824100995501
dart,16.936395904325238,0.29740989107367855,10,0.8997357448744261
dart,0.5401330124221407,0.09961498253095145,3,0.8868096699198533
dart,2.4889170356956063,0.10200860931052869,10,0.8859321501901896
dart,4.644184980433986,0.2995948287664394,3,0.8947930098715305
dart,4.5659923902770965,0.20199307868301916,3,0.8897493854190379
gbtree,0.4918818070698776,0.17878434544155722,3,0.8968688264260963
gbtree,11.835156002491887,0.29451187177811927,10,0.8902370912325959
dart,1023.4485134780142,0.12580527376245274,3,0.8049940163521931
dart,9.305752270510498,0.2982317263458541,10,0.8960163289248454
dart,4.342296831243782,0.2986327418552931,10,0.8879074133884943
dart,0.24090069195990615,0.1418941859208527,3,0.8909386038322955
dart,185.48533517305324,0.2602261326513219,3,0.8714215327330667
gbtree,22.938052991156805,0.29977838910209914,3,0.8892261201790376
dart,174.04383920838518,0.07792970588159012,10,0.8385829673597159
dart,197.38320292997392,0.22269013997082526,10,0.8747594116749366
dart,124.98628558570081,0.2995030124645357,10,0.892889092204084
dart,866.6460298030601,0.29743150162534515,3,0.8348051395798921
dart,353.1604369664032,0.29493200388475554,10,0.8627878487091593
dart,128.97927234712046,0.2110099374407057,3,0.8730910899156882
dart,735.2952387456821,0.1509790519727626,3,0.8226224313085467
dart,398.565105505211,0.19667893729325273,10,0.8469102416582125
dart,8.551174676095833,0.26361427151167066,10,0.8889115767800778
dart,685.0946955962355,0.005927153722111586,3,0.7794491108517113
gbtree,723.123628280413,0.29957279411897475,10,0.8415538916013132
gbtree,3.5204956788563364,0.20675349763293416,3,0.8937185924007425
gbtree,8.164208055788402,0.09275768328045299,3,0.8803575875508644
gbtree,161.57633539998574,0.29841743001170057,3,0.8813739247896433
dart,0.27627325753505144,0.1883721419223846,3,0.8962997162273943
gbtree,135.94407188636862,0.2999557965252294,10,0.886836943266298
gblinear,1014.8698464422164,0.11190603792313196,9,0.6806061471720054
gbtree,0.6516161986307838,0.28034063911630613,10,0.8876460118807404
gblinear,2.8486288952923453,0.22796401647494138,10,0.6831458873021671
gbtree,8.09738334468779,0.2984083656016151,10,0.8908496699919815
gbtree,112.97948946263594,0.20287721895370217,10,0.8825533192293517
dart,4.787168855920613,0.06525306165210314,10,0.883014569614387
gbtree,27.542379325750538,0.2997660819303994,3,0.8915175827565296
gbtree,123.3939874571025,0.264768717092254,10,0.8889777414895864
gbtree,3.0127927735139055,0.13951330206305618,10,0.8882258920524118
dart,0.5512055227985162,0.2993981134595604,3,0.8917504643855356
gblinear,369.38788095702284,0.1569707344763878,10,0.6818820642373961
gbtree,1.2938417521517507,0.299231487017605,3,0.8857930214115781
gbtree,3.1014161329140983,0.21617703526749296,10,0.8891078955968557
dart,75.2994690182415,0.26990389334478104,7,0.8932699778618867
dart,0.0009765625,0.3,8,0.8871330724226392
dart,141.78502479093774,0.2980296618803266,10,0.8848112398300245
gblinear,597.5251346614015,0.0008638989000560107,10,0.6808484863473188
gbtree,1.1864804046076078,0.17583586586424427,3,0.8950489169137683
gbtree,0.0009765625,0.18119749647447997,3,0.889631125964694
dart,109.83653027564867,0.24345100314779905,3,0.8815840760546643
gbtree,450.93679574880525,0.12869669651852017,3,0.8251864006911719
gbtree,314.337162352939,0.2531019544763847,3,0.8598856237266604
gbtree,812.1118103724735,0.2429970518762465,3,0.8332477331518966
gbtree,82.79098984078873,0.16374569884253456,3,0.8788464233420246
gbtree,5.010489071031,0.06971284006226722,3,0.8772103952452504
dart,3.6089965164021685,0.24282738637803086,10,0.888904210168916
dart,4.621262741605328,0.135441122170376,3,0.8806097070157655
gbtree,0.03468942664593765,0.07954410080010937,10,0.8855972015045156
dart,93.27703698878705,0.2987201504743917,3,0.883554949001659
gbtree,102.678137777115,0.2432881189533777,10,0.8876661322958131
gbtree,0.1995918402922943,0.13787799479591822,10,0.8910398813477585
gbtree,67.06466136924925,0.27474199510058833,7,0.8948571849172398
gbtree,2.3963339493666016,0.19016460593513804,10,0.8818596445988895
gbtree,0.0009765625,0.3,9,0.8916413736130924
gbtree,0.0009765625,0.3,8,0.8871330724226392
gbtree,75.28868196395945,0.21184367880527735,6,0.8836421125339917
gbtree,0.2875851177183095,0.20779122593405447,3,0.8928793841047886
gbtree,0.33153321741999164,0.11353397963300714,7,0.8943836372686546
gbtree,87.33485764896169,0.29911499973761835,10,0.8893286430989665
gbtree,0.0009765625,0.18650855951938608,3,0.8955093184822644
gbtree,0.0009765625,0.18656864566577508,3,0.8984163171031382
gbtree,0.0009765625,0.1867189146471603,3,0.8985651801197834
gbtree,0.0009765625,0.18683778160497647,3,0.8970779803122962
gbtree,0.0009765625,0.1868922000040442,3,0.893682312602734
gbtree,0.0009765625,0.18684502898687602,3,0.8970779803122962
gbtree,0.0009765625,0.18689083130631393,3,0.893682312602734
gbtree,0.0009765625,0.18683727920892904,3,0.8970779803122962
gbtree,0.0009765625,0.1868707402004289,3,0.8962023584217489
gbtree,0.0009765625,0.18687631688155118,3,0.8962023584217489
dart,3.0913006379094012,0.21315750448812842,6,0.8961513660335625
gbtree,0.0009765625,0.19025894397820797,3,0.894071741066815
gbtree,0.0009765625,0.19012799266686853,3,0.8956482620089712
gbtree,0.0009765625,0.1901673808141248,3,0.8915873483033874
gbtree,0.0009765625,0.18975036848611246,3,0.8919849766043029
gbtree,0.0009765625,0.18941744404147645,3,0.8989822042296783
gbtree,0.0009765625,0.18974641975349768,3,0.8919849766043029
gbtree,0.0009765625,0.18937816321459636,3,0.899898681445215
gbtree,0.0009765625,0.18979259397122766,3,0.8917325044814332
gbtree,0.0009765625,0.189376725582686,3,0.899898681445215
gbtree,0.0009765625,0.18978284506406287,3,0.8917325044814332
dart,0.0009765625,0.19328219620037246,3,0.8925190365190365
gbtree,0.0009765625,0.1878318978273614,3,0.8950234459262013
gbtree,0.0009765625,0.18778031021157204,3,0.8970491229790223
gbtree,0.0009765625,0.18765620560344703,3,0.8924899524030389
gbtree,0.0009765625,0.1877861165942016,3,0.8970491229790223
