param_model__booster,param_model__lambda,param_model__learning_rate,param_model__max_depth,mean_test_score
gbtree,0.0009765625,0.07979524026679169,3,0.6501244256963024
gbtree,0.0009765625,0.07978759788012776,3,0.6417558799568368
gbtree,0.0009765625,0.07992091650916157,3,0.6497984126344508
gbtree,0.0009765625,0.07983858958846446,3,0.6472332188819415
gbtree,0.0009765625,0.0797993467816862,3,0.6486042329878586
gbtree,0.0009765625,0.07963502290011679,3,0.640171831584453
gbtree,0.0009765625,0.08007895227531787,3,0.6549773536013153
gbtree,0.0009765625,0.07993530120746455,3,0.6552711581837796
gbtree,0.0009765625,0.07979810977360242,3,0.6486042329878586
gbtree,0.0009765625,0.07969968856147089,3,0.6445087996941052
gbtree,0.0009765625,0.08021177090548173,3,0.6487813021359117
gbtree,0.0009765625,0.07982484757560132,3,0.6472332188819415
gbtree,0.0009765625,0.07966550352839347,3,0.6406278107286831
gbtree,0.0009765625,0.07846769653281829,10,0.6250277632537983
gbtree,0.0009765625,0.08447053426584428,3,0.6540294493790455
gbtree,0.0009765625,0.08483341640734963,3,0.6605668801085766
gbtree,0.0009765625,0.0855957763735647,3,0.6444357057559414
gbtree,0.0009765625,0.08517723819173936,3,0.6368553985696843
gbtree,0.0009765625,0.08391141963055482,3,0.6556254083507187
gbtree,0.0009765625,0.08440684823553131,3,0.6460052838862679
gbtree,0.0009765625,0.08404619012585565,3,0.6462588630482593
gbtree,0.0009765625,0.0836518591821178,3,0.6380784307968106
gbtree,0.0009765625,0.07828825204348935,3,0.6407040847653892
gbtree,0.0009765625,0.07903973178690464,3,0.6460549028200772
gbtree,0.0009765625,0.0838513985088778,3,0.6462147950089128
gbtree,0.0009765625,0.07865482060368807,3,0.6449117028524036
gbtree,0.0009765625,0.08395544474894322,3,0.655380310311503
gbtree,0.0009765625,0.08454640171550847,3,0.6367194970879885
gbtree,0.0009765625,0.07814233174260611,3,0.6364555144719126
gbtree,0.0009765625,0.08446416790804903,3,0.6540294493790455
gbtree,0.0009765625,0.08491903034378848,3,0.650125545551259
gbtree,0.0009765625,0.08501378712752895,3,0.6445189671912681
gbtree,0.0009765625,0.08453951129179717,3,0.6404937602080459
gbtree,0.0009765625,0.0784688558742028,3,0.6455997580641214
gbtree,0.0009765625,0.07868070361840047,3,0.6476488122757194
gbtree,0.0009765625,0.07874627226590547,3,0.6460191416015948
gbtree,0.0009765625,0.08427296428796892,3,0.6193228739612234
gbtree,0.0009765625,0.07712188699461416,3,0.6406687154646792
gbtree,0.0009765625,0.07751615073094303,3,0.6403266771360273
gbtree,0.0009765625,0.0779476588676459,3,0.6343403119528807
gbtree,0.0009765625,0.08484098018260963,3,0.6553255803412421
gbtree,0.0009765625,0.08549459725147325,3,0.6443089479926402
gbtree,0.0009765625,0.085106669008512,3,0.6416920904791524
gbtree,0.0009765625,0.0788484237246255,3,0.6463022942870806
gbtree,0.0009765625,0.08444511459670556,3,0.6578648333473633
gbtree,0.0009765625,0.08533078352393639,3,0.6469209971311597
gbtree,0.0009765625,0.08520269940120369,3,0.6403684776180399
gbtree,0.0009765625,0.08419983700641465,3,0.6356300188997832
gbtree,0.0009765625,0.07806993522640492,3,0.6381130519642195
gbtree,0.0009765625,0.07872293466825657,3,0.6473644859813084
gbtree,0.0009765625,0.07872281098312334,3,0.6473644859813084
gbtree,0.0009765625,0.07872614832001872,3,0.6446846261585915
gbtree,0.0009765625,0.0845741611813332,3,0.6419499548070977
gbtree,0.0009765625,0.07835618241113267,3,0.645987252915088
gbtree,0.0009765625,0.07844775154592823,3,0.6547683672327307
gbtree,0.0009765625,0.07808275102258909,3,0.6409323240029319
gbtree,0.0009765625,0.0785107917476023,3,0.648250715354254
gbtree,0.0009765625,0.0784628644688592,3,0.647076059540423
gbtree,0.0009765625,0.07848921848349465,3,0.6400874500481316
gbtree,0.0009765625,0.07939636041767191,3,0.6428463547385668
gbtree,0.0009765625,0.08492447384203038,3,0.6483928722839323
gbtree,0.0009765625,0.08500224910415588,3,0.6457813278056169
gbtree,0.0009765625,0.08478528371349069,3,0.6378979625298226
gbtree,0.0009765625,0.07817055221666802,3,0.6391327975063386
gbtree,0.0009765625,0.08446451991884518,3,0.6540294493790455
gbtree,0.0009765625,0.08512271648388865,3,0.6379185055734921
gbtree,0.0009765625,0.08355361394607698,3,0.6390607101947308
gbtree,0.0009765625,0.0779791702833611,3,0.6335457194160908
gbtree,0.0009765625,0.07913562613320435,3,0.650253362625212
gbtree,0.0009765625,0.08463640850627463,3,0.6404020731031179
gbtree,0.0009765625,0.07823002733682269,3,0.6429859740370178
gbtree,0.0009765625,0.07847458479750458,3,0.6430853170175703
gbtree,0.0009765625,0.08458999574202394,3,0.6420680435390478
gbtree,0.0009765625,0.08363599690882752,3,0.6340767646508145
gbtree,0.0009765625,0.07766346767220811,3,0.6488294730510628
gbtree,0.0009765625,0.07756806586111285,3,0.6392584175099779
gbtree,0.0009765625,0.07798586509365756,3,0.6345350357704553
gbtree,0.0009765625,0.08498190170724806,3,0.6458003834172058
gbtree,0.0009765625,0.08484645654997947,3,0.6512439476881808
gbtree,0.0009765625,0.08536754192045892,3,0.6537141540983915
gbtree,0.0009765625,0.08608226038381185,3,0.6462222222222223
gbtree,0.0009765625,0.0860013078804557,3,0.6449199477770906
gbtree,0.0009765625,0.08576352174690464,3,0.6344699110413397
gbtree,0.0009765625,0.07876686373650829,3,0.6448732263849486
