param_model__booster,param_model__lambda,param_model__learning_rate,param_model__max_depth,mean_test_score
dart,918.959890834038,0.045180101803554105,3,0.0
gblinear,386.38492551061364,0.21198068110757312,6,0.0
gblinear,401.3222457327776,0.20673411736889544,5,0.0
gblinear,982.1521397183266,0.16250077104994137,7,0.0
dart,73.62115576729296,0.28460618087482087,9,0.654513983024974
gblinear,87.36484902404536,0.13934727961771487,8,0.0
gblinear,470.8909873147954,0.138486790229921,8,0.0
gbtree,339.78827607559083,0.21387043492201882,5,0.6156594523055802
dart,1010.8502143874952,0.17039718987731084,5,0.5459017627236227
gblinear,407.10795682569034,0.2425004441887923,3,0.0
gbtree,1024.0,0.3,3,0.5849547552635943
dart,0.0009765625,0.25491171784177624,10,0.6063635746106233
dart,1024.0,0.3,3,0.5849547552635943
gbtree,1024.0,0.3,10,0.5649972934603874
gbtree,1024.0,0.27443160973253,3,0.5804325029406581
dart,0.0009765625,0.29206295470275523,3,0.6285117219603054
dart,0.0009765625,0.27773518315490275,3,0.6131949903678875
dart,0.0009765625,0.3,10,0.608808408624974
gbtree,0.0009765625,0.2013643590870582,10,0.6248491704374058
gblinear,0.0009765625,0.0001,3,0.0
dart,0.0009765625,0.2252673978000406,3,0.6236388165232698
dart,0.0009765625,0.2246163860969064,10,0.6180061206039745
gbtree,0.0009765625,0.18424456265827457,4,0.6240086024987729
dart,0.0009765625,0.19779312707139068,3,0.6297185553659296
gbtree,0.0009765625,0.2080182648891257,3,0.6339936122301151
gbtree,0.0009765625,0.28091131257102925,10,0.6146465678760007
gbtree,12.371104702641468,0.15581142953350846,4,0.6388602667412507
dart,0.0009765625,0.17147742475720287,3,0.6285648061661513
gbtree,5.072598411720648,0.14252045136044336,5,0.6205472377695378
gbtree,0.0009765625,0.16733220178406719,10,0.6146242357012618
dart,0.0009765625,0.13337267509197223,5,0.6307870867770657
gbtree,273.163431743404,0.3,3,0.6253015424528938
gbtree,155.81945982838607,0.20729379798769879,3,0.6308101022868244
gbtree,131.9310402167753,0.28950463166134416,3,0.6437106096904415
gbtree,0.0009765625,0.0001,3,0.0
dart,421.22249834247333,0.277310858014415,3,0.6218235784229573
dart,1024.0,0.2249131019270943,3,0.5774500993947103
dart,314.7714648516952,0.16617802464636042,3,0.6018426849571722
dart,0.0009765625,0.15269859229656504,3,0.6172615060010018
gbtree,0.0009765625,0.3,3,0.6063111010595537
gbtree,0.0009765625,0.11423630518074446,10,0.6288305383936452
dart,0.0009765625,0.1083404611831353,3,0.640550579271826
gbtree,0.0009765625,0.12155680853034599,3,0.6248714346477001
dart,0.0009765625,0.094714366252831,3,0.6295291085712345
dart,347.4378994788411,0.28900229752783385,3,0.6282185116470831
gbtree,429.07265348191356,0.24929425011532075,3,0.6062615046355997
dart,0.0009765625,0.11221339543379244,10,0.612458822769509
gblinear,1024.0,0.3,7,0.0
gbtree,0.0009765625,0.11005584077712853,3,0.6407493675383307
dart,395.37724382515853,0.3,10,0.6094199676218631
gbtree,0.0009765625,0.1097903102192371,3,0.6476390151718536
gbtree,0.0009765625,0.09155533748949324,3,0.6580799191568734
gbtree,0.0009765625,0.09666003300951272,3,0.6355234039271316
gbtree,0.0009765625,0.08225372400193144,8,0.6198066570526355
gbtree,479.44494352305736,0.12298286397533052,3,0.5814662149444757
gblinear,1022.6358764513326,0.045171663950739085,7,0.0
gbtree,525.9713372279584,0.19573041530733348,3,0.590572307634561
gblinear,0.4483517067575017,0.29719332920426217,5,0.0
gbtree,10.348431034570908,0.09560585228292359,10,0.6478334184977006
gbtree,7.6512179796074475,0.2359408306648689,3,0.627706706060296
gbtree,0.0009765625,0.09944969358571559,3,0.6350843216189752
gbtree,449.4406926467581,0.2787547525169093,10,0.607557261333133
gbtree,0.0009765625,0.09982654892429262,3,0.6349081472107744
dart,2.6201409668723925,0.09602497831856968,10,0.6228304504091332
gbtree,4.455512340850635,0.0722771978926557,3,0.6392388209409176
dart,0.5681968734766798,0.07080222662426146,6,0.6407228713210549
gbtree,0.0009765625,0.08388464609284547,3,0.6492238030525742
gbtree,0.1558064574396921,0.0814381655677612,4,0.6390313900634683
gbtree,1017.6886495907228,0.13452073977517717,4,0.5097989103387425
dart,5.50707841878282,0.0793328810199354,3,0.6525751048146777
dart,0.0009765625,0.08424837399498736,3,0.624555673343194
gbtree,4.114916078450638,0.06778427531032417,4,0.6370660840215295
dart,400.59585426546715,0.22727485026215477,3,0.6047680897441265
gbtree,0.0009765625,0.08197944708364462,3,0.6473121772313146
gblinear,0.9343575078804257,0.06409610837803886,6,0.0
gbtree,321.6783742298076,0.1486623687382977,3,0.5938906605140877
gbtree,13.381008608564585,0.0812955978894966,10,0.6451766246325723
gbtree,0.0009765625,0.0821879995034797,3,0.649214611257044
gbtree,197.40840607683387,0.08951846576422885,3,0.5891677238762575
gbtree,0.0009765625,0.08162941091635971,3,0.6470850815850817
gbtree,0.0009765625,0.08157736602907077,3,0.6459196464910751
gbtree,6.182785823361762,0.06099726900974552,7,0.638171637099614
gbtree,0.0009765625,0.0748414859030171,3,0.6382637959407133
gbtree,0.0009765625,0.07550181277218893,3,0.6437619584627244
gbtree,0.0009765625,0.07569706974429072,3,0.6364906374921103
dart,0.33560178880742036,0.06456511698356236,4,0.611054621413495
gbtree,5.825644177868759,0.2632364648344925,4,0.6262106821426612
dart,6.230606891090743,0.1906019800374239,4,0.6330100878298771
gbtree,5.009648172392213,0.18265025004276744,3,0.6380664295612749
dart,272.35340948061855,0.26752357470315646,3,0.6288042497239964
gbtree,202.16396230560608,0.28222339753340225,3,0.6267355926392264
gbtree,0.0009765625,0.08035957553663137,3,0.6603350793620348
gbtree,0.0009765625,0.08041527597492283,3,0.6442526156730752
gbtree,0.0009765625,0.080384071842595,3,0.6533141043462145
gbtree,0.0009765625,0.08036681855037739,3,0.6628991819261374
gbtree,6.056885181443713,0.08159621494639796,10,0.6365860017764994
dart,1007.3628219273128,0.25353164346649126,9,0.5546099890000209
gbtree,0.0009765625,0.08027756082623247,3,0.6514885293566969
gbtree,0.0009765625,0.08023929135069238,3,0.6515679084276725
gbtree,0.0009765625,0.08020064561568113,3,0.6473139558853844
gbtree,0.0009765625,0.08016856650977301,3,0.6432664478378765
gbtree,0.0009765625,0.08016715058321557,3,0.6432664478378765
gbtree,0.0009765625,0.08016015652082428,3,0.645830550401979
gbtree,0.0009765625,0.08013168185266858,3,0.6575902601767263
gbtree,0.0009765625,0.08010236552978989,3,0.6577077494190896
gbtree,0.0009765625,0.08006685658482808,3,0.6522974937785982
gbtree,0.0009765625,0.08001092118664115,3,0.6512220494784848
gbtree,0.0009765625,0.07995892430152876,3,0.6577281606407821
gbtree,0.0009765625,0.0798971847217363,3,0.644542109581848
gbtree,0.0009765625,0.07991621104060324,3,0.6497984126344508
gbtree,0.0009765625,0.0798691958520769,3,0.6601111571430572
gbtree,0.0009765625,0.07979531453479717,3,0.6501244256963024
gbtree,0.0009765625,0.07974665800291802,3,0.6459666774406428
gbtree,0.0009765625,0.07976779938252619,3,0.6526860441146155
gbtree,0.0009765625,0.07969283147917446,3,0.641932250030177
gbtree,0.0009765625,0.07982512685705186,3,0.6472332188819415
