param_model__booster,param_model__lambda,param_model__learning_rate,param_model__max_depth,mean_test_score
gblinear,599.6267071775532,0.11209932559651771,8,0.0
gbtree,658.2720974968396,0.06626315605680032,7,0.8439277627033895
dart,932.9902346559062,0.16937369648784698,4,0.8532942566505926
gbtree,936.3424146428598,0.09629026584733444,5,0.8439277627033895
gblinear,546.0818489612265,0.21361648521117677,5,0.0
gblinear,535.7966815696415,0.2716804611227346,4,0.0
gbtree,525.5446989114749,0.2904718763420042,4,0.8378871453781727
gblinear,570.6767938043844,0.2601841623187818,6,0.0
dart,92.93569285861838,0.03851781326379187,6,0.8454108319087549
dart,772.0871239044257,0.29190139171130675,7,0.8477865975659544
dart,1018.7433725763095,0.03681552155196367,10,0.8259072897756127
dart,0.0009765625,0.3,3,0.8237901118127674
gbtree,1024.0,0.0001,3,0.0
dart,0.0009765625,0.10147299184802769,3,0.8258670567922819
dart,0.0009765625,0.23179073865816524,3,0.8255812354565446
gbtree,0.0009765625,0.22461604357855056,10,0.8339997941820577
gbtree,0.0009765625,0.2588752248598902,5,0.8293401871638613
dart,0.0009765625,0.0001,3,0.0
gblinear,274.50938759066344,0.0001,4,0.0
dart,80.74629451536013,0.046436125252834116,7,0.8452128903389994
dart,59.94662494315643,0.1324346358693234,3,0.8425968799847519
dart,317.9075594621455,0.056138870095787115,6,0.8496673521541227
gbtree,0.0009765625,0.12054626844682112,4,0.8269535948715838
gbtree,1024.0,0.17403120573943018,8,0.8496673521541227
dart,1024.0,0.1994745956505973,3,0.8571424826026053
gbtree,1024.0,0.13601425192892055,10,0.8496673521541227
gbtree,1024.0,0.3,10,0.8549223324901092
gbtree,1024.0,0.3,9,0.8549223324901092
dart,1024.0,0.17819056698320754,3,0.8571424826026053
dart,1024.0,0.19432132854636788,4,0.8532942566505926
gbtree,1024.0,0.1325929022235984,8,0.8496673521541227
gbtree,1024.0,0.0001,10,0.0
dart,1024.0,0.21147943850361584,3,0.8571424826026053
dart,1024.0,0.2729241456067762,10,0.853097514971861
dart,0.0009765625,0.2053089948838094,3,0.8304902260984148
dart,1024.0,0.1500668451155871,3,0.8571424826026053
gbtree,1024.0,0.24872807701929053,10,0.8496673521541227
dart,1024.0,0.08197793518694613,3,0.8533966632046119
dart,1024.0,0.21949087430246272,10,0.8496673521541227
gbtree,1024.0,0.216371786667903,3,0.8571424826026053
gbtree,1024.0,0.046947137333562934,3,0.8495742408150555
gbtree,0.0009765625,0.083366222111128,3,0.8225113551758365
dart,1024.0,0.1170912951157692,3,0.8571424826026053
dart,1024.0,0.1290749623791582,3,0.8571424826026053
dart,1024.0,0.14039082329392386,3,0.8571424826026053
gbtree,1024.0,0.20716304997477453,10,0.8496673521541227
gbtree,1024.0,0.26337821677992923,3,0.8571424826026053
dart,1024.0,0.06488129844002649,3,0.8495742408150555
