param_model__booster,param_model__lambda,param_model__learning_rate,param_model__max_depth,mean_test_score
dart,1024.0,0.12347267499938094,10,0.8458839806819641
gbtree,1024.0,0.1594832759496225,3,0.8571424826026053
gbtree,1024.0,0.22677169427428426,3,0.8571424826026053
gbtree,1024.0,0.18635710145574003,3,0.8571424826026053
gbtree,1024.0,0.27879471479339063,3,0.8587435599630722
dart,1024.0,0.3,3,0.8604659709273008
dart,1024.0,0.2565689078692218,3,0.8571424826026053
dart,1024.0,0.10829094510591984,3,0.8533966632046119
dart,0.0009765625,0.1590187375887197,3,0.8257136293157984
gblinear,999.2445356646393,0.05460918890679785,7,0.0
dart,1024.0,0.28356216861029265,3,0.8587435599630722
gbtree,0.0009765625,0.0416063999067762,3,0.8244809460452599
dart,1024.0,0.04948975466517161,10,0.8259072897756127
dart,579.652549233528,0.042602584651032435,3,0.8515988441654138
dart,0.0009765625,0.0664479326322037,3,0.8223462644147845
gbtree,1024.0,0.23923863420767896,3,0.8571424826026053
gbtree,1024.0,0.27027512300789724,3,0.8587435599630722
gbtree,1024.0,0.14401829656557724,3,0.8571424826026053
dart,453.319250336194,0.14645368355677907,8,0.8530932470328378
dart,1024.0,0.14379035934502038,3,0.8571424826026053
gbtree,1024.0,0.29399362260216844,3,0.8587435599630722
dart,1024.0,0.2667893588419349,3,0.8571424826026053
gbtree,1024.0,0.1927737707932536,3,0.8571424826026053
dart,1024.0,0.18564212026085158,10,0.8496673521541227
gbtree,558.988353887628,0.13862621864459843,3,0.8571424826026053
gbtree,1024.0,0.27870366305633554,3,0.8587435599630722
gbtree,1024.0,0.14854681694097746,3,0.8571424826026053
gbtree,1024.0,0.0762691095014256,3,0.8515988441654138
dart,1017.2537235210369,0.28397240998816314,10,0.853097514971861
gbtree,987.0936657374547,0.24647521203534115,3,0.8571424826026053
gbtree,568.3346585488852,0.21473131829882344,3,0.8547979547329689
gbtree,448.7153636381348,0.1864389585387645,3,0.8494572840838494
dart,1024.0,0.23423576046188982,3,0.8571424826026053
dart,8.549708362320358,0.2774723645996703,4,0.8444350722938884
dart,1024.0,0.27530760458766196,3,0.8587435599630722
dart,656.5423233280126,0.12838648569945577,3,0.8571424826026053
dart,576.0879479808428,0.08662238442217501,3,0.8571424826026053
gbtree,348.59915383079084,0.040041629106633524,10,0.8439277627033895
dart,1024.0,0.09024626154513148,3,0.8533966632046119
gbtree,1024.0,0.2218495513641423,3,0.8571424826026053
dart,1024.0,0.1378310764099721,3,0.8571424826026053
gbtree,1024.0,0.18067236063194725,3,0.8571424826026053
gbtree,1024.0,0.20240318953291675,3,0.8571424826026053
dart,552.3741493065792,0.26909611874312916,3,0.8476594650446512
gbtree,0.0009765625,0.2760342752427393,10,0.8248814446375421
dart,285.7847638837397,0.07554804518703558,5,0.8514964376113943
gbtree,622.0050754377503,0.15563982909691665,3,0.8571424826026053
gbtree,604.315889064309,0.23659772299300413,3,0.8547979547329689
dart,476.5715977062116,0.2012801259320423,10,0.8458303795873796
dart,681.6880570543975,0.07388034941013324,3,0.8533966632046119
dart,571.3745557953531,0.11154081207740534,3,0.8571424826026053
gbtree,590.8556107168558,0.04876541141952042,10,0.8341248531333629
gbtree,0.0009765625,0.18239314508582807,10,0.8360643253435264
dart,725.2820660472064,0.22582541687132132,3,0.8604659709273008
dart,316.10252496837523,0.0896858026986872,10,0.853097514971861
dart,735.963831861255,0.14552923175292354,3,0.8571424826026053
gbtree,0.0009765625,0.141157572031425,10,0.8154988787885695
dart,422.629548482524,0.17122070729604877,3,0.8547979547329689
dart,428.50518199347744,0.22378962972806898,10,0.8474019823512329
dart,365.2835948300172,0.12304900426291338,3,0.8604659709273008
dart,657.0759614200553,0.2514922792417362,3,0.8547979547329689
dart,439.6696705073564,0.09759483425219925,3,0.8570400760485859
dart,333.0022518400706,0.12935655208597285,10,0.8496156830232258
dart,478.90921263803614,0.16318969944383385,10,0.8549223324901092
gblinear,0.0009765625,0.06365285221489457,3,0.8428568274386276
gblinear,0.0009765625,0.05637246010484693,10,0.8428568274386276
gblinear,0.0009765625,0.0626442477828234,3,0.8428568274386276
gblinear,0.0009765625,0.06384367299788421,10,0.8428568274386276
gblinear,0.0009765625,0.15600757409118307,4,0.8394672468945028
gblinear,0.0009765625,0.1693766261738113,10,0.8394672468945028
gblinear,0.0009765625,0.22700311699327871,3,0.8394672468945028
gbtree,0.0009765625,0.3,3,0.8237901118127674
gblinear,0.0009765625,0.1951024810876474,3,0.8394672468945028
gblinear,0.0009765625,0.18977550922736902,3,0.8394672468945028
gblinear,0.0009765625,0.24095227271566078,10,0.8394672468945028
gbtree,464.38072948386605,0.1013950577056959,3,0.8570400760485859
gbtree,610.0026572451711,0.11819133382618807,3,0.8571424826026053
gblinear,0.0009765625,0.12926798214601926,10,0.8394672468945028
gblinear,0.0009765625,0.1266913740335074,3,0.8394672468945028
gblinear,0.0009765625,0.09975154039094468,10,0.8412852246747745
gblinear,0.0009765625,0.25025201959652443,3,0.8394672468945028
gblinear,0.0009765625,0.3,10,0.8394672468945028
dart,398.3555519545333,0.03991991067899206,10,0.8439277627033895
gblinear,0.0009765625,0.2747864186477768,10,0.8394672468945028
dart,0.0009765625,0.10734452406206149,3,0.8201203977352808
dart,0.0009765625,0.12020619492672738,3,0.8246522715262117
gbtree,345.48249737684586,0.08818236427894037,3,0.8570400760485859
dart,266.52644886782105,0.043397705041820125,3,0.8570400760485859
gbtree,794.5048673871777,0.20079325497047198,3,0.8571424826026053
gbtree,0.0009765625,0.2567297660041174,3,0.8204283022203986
gblinear,0.0009765625,0.1441415958850889,10,0.8394672468945028
dart,812.2659825038113,0.23778411083745127,3,0.8586411534090527
gbtree,811.2205786564701,0.3,3,0.8567201515293075
gblinear,0.0009765625,0.08445342131646827,3,0.8428568274386276
gblinear,0.0009765625,0.2901761630611695,3,0.8394672468945028
gbtree,346.8653706002738,0.1622602327498853,3,0.8476594650446512
dart,746.5051741716915,0.18254700931693427,3,0.8571424826026053
dart,214.56508210926603,0.262469155603416,10,0.8454560916277568
gbtree,803.6532849863479,0.22161183876329424,3,0.8587435599630722
gbtree,390.2451773427706,0.1274800716284208,3,0.8604659709273008
gblinear,0.0009765625,0.04139705059261639,3,0.8428568274386276
dart,0.0009765625,0.23392494004660758,5,0.8172932451642476
gbtree,357.69462981850234,0.11339335564262437,3,0.8586411534090527
gblinear,0.0009765625,0.21305604952894108,10,0.8394672468945028
dart,492.5154684479952,0.3,3,0.8340650902403282
dart,776.4045421381445,0.21102495334993038,3,0.8587435599630722
dart,519.9296834192179,0.15690801218928907,3,0.8586411534090527
dart,0.0009765625,0.2675049842148066,3,0.8246211241741774
gbtree,425.12253794323607,0.2563514304356884,3,0.8419780544690818
gbtree,690.0652621187329,0.17075105655255451,3,0.8571424826026053
dart,379.6940026228304,0.13654243521541287,3,0.8604659709273008
gbtree,1024.0,0.12076938454435784,3,0.8571424826026053
dart,429.0750507747471,0.1310383945112518,3,0.8586411534090527
dart,757.7051426592741,0.16005366732311452,3,0.8571424826026053
dart,308.0718266121582,0.08735519331983838,3,0.8586411534090527
dart,792.1376127892721,0.2603279318063741,10,0.8549223324901092
gbtree,819.7822405356347,0.23136028253391874,3,0.8586411534090527
dart,820.4253385564888,0.2784592487201827,3,0.8604659709273008
gbtree,477.6340406985772,0.07869640827393345,3,0.8570400760485859
gblinear,0.0009765625,0.2374152511834674,3,0.8394672468945028
gbtree,1024.0,0.3,3,0.8604659709273008
dart,601.5756317943484,0.245449121273202,10,0.8439692049115596
gbtree,266.95247090166356,0.21548201648371457,3,0.8321024132776511
gbtree,856.7280102042873,0.2556055496379876,3,0.8604659709273008
gbtree,850.0918093079812,0.27043399976506105,3,0.8604659709273008
dart,271.86159587955603,0.18132549933463205,10,0.8419780544690818
dart,157.85196664583472,0.2867756029620781,3,0.8414559747002969
dart,731.7898502279085,0.1926253741088565,3,0.8570400760485859
gbtree,1024.0,0.12778142287403255,3,0.8571424826026053
dart,889.8208487812029,0.2718653407570166,3,0.8604659709273008
gbtree,413.71949666855556,0.10931024354752737,10,0.8514964376113943
gbtree,686.4110833618022,0.036320539592033116,3,0.8495742408150555
gbtree,427.6075566848956,0.12084935696604934,3,0.8586411534090527
gbtree,439.2759058958904,0.04034578749735185,3,0.8533966632046119
gbtree,905.4969066624972,0.2828668089654363,3,0.8604659709273008
dart,492.51990640145937,0.07027819225361999,3,0.8571424826026053
dart,872.6097940702791,0.2621345566528781,3,0.8604659709273008
dart,289.54858330988657,0.10434665806045439,3,0.8604659709273008
dart,893.8159588774129,0.24777118119070138,3,0.8587435599630722
dart,906.5380009146149,0.2769867415080604,3,0.8604659709273008
gbtree,243.53487000090945,0.09633606725562802,3,0.8514135020624242
dart,420.0187510207695,0.08310610023203474,3,0.8570400760485859
dart,0.0009765625,0.08660821624664895,3,0.8307339169329812
gblinear,0.397486097180852,0.2645362417293314,6,0.8180383180844062
dart,78.42321457076024,0.1928389996117034,3,0.8467270705543186
gblinear,0.0009765625,0.11416816683734088,10,0.8412852246747745
dart,354.1629523554103,0.15127152571990696,3,0.8494572840838494
dart,402.24158573596765,0.10833779079821786,3,0.8570400760485859
dart,600.162456056939,0.164741283070976,3,0.8586411534090527
dart,797.3373357418068,0.2193575320510292,3,0.8587435599630722
dart,21.410806027082348,0.1752134068810879,3,0.8383410394708779
gblinear,0.0009765625,0.2889230813839582,10,0.8394672468945028
