model__max_leaf_nodes,model__max_depth,model__criterion,credit_f1,college_f1,diabetes_f1,penguins_f1,mean_f1
60,16,entropy,0.7894717627671243,0.8317151040466303,0.5591052998109272,0.9933333333333334,0.7934063749895037
70,23,entropy,0.7835533719443961,0.8260541408051125,0.5528572454943328,0.9899435028248588,0.7881020652671751
20,15,log_loss,0.8126693766937668,0.8439251867249808,0.6042006844555385,0.9933314809669354,0.8135316822103054
30,4,log_loss,0.8104623105495555,0.836786892037027,0.5812333854586468,0.9933314809669354,0.8054535172530413
90,29,entropy,0.7955415139856091,0.826777201422966,0.5505508815096286,0.9899435028248588,0.7907032749357656
50,21,entropy,0.811187941985789,0.8359883679907953,0.549339630893029,0.9933314809669354,0.7974618554591371
80,9,entropy,0.7881689356411373,0.8276079008587306,0.5847271612708829,0.9967213114754099,0.7993063273115402
90,3,entropy,0.8065786237685344,0.7908334749689073,0.51698578790393,0.9933314809669354,0.7769323419020768
70,14,entropy,0.7900876478636267,0.8283664770859879,0.5565458631004849,0.9967213114754099,0.7929303248813773
30,27,entropy,0.8155178581732156,0.8310256515599533,0.5710010454347124,0.9899435028248588,0.801872014498185
90,29,gini,0.7882890910782275,0.8254365256221486,0.5727070340766763,0.9899435028248588,0.7940940384004779
80,10,gini,0.7674105588604345,0.8207551186186013,0.561789131680482,0.9967213114754099,0.7866690301587319
70,16,gini,0.7862445226228383,0.8351961758772337,0.5824697834962081,0.9899435028248588,0.7984634962052848
90,20,gini,0.7754738643846397,0.8284561707162108,0.5585562712146149,0.9899435028248588,0.7881074522850811
20,13,log_loss,0.8126693766937668,0.8439251867249808,0.6042006844555385,0.9899435028248588,0.8126846876747863
30,1,log_loss,0.8648002281347171,0.729040249168596,0.5650831639656456,0.9865536723163842,0.7863693283963357
60,27,gini,0.804251122283909,0.8378456564667168,0.5667198712245336,0.9933314809669354,0.8005370327355237
50,28,entropy,0.8123060329343886,0.8354230076910488,0.54491589066745,0.9899435028248588,0.7956471085294367
80,6,gini,0.7976305093668719,0.8422015147485883,0.5801265983898187,0.9899435028248588,0.8024755313325344
30,26,entropy,0.8116880709391732,0.8297353289793084,0.5712969560647748,0.9933314809669354,0.8015129592375478
90,14,entropy,0.7926455425642605,0.8357510581108867,0.5605662360076848,0.9967213114754099,0.7964210370395605
60,21,entropy,0.7859964822015421,0.8290796221322536,0.5511799253319827,0.9933314809669354,0.7898968776581783
10,24,log_loss,0.8094644317953357,0.8444617179107974,0.6204120151755779,0.9933314809669354,0.8169174114621616
90,18,entropy,0.7798708971800337,0.8318417854753708,0.5537764409347062,0.9933314809669354,0.7897051511392614
60,4,gini,0.823293119607124,0.8327516846531602,0.6175363830309945,0.9933314809669354,0.8167281670645534
80,20,gini,0.7885144685556335,0.8250649901089474,0.5735886479754875,0.9967213114754099,0.7959723545288695
50,18,entropy,0.8069810734569339,0.8323785580508545,0.5340840560318048,0.9933314809669354,0.791693792126632
20,2,entropy,0.8648002281347171,0.729040249168596,0.5460903587606911,0.9933314809669354,0.7833155792577349
70,17,log_loss,0.7953540669795054,0.8296779663655262,0.5472548725394473,0.9967213114754099,0.7922520543399723
30,7,entropy,0.8006347791357138,0.8445418319480306,0.5928746932404112,0.9933314809669354,0.8078456963227727
10,19,gini,0.8394485466914038,0.8481452098778395,0.6330524416609065,0.9933314809669354,0.8284944197992712
80,25,gini,0.7828279966572615,0.8275364635364635,0.564887466842881,0.9933333333333334,0.7921463150924848
80,19,entropy,0.7835728060976279,0.836819276913608,0.5454859116250358,0.9933314809669354,0.7898023689008018
50,6,log_loss,0.8094550693800068,0.8382814877265317,0.5927390534285324,0.9933314809669354,0.8084517728755014
20,23,gini,0.8308644363193938,0.8554041485164052,0.6030437943185267,0.9899435028248588,0.8198139704947961
60,19,entropy,0.7909642346656665,0.8302071050642479,0.5608169235780759,0.9967213114754099,0.79467739369585
80,21,log_loss,0.7996521989131384,0.8325096730838218,0.5535589073673569,0.9967213114754099,0.7956105227099318
50,14,entropy,0.7973534147057191,0.8350277012025102,0.5333240224009039,0.9933314809669354,0.789759154819017
30,10,entropy,0.8076111989539516,0.8310256515599533,0.5811498302518995,0.9967213114754099,0.8041269980603036
40,2,entropy,0.8648002281347171,0.729040249168596,0.5460903587606911,0.9933314809669354,0.7833155792577349
20,29,entropy,0.8138504790559716,0.8439251867249808,0.6042006844555385,0.9899435028248588,0.8129799632653375
30,21,entropy,0.8048738234586896,0.8297353289793084,0.5699331583256353,0.9933314809669354,0.7994684479326422
80,13,gini,0.7726831872189706,0.8251788050377307,0.5529901422854661,0.9933333333333334,0.7860463669688751
30,11,log_loss,0.8080697507251082,0.8297353289793084,0.5710010454347124,0.9899435028248588,0.7996874069909969
30,10,log_loss,0.806868117552954,0.8310256515599533,0.5787365572503912,0.9933314809669354,0.8024904518325584
30,5,entropy,0.8026292739317948,0.8501096934340546,0.606706811116947,0.9933314809669354,0.813194314862433
80,27,gini,0.7797777204122293,0.8238646552206834,0.5847682280833125,0.9933314809669354,0.7954355211707902
80,21,entropy,0.7898636280156758,0.8302367421755438,0.5618383435848566,0.9933314809669354,0.7938175486857528
50,14,gini,0.818385389314243,0.8404948100268719,0.5796624627105414,0.9933314809669354,0.807968535754648
50,24,log_loss,0.8111116051502438,0.8348057410938827,0.5519419305811906,0.9933314809669354,0.7977976894480632
80,12,log_loss,0.7836176017150358,0.8277794514367051,0.5731553985062261,0.9967213114754099,0.7953184407833442
30,19,log_loss,0.8138071169931667,0.8310256515599533,0.5712969560647748,0.9933333333333334,0.802365764487807
50,2,gini,0.8648002281347171,0.729040249168596,0.5460903587606911,0.9933333333333334,0.7833160423493344
20,21,gini,0.8326687388870552,0.8509166377498246,0.6030437943185267,0.9899435028248588,0.8191431684450664
90,2,entropy,0.8648002281347171,0.729040249168596,0.5460903587606911,0.9899435028248588,0.7824685847222158
10,1,gini,0.8648002281347171,0.729040249168596,0.5650831639656456,0.9865536723163842,0.7863693283963357
20,2,gini,0.8648002281347171,0.729040249168596,0.5460903587606911,0.9899435028248588,0.7824685847222158
90,10,entropy,0.8001405582634323,0.8260913284310887,0.5647534498698539,0.9933314809669354,0.7960792043828275
90,17,gini,0.7825887244577037,0.8192582693282592,0.5596383144937482,0.9933314809669354,0.7887041973116615
80,12,gini,0.7870231627388301,0.8309721443651827,0.5860978539619316,0.9933314809669354,0.79935616050822
80,18,entropy,0.787157691798126,0.830865512547151,0.5636284888775036,0.9933314809669354,0.793745793547429
10,16,entropy,0.8094644317953357,0.8444617179107974,0.6204120151755779,0.9933314809669354,0.8169174114621616
50,25,entropy,0.8005336231399337,0.8371589885232723,0.5446631543761977,0.9933314809669354,0.7939218117515847
20,19,log_loss,0.8126693766937668,0.8439251867249808,0.6042006844555385,0.9899435028248588,0.8126846876747863
10,23,entropy,0.8094644317953357,0.8444617179107974,0.6204120151755779,0.9899435028248588,0.8160704169266425
10,15,entropy,0.8094644317953357,0.8444617179107974,0.6204120151755779,0.9967213114754099,0.8177648690892803
90,21,gini,0.7735384229911767,0.8261870645486965,0.5763260297118686,0.9933314809669354,0.7923457495546693
60,7,gini,0.8023120492252108,0.8458590699083886,0.5776492888160331,0.9967213114754099,0.8056354298562606
10,1,log_loss,0.8648002281347171,0.729040249168596,0.5650831639656456,0.9865536723163842,0.7863693283963357
70,7,log_loss,0.7971216864383566,0.8370092830226785,0.5685160953731325,0.9899435028248588,0.7981476419147566
30,25,log_loss,0.8148472785324368,0.8297353289793084,0.5734143184362207,0.9933314809669354,0.8028321017287252
40,12,log_loss,0.8137706478491795,0.8408612447838785,0.5951991463417676,0.9933314809669354,0.8107906299854402
10,24,gini,0.8394485466914038,0.8481452098778395,0.6330524416609065,0.9933314809669354,0.8284944197992712
80,21,gini,0.7756077474602787,0.8314021442320332,0.5613360261495162,0.9899435028248588,0.7895723551666717
80,9,gini,0.7872390752262954,0.8256128733793947,0.5783856007049284,0.9933314809669354,0.7961422575693884
40,29,log_loss,0.8085009131556447,0.8420791284439394,0.5835151134161035,0.9899435028248588,0.8060096644601366
50,12,gini,0.8122624380915546,0.8396607585306685,0.577772139012653,0.9933314809669354,0.8057567041504528
10,14,gini,0.8394485466914038,0.8481452098778395,0.6330524416609065,0.9933333333333334,0.8284948828908707
40,20,entropy,0.8128598091263294,0.8408612447838785,0.5886570140513541,0.9899435028248588,0.8080803926966053
30,21,gini,0.8131290124110941,0.8376725933456125,0.6099642323670749,0.9899435028248588,0.81267733523716
80,5,gini,0.8164082847995289,0.8514213631329411,0.6252683877258649,0.9967213114754099,0.8224548367834362
20,27,entropy,0.8156704024276191,0.8439251867249808,0.6042006844555385,0.9933314809669354,0.8142819386437685
90,19,log_loss,0.7999861294205204,0.8357633938044204,0.5334594051875657,0.9967213114754099,0.7914825599719791
80,16,entropy,0.7917155370632936,0.8335426083258485,0.5596973606217907,0.9967213114754099,0.7954192043715856
90,17,log_loss,0.7910517755489292,0.825727175002584,0.5566930618401207,0.9899435028248588,0.7908538788041232
80,26,gini,0.7750606670960465,0.8285421290497433,0.5713110697531769,0.9933314809669354,0.7920613367164755
40,16,entropy,0.8118938971488994,0.8408612447838785,0.5928915174120709,0.9933314809669354,0.809744535077946
60,28,entropy,0.787885802549474,0.8314658073755817,0.5407801205207706,0.9933314809669354,0.7883658028531904
70,20,log_loss,0.789021801249923,0.8306868467803048,0.5485019301464359,0.9933333333333334,0.7903859778774993
70,18,entropy,0.7935707076459535,0.826915682182865,0.5632720243027759,0.9933333333333334,0.794272936866232
20,11,gini,0.8278185124851045,0.8527684896016765,0.6030437943185267,0.9933314809669354,0.8192405693430607
20,6,entropy,0.8081810771805495,0.849871245248359,0.5778479977173185,0.9899435028248588,0.8064609557427714
80,9,log_loss,0.7928726497014024,0.8280411896405105,0.5930484934164658,0.9899435028248588,0.8009764588958094
20,14,entropy,0.8138504790559716,0.8439251867249808,0.6042006844555385,0.9967213114754099,0.8146744154279753
30,23,entropy,0.8037911944760309,0.8310256515599533,0.5699331583256353,0.9933314809669354,0.7995203713321386
90,12,log_loss,0.7836777111596444,0.8294456729737876,0.5518515134939029,0.9933314809669354,0.7895765946485676
50,16,log_loss,0.8088636069212901,0.8371589885232723,0.5526866912953936,0.9933314809669354,0.7980101919267228
10,23,log_loss,0.8094644317953357,0.8444617179107974,0.6204120151755779,0.9899435028248588,0.8160704169266425
80,5,log_loss,0.8026292739317948,0.8501096934340546,0.611861011956766,0.9933333333333334,0.8144833281639872
90,15,gini,0.7687429578846614,0.8253973215359093,0.5912974247114808,0.9899435028248588,0.7938453017392276
50,13,log_loss,0.7961226176226297,0.830828352933616,0.5444379562854049,0.9899435028248588,0.7903331074166274
10,18,gini,0.8394485466914038,0.8481452098778395,0.6330524416609065,0.9899435028248588,0.8276474252637521
30,1,gini,0.8648002281347171,0.729040249168596,0.5650831639656456,0.9865536723163842,0.7863693283963357
70,12,entropy,0.7849130523863936,0.8277083808863285,0.5476519726992297,0.9933314809669354,0.7884012217347218
70,10,gini,0.7808577504474526,0.8283710751523067,0.5833914859761816,0.9933314809669354,0.796487948135719
80,15,entropy,0.7914890367535177,0.8276012175223885,0.5517244834139715,0.9933314809669354,0.7910365546642033
20,8,log_loss,0.809869376693767,0.8439251867249808,0.593625548428884,0.9899435028248588,0.8093409036681227
20,24,gini,0.8326687388870552,0.8527684896016765,0.6030437943185267,0.9933314809669354,0.8204531259435484
30,4,entropy,0.8093834972441915,0.836786892037027,0.5823772884556726,0.9933314809669354,0.8054697896759566
20,17,log_loss,0.8138504790559716,0.8439251867249808,0.6042006844555385,0.9933333333333334,0.8138274208924561
60,6,entropy,0.8085311939069382,0.8391342511116783,0.5853360569129924,0.9933314809669354,0.806583245724636
10,4,entropy,0.8114150321844853,0.8316047105723097,0.591098553494349,0.9899435028248588,0.8060154497690007
10,28,entropy,0.8094644317953357,0.8444617179107974,0.6204120151755779,0.9899435028248588,0.8160704169266425
60,11,entropy,0.7885030538291774,0.8314540641273469,0.5292576509651604,0.9967213114754099,0.7864840200992737
30,24,entropy,0.8026872602423255,0.8310256515599533,0.5712969560647748,0.9899435028248588,0.7987383426729782
90,1,gini,0.8648002281347171,0.729040249168596,0.5650831639656456,0.9865536723163842,0.7863693283963357
10,12,entropy,0.8094644317953357,0.8444617179107974,0.6204120151755779,0.9899435028248588,0.8160704169266425
80,19,log_loss,0.7840834241086502,0.8296736040534383,0.5693138284539556,0.9899435028248588,0.7932535898602256
70,11,entropy,0.7975889807162535,0.8258187862396786,0.5307082171102848,0.9899435028248588,0.786014871722769
90,20,entropy,0.7916386790620067,0.8315172455455169,0.5677705172198219,0.9933314809669354,0.7960644806985702
80,12,entropy,0.7805661475244637,0.8297754498542125,0.5629835426643094,0.9967213114754099,0.7925116128795989
80,22,gini,0.7747218511033787,0.8265587497441244,0.5982164755868398,0.9899435028248588,0.7973601448148003
80,7,log_loss,0.7990349302114008,0.841691792872667,0.5739333434779266,0.9933314809669354,0.8019978868822324
70,27,gini,0.7772242467787411,0.8356758716350978,0.5773477959376601,0.9899435028248588,0.7950478542940894
70,23,log_loss,0.7814713507854266,0.8297790674087159,0.5582401173287425,0.9933314809669354,0.7907055041224551
80,2,entropy,0.8648002281347171,0.729040249168596,0.5460903587606911,0.9933314809669354,0.7833155792577349
40,16,log_loss,0.8118938971488994,0.8420791284439394,0.584935878443426,0.9967213114754099,0.8089075538779187
90,5,log_loss,0.804735967781608,0.8520801367838085,0.6090731331688871,0.9967213114754099,0.8156526373024283
40,23,gini,0.8140637827653172,0.8354678904272971,0.5904092943902548,0.9933314809669354,0.808318112137451
40,19,gini,0.8160962287451315,0.8355581073651361,0.595439301484234,0.9933333333333334,0.8101067427319588
80,10,entropy,0.7954261965122893,0.8280971658839006,0.5761610285347756,0.9899435028248588,0.7974069734389561
60,23,gini,0.7982791168284087,0.8454827555073614,0.5837276449041154,0.9933314809669354,0.8052052495517052
10,16,gini,0.8394485466914038,0.8481452098778395,0.6330524416609065,0.9967213114754099,0.8293418774263899
10,25,entropy,0.8094644317953357,0.8444617179107974,0.6204120151755779,0.9933314809669354,0.8169174114621616
40,19,entropy,0.8096017029990529,0.8408485584957528,0.5882373932240955,0.9899435028248588,0.80715778938594
40,21,gini,0.8101623606820769,0.8331446581040648,0.5873748102835433,0.9899435028248588,0.805156332973636
10,17,entropy,0.8094644317953357,0.8444617179107974,0.6204120151755779,0.9933314809669354,0.8169174114621616
40,27,gini,0.810833712558183,0.8329981149523403,0.5916247960444716,0.9933314809669354,0.8071970261304826
60,11,gini,0.8007986154742722,0.8368146928088382,0.594705242949187,0.9933314809669354,0.8064125080498081
30,9,log_loss,0.8115945087031495,0.8310256515599533,0.5872258588867272,0.9933314809669354,0.8057943750291914
90,27,gini,0.7781177800664165,0.8270615590203325,0.5823272183148792,0.9933314809669354,0.795209509592141
50,21,log_loss,0.8051489117585756,0.835351035043432,0.5371869779170483,0.9899435028248588,0.7919076068859787
50,11,log_loss,0.7928713850408237,0.832638058647688,0.539762795705776,0.9899435028248588,0.7888039355547867
10,14,log_loss,0.8094644317953357,0.8444617179107974,0.6204120151755779,0.9899435028248588,0.8160704169266425
50,25,log_loss,0.8056884358579273,0.833628135896177,0.5328980722043115,0.9933333333333334,0.7913869943229372
50,24,gini,0.8047638593290767,0.8393402806622422,0.5797731420385226,0.9933314809669354,0.8043021907491943
50,26,log_loss,0.7970361671390662,0.8351199773880186,0.5495738301050552,0.9933333333333334,0.7937658269913683
40,17,entropy,0.8111282574686867,0.8408612447838785,0.5882411296212745,0.9933314809669354,0.8083905282101937
