mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_features,param_model__max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,dataset
1.3669042110443115,0.26649123906897126,0.013491392135620117,0.0022784146800960956,300,6,1,0.4,5,"{'model__n_estimators': 300, 'model__min_samples_split': 6, 'model__min_samples_leaf': 1, 'model__max_features': 0.4, 'model__max_depth': 5}",0.7977777777777778,0.7842592592592593,0.8214814814814815,0.8694339622641509,0.819433962264151,0.8184772886093642,0.029002986985918123,21,diabetes
2.357776975631714,0.6616646666223668,0.022749710083007812,0.015682963851198627,160,2,1,log2,8,"{'model__n_estimators': 160, 'model__min_samples_split': 2, 'model__min_samples_leaf': 1, 'model__max_features': 'log2', 'model__max_depth': 8}",0.7990740740740742,0.7772222222222223,0.8011111111111111,0.8828301886792453,0.8177358490566038,0.8155946890286513,0.03600096647622585,38,diabetes
4.7690754413604735,0.33212154181840914,0.024399757385253906,0.0058483301504362855,400,8,2,0.4,11,"{'model__n_estimators': 400, 'model__min_samples_split': 8, 'model__min_samples_leaf': 2, 'model__max_features': 0.4, 'model__max_depth': 11}",0.7998148148148149,0.7833333333333333,0.8075925925925925,0.8722641509433963,0.8062264150943396,0.8138462613556954,0.030455674421866127,49,diabetes
5.032003879547119,0.7171729389502377,0.03170785903930664,0.02586231921231136,360,5,8,log2,10,"{'model__n_estimators': 360, 'model__min_samples_split': 5, 'model__min_samples_leaf': 8, 'model__max_features': 'log2', 'model__max_depth': 10}",0.7848148148148149,0.7659259259259259,0.7896296296296296,0.8624528301886794,0.7932075471698113,0.7992061495457723,0.03299248210135297,100,diabetes
0.45554609298706056,0.09583164807244572,0.019663333892822266,0.01272974325395741,70,2,2,sqrt,5,"{'model__n_estimators': 70, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}",0.822037037037037,0.7855555555555556,0.8214814814814815,0.8837735849056604,0.8547169811320755,0.8335129280223621,0.03332298561747831,2,diabetes
3.1103418827056886,0.6204858727956417,0.04501886367797851,0.0554351307265697,340,5,2,0.2,7,"{'model__n_estimators': 340, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_features': 0.2, 'model__max_depth': 7}",0.8087037037037037,0.7720370370370371,0.8098148148148149,0.8883018867924528,0.8116981132075471,0.8181111111111111,0.03807366460168416,24,diabetes
0.7561327934265136,0.4588435700776914,0.025945472717285156,0.02073876523812776,40,3,6,sqrt,15,"{'model__n_estimators': 40, 'model__min_samples_split': 3, 'model__min_samples_leaf': 6, 'model__max_features': 'sqrt', 'model__max_depth': 15}",0.8038888888888889,0.7698148148148147,0.8098148148148149,0.8749056603773585,0.8207547169811321,0.8158357791754017,0.03408916594573056,37,diabetes
4.508182859420776,1.6616584860085628,0.027283382415771485,0.009506765907974146,270,8,6,log2,13,"{'model__n_estimators': 270, 'model__min_samples_split': 8, 'model__min_samples_leaf': 6, 'model__max_features': 'log2', 'model__max_depth': 13}",0.7935185185185185,0.7751851851851852,0.7938888888888889,0.8686792452830189,0.7945283018867925,0.8051600279524808,0.03258459478353511,93,diabetes
4.691476726531983,0.7640384373436929,0.0364715576171875,0.018955297692967058,280,2,5,sqrt,15,"{'model__n_estimators': 280, 'model__min_samples_split': 2, 'model__min_samples_leaf': 5, 'model__max_features': 'sqrt', 'model__max_depth': 15}",0.7977777777777778,0.7716666666666667,0.8177777777777778,0.8705660377358491,0.809433962264151,0.8134444444444446,0.03252250090549216,52,diabetes
1.942882490158081,0.54121022274854,0.013770723342895507,0.0019070033034993819,140,3,5,0.4,9,"{'model__n_estimators': 140, 'model__min_samples_split': 3, 'model__min_samples_leaf': 5, 'model__max_features': 0.4, 'model__max_depth': 9}",0.7898148148148149,0.7837037037037037,0.8072222222222223,0.8733962264150943,0.810754716981132,0.8129783368273934,0.03188087708753951,55,diabetes
1.6574944019317628,0.5746996686475282,0.03982510566711426,0.013682229624073247,160,3,4,0.4,7,"{'model__n_estimators': 160, 'model__min_samples_split': 3, 'model__min_samples_leaf': 4, 'model__max_features': 0.4, 'model__max_depth': 7}",0.8024074074074075,0.7703703703703705,0.7962962962962962,0.8647169811320754,0.8184905660377358,0.8104563242487771,0.031244017279493833,69,diabetes
1.1256686210632325,0.12763801417687567,0.01991095542907715,0.005152075412281915,160,2,4,0.2,6,"{'model__n_estimators': 160, 'model__min_samples_split': 2, 'model__min_samples_leaf': 4, 'model__max_features': 0.2, 'model__max_depth': 6}",0.7903703703703704,0.7746296296296297,0.8146296296296296,0.8739622641509434,0.8358490566037736,0.8178881900768694,0.03494580426665609,25,diabetes
0.6024865627288818,0.020387388237264506,0.02332587242126465,0.013516853404054483,120,4,2,0.2,4,"{'model__n_estimators': 120, 'model__min_samples_split': 4, 'model__min_samples_leaf': 2, 'model__max_features': 0.2, 'model__max_depth': 4}",0.8146296296296297,0.7811111111111112,0.823888888888889,0.8847169811320754,0.8211320754716982,0.8250957372466807,0.03351431504597519,9,diabetes
0.8190865039825439,0.0670550386194638,0.017178773880004883,0.002856556676608995,170,3,10,0.4,4,"{'model__n_estimators': 170, 'model__min_samples_split': 3, 'model__min_samples_leaf': 10, 'model__max_features': 0.4, 'model__max_depth': 4}",0.8175925925925925,0.7857407407407407,0.817962962962963,0.8615094339622641,0.819622641509434,0.820485674353599,0.024106588662512536,14,diabetes
0.925574541091919,0.13086571617216375,0.01627373695373535,0.0016812257348961335,80,10,2,0.2,9,"{'model__n_estimators': 80, 'model__min_samples_split': 10, 'model__min_samples_leaf': 2, 'model__max_features': 0.2, 'model__max_depth': 9}",0.7872222222222222,0.78,0.8079629629629629,0.8860377358490567,0.8273584905660377,0.8177162823200559,0.03796926674022607,26,diabetes
1.223879051208496,0.2259822750017437,0.01681690216064453,0.0016077630929672046,140,5,7,0.2,13,"{'model__n_estimators': 140, 'model__min_samples_split': 5, 'model__min_samples_leaf': 7, 'model__max_features': 0.2, 'model__max_depth': 13}",0.8140740740740742,0.7872222222222223,0.8042592592592592,0.8577358490566038,0.8211320754716981,0.8168846960167715,0.023383842873030806,29,diabetes
2.400260496139526,0.3001439392164616,0.019655752182006835,0.00355837437575994,380,4,10,log2,8,"{'model__n_estimators': 380, 'model__min_samples_split': 4, 'model__min_samples_leaf': 10, 'model__max_features': 'log2', 'model__max_depth': 8}",0.7874074074074074,0.7681481481481481,0.7948148148148148,0.861132075471698,0.8035849056603774,0.8030174703004892,0.03131918442424553,97,diabetes
2.4304670333862304,0.716983772686426,0.018675804138183594,0.006581388896419734,160,5,4,sqrt,10,"{'model__n_estimators': 160, 'model__min_samples_split': 5, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 10}",0.7974074074074073,0.7827777777777778,0.817037037037037,0.8650943396226415,0.810188679245283,0.8145010482180293,0.027868503168226085,44,diabetes
0.7883116245269776,0.10754402340018018,0.017705106735229494,0.004584256736368551,110,3,8,0.4,7,"{'model__n_estimators': 110, 'model__min_samples_split': 3, 'model__min_samples_leaf': 8, 'model__max_features': 0.4, 'model__max_depth': 7}",0.8024074074074075,0.78,0.8133333333333334,0.87,0.8186792452830189,0.816883997204752,0.029688855769449393,30,diabetes
0.1312312126159668,0.027877003204932305,0.013145875930786134,0.0016646421484906276,40,6,5,log2,3,"{'model__n_estimators': 40, 'model__min_samples_split': 6, 'model__min_samples_leaf': 5, 'model__max_features': 'log2', 'model__max_depth': 3}",0.8185185185185184,0.7834259259259259,0.8411111111111111,0.8809433962264152,0.8287735849056603,0.8305545073375262,0.031684765753019886,6,diabetes
2.3080989837646486,0.6324975407265225,0.0212801456451416,0.008930464345019982,200,3,4,0.4,8,"{'model__n_estimators': 200, 'model__min_samples_split': 3, 'model__min_samples_leaf': 4, 'model__max_features': 0.4, 'model__max_depth': 8}",0.7998148148148148,0.7761111111111111,0.8111111111111111,0.8650943396226416,0.8066037735849056,0.8117470300489169,0.02927486771153605,62,diabetes
0.20226664543151857,0.09883038082179327,0.01918206214904785,0.01128195392671552,20,2,10,sqrt,9,"{'model__n_estimators': 20, 'model__min_samples_split': 2, 'model__min_samples_leaf': 10, 'model__max_features': 'sqrt', 'model__max_depth': 9}",0.802962962962963,0.7874074074074076,0.808888888888889,0.8756603773584906,0.8388679245283018,0.8227575122292103,0.031279550278914096,10,diabetes
0.062090587615966794,0.007246810806143538,0.010004949569702149,0.0026364682718313603,10,8,5,sqrt,5,"{'model__n_estimators': 10, 'model__min_samples_split': 8, 'model__min_samples_leaf': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}",0.8168518518518518,0.7805555555555556,0.8025925925925925,0.8837735849056604,0.8109433962264152,0.818943396226415,0.03467651370279438,18,diabetes
0.3894189834594727,0.15495856682335524,0.02403678894042969,0.012064194289669544,120,5,8,log2,3,"{'model__n_estimators': 120, 'model__min_samples_split': 5, 'model__min_samples_leaf': 8, 'model__max_features': 'log2', 'model__max_depth': 3}",0.8183333333333332,0.7961111111111111,0.8411111111111111,0.8818867924528302,0.8411320754716981,0.8357148846960168,0.028498728011140617,1,diabetes
1.8419800758361817,0.4355960409623417,0.01662273406982422,0.0024876404996079992,240,2,5,0.4,7,"{'model__n_estimators': 240, 'model__min_samples_split': 2, 'model__min_samples_leaf': 5, 'model__max_features': 0.4, 'model__max_depth': 7}",0.8064814814814815,0.7731481481481481,0.7949999999999999,0.8654716981132076,0.81,0.8100202655485674,0.030569743850992728,71,diabetes
0.8715286731719971,0.062435506187243216,0.016969728469848632,0.002099068223090082,170,5,7,log2,5,"{'model__n_estimators': 170, 'model__min_samples_split': 5, 'model__min_samples_leaf': 7, 'model__max_features': 'log2', 'model__max_depth': 5}",0.7937037037037037,0.7822222222222223,0.8137037037037037,0.8703773584905661,0.8045283018867925,0.8129070580013977,0.0306071939249454,57,diabetes
2.7880693912506103,0.8435444273164077,0.022768115997314452,0.006262541957479998,270,10,10,log2,13,"{'model__n_estimators': 270, 'model__min_samples_split': 10, 'model__min_samples_leaf': 10, 'model__max_features': 'log2', 'model__max_depth': 13}",0.785,0.767962962962963,0.8031481481481482,0.8713207547169811,0.8018867924528301,0.8058637316561846,0.0351555852557067,89,diabetes
0.37256932258605957,0.053328976594154545,0.01419081687927246,0.00184931057753425,40,4,10,0.4,12,"{'model__n_estimators': 40, 'model__min_samples_split': 4, 'model__min_samples_leaf': 10, 'model__max_features': 0.4, 'model__max_depth': 12}",0.7996296296296297,0.7774074074074074,0.8175925925925925,0.8669811320754717,0.8113207547169812,0.8145863032844165,0.029566508256282115,42,diabetes
1.0085854530334473,0.02751033138043177,0.02006564140319824,0.006183412850591077,190,7,10,0.2,10,"{'model__n_estimators': 190, 'model__min_samples_split': 7, 'model__min_samples_leaf': 10, 'model__max_features': 0.2, 'model__max_depth': 10}",0.7933333333333333,0.7625925925925926,0.8031481481481482,0.86,0.8075471698113207,0.805324248777079,0.031524247991381704,91,diabetes
6.044126749038696,1.7104024145109715,0.025034046173095702,0.003846029879272602,310,7,1,0.4,8,"{'model__n_estimators': 310, 'model__min_samples_split': 7, 'model__min_samples_leaf': 1, 'model__max_features': 0.4, 'model__max_depth': 8}",0.7951851851851852,0.7757407407407407,0.8027777777777778,0.8807547169811322,0.8149056603773585,0.8138728162124389,0.035778870939589494,48,diabetes
1.6591076374053955,0.6732561452826211,0.014782142639160157,0.0019565217427414366,360,10,10,0.2,7,"{'model__n_estimators': 360, 'model__min_samples_split': 10, 'model__min_samples_leaf': 10, 'model__max_features': 0.2, 'model__max_depth': 7}",0.8011111111111111,0.772962962962963,0.7896296296296297,0.8654716981132076,0.7975471698113208,0.8053445143256465,0.03158962166325607,90,diabetes
5.775343513488769,2.301848323566703,0.0256289005279541,0.006858842409007968,260,5,4,0.4,15,"{'model__n_estimators': 260, 'model__min_samples_split': 5, 'model__min_samples_leaf': 4, 'model__max_features': 0.4, 'model__max_depth': 15}",0.7918518518518518,0.7733333333333332,0.7948148148148148,0.870943396226415,0.8077358490566038,0.8077358490566038,0.033460369395426126,84,diabetes
1.9227566242218017,0.48864737907925027,0.025016117095947265,0.011343519963290447,200,10,5,sqrt,9,"{'model__n_estimators': 200, 'model__min_samples_split': 10, 'model__min_samples_leaf': 5, 'model__max_features': 'sqrt', 'model__max_depth': 9}",0.7953703703703704,0.7805555555555556,0.8098148148148148,0.8752830188679245,0.8118867924528301,0.8145821104122991,0.032377428941817686,43,diabetes
0.8868880271911621,0.14870570983587328,0.02105889320373535,0.007161871200259522,110,7,5,log2,6,"{'model__n_estimators': 110, 'model__min_samples_split': 7, 'model__min_samples_leaf': 5, 'model__max_features': 'log2', 'model__max_depth': 6}",0.807962962962963,0.7783333333333334,0.8135185185185185,0.8724528301886793,0.8088679245283019,0.8162271139063592,0.030747553156857715,34,diabetes
1.936529016494751,0.18522636142654716,0.03507146835327148,0.016927933558328077,140,8,2,0.4,9,"{'model__n_estimators': 140, 'model__min_samples_split': 8, 'model__min_samples_leaf': 2, 'model__max_features': 0.4, 'model__max_depth': 9}",0.8059259259259258,0.7803703703703704,0.787037037037037,0.8756603773584906,0.8186792452830189,0.8135345911949685,0.03389973002415483,51,diabetes
0.5178171634674072,0.11043916140035388,0.02387852668762207,0.010786631826004662,30,7,4,sqrt,11,"{'model__n_estimators': 30, 'model__min_samples_split': 7, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 11}",0.7844444444444445,0.7718518518518518,0.7864814814814814,0.8683018867924528,0.8069811320754717,0.8036121593291405,0.034251100318431635,96,diabetes
1.6688220500946045,0.19093314581076662,0.029210424423217772,0.015243370890291279,400,7,5,log2,3,"{'model__n_estimators': 400, 'model__min_samples_split': 7, 'model__min_samples_leaf': 5, 'model__max_features': 'log2', 'model__max_depth': 3}",0.8048148148148149,0.7992592592592592,0.8166666666666667,0.8581132075471699,0.8262264150943396,0.8210160726764502,0.020775476421664215,12,diabetes
0.06608853340148926,0.02161146735865675,0.013895273208618164,0.0076022046307498755,10,6,2,0.4,4,"{'model__n_estimators': 10, 'model__min_samples_split': 6, 'model__min_samples_leaf': 2, 'model__max_features': 0.4, 'model__max_depth': 4}",0.8084259259259259,0.7910185185185185,0.8181481481481482,0.8880188679245282,0.8276415094339623,0.8266505939902167,0.03298824600631274,8,diabetes
3.215138387680054,1.5891857668127694,0.03238229751586914,0.020364572446975402,170,10,1,sqrt,10,"{'model__n_estimators': 170, 'model__min_samples_split': 10, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 10}",0.8005555555555556,0.7792592592592592,0.8088888888888889,0.8905660377358491,0.8154716981132075,0.8189482879105521,0.03783091823918777,17,diabetes
2.851173448562622,1.3139233658203282,0.013977909088134765,0.0012138701806816495,240,7,6,0.4,10,"{'model__n_estimators': 240, 'model__min_samples_split': 7, 'model__min_samples_leaf': 6, 'model__max_features': 0.4, 'model__max_depth': 10}",0.789074074074074,0.7685185185185185,0.8005555555555556,0.8694339622641509,0.7988679245283019,0.80529000698812,0.034038813188724266,92,diabetes
5.357707166671753,1.9641665878645898,0.03323616981506348,0.02252940867072485,370,10,10,log2,6,"{'model__n_estimators': 370, 'model__min_samples_split': 10, 'model__min_samples_leaf': 10, 'model__max_features': 'log2', 'model__max_depth': 6}",0.7924074074074074,0.7677777777777778,0.8007407407407406,0.8635849056603774,0.7954716981132076,0.8039965059399021,0.03187523556380096,95,diabetes
2.253081798553467,0.09112642699554975,0.025863218307495116,0.008785808463712528,330,3,8,log2,11,"{'model__n_estimators': 330, 'model__min_samples_split': 3, 'model__min_samples_leaf': 8, 'model__max_features': 'log2', 'model__max_depth': 11}",0.7877777777777778,0.7814814814814814,0.8044444444444445,0.8684905660377358,0.8022641509433962,0.8088916841369672,0.031025296492687423,77,diabetes
3.211134195327759,1.9317435360038797,0.03267264366149902,0.025108018452531255,360,8,10,sqrt,12,"{'model__n_estimators': 360, 'model__min_samples_split': 8, 'model__min_samples_leaf': 10, 'model__max_features': 'sqrt', 'model__max_depth': 12}",0.797962962962963,0.7687037037037037,0.8081481481481482,0.8735849056603774,0.7937735849056604,0.8084346610761706,0.03506505111538933,79,diabetes
3.142564868927002,0.0871868400171188,0.01771845817565918,0.002310895613308699,290,5,4,sqrt,11,"{'model__n_estimators': 290, 'model__min_samples_split': 5, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 11}",0.7961111111111111,0.7716666666666666,0.8072222222222222,0.8826415094339622,0.8056603773584906,0.8126603773584906,0.037229813073563364,58,diabetes
3.8894532203674315,1.316149930244624,0.01871185302734375,0.004525119457438791,350,4,10,0.4,10,"{'model__n_estimators': 350, 'model__min_samples_split': 4, 'model__min_samples_leaf': 10, 'model__max_features': 0.4, 'model__max_depth': 10}",0.789074074074074,0.7722222222222221,0.789074074074074,0.8592452830188679,0.7945283018867925,0.8008287910552061,0.030155812773364748,99,diabetes
1.1664837837219237,0.5370606371251372,0.014177703857421875,0.0025383671868215766,270,5,10,0.4,4,"{'model__n_estimators': 270, 'model__min_samples_split': 5, 'model__min_samples_leaf': 10, 'model__max_features': 0.4, 'model__max_depth': 4}",0.7974074074074075,0.7764814814814814,0.8064814814814815,0.8547169811320754,0.8041509433962264,0.8078476589797343,0.0257103148554326,83,diabetes
5.3770147323608395,0.8391532246031956,0.024265336990356445,0.0031592436149363145,390,2,2,0.4,8,"{'model__n_estimators': 390, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_features': 0.4, 'model__max_depth': 8}",0.803888888888889,0.772962962962963,0.8018518518518518,0.8713207547169812,0.8156603773584906,0.8131369671558352,0.03230650747436533,54,diabetes
1.8046494960784911,0.26524710246154337,0.03011326789855957,0.023337517961883516,160,10,6,log2,12,"{'model__n_estimators': 160, 'model__min_samples_split': 10, 'model__min_samples_leaf': 6, 'model__max_features': 'log2', 'model__max_depth': 12}",0.8014814814814816,0.7837037037037037,0.8053703703703704,0.8739622641509434,0.809811320754717,0.8148658280922433,0.030849049409072012,41,diabetes
6.8164161205291744,2.9438313534662517,0.02503046989440918,0.009455476004074091,350,2,2,0.4,10,"{'model__n_estimators': 350, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_features': 0.4, 'model__max_depth': 10}",0.7966666666666666,0.7738888888888888,0.8001851851851851,0.8794339622641509,0.809433962264151,0.8119217330538084,0.03572408413962028,61,diabetes
