model__subsample,model__sampling_method,model__min_child_weight,model__max_depth,model__lambda,model__gamma,model__eta,model__colsample_bytree,model__booster,model__alpha,Combination_ID,Score,Dataset
0.4897959183673469,uniform,9,5,0.49417133613238384,1.2648552168552958e-05,3.0888435964774785e-06,0.4897959183673469,dart,0.0002442053094548652,1,0.597999196801592,
0.3061224489795918,uniform,7,6,0.0071968567300115215,0.0013257113655901094,0.0020235896477251575,0.5306122448979591,gbtree,0.0020235896477251575,2,0.597999196801592,
0.22448979591836732,uniform,19,10,0.0001599858719606059,33.9322177189533,0.0062505519252739694,0.0,gblinear,0.05963623316594649,3,0.7710105314895733,
0.0,uniform,12,3,655.1285568595523,0.00010481131341546864,0.18420699693267165,0.4693877551020408,gblinear,1.9306977288832496e-05,4,0.597999196801592,
0.6938775510204082,uniform,13,11,0.0020235896477251575,0.000868511373751353,0.07906043210907701,0.9387755102040816,gbtree,8.286427728546843e-06,5,0.903007798217379,
0.6530612244897959,uniform,4,9,0.0071968567300115215,79.06043210907701,0.025595479226995333,0.9795918367346939,gbtree,1.757510624854793,6,0.8150036263808719,
0.7346938775510203,uniform,8,11,429.1934260128778,6.866488450042999e-05,1.325711365590108e-06,0.26530612244897955,gbtree,0.09102981779915227,7,0.597999196801592,
0.7142857142857142,uniform,5,11,120.67926406393313,2.3299518105153717e-06,0.7543120063354607,0.1020408163265306,gblinear,0.0001599858719606059,8,0.597999196801592,
0.061224489795918366,uniform,10,12,0.0030888435964774815,0.00037275937203149417,2.94705170255181e-05,0.1020408163265306,gblinear,0.025595479226995385,9,0.597999196801592,
0.14285714285714285,uniform,9,9,429.1934260128778,1.9306977288832496e-05,1.2648552168552958e-05,0.5918367346938775,dart,184.20699693267164,10,0.597999196801592,
0.18367346938775508,uniform,5,8,0.13894954943731389,0.32374575428176466,1e-06,0.6530612244897959,gblinear,0.0030888435964774815,11,0.597999196801592,
0.6938775510204082,uniform,12,7,0.32374575428176466,1e-06,7.196856730011514e-06,0.1020408163265306,gblinear,6.250551925273976,12,0.597999196801592,
0.8775510204081632,uniform,15,2,6.866488450042999e-05,1e-06,2.2229964825261955e-05,0.16326530612244897,gblinear,1.9306977288832496e-05,13,0.597999196801592,
0.6122448979591836,uniform,5,5,8.286427728546843e-06,0.49417133613238384,0.008286427728546842,0.0,gblinear,1e-06,14,0.812012611413809,
0.7755102040816326,uniform,15,11,1.9306977288832496e-05,0.0167683293681101,2.2229964825261955e-05,0.02040816326530612,gbtree,0.0001599858719606059,15,0.597999196801592,
0.8979591836734693,uniform,19,13,0.49417133613238384,0.7543120063354622,0.244205309454865,0.18367346938775508,gblinear,0.0013257113655901094,16,0.7610005214795633,
0.8979591836734693,uniform,12,15,22.229964825261955,0.05963623316594649,0.000868511373751352,0.02040816326530612,dart,0.0005689866029018299,17,0.597999196801592,
0.42857142857142855,uniform,7,5,9.540954763499943,51.794746792312125,0.42919342601287785,0.1020408163265306,gbtree,3.5564803062231285e-06,18,0.8250136363908819,
0.4693877551020408,uniform,10,11,1e-06,281.17686979742365,0.025595479226995333,0.8775510204081632,dart,79.06043210907701,19,0.597999196801592,
0.836734693877551,uniform,11,10,1.2648552168552958e-05,8.286427728546843e-06,1.325711365590108e-06,0.12244897959183673,gbtree,4.498432668969444e-05,20,0.597999196801592,
0.36734693877551017,uniform,11,5,0.09102981779915227,184.20699693267164,1.0,0.8571428571428571,gbtree,281.17686979742365,21,0.597999196801592,
0.7755102040816326,uniform,19,1,33.9322177189533,0.0030888435964774815,0.0006551285568595509,0.7551020408163265,gbtree,1.151395399326448,22,0.597999196801592,
0.1020408163265306,uniform,18,5,2.6826957952797272,0.03906939937054621,0.0004941713361323833,0.7755102040816326,gblinear,2.6826957952797272,23,0.597999196801592,
0.6122448979591836,uniform,13,4,4.094915062380427,0.0020235896477251575,0.0026826957952797246,0.4693877551020408,gbtree,14.563484775012444,24,0.597999196801592,
0.18367346938775508,uniform,16,13,79.06043210907701,0.000868511373751353,1.757510624854793e-06,1.0,dart,6.250551925273976,25,0.597999196801592,
0.5102040816326531,uniform,15,8,1.9306977288832496e-05,0.09102981779915227,1.325711365590108e-06,0.6530612244897959,dart,3.5564803062231285e-06,26,0.597999196801592,
0.14285714285714285,uniform,8,14,14.563484775012444,4.094915062380427,5.1794746792312125e-05,0.18367346938775508,gblinear,184.20699693267164,27,0.597999196801592,
0.22448979591836732,uniform,2,1,0.0001599858719606059,33.9322177189533,0.0062505519252739694,0.9795918367346939,dart,33.9322177189533,28,0.597999196801592,
0.1020408163265306,uniform,15,11,1000.0,1000.0,1.757510624854793e-06,0.7551020408163265,dart,0.0071968567300115215,29,0.597999196801592,
0.6326530612244897,uniform,12,9,0.0167683293681101,0.010985411419875595,2.2229964825261955e-05,0.061224489795918366,gblinear,0.010985411419875595,30,0.597999196801592,
0.5918367346938775,uniform,18,10,429.1934260128778,281.17686979742365,2.2229964825261955e-05,0.3061224489795918,dart,0.0167683293681101,31,0.597999196801592,
0.5918367346938775,uniform,14,5,0.13894954943731389,2.3299518105153717e-06,2.3299518105153717e-06,0.3061224489795918,gbtree,33.9322177189533,32,0.597999196801592,
0.32653061224489793,uniform,19,11,1e-06,281.17686979742365,0.00021209508879201905,0.673469387755102,gbtree,4.094915062380427,33,0.597999196801592,
0.26530612244897955,uniform,1,2,1000.0,2.6826957952797272,0.00012067926406393288,0.2857142857142857,gblinear,0.49417133613238384,34,0.597999196801592,
0.9591836734693877,uniform,9,6,0.010985411419875595,0.49417133613238384,0.010985411419875572,0.2040816326530612,gblinear,1000.0,35,0.597999196801592,
0.4693877551020408,uniform,9,14,0.03906939937054621,0.00010481131341546864,0.0062505519252739694,0.4693877551020408,gbtree,0.0020235896477251575,36,0.7369974765184346,
0.9183673469387754,uniform,12,11,0.0013257113655901094,1e-06,0.019306977288832496,0.8979591836734693,gbtree,0.00010481131341546864,37,0.9070028111944279,
0.3469387755102041,uniform,11,1,0.09102981779915227,1.757510624854793,1e-06,0.9591836734693877,gblinear,120.67926406393313,38,0.597999196801592,
0.5510204081632653,uniform,12,3,120.67926406393313,79.06043210907701,7.196856730011514e-06,0.7959183673469387,gblinear,2.3299518105153717e-06,39,0.597999196801592,
0.673469387755102,uniform,6,9,1e-06,2.3299518105153717e-06,0.1389495494373136,0.5714285714285714,dart,0.49417133613238384,40,0.8999958041874209,
0.4081632653061224,uniform,19,14,0.0001599858719606059,0.000868511373751353,0.0015264179671752333,0.7755102040816326,gbtree,6.250551925273976,41,0.597999196801592,
