,model__alpha,model__booster,model__colsample_bytree,model__eta,model__gamma,model__lambda,model__max_depth,model__min_child_weight,model__sampling_method,model__subsample,Score
0,0.10326774861101823,dart,1.0,0.07616260234975175,0.005360912003824937,1e-06,70,1,uniform,0.715529891308098,0.9273333333333333
0,0.3003324543721492,gbtree,0.021420943919672752,0.3225087467467608,3.378174214379275,8.588577999033923e-06,2,22,uniform,0.5458819371715935,0.9359999999999999
0,2.758964506778265e-05,gbtree,0.27701017132665423,1.0,0.0004446753956266761,88.57116340014022,41,14,uniform,0.3186107826766349,0.926
0,3.101122006856163e-06,gbtree,0.9966591103909824,0.2741967332103161,7.410661312193537e-05,4.124449895096339e-05,76,2,uniform,0.9870879222593988,0.9206666666666666
0,0.6829417462831561,gbtree,0.006986348353227647,0.7248457068041283,0.018149859363414053,2.77868772136633e-06,57,7,uniform,0.09459758153955003,0.8206666666666665
0,3.3487089026018014e-06,gblinear,0.149936706547469,1.0,6.962307159118352,0.003056260141219448,100,52,uniform,0.9768226765422725,0.8606666666666666
0,1e-06,dart,0.904218427397372,0.25028704524156115,1.0189446431477018,0.000979890839566676,23,38,uniform,1.0,0.9433333333333334
0,0.001999147430831013,gblinear,0.1556916390885316,0.025062939557814176,0.0001499599514659408,0.11824950386907282,18,96,uniform,0.6300056288498631,0.7133333333333333
0,4.9025426215719625e-05,gblinear,0.8951817304535721,0.8897012724185034,1.348668427487526e-06,0.0008217359400904939,90,15,uniform,0.2711207829869489,0.8573333333333334
0,1.846037480561613e-06,dart,0.1305730843720648,1.0,1e-06,1e-06,1,24,uniform,1.0,0.9366666666666666
0,0.0018727246607240819,dart,0.020689437164597816,0.34114468495503203,6.164037827933281e-05,0.1553453548632353,13,28,uniform,0.902939294251277,0.934
0,1e-06,dart,0.0,1.0,1e-06,16.793918803295952,1,4,uniform,1.0,0.9386666666666666
0,0.2563567215943018,dart,0.7419811733321812,0.9070151311639326,0.00023683891434480263,0.00022397837730173096,57,17,uniform,0.39970651644011934,0.9026666666666667
0,1.165265519996206e-06,gblinear,0.8402859009699529,0.7618774533241972,1.0889595322894894e-06,6.805510794802257e-06,6,98,uniform,0.8886726774021547,0.856
0,4.065700401692421e-05,dart,0.3888345400083394,0.3123182203894033,3.2766822421364235,1.761738875786798e-05,52,5,uniform,0.9450401573029218,0.9313333333333333
0,1.1320734393288538e-06,dart,0.8325840913425867,1.0,2.4454508439223493e-05,20.637331184097047,92,49,uniform,1.0,0.9106666666666666
0,0.005796076056879977,gblinear,0.0,0.4987854060317379,688.738881523371,1e-06,80,84,uniform,0.7591597182037277,0.8593333333333334
0,0.0002253668030477404,dart,0.7206475059463037,0.2894792923583229,1.9396580359353144,0.005204940043363073,96,15,uniform,0.6025752664469981,0.9273333333333333
0,4.854471426503227e-05,dart,1.0,0.15919780754240742,0.00017047179228145849,1.9998816222142017e-06,86,34,uniform,1.0,0.9426666666666667
0,2.677717007835025e-05,gblinear,0.5216416022060387,1.0,1e-06,0.0010599822499897924,1,1,uniform,1.0,0.8586666666666667
0,1.6890497807448674e-06,gbtree,0.619537351398084,1.0,27.832952242730077,1e-06,100,1,uniform,0.37456567565994486,0.902
0,1e-06,dart,0.21074877618194793,0.3491818082393316,1e-06,3.4734802978863235,100,1,uniform,0.09347062039647097,0.8986666666666667
0,0.0008529594022087722,gbtree,0.9482234605623405,0.5347331296631245,3.3243025873227596e-06,1.2326861951201477e-06,77,22,uniform,0.7316295278630367,0.9199999999999999
0,4.443246024522479e-05,dart,0.0,1.0,0.00011252497283694068,490.8582882012423,87,19,uniform,1.0,0.894
0,1.1312859883564012e-05,gblinear,0.458848020783956,0.5583535219075157,0.07021555618050378,0.00016665795060402097,68,24,uniform,0.270355331767879,0.856
0,0.0037325684512003183,gblinear,0.03157067284124318,0.23218558640254275,261.07355438863806,1.913809738631077e-05,7,98,uniform,0.3391746774580076,0.85
0,1e-06,dart,1.0,0.1807363078748163,4.567355164015899e-05,2.410617253021286,31,35,uniform,0.9187255645939754,0.948
0,0.0003078022423065701,dart,0.3519462878133344,1.0,0.004544496132896725,174.20108146438386,89,30,uniform,0.9974636683116753,0.9420000000000001
0,0.0011883133716031821,dart,0.35329655752673755,0.34226805204642136,6.677943816267405e-06,16.577516741040977,30,4,uniform,0.7059565278140238,0.9173333333333332
0,0.9378818119490192,gbtree,0.690759238252247,0.32228544967278877,1.892256145367841,3.14183886159513e-05,88,32,uniform,0.8622746606122564,0.94
0,0.8306635264745843,gbtree,0.822522692056051,0.17199393151236356,0.3785403503334155,0.087740947988489,1,3,uniform,0.41840407730611384,0.9386666666666666
0,0.005670836611097864,dart,0.2140282914720689,0.26549956817352804,1.9676194561930684,4.469682903609368,33,1,uniform,1.0,0.9313333333333333
0,6.229089867292008,gbtree,0.3225549643536448,0.25409900151717874,0.14012001679964797,0.005392874649615447,94,27,uniform,0.7908889908162441,0.9353333333333333
0,8.863368542916006e-06,dart,0.2250100543894678,0.3003265978612317,1e-06,25.44291496508479,65,20,uniform,1.0,0.9386666666666666
0,5.023594854675614e-05,dart,1.0,1.0,0.1866685225006427,215.80977118715114,11,30,uniform,0.9696450480584651,0.9460000000000001
0,0.013515502022611222,gblinear,0.0,1.0,0.4027706594905955,5.5164761759345404e-05,51,31,uniform,0.4015518112910115,0.858
0,9.426167195206842e-05,gbtree,0.43233785298390126,0.6821879902954545,0.02377241298432829,0.2691642322084212,59,18,uniform,0.4521667561644399,0.9246666666666666
0,0.006185292394521374,gbtree,0.24681923464477146,1.0,0.9043471414779983,5.665244250061915e-05,71,32,uniform,0.7916557546203414,0.9333333333333332
0,0.0019349613010370343,gblinear,0.2366366539537266,1.0,0.00013918210901706665,0.0020605894544486977,43,25,uniform,0.0,0.8606666666666666
0,4.198154038424509e-06,gbtree,0.7514829827374675,1.0,33.71338632111868,4.5645293665245505,41,28,uniform,0.8682118245347028,0.9166666666666666
0,4.493946883931962e-06,dart,0.936772560690138,1.0,12.754008350337932,0.0003221078549135104,61,33,uniform,0.8917808801638404,0.93
0,1.2615975610238266e-05,dart,0.05792967185106025,0.5020180407288303,385.5035412862087,2.0735737751042193e-05,95,14,uniform,0.9312236191355464,0.7186666666666666
0,0.004316138102590235,gblinear,0.11229175471083108,1.0,1000.0,1e-06,100,75,uniform,1.0,0.8593333333333334
0,1.4719907135151852e-05,dart,0.3634530061783656,0.1132246286007117,1e-06,1.266286815678702e-06,100,11,uniform,0.5805348826936699,0.9266666666666666
0,0.001637033614482629,gblinear,0.028606602695491763,0.9779914098942275,492.26651209297245,7.198613761306718e-06,21,59,uniform,0.6030501410515429,0.86
0,0.00015032626685576283,gbtree,0.851448438824338,0.24497621403808678,1.691737658615846,0.5912605008957115,100,10,uniform,1.0,0.9313333333333333
0,1e-06,gbtree,0.0,0.5961153580326944,2.3270944959155966e-06,4.256381999886704e-06,3,29,uniform,0.9140658835530877,0.9346666666666666
