model__subsample,model__sampling_method,model__min_child_weight,model__max_depth,model__lambda,model__gamma,model__eta,model__colsample_bytree,model__booster,model__alpha,Combination_ID,Score,Dataset
0.4897959183673469,uniform,9,5,0.4941713361323838,1.2648552168552958e-05,3.0888435964774785e-06,0.4897959183673469,dart,0.0002442053094548,1,0.597999196801592,car
0.3061224489795918,uniform,7,6,0.0071968567300115,0.0013257113655901,0.0020235896477251,0.5306122448979591,gbtree,0.0020235896477251,2,0.597999196801592,car
0.2244897959183673,uniform,19,10,0.0001599858719606,33.9322177189533,0.0062505519252739,0.0,gblinear,0.0596362331659464,3,0.7710105314895733,car
0.0,uniform,12,3,655.1285568595523,0.0001048113134154,0.1842069969326716,0.4693877551020408,gblinear,1.9306977288832496e-05,4,0.597999196801592,car
0.6938775510204082,uniform,13,11,0.0020235896477251,0.0008685113737513,0.079060432109077,0.9387755102040816,gbtree,8.286427728546843e-06,5,0.903007798217379,car
0.6530612244897959,uniform,4,9,0.0071968567300115,79.06043210907701,0.0255954792269953,0.979591836734694,gbtree,1.757510624854793,6,0.8150036263808719,car
0.7346938775510203,uniform,8,11,429.1934260128778,6.866488450042999e-05,1.325711365590108e-06,0.2653061224489795,gbtree,0.0910298177991522,7,0.597999196801592,car
0.7142857142857142,uniform,5,11,120.67926406393312,2.3299518105153717e-06,0.7543120063354607,0.1020408163265306,gblinear,0.0001599858719606,8,0.597999196801592,car
0.0612244897959183,uniform,10,12,0.0030888435964774,0.0003727593720314,2.94705170255181e-05,0.1020408163265306,gblinear,0.0255954792269953,9,0.597999196801592,car
0.1428571428571428,uniform,9,9,429.1934260128778,1.9306977288832496e-05,1.2648552168552958e-05,0.5918367346938775,dart,184.20699693267164,10,0.597999196801592,car
0.183673469387755,uniform,5,8,0.1389495494373138,0.3237457542817646,1e-06,0.6530612244897959,gblinear,0.0030888435964774,11,0.597999196801592,car
0.6938775510204082,uniform,12,7,0.3237457542817646,1e-06,7.196856730011514e-06,0.1020408163265306,gblinear,6.250551925273976,12,0.597999196801592,car
0.8775510204081632,uniform,15,2,6.866488450042999e-05,1e-06,2.2229964825261955e-05,0.1632653061224489,gblinear,1.9306977288832496e-05,13,0.597999196801592,car
0.6122448979591836,uniform,5,5,8.286427728546843e-06,0.4941713361323838,0.0082864277285468,0.0,gblinear,1e-06,14,0.812012611413809,car
0.7755102040816326,uniform,15,11,1.9306977288832496e-05,0.0167683293681101,2.2229964825261955e-05,0.0204081632653061,gbtree,0.0001599858719606,15,0.597999196801592,car
0.8979591836734693,uniform,19,13,0.4941713361323838,0.7543120063354622,0.244205309454865,0.183673469387755,gblinear,0.0013257113655901,16,0.7610005214795633,car
0.8979591836734693,uniform,12,15,22.229964825261955,0.0596362331659464,0.0008685113737513,0.0204081632653061,dart,0.0005689866029018,17,0.597999196801592,car
0.4285714285714285,uniform,7,5,9.540954763499943,51.794746792312125,0.4291934260128778,0.1020408163265306,gbtree,3.5564803062231285e-06,18,0.8250136363908819,car
0.4693877551020408,uniform,10,11,1e-06,281.17686979742365,0.0255954792269953,0.8775510204081632,dart,79.06043210907701,19,0.597999196801592,car
0.836734693877551,uniform,11,10,1.2648552168552958e-05,8.286427728546843e-06,1.325711365590108e-06,0.1224489795918367,gbtree,4.498432668969444e-05,20,0.597999196801592,car
0.3673469387755101,uniform,11,5,0.0910298177991522,184.20699693267164,1.0,0.8571428571428571,gbtree,281.17686979742365,21,0.597999196801592,car
0.7755102040816326,uniform,19,1,33.9322177189533,0.0030888435964774,0.0006551285568595,0.7551020408163265,gbtree,1.151395399326448,22,0.597999196801592,car
0.1020408163265306,uniform,18,5,2.6826957952797272,0.0390693993705462,0.0004941713361323,0.7755102040816326,gblinear,2.6826957952797272,23,0.597999196801592,car
0.6122448979591836,uniform,13,4,4.094915062380427,0.0020235896477251,0.0026826957952797,0.4693877551020408,gbtree,14.563484775012444,24,0.597999196801592,car
0.183673469387755,uniform,16,13,79.06043210907701,0.0008685113737513,1.757510624854793e-06,1.0,dart,6.250551925273976,25,0.597999196801592,car
0.5102040816326531,uniform,15,8,1.9306977288832496e-05,0.0910298177991522,1.325711365590108e-06,0.6530612244897959,dart,3.5564803062231285e-06,26,0.597999196801592,car
0.1428571428571428,uniform,8,14,14.563484775012444,4.094915062380427,5.1794746792312125e-05,0.183673469387755,gblinear,184.20699693267164,27,0.597999196801592,car
0.2244897959183673,uniform,2,1,0.0001599858719606,33.9322177189533,0.0062505519252739,0.979591836734694,dart,33.9322177189533,28,0.597999196801592,car
0.1020408163265306,uniform,15,11,1000.0,1000.0,1.757510624854793e-06,0.7551020408163265,dart,0.0071968567300115,29,0.597999196801592,car
0.6326530612244897,uniform,12,9,0.0167683293681101,0.0109854114198755,2.2229964825261955e-05,0.0612244897959183,gblinear,0.0109854114198755,30,0.597999196801592,car
0.5918367346938775,uniform,18,10,429.1934260128778,281.17686979742365,2.2229964825261955e-05,0.3061224489795918,dart,0.0167683293681101,31,0.597999196801592,car
0.5918367346938775,uniform,14,5,0.1389495494373138,2.3299518105153717e-06,2.3299518105153717e-06,0.3061224489795918,gbtree,33.9322177189533,32,0.597999196801592,car
0.3265306122448979,uniform,19,11,1e-06,281.17686979742365,0.000212095088792,0.673469387755102,gbtree,4.094915062380427,33,0.597999196801592,car
0.2653061224489795,uniform,1,2,1000.0,2.6826957952797272,0.0001206792640639,0.2857142857142857,gblinear,0.4941713361323838,34,0.597999196801592,car
0.9591836734693876,uniform,9,6,0.0109854114198755,0.4941713361323838,0.0109854114198755,0.2040816326530612,gblinear,1000.0,35,0.597999196801592,car
0.4693877551020408,uniform,9,14,0.0390693993705462,0.0001048113134154,0.0062505519252739,0.4693877551020408,gbtree,0.0020235896477251,36,0.7369974765184346,car
0.9183673469387754,uniform,12,11,0.0013257113655901,1e-06,0.0193069772888324,0.8979591836734693,gbtree,0.0001048113134154,37,0.907002811194428,car
0.3469387755102041,uniform,11,1,0.0910298177991522,1.757510624854793,1e-06,0.9591836734693876,gblinear,120.67926406393312,38,0.597999196801592,car
0.5510204081632653,uniform,12,3,120.67926406393312,79.06043210907701,7.196856730011514e-06,0.7959183673469387,gblinear,2.3299518105153717e-06,39,0.597999196801592,car
0.673469387755102,uniform,6,9,1e-06,2.3299518105153717e-06,0.1389495494373136,0.5714285714285714,dart,0.4941713361323838,40,0.8999958041874209,car
0.4081632653061224,uniform,19,14,0.0001599858719606,0.0008685113737513,0.0015264179671752,0.7755102040816326,gbtree,6.250551925273976,41,0.597999196801592,car
0.4897959183673469,uniform,18,15,2.94705170255181e-05,2.94705170255181e-05,0.4291934260128778,0.3061224489795918,gbtree,0.0002442053094548,42,0.8690097282911653,car
