,model__alpha,model__booster,model__colsample_bytree,model__eta,model__gamma,model__lambda,model__max_depth,model__min_child_weight,model__sampling_method,model__subsample,Score
0,0.00022652359368836972,gblinear,0.40365981933531314,0.03200284848933645,0.07565122216449513,0.0025721783544936554,88,62,uniform,0.14505037943321158,0.8340076603549659
0,7.638336327183142e-06,dart,0.0,0.7925176208256969,148.94082151706687,1e-06,80,3,uniform,1.0,0.8950057842273411
0,1.3353784594063534,gbtree,0.9108438476610705,0.28363008521055927,6.640965774183265,56.19299123230744,95,3,uniform,0.5509120247994377,0.899009788231345
0,0.014831340822794963,dart,0.8840734377688854,0.7353728612318856,0.004352994212560826,1e-06,100,18,uniform,0.9670363391844263,0.905009800219381
0,1.0037744608971783e-06,gblinear,0.2508482029531557,0.0323159111822573,1000.0,2.3947420738345656e-06,79,1,uniform,0.07184783929264593,0.8350056643469818
0,1e-06,gblinear,0.6100061548476209,0.032375788530653836,9.41379832296248,0.002548173245445745,9,55,uniform,0.9549175036040789,0.8340076603549659
0,0.00044775045497697684,gbtree,0.46272286093996506,0.040917127002744844,0.3728901369787073,1.6059456319174493e-06,20,9,uniform,0.6190975361031492,0.8950027872183561
0,0.003584719769901345,gbtree,0.7689106889132848,0.06475021310236376,1e-06,1.152679986352842e-06,99,1,uniform,0.7775690349590941,0.8939987892083701
0,0.03131707787623714,gblinear,0.01916554117015276,1.0,4.010868471679157e-06,5.349766544599436e-05,72,73,uniform,0.7411136691837661,0.8300036563509616
0,3.1773825361484455e-06,gblinear,0.5539918510760047,0.04364571209997966,0.00022813844589404325,0.00014559751633586412,67,88,uniform,0.5197384350401032,0.8380056703409996
0,0.00010671511400660194,gblinear,0.26597820887171564,0.2696684388528702,466.8331955627289,0.008861299228405537,41,74,uniform,0.3070041802111598,0.8290056523589459
0,0.000695332555545382,dart,0.9956803138051145,0.10252674287310551,0.012058235568104552,0.004360869017980737,55,6,uniform,0.7357890223376382,0.9089958221694748
0,0.00013862889127481007,gbtree,0.12679891553315656,0.27804902006128834,0.004736432656163916,0.00018664119014871324,1,1,uniform,0.6153573414101258,0.897001792211373
0,0.0011883133716031821,dart,0.35329655752673755,0.34226805204642136,6.677943816267405e-06,16.577516741040977,30,4,uniform,0.7059565278140238,0.8940047832263401
0,0.1065494595456457,gbtree,0.594503751437537,0.10673029137004379,8.613369422295232,0.00415396884671772,90,31,uniform,0.7666280190812235,0.8790197383011754
0,6.066199340077981,gbtree,0.9245265879528202,0.043306296937017506,0.200085330237345,1.505857775202538,23,15,uniform,0.8177778228852949,0.9030107952263641
0,0.06356078671321352,dart,0.21373093776872215,0.2528472164261551,0.09751319820600457,0.000613270607290951,26,13,uniform,0.8315631833210957,0.89900079720439
0,0.24922103734308834,gbtree,0.4453818641884408,0.23433292208497197,6.79602888258258,0.03490142427329435,77,17,uniform,0.8255419240635538,0.8960067852283421
0,0.008380577865400857,gbtree,0.010557783571917728,0.17021207975274144,0.007882891590326752,0.00023825841571000487,21,8,uniform,0.7906074044867888,0.8950087812363261
0,9.89026357487254e-06,dart,0.8880310210888047,0.035469101704549415,0.010144977357037748,2.6251071801782495e-06,44,18,uniform,1.0,0.898002793212374
0,0.03634800475100629,gblinear,0.43511386136899577,0.2527023730166151,0.0014046707728120162,0.0009086314092933774,66,37,uniform,0.23464222318153277,0.8329946713180245
0,1.839213083688308e-05,gblinear,0.4756163146726002,0.05182383583230782,4.660083912611379,0.002724933180475363,83,67,uniform,0.003410158816964441,0.8340106573639509
0,1e-06,gbtree,0.6155059678069201,1.0,96.41001675355542,1.1127656009726802e-06,3,3,uniform,0.6669694818257006,0.899009788231345
0,5.335900579152238e-05,gbtree,0.597463811621822,0.874691611760689,0.006243271150185528,0.0016534955973681006,51,4,uniform,0.1548339440540351,0.9000107892323461
0,0.017674889835498406,dart,0.23721547701694043,0.40268883888321155,2.576822427919311,1e-06,100,1,uniform,0.44537386757637243,0.8959947971924019
0,1e-06,dart,0.23591159797062047,0.08251050739719006,5.9786753364921096e-06,1.4196130398641203e-05,100,5,uniform,0.9855260389343031,0.8929858001714289
0,6.645508302696202e-06,gblinear,0.7760716030881628,0.054689603174068624,1000.0,0.0015287673515049626,48,32,uniform,0.9346651802962699,0.8330096563629499
0,1e-06,gblinear,0.0,0.03910118088503506,1000.0,1.432282574465759e-06,100,92,uniform,0.40119035390071167,0.8370046693399987
0,2.836591375729834e-05,gblinear,0.10698513776803699,0.04369056625993091,0.5651565183620417,0.0035447555920872413,94,66,uniform,0.3104213420206272,0.8350086613559667
0,1e-06,dart,0.08687161827518332,1.0,1e-06,6.025398903510078e-06,1,1,uniform,1.0,0.897996799194404
0,0.017987009518135862,gbtree,0.8923197285854207,0.022990959681372665,0.0036268328151794435,1.3504695102179367e-06,54,8,uniform,0.692551320774262,0.9070028111944279
0,5.6302326607825055,dart,0.5437685994744597,0.04392592482431876,0.0022344047906661473,1.1720700282748453e-06,51,32,uniform,1.0,0.8860237482991975
0,8.275233421525298,gbtree,0.050256111784581795,0.1226503073173735,4.05709947600677e-05,0.011622146632795696,88,25,uniform,0.8348473302375043,0.8870247493001985
0,0.0005134987079793065,gbtree,0.8354833383861558,0.1189679991526193,5.389765371649952,1.0995651000722104e-05,100,1,uniform,0.30263781258964917,0.904005802209395
0,0.0007436451486840937,gblinear,0.6447740914335637,0.03501797204299901,7.032653183124635e-05,2.6570312996400792e-05,25,79,uniform,0.9203442845322027,0.8370046693399987
