datetime,symbol,open,high,low,close,volume
2022-07-18 16:30:00,NASDAQ:MSFT,259.11,,256.91,257.5,134943.0
2022-07-18 17:30:00,NASDAQ:MSFT,257.52,258.91,257.34,,63390.0
2022-07-18 18:30:00,NASDAQ:MSFT,258.59,259.3,257.91,258.37,35643.0
,NASDAQ:MSFT,258.36,258.39,255.63,255.97,68476.0
2022-07-18 20:30:00,NASDAQ:MSFT,255.99,256.45,254.83,254.88,81221.0
2022-07-18 21:30:00,NASDAQ:MSFT,254.87,254.87,253.34,254.3,142243.0
2022-07-19 15:30:00,NASDAQ:MSFT,257.59,258.0,253.69,,261018.0
2022-07-19 16:30:00,NASDAQ:MSFT,255.9,257.72,255.76,257.42,116216.0
2022-07-19 17:30:00,NASDAQ:MSFT,257.45,258.0,256.76,257.62,83522.0
2022-07-19 18:30:00,NASDAQ:MSFT,257.64,258.04,257.5,257.71,77041.0
2022-07-19 19:30:00,NASDAQ:MSFT,257.72,259.22,257.68,258.505,109071.0
2022-07-19 20:30:00,NASDAQ:MSFT,258.49,259.23,257.76,258.71,84613.0
,NASDAQ:MSFT,258.75,259.71,258.33,259.48,
2022-07-20 15:30:00,NASDAQ:MSFT,260.08,261.67,258.91,261.42,190111.0
2022-07-20 16:30:00,NASDAQ:MSFT,261.36,263.16,261.21,263.15,118670.0
2022-07-20 17:30:00,NASDAQ:MSFT,263.12,264.85,263.1,264.13,111106.0
2022-07-20 18:30:00,NASDAQ:MSFT,264.13,264.37,,261.51,131591.0
2022-07-20 19:30:00,NASDAQ:MSFT,261.66,262.95,261.09,262.77,97340.0
2022-07-20 20:30:00,NASDAQ:MSFT,262.81,263.0,261.75,262.66,122381.0
2022-07-20 21:30:00,NASDAQ:MSFT,262.7,262.74,261.74,262.25,208341.0
2022-07-21 15:30:00,NASDAQ:MSFT,,261.25,257.08,258.07,228574.0
2022-07-21 16:30:00,NASDAQ:MSFT,258.08,260.765,257.89,260.74,124790.0
2022-07-21 17:30:00,NASDAQ:MSFT,260.92,,260.55,263.69,110621.0
2022-07-21 18:30:00,NASDAQ:MSFT,263.68,264.6,263.65,263.9,67134.0
2022-07-21 19:30:00,NASDAQ:MSFT,263.86,264.37,263.19,,48638.0
2022-07-21 20:30:00,NASDAQ:MSFT,263.83,264.57,263.31,264.14,142612.0
2022-07-21 21:30:00,NASDAQ:MSFT,264.07,,263.88,,101780.0
2022-07-22 15:30:00,NASDAQ:MSFT,265.26,265.33,261.94,263.18,240787.0
,NASDAQ:MSFT,263.22,263.63,260.95,261.03,73387.0
2022-07-22 17:30:00,NASDAQ:MSFT,,261.01,259.38,260.36,73876.0
2022-07-22 18:30:00,NASDAQ:MSFT,260.41,260.84,259.65,259.71,55740.0
2022-07-22 19:30:00,NASDAQ:MSFT,259.63,260.0,259.07,259.6,34982.0
2022-07-22 20:30:00,NASDAQ:MSFT,259.55,260.93,259.19,260.87,
2022-07-22 21:30:00,NASDAQ:MSFT,260.87,260.91,,260.45,214714.0
2022-07-25 15:30:00,NASDAQ:MSFT,261.16,,256.85,257.75,202720.0
2022-07-25 16:30:00,NASDAQ:MSFT,257.57,259.11,257.29,258.91,
2022-07-25 17:30:00,NASDAQ:MSFT,258.93,259.7,258.17,258.55,52796.0
2022-07-25 18:30:00,NASDAQ:MSFT,258.63,259.64,258.54,259.22,46365.0
2022-07-25 19:30:00,NASDAQ:MSFT,259.23,259.41,257.75,257.82,56664.0
2022-07-25 20:30:00,NASDAQ:MSFT,257.76,258.19,256.89,257.3,74280.0
2022-07-25 21:30:00,NASDAQ:MSFT,257.27,259.12,257.06,258.74,129726.0
2022-07-26 15:30:00,NASDAQ:MSFT,259.86,259.88,253.68,254.1,262200.0
2022-07-26 16:30:00,NASDAQ:MSFT,253.98,,252.25,252.59,117676.0
2022-07-26 17:30:00,NASDAQ:MSFT,252.47,252.6,249.93,250.53,136541.0
2022-07-26 18:30:00,NASDAQ:MSFT,250.48,251.26,249.93,251.14,89958.0
2022-07-26 19:30:00,NASDAQ:MSFT,251.14,251.45,249.95,250.0,93510.0
2022-07-26 20:30:00,NASDAQ:MSFT,,250.71,,250.71,119674.0
2022-07-26 21:30:00,NASDAQ:MSFT,250.75,252.33,250.67,251.79,175472.0
2022-07-27 15:30:00,NASDAQ:MSFT,261.16,264.99,258.89,263.4,430007.0
2022-07-27 16:30:00,NASDAQ:MSFT,263.49,264.86,262.63,,112199.0
2022-07-27 17:30:00,NASDAQ:MSFT,263.49,,263.46,264.95,114139.0
2022-07-27 18:30:00,NASDAQ:MSFT,264.95,265.04,263.58,264.05,64733.0
2022-07-27 19:30:00,NASDAQ:MSFT,264.18,265.5,263.74,265.32,112248.0
2022-07-27 20:30:00,NASDAQ:MSFT,,269.45,264.53,269.4,497133.0
2022-07-27 21:30:00,NASDAQ:MSFT,269.46,270.0,268.27,268.48,370942.0
2022-07-28 15:30:00,NASDAQ:MSFT,269.83,271.47,267.94,270.76,234657.0
2022-07-28 16:30:00,NASDAQ:MSFT,270.79,275.24,269.97,274.95,247873.0
2022-07-28 17:30:00,NASDAQ:MSFT,275.1,275.25,273.56,274.43,131261.0
2022-07-28 18:30:00,NASDAQ:MSFT,274.47,275.98,273.85,275.87,107388.0
2022-07-28 19:30:00,NASDAQ:MSFT,275.88,277.07,275.6,276.72,
2022-07-28 20:30:00,NASDAQ:MSFT,276.77,,276.65,277.35,168842.0
2022-07-28 21:30:00,NASDAQ:MSFT,277.36,277.44,275.88,276.42,206020.0
2022-07-29 15:30:00,NASDAQ:MSFT,277.69,280.77,276.65,280.75,284339.0
2022-07-29 16:30:00,NASDAQ:MSFT,280.81,281.1,277.29,277.45,191763.0
2022-07-29 17:30:00,NASDAQ:MSFT,277.37,,277.37,279.18,76581.0
,NASDAQ:MSFT,,279.97,278.89,,82288.0
2022-07-29 19:30:00,NASDAQ:MSFT,279.3,280.45,279.24,280.33,67367.0
2022-07-29 20:30:00,NASDAQ:MSFT,280.34,281.45,280.12,281.45,126562.0
,NASDAQ:MSFT,281.45,282.0,280.52,280.82,312107.0
2022-08-01 15:30:00,NASDAQ:MSFT,277.83,280.06,276.78,277.9,186797.0
2022-08-01 16:30:00,NASDAQ:MSFT,278.07,281.26,278.06,280.92,158806.0
2022-08-01 17:30:00,NASDAQ:MSFT,280.86,280.86,278.73,279.16,88864.0
2022-08-01 18:30:00,NASDAQ:MSFT,279.27,279.31,276.94,276.94,91443.0
2022-08-01 19:30:00,NASDAQ:MSFT,277.06,277.8,275.85,277.3,
2022-08-01 20:30:00,NASDAQ:MSFT,277.25,,277.09,277.87,93573.0
2022-08-01 21:30:00,NASDAQ:MSFT,277.84,279.0,277.57,278.0,164814.0
2022-08-02 15:30:00,NASDAQ:MSFT,275.64,276.31,272.46,273.415,221118.0
2022-08-02 16:30:00,NASDAQ:MSFT,273.56,275.73,273.26,275.04,101194.0
2022-08-02 17:30:00,NASDAQ:MSFT,274.865,277.21,274.21,277.1,100919.0
2022-08-02 18:30:00,NASDAQ:MSFT,277.18,277.88,275.16,275.305,94002.0
2022-08-02 19:30:00,NASDAQ:MSFT,275.17,275.17,273.49,274.65,124414.0
2022-08-02 20:30:00,NASDAQ:MSFT,274.64,275.37,,275.01,109469.0
2022-08-02 21:30:00,NASDAQ:MSFT,275.02,275.64,274.51,274.83,167936.0
2022-08-03 15:30:00,NASDAQ:MSFT,276.81,280.27,276.63,279.48,139042.0
2022-08-03 16:30:00,NASDAQ:MSFT,279.47,280.41,278.09,280.2,80026.0
2022-08-03 17:30:00,NASDAQ:MSFT,280.22,281.77,279.83,281.52,102098.0
2022-08-03 18:30:00,NASDAQ:MSFT,281.47,283.5,281.47,283.17,101022.0
2022-08-03 19:30:00,NASDAQ:MSFT,283.05,283.3,282.33,282.76,57012.0
2022-08-03 20:30:00,NASDAQ:MSFT,,283.19,282.37,282.43,74573.0
2022-08-03 21:30:00,NASDAQ:MSFT,282.45,283.23,282.3,,146235.0
2022-08-04 15:30:00,,281.8,283.4,280.99,281.16,163272.0
2022-08-04 16:30:00,NASDAQ:MSFT,281.26,282.12,280.2,281.14,81163.0
2022-08-04 17:30:00,NASDAQ:MSFT,281.17,283.74,281.08,283.26,
2022-08-04 18:30:00,NASDAQ:MSFT,283.27,283.27,281.36,282.77,47162.0
,NASDAQ:MSFT,282.74,283.02,282.11,282.71,38731.0
2022-08-04 20:30:00,NASDAQ:MSFT,282.9,,282.13,283.18,87109.0
2022-08-04 21:30:00,NASDAQ:MSFT,283.21,283.77,282.67,283.71,
2022-08-05 15:30:00,NASDAQ:MSFT,279.02,283.62,278.81,282.82,175523.0
2022-08-05 16:30:00,NASDAQ:MSFT,282.83,282.83,279.47,279.47,76235.0
2022-08-05 17:30:00,NASDAQ:MSFT,279.46,281.01,279.42,280.85,64699.0
2022-08-05 18:30:00,NASDAQ:MSFT,280.89,282.36,280.25,281.8,48722.0
2022-08-05 19:30:00,NASDAQ:MSFT,281.84,282.68,281.55,281.6,41890.0
2022-08-05 20:30:00,NASDAQ:MSFT,281.545,282.0,281.3,281.72,77063.0
,NASDAQ:MSFT,281.68,283.17,281.66,282.95,125480.0
,NASDAQ:MSFT,,285.87,282.46,284.44,167866.0
2022-08-08 16:30:00,NASDAQ:MSFT,284.36,284.83,282.61,282.71,103359.0
2022-08-08 17:30:00,NASDAQ:MSFT,282.8,282.89,280.3,280.78,125822.0
2022-08-08 18:30:00,NASDAQ:MSFT,280.73,,280.39,280.5,77240.0
2022-08-08 19:30:00,NASDAQ:MSFT,280.53,280.82,279.41,279.85,98606.0
2022-08-08 20:30:00,NASDAQ:MSFT,279.8,280.28,279.35,,87379.0
2022-08-08 21:30:00,NASDAQ:MSFT,280.03,280.76,279.84,280.34,106988.0
2022-08-09 15:30:00,NASDAQ:MSFT,279.64,280.29,277.62,279.98,135286.0
2022-08-09 16:30:00,NASDAQ:MSFT,280.07,281.93,279.46,281.39,89365.0
2022-08-09 17:30:00,NASDAQ:MSFT,281.46,281.69,279.92,279.95,54574.0
2022-08-09 18:30:00,NASDAQ:MSFT,279.97,281.26,,281.24,62589.0
2022-08-09 19:30:00,NASDAQ:MSFT,281.36,282.59,280.89,281.41,89697.0
2022-08-09 20:30:00,NASDAQ:MSFT,281.38,282.87,281.0,282.67,98275.0
2022-08-09 21:30:00,NASDAQ:MSFT,282.7,283.07,281.9,282.3,172156.0
2022-08-10 15:30:00,NASDAQ:MSFT,288.17,289.19,,287.58,208895.0
2022-08-10 16:30:00,NASDAQ:MSFT,287.78,289.63,287.59,288.81,114421.0
2022-08-10 17:30:00,NASDAQ:MSFT,288.77,289.08,287.67,288.05,101080.0
2022-08-10 18:30:00,NASDAQ:MSFT,288.11,288.69,287.66,288.32,74932.0
2022-08-10 19:30:00,NASDAQ:MSFT,288.32,289.0,288.18,288.32,63063.0
2022-08-10 20:30:00,NASDAQ:MSFT,288.38,288.89,,288.55,92110.0
2022-08-10 21:30:00,NASDAQ:MSFT,288.54,289.8,288.35,289.13,221982.0
2022-08-11 15:30:00,NASDAQ:MSFT,290.85,,288.51,289.03,125132.0
2022-08-11 16:30:00,NASDAQ:MSFT,289.12,289.555,287.05,288.05,90856.0
2022-08-11 17:30:00,NASDAQ:MSFT,288.07,288.77,287.8,288.77,80246.0
2022-08-11 18:30:00,NASDAQ:MSFT,288.72,289.16,288.23,288.74,59653.0
2022-08-11 19:30:00,NASDAQ:MSFT,288.72,288.8,287.18,,80775.0
2022-08-11 20:30:00,NASDAQ:MSFT,287.41,287.51,,287.24,75841.0
2022-08-11 21:30:00,NASDAQ:MSFT,287.28,287.57,286.8,,114719.0
,NASDAQ:MSFT,288.725,289.06,287.0,288.38,88323.0
2022-08-12 16:30:00,NASDAQ:MSFT,288.39,289.65,287.96,289.27,70457.0
2022-08-12 17:30:00,NASDAQ:MSFT,289.3,289.47,288.74,289.27,41980.0
2022-08-12 18:30:00,NASDAQ:MSFT,289.35,289.725,288.82,289.62,50069.0
2022-08-12 19:30:00,NASDAQ:MSFT,289.62,,289.555,290.24,54764.0
2022-08-12 20:30:00,NASDAQ:MSFT,290.25,291.23,290.25,290.84,92943.0
2022-08-12 21:30:00,NASDAQ:MSFT,290.82,291.9,290.76,291.9,194427.0
2022-08-15 15:30:00,NASDAQ:MSFT,291.07,292.62,290.17,290.65,102853.0
2022-08-15 16:30:00,NASDAQ:MSFT,290.65,291.71,290.23,291.65,60165.0
2022-08-15 17:30:00,NASDAQ:MSFT,291.7,292.79,291.645,,47064.0
2022-08-15 18:30:00,NASDAQ:MSFT,292.61,293.15,292.58,292.91,46665.0
,NASDAQ:MSFT,293.0,,292.77,,41050.0
2022-08-15 20:30:00,NASDAQ:MSFT,293.36,294.16,293.31,,65712.0
2022-08-15 21:30:00,NASDAQ:MSFT,293.74,293.8,,293.5,113088.0
2022-08-16 15:30:00,NASDAQ:MSFT,291.82,292.79,,291.4,118900.0
,NASDAQ:MSFT,291.33,292.39,290.435,292.21,79264.0
2022-08-16 17:30:00,NASDAQ:MSFT,292.11,293.47,291.99,292.35,
2022-08-16 18:30:00,NASDAQ:MSFT,292.34,292.91,292.06,292.77,41027.0
2022-08-16 19:30:00,NASDAQ:MSFT,292.82,294.0,292.69,293.47,54681.0
2022-08-16 20:30:00,NASDAQ:MSFT,293.31,293.35,291.18,292.76,56764.0
2022-08-16 21:30:00,NASDAQ:MSFT,292.75,,292.73,292.75,127724.0
2022-08-17 15:30:00,NASDAQ:MSFT,289.72,292.42,289.52,291.62,114026.0
,NASDAQ:MSFT,291.54,291.57,290.23,291.25,75248.0
2022-08-17 17:30:00,NASDAQ:MSFT,291.28,291.66,290.22,291.27,39858.0
2022-08-17 18:30:00,NASDAQ:MSFT,291.28,291.81,290.95,291.8,43970.0
,NASDAQ:MSFT,291.91,293.23,291.41,292.72,62643.0
,,292.76,293.335,290.95,291.73,64101.0
2022-08-17 21:30:00,NASDAQ:MSFT,291.6,291.63,290.73,291.31,124791.0
2022-08-18 15:30:00,NASDAQ:MSFT,290.54,,289.1,289.97,81477.0
2022-08-18 16:30:00,NASDAQ:MSFT,289.96,291.24,289.68,291.14,66011.0
2022-08-18 17:30:00,NASDAQ:MSFT,291.25,291.58,290.31,290.59,52158.0
,NASDAQ:MSFT,290.6,291.23,290.2,291.03,34213.0
2022-08-18 19:30:00,NASDAQ:MSFT,291.1,291.41,290.7,290.99,38391.0
2022-08-18 20:30:00,,291.05,291.89,290.53,291.69,49429.0
2022-08-18 21:30:00,NASDAQ:MSFT,291.68,291.68,289.61,290.19,125516.0
2022-08-19 15:30:00,NASDAQ:MSFT,288.77,289.25,286.35,287.18,164745.0
2022-08-19 16:30:00,NASDAQ:MSFT,287.26,287.6,285.93,286.36,87260.0
2022-08-19 17:30:00,NASDAQ:MSFT,286.37,287.2,286.13,286.45,58939.0
2022-08-19 18:30:00,NASDAQ:MSFT,286.44,287.11,286.13,286.13,46261.0
2022-08-19 19:30:00,NASDAQ:MSFT,286.12,286.45,285.65,286.23,34026.0
2022-08-19 20:30:00,NASDAQ:MSFT,286.22,286.56,285.57,286.37,52035.0
2022-08-19 21:30:00,NASDAQ:MSFT,286.39,286.83,285.98,286.16,129036.0
2022-08-22 15:30:00,,282.1,282.4,278.78,278.93,265030.0
2022-08-22 16:30:00,NASDAQ:MSFT,,279.21,277.8,278.13,107692.0
2022-08-22 17:30:00,NASDAQ:MSFT,278.11,279.35,278.04,278.84,81372.0
2022-08-22 18:30:00,NASDAQ:MSFT,278.86,,278.44,278.53,59589.0
2022-08-22 19:30:00,NASDAQ:MSFT,278.47,278.515,278.1,278.28,
2022-08-22 20:30:00,NASDAQ:MSFT,278.22,278.39,277.33,277.77,141382.0
2022-08-22 21:30:00,NASDAQ:MSFT,277.77,278.33,277.22,277.78,258265.0
2022-08-23 15:30:00,NASDAQ:MSFT,276.41,278.86,276.4,277.39,177309.0
2022-08-23 16:30:00,NASDAQ:MSFT,277.42,277.85,275.9,276.3,120762.0
2022-08-23 17:30:00,NASDAQ:MSFT,276.28,276.9,275.4,275.52,71406.0
,NASDAQ:MSFT,275.52,277.32,275.5,277.19,64369.0
2022-08-23 19:30:00,NASDAQ:MSFT,277.21,277.51,276.44,277.26,65950.0
2022-08-23 20:30:00,NASDAQ:MSFT,277.28,277.48,276.78,276.95,70651.0
2022-08-23 21:30:00,NASDAQ:MSFT,276.955,277.0,276.03,276.34,108108.0
2022-08-24 15:30:00,NASDAQ:MSFT,275.74,276.49,275.29,276.01,213520.0
2022-08-24 16:30:00,NASDAQ:MSFT,,276.88,275.11,276.75,137438.0
2022-08-24 17:30:00,NASDAQ:MSFT,276.77,277.21,276.18,276.2,78976.0
2022-08-24 18:30:00,NASDAQ:MSFT,276.18,276.29,275.46,275.53,84170.0
2022-08-24 19:30:00,NASDAQ:MSFT,275.51,276.19,275.5,276.08,60333.0
2022-08-24 20:30:00,NASDAQ:MSFT,276.08,276.68,275.58,276.41,70544.0
2022-08-24 21:30:00,NASDAQ:MSFT,276.43,276.94,275.52,275.87,206913.0
2022-08-25 15:30:00,NASDAQ:MSFT,277.285,277.64,274.54,277.19,239161.0
2022-08-25 16:30:00,NASDAQ:MSFT,,277.66,,275.48,96747.0
2022-08-25 17:30:00,NASDAQ:MSFT,275.49,,275.25,275.94,69720.0
2022-08-25 18:30:00,NASDAQ:MSFT,275.93,276.15,275.24,276.11,53447.0
2022-08-25 19:30:00,NASDAQ:MSFT,276.11,276.92,276.07,276.87,62635.0
2022-08-25 20:30:00,NASDAQ:MSFT,276.9,277.19,276.11,277.16,57565.0
2022-08-25 21:30:00,NASDAQ:MSFT,277.18,279.0,,279.0,208640.0
2022-08-26 15:30:00,NASDAQ:MSFT,279.01,280.28,275.55,276.08,95040.0
2022-08-26 16:30:00,NASDAQ:MSFT,275.72,275.72,271.53,272.52,144217.0
2022-08-26 17:30:00,NASDAQ:MSFT,272.43,273.07,271.15,271.82,53830.0
2022-08-26 18:30:00,NASDAQ:MSFT,271.83,273.1,271.5,272.76,46621.0
2022-08-26 19:30:00,NASDAQ:MSFT,272.745,272.745,271.0,271.14,44941.0
,NASDAQ:MSFT,271.14,271.29,269.69,269.91,103042.0
2022-08-26 21:30:00,NASDAQ:MSFT,269.92,270.03,267.98,268.13,294488.0
2022-08-29 15:30:00,NASDAQ:MSFT,265.66,267.3,264.94,266.08,122639.0
2022-08-29 16:30:00,NASDAQ:MSFT,266.03,266.49,263.87,264.13,69061.0
2022-08-29 17:30:00,NASDAQ:MSFT,264.17,266.31,264.1,265.35,60483.0
,NASDAQ:MSFT,,266.6,264.73,265.71,40748.0
2022-08-29 19:30:00,NASDAQ:MSFT,265.74,266.78,264.72,265.04,42613.0
2022-08-29 20:30:00,NASDAQ:MSFT,265.07,266.48,264.82,265.96,56148.0
2022-08-29 21:30:00,NASDAQ:MSFT,265.97,266.38,264.89,265.28,161358.0
2022-08-30 15:30:00,NASDAQ:MSFT,266.67,267.0,263.29,263.77,119743.0
2022-08-30 16:30:00,NASDAQ:MSFT,263.78,263.81,261.0,262.78,100718.0
2022-08-30 17:30:00,NASDAQ:MSFT,262.72,263.58,261.99,262.645,82305.0
2022-08-30 18:30:00,NASDAQ:MSFT,262.67,262.67,261.13,261.45,52163.0
2022-08-30 19:30:00,NASDAQ:MSFT,261.4,262.28,260.66,261.33,87940.0
2022-08-30 20:30:00,NASDAQ:MSFT,261.34,263.39,261.34,262.91,104588.0
2022-08-30 21:30:00,NASDAQ:MSFT,262.97,263.39,262.04,263.03,
2022-08-31 15:30:00,,265.45,267.1,263.61,263.84,265849.0
2022-08-31 16:30:00,NASDAQ:MSFT,263.8,264.805,262.18,262.99,155579.0
2022-08-31 17:30:00,NASDAQ:MSFT,262.98,,262.6,264.15,121857.0
2022-08-31 18:30:00,NASDAQ:MSFT,264.18,264.44,262.68,262.99,91067.0
2022-08-31 19:30:00,NASDAQ:MSFT,263.01,263.54,262.37,263.0,98141.0
2022-08-31 20:30:00,NASDAQ:MSFT,262.93,263.92,262.05,263.24,131077.0
2022-08-31 21:30:00,NASDAQ:MSFT,263.2,263.85,261.345,261.45,285714.0
2022-09-01 15:30:00,,258.98,259.79,257.54,,190514.0
2022-09-01 16:30:00,NASDAQ:MSFT,258.49,258.49,,255.99,125715.0
2022-09-01 17:30:00,NASDAQ:MSFT,256.03,256.92,255.43,256.55,95153.0
2022-09-01 18:30:00,NASDAQ:MSFT,,257.49,255.52,257.46,82480.0
2022-09-01 19:30:00,NASDAQ:MSFT,,258.15,256.09,257.89,82930.0
2022-09-01 20:30:00,NASDAQ:MSFT,257.94,259.44,257.68,258.53,120494.0
,NASDAQ:MSFT,258.45,260.87,258.24,,190443.0
2022-09-02 15:30:00,NASDAQ:MSFT,261.54,263.39,260.64,263.35,136195.0
2022-09-02 16:30:00,,263.43,264.72,262.6,263.64,120009.0
2022-09-02 17:30:00,NASDAQ:MSFT,263.84,264.0,260.87,261.2,81405.0
2022-09-02 18:30:00,NASDAQ:MSFT,261.16,261.43,257.44,257.65,131580.0
2022-09-02 19:30:00,NASDAQ:MSFT,257.64,257.96,255.69,256.69,123768.0
2022-09-02 20:30:00,NASDAQ:MSFT,256.7,257.0,255.6,256.22,122829.0
,NASDAQ:MSFT,256.19,,254.48,256.13,213675.0
2022-09-06 15:30:00,,256.24,257.77,252.65,254.37,220128.0
2022-09-06 16:30:00,NASDAQ:MSFT,254.32,257.1,253.86,255.52,152050.0
2022-09-06 17:30:00,NASDAQ:MSFT,255.44,256.93,253.5,253.93,114757.0
2022-09-06 18:30:00,NASDAQ:MSFT,253.92,254.56,252.29,252.57,124466.0
2022-09-06 19:30:00,NASDAQ:MSFT,252.51,254.18,251.93,253.8,129208.0
2022-09-06 20:30:00,NASDAQ:MSFT,253.8,254.3,252.92,253.6,124088.0
2022-09-06 21:30:00,NASDAQ:MSFT,253.57,253.76,252.52,253.31,265096.0
2022-09-07 15:30:00,NASDAQ:MSFT,254.66,255.89,253.27,254.26,194237.0
2022-09-07 16:30:00,NASDAQ:MSFT,254.3,,253.48,255.15,125319.0
2022-09-07 17:30:00,NASDAQ:MSFT,255.17,255.67,254.65,255.09,78361.0
2022-09-07 18:30:00,NASDAQ:MSFT,255.08,256.62,254.75,255.42,
,NASDAQ:MSFT,255.45,258.14,,258.14,78732.0
2022-09-07 20:30:00,NASDAQ:MSFT,258.1,258.8,257.72,258.57,98201.0
2022-09-07 21:30:00,NASDAQ:MSFT,,258.81,257.93,258.08,153450.0
2022-09-08 15:30:00,NASDAQ:MSFT,256.99,258.45,255.54,257.95,186212.0
2022-09-08 16:30:00,NASDAQ:MSFT,,260.43,257.67,259.94,91478.0
,NASDAQ:MSFT,259.98,260.09,254.81,255.57,126112.0
2022-09-08 18:30:00,NASDAQ:MSFT,255.62,257.86,255.5,257.47,
2022-09-08 19:30:00,NASDAQ:MSFT,257.37,257.87,256.31,256.89,60749.0
2022-09-08 20:30:00,NASDAQ:MSFT,256.92,257.82,256.07,256.95,68468.0
2022-09-08 21:30:00,NASDAQ:MSFT,256.94,258.65,256.49,258.55,146884.0
2022-09-09 15:30:00,NASDAQ:MSFT,260.29,263.85,260.29,263.82,226824.0
2022-09-09 16:30:00,NASDAQ:MSFT,263.85,265.17,263.29,264.23,230901.0
,NASDAQ:MSFT,264.23,264.52,262.76,263.01,142875.0
2022-09-09 18:30:00,NASDAQ:MSFT,262.97,264.42,262.79,264.215,108319.0
2022-09-09 19:30:00,NASDAQ:MSFT,264.22,264.59,264.0,264.57,101299.0
2022-09-09 20:30:00,NASDAQ:MSFT,264.54,264.95,,,148269.0
2022-09-09 21:30:00,NASDAQ:MSFT,264.49,265.22,264.35,264.43,
2022-09-12 15:30:00,NASDAQ:MSFT,265.53,267.42,265.18,267.12,118438.0
2022-09-12 16:30:00,NASDAQ:MSFT,267.13,267.2,265.83,267.06,85320.0
2022-09-12 17:30:00,NASDAQ:MSFT,267.07,267.25,265.2,265.86,98951.0
2022-09-12 18:30:00,NASDAQ:MSFT,265.87,266.85,265.48,266.82,93984.0
2022-09-12 19:30:00,NASDAQ:MSFT,266.87,267.01,266.0,,67715.0
2022-09-12 20:30:00,NASDAQ:MSFT,266.07,266.78,265.86,266.11,97873.0
2022-09-12 21:30:00,NASDAQ:MSFT,266.11,266.7,265.84,266.7,165610.0
2022-09-13 15:30:00,NASDAQ:MSFT,258.84,260.4,256.67,257.49,200684.0
2022-09-13 16:30:00,NASDAQ:MSFT,257.33,257.48,,254.84,121160.0
2022-09-13 17:30:00,NASDAQ:MSFT,254.7,255.99,254.68,255.17,132606.0
2022-09-13 18:30:00,NASDAQ:MSFT,255.18,256.91,255.0,256.82,127172.0
2022-09-13 19:30:00,NASDAQ:MSFT,256.82,256.96,254.92,254.94,
2022-09-13 20:30:00,NASDAQ:MSFT,254.96,,253.37,253.37,203846.0
,NASDAQ:MSFT,253.37,253.41,251.59,252.03,
2022-09-14 15:30:00,NASDAQ:MSFT,253.28,254.19,251.07,251.08,153326.0
2022-09-14 16:30:00,NASDAQ:MSFT,251.0,253.985,,252.33,126006.0
2022-09-14 17:30:00,NASDAQ:MSFT,252.37,253.08,251.45,251.91,63647.0
,NASDAQ:MSFT,252.15,252.935,251.8,252.04,63508.0
2022-09-14 19:30:00,NASDAQ:MSFT,252.01,252.14,250.38,251.02,80938.0
2022-09-14 20:30:00,NASDAQ:MSFT,,251.8,250.15,250.53,121582.0
2022-09-14 21:30:00,NASDAQ:MSFT,250.47,252.71,249.88,252.31,232772.0
2022-09-15 15:30:00,NASDAQ:MSFT,249.79,251.4,247.19,247.22,252235.0
2022-09-15 16:30:00,NASDAQ:MSFT,247.33,,245.22,246.82,190317.0
2022-09-15 17:30:00,NASDAQ:MSFT,246.89,247.3,245.27,245.55,135158.0
2022-09-15 18:30:00,NASDAQ:MSFT,245.6,248.4,245.58,247.7,133134.0
2022-09-15 19:30:00,NASDAQ:MSFT,247.665,247.78,245.76,246.36,132419.0
2022-09-15 20:30:00,NASDAQ:MSFT,246.37,246.7,244.02,244.21,200239.0
2022-09-15 21:30:00,NASDAQ:MSFT,244.22,246.39,244.08,245.33,296792.0
2022-09-16 15:30:00,NASDAQ:MSFT,244.26,244.58,242.4,243.31,331475.0
2022-09-16 16:30:00,NASDAQ:MSFT,243.36,244.27,242.42,243.09,159599.0
,NASDAQ:MSFT,243.04,244.25,242.38,242.52,118646.0
2022-09-16 18:30:00,NASDAQ:MSFT,242.51,243.32,242.32,242.49,74484.0
2022-09-16 19:30:00,NASDAQ:MSFT,242.5,243.84,242.07,243.64,102666.0
2022-09-16 20:30:00,NASDAQ:MSFT,243.57,245.13,243.17,244.21,156623.0
2022-09-16 21:30:00,NASDAQ:MSFT,244.19,245.3,243.62,244.67,203859.0
2022-09-19 15:30:00,,242.43,244.32,241.95,243.39,220700.0
2022-09-19 16:30:00,NASDAQ:MSFT,,244.59,242.67,242.77,154124.0
2022-09-19 17:30:00,NASDAQ:MSFT,242.75,242.83,240.86,241.38,230871.0
2022-09-19 18:30:00,NASDAQ:MSFT,241.33,242.8,241.245,242.73,138506.0
2022-09-19 19:30:00,NASDAQ:MSFT,242.72,242.75,241.75,242.44,82724.0
2022-09-19 20:30:00,NASDAQ:MSFT,242.44,245.05,242.13,244.73,162593.0
2022-09-19 21:30:00,,244.76,245.14,243.83,244.52,130077.0
2022-09-20 15:30:00,NASDAQ:MSFT,241.92,243.24,241.09,242.0,253518.0
2022-09-20 16:30:00,NASDAQ:MSFT,241.95,243.02,241.34,242.48,139387.0
2022-09-20 17:30:00,NASDAQ:MSFT,242.42,243.5,242.02,242.18,101066.0
2022-09-20 18:30:00,NASDAQ:MSFT,242.19,242.25,240.91,241.0,140605.0
2022-09-20 19:30:00,NASDAQ:MSFT,241.0,241.16,239.65,240.65,175308.0
