dataset,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,param_model__eta,param_model__max_depth,param_model__min_child_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.43665595054626466,0.05218840091877867,0.025987577438354493,0.0018735515719372632,3.963066389815045,0.10674596881842251,12,6,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 6}",0.9364249692675514,0.9222928826552835,0.9075219482920502,0.8920153710640687,0.9176854352392291,0.9151881213036365,0.014855736161551607,66
0,0.32305049896240234,0.03328890417736024,0.020438337326049806,0.005437829942254563,3.963066389815045,0.10674596881842251,12,19,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 19}",0.935573172266264,0.9119938825488089,0.8981521812778892,0.8825778474702597,0.9126036917656397,0.9081801550657722,0.017552937065357984,166
0,0.38198161125183105,0.030314936999393565,0.023381996154785156,0.0015240986497113487,3.963066389815045,0.10674596881842251,12,14,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 14}",0.9372186892005692,0.9145976711095624,0.9020917424088432,0.8822100260378856,0.9151203647239886,0.9102476986961697,0.01801516124856072,146
0,0.44517078399658205,0.07371487860377147,0.02620840072631836,0.0037395111608940186,3.963066389815045,0.10674596881842251,12,10,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 10}",0.9391642709876006,0.9188276175818644,0.9007269313045078,0.8890147225368064,0.9152268393491496,0.9125920763519858,0.017021038500382894,110
0,0.49071340560913085,0.08153158884610273,0.03385238647460938,0.010017078025393478,3.963066389815045,0.10674596881842251,12,7,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 7}",0.9392223480558701,0.9175789606140682,0.9046471334127053,0.8916669086544511,0.9182952444560599,0.9142821190386311,0.015832056418257204,92
0,0.5335834980010986,0.07443729321188175,0.026485395431518555,0.0011415370762955699,3.963066389815045,0.10674596881842251,12,6,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 6}",0.9364249692675514,0.9222928826552835,0.9075219482920502,0.8920153710640687,0.9176854352392291,0.9151881213036365,0.014855736161551607,66
0,0.41494526863098147,0.041297128954478485,0.02617945671081543,0.003349651023948194,3.963066389815045,0.10674596881842251,12,18,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 18}",0.9352343893680247,0.9127488844363136,0.8980844246982412,0.8807871378652806,0.9100870188072906,0.9073883710350301,0.017919863639630555,192
0,0.46332435607910155,0.05280379448790264,0.026135349273681642,0.0012264522624397766,3.963066389815045,0.10674596881842251,12,10,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 10}",0.9391642709876006,0.9188276175818644,0.9007269313045078,0.8890147225368064,0.9152268393491496,0.9125920763519858,0.017021038500382894,110
0,0.4342902660369873,0.025439714338637186,0.024611806869506835,0.0016030595063060917,3.963066389815045,0.10674596881842251,12,10,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 10}",0.9391642709876006,0.9188276175818644,0.9007269313045078,0.8890147225368064,0.9152268393491496,0.9125920763519858,0.017021038500382894,110
0,0.6206624031066894,0.05768809644764914,0.03072633743286133,0.005674452595831926,3.963066389815045,0.10674596881842251,12,3,"{'model__alpha': 3.963066389815045, 'model__eta': 0.10674596881842251, 'model__max_depth': 12, 'model__min_child_weight': 3}",0.9400741450571575,0.9270164842078773,0.9014819331920125,0.8975036540155453,0.9227478196900621,0.917764807232531,0.016023587681183837,38
