dataset,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__criterion,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.05004949569702148,0.003998691166873873,0.0163698673248291,0.010071656065262422,gini,20,29,16,"{'model__criterion': 'gini', 'model__max_depth': 20, 'model__min_samples_leaf': 29, 'model__min_samples_split': 16}",0.8705413750713862,0.8679279069992547,0.8544346681379522,0.8309957313354821,0.8614377946201276,0.8570674952328406,0.014179295818942044,357
0,0.05008664131164551,0.006674598646634481,0.01709299087524414,0.005024553571110038,gini,8,21,40,"{'model__criterion': 'gini', 'model__max_depth': 8, 'model__min_samples_leaf': 21, 'model__min_samples_split': 40}",0.8415076806922785,0.8793594099369865,0.8521841817425057,0.855586529991966,0.8552138688039028,0.856770334233528,0.012394125270011281,371
0,0.05510134696960449,0.0028488522200628814,0.011767053604125976,0.0015106386276276629,entropy,19,23,12,"{'model__criterion': 'entropy', 'model__max_depth': 19, 'model__min_samples_leaf': 23, 'model__min_samples_split': 12}",0.8444550919069604,0.8734936260417574,0.8362275072354347,0.8685957932843551,0.8627203298777478,0.8570984696692511,0.014339086366620447,355
0,0.06725702285766602,0.012931930660231915,0.013735055923461914,0.007290544733121401,gini,24,53,37,"{'model__criterion': 'gini', 'model__max_depth': 24, 'model__min_samples_leaf': 53, 'model__min_samples_split': 37}",0.8764797553019523,0.8698976875647317,0.8458537813011199,0.8349401322221253,0.8364017384402435,0.8527146189660344,0.01725776981567865,542
0,0.05821437835693359,0.0073154067547082655,0.016896486282348633,0.006019029368888331,entropy,24,3,23,"{'model__criterion': 'entropy', 'model__max_depth': 24, 'model__min_samples_leaf': 3, 'model__min_samples_split': 23}",0.7341425404845563,0.8373987281122048,0.8093910619391933,0.7828062839387867,0.7950508658322928,0.7917578960614068,0.03407203632574788,902
0,0.03289799690246582,0.0032817514242063778,0.014528512954711914,0.007232170917029926,gini,2,24,45,"{'model__criterion': 'gini', 'model__max_depth': 2, 'model__min_samples_leaf': 24, 'model__min_samples_split': 45}",0.7754353360242374,0.7807590672822837,0.6987300481071715,0.7390597322647152,0.6794629807087338,0.7346894328774283,0.04036032142185487,945
0,0.0566960334777832,0.006761442004337022,0.011315298080444337,0.0010711654935796422,entropy,6,2,22,"{'model__criterion': 'entropy', 'model__max_depth': 6, 'model__min_samples_leaf': 2, 'model__min_samples_split': 22}",0.8517776422646184,0.8698299309850838,0.8649030596935466,0.843162877137962,0.8528665872946732,0.8565080194751766,0.009609155503224399,384
0,0.06013689041137695,0.009591652325147719,0.011322116851806641,0.004105215460681023,gini,12,58,23,"{'model__criterion': 'gini', 'model__max_depth': 12, 'model__min_samples_leaf': 58, 'model__min_samples_split': 23}",0.8808210161551044,0.8650143740743967,0.8470588804677139,0.849241610283513,0.8435113395475797,0.8571294441056615,0.013946681705211707,354
0,0.0544640064239502,0.006961673967853939,0.013562250137329101,0.004528805442816032,gini,12,25,50,"{'model__criterion': 'gini', 'model__max_depth': 12, 'model__min_samples_leaf': 25, 'model__min_samples_split': 50}",0.859521251367231,0.8644820009485922,0.8536699867390694,0.8219647472195604,0.86170398118303,0.8522683934914965,0.015563302416727097,566
0,0.04989190101623535,0.004854534385595284,0.012050533294677734,0.00632234893427811,gini,27,42,29,"{'model__criterion': 'gini', 'model__max_depth': 27, 'model__min_samples_leaf': 42, 'model__min_samples_split': 29}",0.8762232482504283,0.8735420235986489,0.841517360203657,0.8331929804183484,0.8265625151242365,0.8502076255190639,0.020714327720571874,661
