dataset,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__criterion,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,params_str
0,0.05507583618164062,0.006825153450914622,0.007233047485351562,0.005329284258760645,gini,17,39,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 39, 'model__min_samples_split': 58}",0.8754150090503432,0.8658564915643058,0.837732671254755,0.8282612693711222,0.8557123636398835,0.8525955609760819,0.01743190860524581,136,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 39, 'model__min_samples_split': 58}"
0,0.05098590850830078,0.009713832484039515,0.024663448333740234,0.01971255582861687,gini,17,52,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 52, 'model__min_samples_split': 58}",0.8722546485853395,0.8699557646330014,0.8465458663646659,0.8384150768069228,0.8368760344977786,0.8528094781775415,0.015312844560420712,129,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 52, 'model__min_samples_split': 58}"
0,0.06339139938354492,0.0077772837094286906,0.01565237045288086,0.0039957473199401525,gini,17,29,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 29, 'model__min_samples_split': 58}",0.8699944826785142,0.8679279069992547,0.8544346681379522,0.8380811336643725,0.8586742941216328,0.8578224971203452,0.011421041245833884,64,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 29, 'model__min_samples_split': 58}"
0,0.0852785587310791,0.015108785612444553,0.016711091995239256,0.006117501712502749,gini,17,15,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 15, 'model__min_samples_split': 58}",0.8582532353766781,0.8909264260340137,0.8426256642564683,0.8581080427060042,0.8467007385467182,0.8593228213839765,0.016967731490276628,55,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 15, 'model__min_samples_split': 58}"
0,0.0710303783416748,0.009205509978110399,0.016336488723754882,0.003509605543410122,gini,17,43,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 43, 'model__min_samples_split': 58}",0.8770702054960267,0.8686151523071115,0.8403267803041302,0.8330961853045658,0.82581719274811,0.8489851032319888,0.020190533132583083,198,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 43, 'model__min_samples_split': 58}"
0,0.08191533088684082,0.0061699051235219226,0.019603681564331055,0.004487158722009487,gini,17,8,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 8, 'model__min_samples_split': 58}",0.8583403509790825,0.9046519731683945,0.8482543001229298,0.8710205108846106,0.8611861273242927,0.8686906524958621,0.019389357712281008,25,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 8, 'model__min_samples_split': 58}"
0,0.08106751441955566,0.009607003305417717,0.015911054611206055,0.005568549308637695,gini,17,21,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 21, 'model__min_samples_split': 58}",0.8538393781881891,0.8752794958910475,0.8650095343187075,0.8499143363243024,0.8580160873479108,0.8604117664140315,0.008959022861615994,48,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 21, 'model__min_samples_split': 58}"
0,0.07314720153808593,0.00391612541703277,0.01300516128540039,0.002678156290009296,gini,17,39,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 39, 'model__min_samples_split': 58}",0.8765329926145329,0.8663598261559757,0.8367163225600371,0.8280918779220026,0.8528956258288081,0.8521193290162714,0.01796659333203952,150,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 39, 'model__min_samples_split': 58}"
0,0.07418260574340821,0.00884322389264488,0.02587413787841797,0.024161657101563715,gini,17,58,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 58, 'model__min_samples_split': 58}",0.8809807280928459,0.8650434126085316,0.846768495126366,0.8493674439314303,0.8414060458228068,0.8567132251163961,0.014460094177315875,81,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 58, 'model__min_samples_split': 58}"
0,0.09552216529846191,0.023194081266695223,0.024566650390625,0.0065139940682411406,gini,17,19,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 19, 'model__min_samples_split': 58}",0.8473057080078598,0.8765184733474654,0.8370163874127633,0.85573172266264,0.8551945097811462,0.854353360242375,0.0129933804945671,102,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 19, 'model__min_samples_split': 58}"
0,0.08981552124023437,0.008576865375169971,0.01985173225402832,0.007808036313670766,gini,17,23,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 23, 'model__min_samples_split': 58}",0.8535731916252867,0.8664663007811366,0.8600584642487247,0.8603972471469639,0.8474412211671554,0.8575872849938534,0.006509916932026795,66,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 23, 'model__min_samples_split': 58}"
0,0.10063128471374512,0.006893827557433204,0.016509389877319335,0.0040411839234644285,gini,17,11,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 11, 'model__min_samples_split': 58}",0.8751343032203734,0.8933317846115127,0.8482494603672407,0.8697718539168143,0.8547105342122329,0.8682395872656349,0.015888006588411226,29,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 11, 'model__min_samples_split': 58}"
0,0.09456877708435059,0.00936429584006028,0.019904470443725585,0.004161529125511807,gini,17,11,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 11, 'model__min_samples_split': 58}",0.8709527543049627,0.8933317846115127,0.8482494603672407,0.8697718539168143,0.8555816902362767,0.8675775086873614,0.015472318989206405,35,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 11, 'model__min_samples_split': 58}"
0,0.08489561080932617,0.006135086137412479,0.018934011459350586,0.006934953948636946,gini,17,24,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 24, 'model__min_samples_split': 58}",0.8574353166652147,0.8622508735759018,0.8550880351559854,0.8233876353921654,0.8544249886265742,0.8505173698831683,0.013839913694954036,186,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 24, 'model__min_samples_split': 58}"
0,0.08319592475891113,0.004734230102498949,0.011858749389648437,0.004818812906045303,gini,17,53,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 53, 'model__min_samples_split': 58}",0.8767120635750307,0.8698976875647317,0.8459989739717939,0.8349401322221253,0.8364017384402435,0.852790119154785,0.01731039589716929,130,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 53, 'model__min_samples_split': 58}"
0,0.08108468055725097,0.0008969599406226417,0.01868467330932617,0.005108728369905542,gini,17,36,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 36, 'model__min_samples_split': 58}",0.869941245365934,0.8688619798472573,0.833284935776442,0.83524987658623,0.8480607098953645,0.8510797494942455,0.015800750706723776,172,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 36, 'model__min_samples_split': 58}"
0,0.08577747344970703,0.008513913922925371,0.014456510543823242,0.0036149454152012853,gini,17,40,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 40, 'model__min_samples_split': 58}",0.8740259991675621,0.8697137768485447,0.8412269748623089,0.836784079139685,0.8302020114024644,0.8503905682841131,0.01793714471409512,188,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 40, 'model__min_samples_split': 58}"
0,0.09654369354248046,0.011581017675223541,0.014722776412963868,0.0045888519472819566,gini,17,24,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 24, 'model__min_samples_split': 58}",0.8582290365982326,0.8622508735759018,0.8546669764110308,0.8233876353921654,0.8544249886265742,0.850591902120781,0.013896966210591513,181,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 24, 'model__min_samples_split': 58}"
