f1,accuracy,brier_score,roc_auc,model__n_estimators,model__max_depth,model__min_samples_split,model__min_samples_leaf,model__min_weight_fraction_leaf,model__max_leaf_nodes,model__max_features,model__criterion
0.5608506466807737,0.5608569926393271,0.24861200401250158,0.5828659106966931,488,5.0,3,48,0.21052631578947367,16.0,0.38421052631578945,gini
0.5441300044562902,0.5446898002103049,0.24763513180159918,0.5717132803922154,8,3.0,39,28,0.02631578947368421,2.0,,gini
0.5226388802917492,0.5240010515247108,0.24971526310254855,0.5378279518709068,19,,37,13,0.4473684210526315,27.0,0.38421052631578945,entropy
0.5798074171535668,0.5798107255520504,0.24600710738144493,0.6167964901631026,988,15.0,53,56,0.0,49.0,0.19473684210526315,entropy
0.5712403366754331,0.571713985278654,0.2467472494855479,0.5871775144543184,33,15.0,11,14,0.2631578947368421,7.0,,entropy
0.4862344098925312,0.4913774973711882,0.2501105131110585,0.48529984210543775,8,21.0,56,23,0.5,17.0,log2,entropy
0.5399161464865772,0.539931650893796,0.24951072081133324,0.5520128446894687,209,5.0,26,6,0.4473684210526315,19.0,0.8105263157894737,entropy
0.5793475753698198,0.5794952681388013,0.24347489621459006,0.6148476311945696,858,11.0,47,5,0.02631578947368421,43.0,0.38421052631578945,entropy
0.5345221573506008,0.5348054679284964,0.2489536979218669,0.5490561777906039,7,13.0,57,7,0.3157894736842105,18.0,0.9052631578947369,entropy
0.5479820143867256,0.5486593059936908,0.24793842730996413,0.5669226233717122,12,21.0,24,14,0.21052631578947367,45.0,0.8578947368421053,gini
0.571555978949302,0.572055730809674,0.24628506414435414,0.5924202455547926,1508,9.0,36,47,0.18421052631578946,11.0,0.9052631578947369,entropy
0.5697733240932454,0.5697949526813881,0.24637156842761074,0.5994893788817129,25,13.0,45,21,0.02631578947368421,15.0,log2,entropy
0.5273318199360273,0.5283385909568875,0.2495373430452069,0.5487365463439338,562,15.0,6,14,0.47368421052631576,57.0,0.9526315789473684,entropy
0.5276712208187564,0.5280231335436383,0.24966225303365208,0.5399972329751958,16,30.0,27,57,0.3684210526315789,10.0,0.43157894736842106,gini
0.5472522909217548,0.547292323869611,0.24924549557810294,0.5573189119096507,21,15.0,49,38,0.3421052631578947,58.0,0.6684210526315789,entropy
0.5219566216406886,0.5223186119873817,0.24991040963573963,0.5224007243468328,424,13.0,10,33,0.39473684210526316,6.0,log2,gini
0.546337544117223,0.5463459516298633,0.24885426853351564,0.5666416708407002,137,9.0,52,44,0.3421052631578947,39.0,,entropy
0.49760181921823604,0.4992113564668769,0.2500141306395639,0.49963178667427394,44,27.0,35,17,0.4473684210526315,56.0,sqrt,gini
0.5638089493868444,0.5638801261829653,0.24853327421643137,0.5837427272305094,241,15.0,51,42,0.2631578947368421,8.0,0.4789473684210527,entropy
0.5367204987513633,0.5368822292323869,0.24949434172612106,0.5450276481339582,12,27.0,2,47,0.21052631578947367,33.0,0.19473684210526315,gini
0.5143429978392177,0.5149579390115667,0.24987508201323338,0.5297777617450666,488,17.0,55,41,0.42105263157894735,39.0,0.33684210526315794,gini
0.5100599700063841,0.5116982124079915,0.24990058785250335,0.524087337917583,424,9.0,36,50,0.42105263157894735,60.0,sqrt,entropy
0.5467140441625685,0.5467402733964248,0.24895103809811436,0.5728496333484816,1737,,9,60,0.2894736842105263,57.0,0.4789473684210527,gini
0.5279543862760923,0.5279705573080967,0.24910319454419128,0.547923231785458,5,13.0,58,37,0.05263157894736842,6.0,0.1,gini
0.5077657618868839,0.5090694006309148,0.249856613305853,0.5363313328379778,209,7.0,10,43,0.39473684210526316,36.0,0.19473684210526315,entropy
0.5381682822042431,0.53835436382755,0.24945812365214004,0.5573573904164192,2000,25.0,15,60,0.4473684210526315,49.0,0.9526315789473684,gini
0.5432617892026422,0.5433228180862251,0.24950116598844246,0.5620229508260163,119,17.0,27,43,0.2894736842105263,29.0,0.24210526315789474,entropy
0.549145959274094,0.5491850683491062,0.24841060945212173,0.5583374382602407,9,13.0,16,5,0.2631578947368421,2.0,0.6684210526315789,gini
0.5810111437026321,0.5818349106203996,0.2403035777638355,0.6169509017570747,988,13.0,2,5,0.02631578947368421,15.0,,gini
0.5458030224393327,0.5463196635120925,0.24940158025477427,0.5716659769836611,33,3.0,34,16,0.21052631578947367,43.0,0.1,gini
0.5004668345764212,0.5053627760252366,0.2499732139422529,0.517904233022741,209,7.0,48,60,0.47368421052631576,37.0,0.1,gini
0.5744971537007728,0.5747634069400631,0.24288355633673597,0.6042314471125086,67,25.0,14,7,0.07894736842105263,43.0,1.0,entropy
0.5800853665128054,0.5806782334384859,0.24037057380066593,0.6187915122827153,182,25.0,31,56,0.02631578947368421,44.0,0.8105263157894737,gini
0.5221491027399229,0.5282071503680337,0.24830027514504555,0.5449231176214975,5,23.0,48,22,0.07894736842105263,16.0,0.33684210526315794,gini
0.5730235552154591,0.5731861198738171,0.244805934825652,0.597849660991087,209,27.0,10,28,0.13157894736842105,18.0,0.9052631578947369,gini
0.5231611756304169,0.52397476340694,0.24988459927520915,0.5163487214189282,6,27.0,53,56,0.4473684210526315,7.0,log2,gini
0.5234718059720844,0.5246582544689801,0.2497462952245018,0.5191604512268341,7,13.0,12,27,0.39473684210526316,31.0,0.33684210526315794,entropy
0.5318074200629797,0.5333070452155626,0.24943182926769678,0.5273881898073973,5,9.0,26,1,0.3157894736842105,17.0,0.9052631578947369,entropy
0.5506930587868577,0.5507097791798108,0.24928390297515043,0.5741999055175746,182,30.0,11,13,0.23684210526315788,14.0,log2,gini
0.5142565882579784,0.5156940063091483,0.24985235753104576,0.533320749037208,1310,1.0,5,38,0.39473684210526316,33.0,0.24210526315789474,gini
0.5685332843374876,0.5703732912723449,0.24321673077909764,0.6006550260890909,5,3.0,56,12,0.05263157894736842,39.0,,gini
0.5677282498426247,0.5678496319663513,0.2472459944579553,0.5898296220371273,562,5.0,58,37,0.18421052631578946,38.0,0.6210526315789474,gini
0.5046101088333519,0.5067560462670873,0.24997434129812074,0.5129173411462393,103,3.0,28,43,0.47368421052631576,37.0,0.24210526315789474,entropy
0.5579460909620511,0.5579652996845426,0.2486761819280429,0.5832150091607594,277,11.0,44,46,0.2631578947368421,16.0,0.43157894736842106,entropy
0.5791116782537779,0.5792323869610936,0.2416351800590192,0.6115229790214739,10,17.0,31,21,0.05263157894736842,,0.9052631578947369,gini
0.5717596674093449,0.5722134595162987,0.24365047408357543,0.5984791107594971,6,11.0,34,17,0.10526315789473684,23.0,,gini
0.5220079817091795,0.5225026288117771,0.24974505272715466,0.5452497219153892,424,17.0,12,29,0.4473684210526315,46.0,0.4789473684210527,gini
0.55426796545112,0.5545741324921135,0.24926049807619227,0.5780497533726743,368,17.0,44,7,0.10526315789473684,17.0,0.1473684210526316,gini
0.4772402319453962,0.4913774973711882,0.250075495869966,0.4878335011239484,89,7.0,19,19,0.5,14.0,0.9526315789473684,entropy
0.5128013122975423,0.513144058885384,0.24983354981130917,0.5204746636171345,16,15.0,34,32,0.21052631578947367,58.0,log2,gini
0.5816307841772779,0.582018927444795,0.2417732397888165,0.6177369745278919,488,25.0,55,18,0.02631578947368421,,0.5263157894736842,gini
0.5479342951802875,0.5479758149316509,0.24901666683338747,0.5635707155896555,488,15.0,12,48,0.3684210526315789,36.0,0.9526315789473684,entropy
0.5552472851509046,0.5552576235541535,0.24867077221223602,0.5780861725053378,89,,9,5,0.10526315789473684,35.0,log2,entropy
0.5807109305335217,0.5812039957939011,0.24082718528426778,0.6182677263735886,988,7.0,29,9,0.02631578947368421,20.0,0.7157894736842105,gini
0.5735690147320698,0.5736067297581493,0.24431802141001396,0.606731617114532,38,11.0,45,16,0.07894736842105263,23.0,0.5736842105263158,entropy
0.5589511539262603,0.5589642481598318,0.24892467065991922,0.583109905064236,103,7.0,17,56,0.13157894736842105,52.0,0.19473684210526315,entropy
0.5348943101215349,0.5354626708727654,0.24817978682943886,0.5546957599560373,3,9.0,49,60,0.2631578947368421,51.0,1.0,gini
0.5605349263527787,0.5606729758149316,0.24804256143120978,0.5856808608681326,25,9.0,52,45,0.07894736842105263,25.0,log2,entropy
0.5239006097673811,0.5242639327024184,0.2498135611195275,0.5236447798045336,19,11.0,54,59,0.3684210526315789,23.0,0.4789473684210527,gini
0.535217177363379,0.5397739221871715,0.24911892139506137,0.5615954924861869,19,,44,13,0.3157894736842105,22.0,0.43157894736842106,gini
0.5408886761732418,0.5455047318611987,0.24862137876525092,0.5629276794806728,25,21.0,43,33,0.3157894736842105,44.0,0.5736842105263158,entropy
0.5419566680842087,0.5439800210304943,0.24735925663715644,0.5613939917138525,3,5.0,58,17,0.13157894736842105,38.0,0.43157894736842106,gini
0.5331832497176087,0.5387486855941115,0.2484134608475045,0.558896703453446,8,25.0,24,47,0.2631578947368421,28.0,0.6210526315789474,gini
