params,scores
"OrderedDict([('classifier__C', 0.8864543252831674), ('classifier__l1_ratio', 0.03213731002525167), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7175
"OrderedDict([('classifier__C', 3.842914673181868), ('classifier__l1_ratio', 0.02323594842509642), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7150000000000001
"OrderedDict([('classifier__C', 0.993563503551685), ('classifier__l1_ratio', 0.02202412643846308), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.71875
"OrderedDict([('classifier__C', 1.1703392978915932), ('classifier__l1_ratio', 0.9864387279337153), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.71875
"OrderedDict([('classifier__C', 3.2482614226494917), ('classifier__l1_ratio', 0.9998000927369142), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7150000000000001
"OrderedDict([('classifier__C', 0.5455930306066826), ('classifier__l1_ratio', 0.0), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7175
"OrderedDict([('classifier__C', 1.1662399073801928), ('classifier__l1_ratio', 1.0), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.71875
"OrderedDict([('classifier__C', 0.7439915043577198), ('classifier__l1_ratio', 1.0), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7200000000000001
"OrderedDict([('classifier__C', 1.7744428385630995), ('classifier__l1_ratio', 0.8601275395043237), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.71875
"OrderedDict([('classifier__C', 4.000985686221129), ('classifier__l1_ratio', 0.24016506856157077), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7150000000000001
"OrderedDict([('classifier__C', 0.958632588454936), ('classifier__l1_ratio', 0.02273562404061036), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.71875
"OrderedDict([('classifier__C', 0.9820185950994116), ('classifier__l1_ratio', 0.0), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.71875
"OrderedDict([('classifier__C', 1.1998527897179136), ('classifier__l1_ratio', 0.891180035145918), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.72
"OrderedDict([('classifier__C', 3.2211729741074397), ('classifier__l1_ratio', 0.009611408564057735), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7162499999999999
"OrderedDict([('classifier__C', 0.9795356676563439), ('classifier__l1_ratio', 0.07252819513309029), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.71875
"OrderedDict([('classifier__C', 4.690729740194152), ('classifier__l1_ratio', 0.0), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7150000000000001
"OrderedDict([('classifier__C', 1.290725484256301), ('classifier__l1_ratio', 0.7679150548643904), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.72
"OrderedDict([('classifier__C', 1.0436844982920965), ('classifier__l1_ratio', 0.7934855007249403), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.71875
"OrderedDict([('classifier__C', 180837.23990058698), ('classifier__l1_ratio', 0.6623032443902269), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7125
"OrderedDict([('classifier__C', 0.7653390228679758), ('classifier__l1_ratio', 0.01904539134151551), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7162499999999999
"OrderedDict([('classifier__C', 1.0366230345091896), ('classifier__l1_ratio', 0.9670225944143367), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.71875
"OrderedDict([('classifier__C', 1.8132753346986255), ('classifier__l1_ratio', 0.9278782210845045), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.71875
"OrderedDict([('classifier__C', 1.6558504808951415), ('classifier__l1_ratio', 1.0), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7175
"OrderedDict([('classifier__C', 0.6855884591161421), ('classifier__l1_ratio', 1.0), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7212500000000001
"OrderedDict([('classifier__C', 2.7152635019659894), ('classifier__l1_ratio', 0.0), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7162500000000002
"OrderedDict([('classifier__C', 0.774053634352383), ('classifier__l1_ratio', 0.020013549691268232), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7175
"OrderedDict([('classifier__C', 1.6071561898738462), ('classifier__l1_ratio', 0.5840633984452757), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7175
"OrderedDict([('classifier__C', 0.6939814045350168), ('classifier__l1_ratio', 0.0), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7175
"OrderedDict([('classifier__C', 1.1637237537544958), ('classifier__l1_ratio', 0.24623476432514507), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.71875
"OrderedDict([('classifier__C', 2.732414863326521), ('classifier__l1_ratio', 0.9809030740179986), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7150000000000001
"OrderedDict([('classifier__C', 1.3257028769395476), ('classifier__l1_ratio', 0.9613926791283255), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7175
"OrderedDict([('classifier__C', 4.294481074520994), ('classifier__l1_ratio', 0.014739266449755076), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7150000000000001
"OrderedDict([('classifier__C', 0.4166353953367919), ('classifier__l1_ratio', 0.39972331345879103), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7174999999999999
"OrderedDict([('classifier__C', 3.27826147094668), ('classifier__l1_ratio', 0.0), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7162499999999999
"OrderedDict([('classifier__C', 3.3118804522470895), ('classifier__l1_ratio', 0.01325138369261259), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7162499999999999
"OrderedDict([('classifier__C', 2.9136410400671218), ('classifier__l1_ratio', 0.9778933905139633), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7150000000000001
"OrderedDict([('classifier__C', 6.099255706509269), ('classifier__l1_ratio', 0.03412728477021854), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7150000000000001
"OrderedDict([('classifier__C', 0.6592685573866105), ('classifier__l1_ratio', 0.3396376629157611), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7162499999999999
"OrderedDict([('classifier__C', 4.377292303548362), ('classifier__l1_ratio', 0.0), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7150000000000001
"OrderedDict([('classifier__C', 1.6753259663131104), ('classifier__l1_ratio', 0.9486192937431254), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7175
"OrderedDict([('classifier__C', 3.280806851115552), ('classifier__l1_ratio', 0.9862767757487967), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.7150000000000001
"OrderedDict([('classifier__C', 1.2031391635505062), ('classifier__l1_ratio', 0.9922845560363975), ('classifier__penalty', 'elasticnet'), ('classifier__solver', 'saga')])",0.71875
