params,scores
"{'classifier__n_neighbors': 1, 'classifier__weights': 'uniform'}",0.6125
"{'classifier__n_neighbors': 1, 'classifier__weights': 'distance'}",0.6125
"{'classifier__n_neighbors': 2, 'classifier__weights': 'uniform'}",0.55375
"{'classifier__n_neighbors': 2, 'classifier__weights': 'distance'}",0.6125
"{'classifier__n_neighbors': 3, 'classifier__weights': 'uniform'}",0.625
"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",0.63125
"{'classifier__n_neighbors': 4, 'classifier__weights': 'uniform'}",0.5712499999999999
"{'classifier__n_neighbors': 4, 'classifier__weights': 'distance'}",0.6174999999999999
"{'classifier__n_neighbors': 5, 'classifier__weights': 'uniform'}",0.64875
"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",0.6387500000000002
"{'classifier__n_neighbors': 6, 'classifier__weights': 'uniform'}",0.59875
"{'classifier__n_neighbors': 6, 'classifier__weights': 'distance'}",0.6425
"{'classifier__n_neighbors': 7, 'classifier__weights': 'uniform'}",0.6575000000000001
"{'classifier__n_neighbors': 7, 'classifier__weights': 'distance'}",0.6412500000000001
"{'classifier__n_neighbors': 8, 'classifier__weights': 'uniform'}",0.63625
"{'classifier__n_neighbors': 8, 'classifier__weights': 'distance'}",0.66875
"{'classifier__n_neighbors': 9, 'classifier__weights': 'uniform'}",0.6737500000000001
"{'classifier__n_neighbors': 9, 'classifier__weights': 'distance'}",0.6700000000000002
"{'classifier__n_neighbors': 10, 'classifier__weights': 'uniform'}",0.66125
"{'classifier__n_neighbors': 10, 'classifier__weights': 'distance'}",0.68875
"{'classifier__n_neighbors': 11, 'classifier__weights': 'uniform'}",0.6900000000000001
"{'classifier__n_neighbors': 11, 'classifier__weights': 'distance'}",0.6875
"{'classifier__n_neighbors': 12, 'classifier__weights': 'uniform'}",0.675
"{'classifier__n_neighbors': 12, 'classifier__weights': 'distance'}",0.6950000000000001
"{'classifier__n_neighbors': 13, 'classifier__weights': 'uniform'}",0.68875
"{'classifier__n_neighbors': 13, 'classifier__weights': 'distance'}",0.6962499999999999
"{'classifier__n_neighbors': 14, 'classifier__weights': 'uniform'}",0.67625
"{'classifier__n_neighbors': 14, 'classifier__weights': 'distance'}",0.69375
"{'classifier__n_neighbors': 15, 'classifier__weights': 'uniform'}",0.6975
"{'classifier__n_neighbors': 15, 'classifier__weights': 'distance'}",0.7012499999999999
"{'classifier__n_neighbors': 16, 'classifier__weights': 'uniform'}",0.69375
"{'classifier__n_neighbors': 16, 'classifier__weights': 'distance'}",0.7000000000000001
"{'classifier__n_neighbors': 17, 'classifier__weights': 'uniform'}",0.7
"{'classifier__n_neighbors': 17, 'classifier__weights': 'distance'}",0.7050000000000001
"{'classifier__n_neighbors': 18, 'classifier__weights': 'uniform'}",0.6925
"{'classifier__n_neighbors': 18, 'classifier__weights': 'distance'}",0.70875
"{'classifier__n_neighbors': 19, 'classifier__weights': 'uniform'}",0.69625
"{'classifier__n_neighbors': 19, 'classifier__weights': 'distance'}",0.71125
"{'classifier__n_neighbors': 20, 'classifier__weights': 'uniform'}",0.6950000000000001
"{'classifier__n_neighbors': 20, 'classifier__weights': 'distance'}",0.7112499999999999
"{'classifier__n_neighbors': 22, 'classifier__weights': 'uniform'}",0.69625
"{'classifier__n_neighbors': 22, 'classifier__weights': 'distance'}",0.71
"{'classifier__n_neighbors': 24, 'classifier__weights': 'uniform'}",0.69375
"{'classifier__n_neighbors': 24, 'classifier__weights': 'distance'}",0.70625
"{'classifier__n_neighbors': 26, 'classifier__weights': 'uniform'}",0.6950000000000001
"{'classifier__n_neighbors': 26, 'classifier__weights': 'distance'}",0.70625
"{'classifier__n_neighbors': 28, 'classifier__weights': 'uniform'}",0.6962499999999999
"{'classifier__n_neighbors': 28, 'classifier__weights': 'distance'}",0.70875
"{'classifier__n_neighbors': 30, 'classifier__weights': 'uniform'}",0.6975
"{'classifier__n_neighbors': 30, 'classifier__weights': 'distance'}",0.70875
