params,scores
"{'classifier__eta': 0.001, 'classifier__max_depth': 5, 'classifier__n_estimators': 50}",0.7050000000000001
"{'classifier__eta': 0.001, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.7050000000000001
"{'classifier__eta': 0.001, 'classifier__max_depth': 5, 'classifier__n_estimators': 200}",0.7025
"{'classifier__eta': 0.001, 'classifier__max_depth': 5, 'classifier__n_estimators': 300}",0.69875
"{'classifier__eta': 0.001, 'classifier__max_depth': 5, 'classifier__n_estimators': 400}",0.69875
"{'classifier__eta': 0.001, 'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.6537500000000002
"{'classifier__eta': 0.001, 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.655
"{'classifier__eta': 0.001, 'classifier__max_depth': 10, 'classifier__n_estimators': 200}",0.6575
"{'classifier__eta': 0.001, 'classifier__max_depth': 10, 'classifier__n_estimators': 300}",0.66625
"{'classifier__eta': 0.001, 'classifier__max_depth': 10, 'classifier__n_estimators': 400}",0.6775
"{'classifier__eta': 0.01, 'classifier__max_depth': 5, 'classifier__n_estimators': 50}",0.705
"{'classifier__eta': 0.01, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.7075
"{'classifier__eta': 0.01, 'classifier__max_depth': 5, 'classifier__n_estimators': 200}",0.705
"{'classifier__eta': 0.01, 'classifier__max_depth': 5, 'classifier__n_estimators': 300}",0.69625
"{'classifier__eta': 0.01, 'classifier__max_depth': 5, 'classifier__n_estimators': 400}",0.70125
"{'classifier__eta': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.6775
"{'classifier__eta': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.68125
"{'classifier__eta': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 200}",0.6875
"{'classifier__eta': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 300}",0.6900000000000001
"{'classifier__eta': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 400}",0.685
"{'classifier__eta': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 50}",0.69625
"{'classifier__eta': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.68875
"{'classifier__eta': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 200}",0.6787500000000001
"{'classifier__eta': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 300}",0.66875
"{'classifier__eta': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 400}",0.6725
"{'classifier__eta': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.68
"{'classifier__eta': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.6575
"{'classifier__eta': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 200}",0.6625
"{'classifier__eta': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 300}",0.66
"{'classifier__eta': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 400}",0.6575
"{'classifier__eta': 0.3, 'classifier__max_depth': 5, 'classifier__n_estimators': 50}",0.675
"{'classifier__eta': 0.3, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.6612500000000001
"{'classifier__eta': 0.3, 'classifier__max_depth': 5, 'classifier__n_estimators': 200}",0.64625
"{'classifier__eta': 0.3, 'classifier__max_depth': 5, 'classifier__n_estimators': 300}",0.6499999999999999
"{'classifier__eta': 0.3, 'classifier__max_depth': 5, 'classifier__n_estimators': 400}",0.6525000000000001
"{'classifier__eta': 0.3, 'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.6575000000000001
"{'classifier__eta': 0.3, 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.6625
"{'classifier__eta': 0.3, 'classifier__max_depth': 10, 'classifier__n_estimators': 200}",0.6612499999999999
"{'classifier__eta': 0.3, 'classifier__max_depth': 10, 'classifier__n_estimators': 300}",0.6487499999999999
"{'classifier__eta': 0.3, 'classifier__max_depth': 10, 'classifier__n_estimators': 400}",0.6475
"{'classifier__eta': 0.5, 'classifier__max_depth': 5, 'classifier__n_estimators': 50}",0.66375
"{'classifier__eta': 0.5, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.66125
"{'classifier__eta': 0.5, 'classifier__max_depth': 5, 'classifier__n_estimators': 200}",0.6637500000000001
"{'classifier__eta': 0.5, 'classifier__max_depth': 5, 'classifier__n_estimators': 300}",0.665
"{'classifier__eta': 0.5, 'classifier__max_depth': 5, 'classifier__n_estimators': 400}",0.6675
"{'classifier__eta': 0.5, 'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.6599999999999999
"{'classifier__eta': 0.5, 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.6575
"{'classifier__eta': 0.5, 'classifier__max_depth': 10, 'classifier__n_estimators': 200}",0.6512499999999999
"{'classifier__eta': 0.5, 'classifier__max_depth': 10, 'classifier__n_estimators': 300}",0.6525000000000001
"{'classifier__eta': 0.5, 'classifier__max_depth': 10, 'classifier__n_estimators': 400}",0.6549999999999999
