params,scores
"{'classifier__eta': 0.001, 'classifier__max_depth': 5, 'classifier__n_estimators': 50}",0.7809523809523811
"{'classifier__eta': 0.001, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.7826190476190475
"{'classifier__eta': 0.001, 'classifier__max_depth': 5, 'classifier__n_estimators': 200}",0.7826190476190475
"{'classifier__eta': 0.001, 'classifier__max_depth': 5, 'classifier__n_estimators': 300}",0.7826330532212886
"{'classifier__eta': 0.001, 'classifier__max_depth': 5, 'classifier__n_estimators': 400}",0.7843137254901962
"{'classifier__eta': 0.001, 'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.767563025210084
"{'classifier__eta': 0.001, 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.7642016806722689
"{'classifier__eta': 0.001, 'classifier__max_depth': 10, 'classifier__n_estimators': 200}",0.7658683473389356
"{'classifier__eta': 0.001, 'classifier__max_depth': 10, 'classifier__n_estimators': 300}",0.7675490196078432
"{'classifier__eta': 0.001, 'classifier__max_depth': 10, 'classifier__n_estimators': 400}",0.7709243697478991
"{'classifier__eta': 0.01, 'classifier__max_depth': 5, 'classifier__n_estimators': 50}",0.7893137254901961
"{'classifier__eta': 0.01, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.7843417366946779
"{'classifier__eta': 0.01, 'classifier__max_depth': 5, 'classifier__n_estimators': 200}",0.7993697478991597
"{'classifier__eta': 0.01, 'classifier__max_depth': 5, 'classifier__n_estimators': 300}",0.7909943977591036
"{'classifier__eta': 0.01, 'classifier__max_depth': 5, 'classifier__n_estimators': 400}",0.7859943977591037
"{'classifier__eta': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.7692577030812325
"{'classifier__eta': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.7826610644257703
"{'classifier__eta': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 200}",0.7843557422969188
"{'classifier__eta': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 300}",0.779327731092437
"{'classifier__eta': 0.01, 'classifier__max_depth': 10, 'classifier__n_estimators': 400}",0.7876610644257703
"{'classifier__eta': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 50}",0.7843557422969188
"{'classifier__eta': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.7759803921568628
"{'classifier__eta': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 200}",0.7692436974789917
"{'classifier__eta': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 300}",0.7658963585434174
"{'classifier__eta': 0.1, 'classifier__max_depth': 5, 'classifier__n_estimators': 400}",0.7659103641456583
"{'classifier__eta': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.784327731092437
"{'classifier__eta': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.7709383753501401
"{'classifier__eta': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 200}",0.7676190476190476
"{'classifier__eta': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 300}",0.76593837535014
"{'classifier__eta': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 400}",0.7642577030812325
"{'classifier__eta': 0.3, 'classifier__max_depth': 5, 'classifier__n_estimators': 50}",0.7726190476190476
"{'classifier__eta': 0.3, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.7692156862745099
"{'classifier__eta': 0.3, 'classifier__max_depth': 5, 'classifier__n_estimators': 200}",0.7625770308123249
"{'classifier__eta': 0.3, 'classifier__max_depth': 5, 'classifier__n_estimators': 300}",0.7608823529411766
"{'classifier__eta': 0.3, 'classifier__max_depth': 5, 'classifier__n_estimators': 400}",0.7558543417366946
"{'classifier__eta': 0.3, 'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.7659243697478992
"{'classifier__eta': 0.3, 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.7659523809523809
"{'classifier__eta': 0.3, 'classifier__max_depth': 10, 'classifier__n_estimators': 200}",0.7625910364145658
"{'classifier__eta': 0.3, 'classifier__max_depth': 10, 'classifier__n_estimators': 300}",0.7558963585434174
"{'classifier__eta': 0.3, 'classifier__max_depth': 10, 'classifier__n_estimators': 400}",0.7458403361344538
"{'classifier__eta': 0.5, 'classifier__max_depth': 5, 'classifier__n_estimators': 50}",0.7759383753501401
"{'classifier__eta': 0.5, 'classifier__max_depth': 5, 'classifier__n_estimators': 100}",0.7692577030812325
"{'classifier__eta': 0.5, 'classifier__max_depth': 5, 'classifier__n_estimators': 200}",0.7592296918767507
"{'classifier__eta': 0.5, 'classifier__max_depth': 5, 'classifier__n_estimators': 300}",0.7558823529411764
"{'classifier__eta': 0.5, 'classifier__max_depth': 5, 'classifier__n_estimators': 400}",0.757563025210084
"{'classifier__eta': 0.5, 'classifier__max_depth': 10, 'classifier__n_estimators': 50}",0.7609383753501401
"{'classifier__eta': 0.5, 'classifier__max_depth': 10, 'classifier__n_estimators': 100}",0.7625770308123249
"{'classifier__eta': 0.5, 'classifier__max_depth': 10, 'classifier__n_estimators': 200}",0.7542016806722689
"{'classifier__eta': 0.5, 'classifier__max_depth': 10, 'classifier__n_estimators': 300}",0.7508683473389356
"{'classifier__eta': 0.5, 'classifier__max_depth': 10, 'classifier__n_estimators': 400}",0.7558823529411764
