params,scores
"{'classifier__n_neighbors': 1, 'classifier__weights': 'uniform'}",0.8454081749616013
"{'classifier__n_neighbors': 1, 'classifier__weights': 'distance'}",0.8454081749616013
"{'classifier__n_neighbors': 2, 'classifier__weights': 'uniform'}",0.8816365206360851
"{'classifier__n_neighbors': 2, 'classifier__weights': 'distance'}",0.8454081749616013
"{'classifier__n_neighbors': 3, 'classifier__weights': 'uniform'}",0.8761032530203343
"{'classifier__n_neighbors': 3, 'classifier__weights': 'distance'}",0.8719546395849094
"{'classifier__n_neighbors': 4, 'classifier__weights': 'uniform'}",0.8816369027150532
"{'classifier__n_neighbors': 4, 'classifier__weights': 'distance'}",0.8722316468367683
"{'classifier__n_neighbors': 5, 'classifier__weights': 'uniform'}",0.8783181647983005
"{'classifier__n_neighbors': 5, 'classifier__weights': 'distance'}",0.8755519130693932
"{'classifier__n_neighbors': 6, 'classifier__weights': 'uniform'}",0.8799790620725492
"{'classifier__n_neighbors': 6, 'classifier__weights': 'distance'}",0.8785928795763509
"{'classifier__n_neighbors': 7, 'classifier__weights': 'uniform'}",0.8797024368996584
"{'classifier__n_neighbors': 7, 'classifier__weights': 'distance'}",0.8777656786104553
"{'classifier__n_neighbors': 8, 'classifier__weights': 'uniform'}",0.8824683065495977
"{'classifier__n_neighbors': 8, 'classifier__weights': 'distance'}",0.8788717972230501
"{'classifier__n_neighbors': 9, 'classifier__weights': 'uniform'}",0.8799794441515173
"{'classifier__n_neighbors': 9, 'classifier__weights': 'distance'}",0.8797020548206904
"{'classifier__n_neighbors': 10, 'classifier__weights': 'uniform'}",0.8844043006808647
"{'classifier__n_neighbors': 10, 'classifier__weights': 'distance'}",0.8810855627641121
"{'classifier__n_neighbors': 11, 'classifier__weights': 'uniform'}",0.8852341761995369
"{'classifier__n_neighbors': 11, 'classifier__weights': 'distance'}",0.8824683065495977
"{'classifier__n_neighbors': 12, 'classifier__weights': 'uniform'}",0.8849571689476781
"{'classifier__n_neighbors': 12, 'classifier__weights': 'distance'}",0.8813606596211306
"{'classifier__n_neighbors': 13, 'classifier__weights': 'uniform'}",0.884127675507974
"{'classifier__n_neighbors': 13, 'classifier__weights': 'distance'}",0.8824679244706296
"{'classifier__n_neighbors': 14, 'classifier__weights': 'uniform'}",0.8827437854855841
"{'classifier__n_neighbors': 14, 'classifier__weights': 'distance'}",0.8802541589295675
"{'classifier__n_neighbors': 15, 'classifier__weights': 'uniform'}",0.880807409275349
"{'classifier__n_neighbors': 15, 'classifier__weights': 'distance'}",0.8816369027150532
"{'classifier__n_neighbors': 16, 'classifier__weights': 'uniform'}",0.8849567868687099
"{'classifier__n_neighbors': 16, 'classifier__weights': 'distance'}",0.8816369027150532
"{'classifier__n_neighbors': 17, 'classifier__weights': 'uniform'}",0.8844023902860243
"{'classifier__n_neighbors': 17, 'classifier__weights': 'distance'}",0.8835732789252884
"{'classifier__n_neighbors': 18, 'classifier__weights': 'uniform'}",0.8838510503350833
"{'classifier__n_neighbors': 18, 'classifier__weights': 'distance'}",0.8830200285795069
"{'classifier__n_neighbors': 19, 'classifier__weights': 'uniform'}",0.8832974179103337
"{'classifier__n_neighbors': 19, 'classifier__weights': 'distance'}",0.8838502861771472
"{'classifier__n_neighbors': 20, 'classifier__weights': 'uniform'}",0.8835740430832244
"{'classifier__n_neighbors': 20, 'classifier__weights': 'distance'}",0.8841272934290059
"{'classifier__n_neighbors': 22, 'classifier__weights': 'uniform'}",0.8838506682561151
"{'classifier__n_neighbors': 22, 'classifier__weights': 'distance'}",0.8824679244706296
"{'classifier__n_neighbors': 24, 'classifier__weights': 'uniform'}",0.884127675507974
"{'classifier__n_neighbors': 24, 'classifier__weights': 'distance'}",0.8841269113500377
"{'classifier__n_neighbors': 26, 'classifier__weights': 'uniform'}",0.8838510503350833
"{'classifier__n_neighbors': 26, 'classifier__weights': 'distance'}",0.8830204106584748
"{'classifier__n_neighbors': 28, 'classifier__weights': 'uniform'}",0.8835740430832244
"{'classifier__n_neighbors': 28, 'classifier__weights': 'distance'}",0.883850286177147
"{'classifier__n_neighbors': 30, 'classifier__weights': 'uniform'}",0.8835740430832244
"{'classifier__n_neighbors': 30, 'classifier__weights': 'distance'}",0.8835732789252884
