params,scores
"OrderedDict([('classifier__alpha', 0.001927845315363717), ('classifier__booster', 'gblinear'), ('classifier__colsample_bylevel', 0.6077628638493293), ('classifier__colsample_bytree', 0.20307219567940787), ('classifier__eta', 0.2362690524131949), ('classifier__lambda', 1e-05), ('classifier__max_depth', 9), ('classifier__min_child_weight', 1.0), ('classifier__n_estimators', 202), ('classifier__subsample', 0.22358192864166568)])",0.964835164835165
"OrderedDict([('classifier__alpha', 1.8624022701212766e-05), ('classifier__booster', 'gblinear'), ('classifier__colsample_bylevel', 0.9341053295060251), ('classifier__colsample_bytree', 0.3884929365148635), ('classifier__eta', 0.0017488394384481316), ('classifier__lambda', 9.234757877456181e-05), ('classifier__max_depth', 10), ('classifier__min_child_weight', 78.67522415603386), ('classifier__n_estimators', 222), ('classifier__subsample', 0.750856395495003)])",0.9164835164835164
"OrderedDict([('classifier__alpha', 0.0032778657589576272), ('classifier__booster', 'gblinear'), ('classifier__colsample_bylevel', 0.028017439642007695), ('classifier__colsample_bytree', 0.930711069005971), ('classifier__eta', 0.0002487757488259498), ('classifier__lambda', 1.5197780655250877e-05), ('classifier__max_depth', 9), ('classifier__min_child_weight', 12412.346837369254), ('classifier__n_estimators', 500), ('classifier__subsample', 0.6601721628761306)])",0.9274725274725275
"OrderedDict([('classifier__alpha', 0.22479642921761628), ('classifier__booster', 'gbtree'), ('classifier__colsample_bylevel', 0.11697214475735564), ('classifier__colsample_bytree', 0.9270381209545598), ('classifier__eta', 0.031398750677733164), ('classifier__lambda', 1.2307760694605456), ('classifier__max_depth', 5), ('classifier__min_child_weight', 2.8040919987533153), ('classifier__n_estimators', 52), ('classifier__subsample', 0.6087110011250632)])",0.9384615384615385
"OrderedDict([('classifier__alpha', 6.364465298840073e-05), ('classifier__booster', 'gblinear'), ('classifier__colsample_bylevel', 0.367059653367335), ('classifier__colsample_bytree', 0.7699882913952838), ('classifier__eta', 0.23776663114627836), ('classifier__lambda', 4.126867512868777e-05), ('classifier__max_depth', 4), ('classifier__min_child_weight', 4886838.693388829), ('classifier__n_estimators', 463), ('classifier__subsample', 0.19221199487259294)])",0.9736263736263737
"OrderedDict([('classifier__alpha', 0.7526857972607045), ('classifier__booster', 'gbtree'), ('classifier__colsample_bylevel', 0.28474000882264155), ('classifier__colsample_bytree', 0.5881169441064791), ('classifier__eta', 0.00037561833597488694), ('classifier__lambda', 8.283400990033803), ('classifier__max_depth', 4), ('classifier__min_child_weight', 3.6480903818344363), ('classifier__n_estimators', 185), ('classifier__subsample', 0.4209569107329826)])",0.6241758241758242
"OrderedDict([('classifier__alpha', 1e-05), ('classifier__booster', 'gbtree'), ('classifier__colsample_bylevel', 0.8784204425618587), ('classifier__colsample_bytree', 0.6980555108016055), ('classifier__eta', 0.24633317582085767), ('classifier__lambda', 0.30067921670028436), ('classifier__max_depth', 8), ('classifier__min_child_weight', 1.0), ('classifier__n_estimators', 438), ('classifier__subsample', 0.15684166459344656)])",0.9670329670329669
"OrderedDict([('classifier__alpha', 1.129574782333705e-05), ('classifier__booster', 'gblinear'), ('classifier__colsample_bylevel', 0.5331997054084597), ('classifier__colsample_bytree', 0.5915086553545168), ('classifier__eta', 0.18391550416813732), ('classifier__lambda', 0.0003998048240234954), ('classifier__max_depth', 6), ('classifier__min_child_weight', 52.81122462488832), ('classifier__n_estimators', 495), ('classifier__subsample', 0.3691549830060853)])",0.9670329670329672
"OrderedDict([('classifier__alpha', 0.00034539150435259334), ('classifier__booster', 'dart'), ('classifier__colsample_bylevel', 0.649131270232888), ('classifier__colsample_bytree', 0.5126765230501436), ('classifier__eta', 0.09351301169311983), ('classifier__lambda', 5.697276747012637e-05), ('classifier__max_depth', 1), ('classifier__min_child_weight', 1.0), ('classifier__n_estimators', 487), ('classifier__subsample', 0.7332498866549533)])",0.9758241758241759
"OrderedDict([('classifier__alpha', 9.654130835701662e-05), ('classifier__booster', 'gblinear'), ('classifier__colsample_bylevel', 0.22876205672145505), ('classifier__colsample_bytree', 0.5283403392764419), ('classifier__eta', 0.1966823796103629), ('classifier__lambda', 2.9085371956452408e-05), ('classifier__max_depth', 5), ('classifier__min_child_weight', 254254.8858257521), ('classifier__n_estimators', 189), ('classifier__subsample', 0.556380187081962)])",0.9714285714285715
"OrderedDict([('classifier__alpha', 1.9180970512123414e-05), ('classifier__booster', 'dart'), ('classifier__colsample_bylevel', 0.8875373820320116), ('classifier__colsample_bytree', 0.7421255793265064), ('classifier__eta', 0.10935151401483653), ('classifier__lambda', 0.26377876015389473), ('classifier__max_depth', 2), ('classifier__min_child_weight', 2.3621797431917364), ('classifier__n_estimators', 296), ('classifier__subsample', 0.6572031085845662)])",0.9714285714285713
"OrderedDict([('classifier__alpha', 1e-05), ('classifier__booster', 'gblinear'), ('classifier__colsample_bylevel', 0.6934281294806531), ('classifier__colsample_bytree', 0.6255679473947505), ('classifier__eta', 0.0008872032190605073), ('classifier__lambda', 0.000543133100584882), ('classifier__max_depth', 6), ('classifier__min_child_weight', 258.53166387467456), ('classifier__n_estimators', 130), ('classifier__subsample', 0.5921563919878664)])",0.9230769230769231
