params,scores
"{'classifier__alpha': 0.7503852680901562, 'classifier__booster': 'dart', 'classifier__colsample_bylevel': 0.4284709261868257, 'classifier__colsample_bytree': 0.6908848550268617, 'classifier__eta': 0.0015541863900746153, 'classifier__lambda': 0.027405172119754927, 'classifier__max_depth': 10, 'classifier__min_child_weight': 7334143.256313194, 'classifier__n_estimators': 97, 'classifier__subsample': 0.6796942970226101}",0.70125
"{'classifier__alpha': 9.542349924983438e-05, 'classifier__booster': 'gbtree', 'classifier__colsample_bylevel': 0.3431780161508694, 'classifier__colsample_bytree': 0.7290497073840416, 'classifier__eta': 2.4306501087249795e-06, 'classifier__lambda': 2.616647833733544e-05, 'classifier__max_depth': 1, 'classifier__min_child_weight': 14365.369384437121, 'classifier__n_estimators': 306, 'classifier__subsample': 0.28249173045349996}",0.70125
"{'classifier__alpha': 0.00016910727565077217, 'classifier__booster': 'dart', 'classifier__colsample_bylevel': 0.5318275870968661, 'classifier__colsample_bytree': 0.6344009585513211, 'classifier__eta': 0.031211737145323215, 'classifier__lambda': 1.1781138836482312, 'classifier__max_depth': 5, 'classifier__min_child_weight': 832.6637080293387, 'classifier__n_estimators': 214, 'classifier__subsample': 0.4617886556223141}",0.70125
"{'classifier__alpha': 0.00039613445319493343, 'classifier__booster': 'gblinear', 'classifier__colsample_bylevel': 0.9879952865166672, 'classifier__colsample_bytree': 0.7659959501929948, 'classifier__eta': 0.005889038436788433, 'classifier__lambda': 1.56990613018721e-05, 'classifier__max_depth': 7, 'classifier__min_child_weight': 956.7798757101157, 'classifier__n_estimators': 485, 'classifier__subsample': 0.989865699606771}",0.7025
"{'classifier__alpha': 1.7891672227421829, 'classifier__booster': 'gbtree', 'classifier__colsample_bylevel': 0.9441600182038796, 'classifier__colsample_bytree': 0.5018366758843366, 'classifier__eta': 0.00017359192449968328, 'classifier__lambda': 6.446570931420683e-05, 'classifier__max_depth': 5, 'classifier__min_child_weight': 60651.339102116646, 'classifier__n_estimators': 439, 'classifier__subsample': 0.3504553653965067}",0.70125
"{'classifier__alpha': 0.02405691035405287, 'classifier__booster': 'gblinear', 'classifier__colsample_bylevel': 0.23283592998597857, 'classifier__colsample_bytree': 0.4368606627948174, 'classifier__eta': 0.003276649123338669, 'classifier__lambda': 0.02324046940849038, 'classifier__max_depth': 2, 'classifier__min_child_weight': 16650.25537296417, 'classifier__n_estimators': 429, 'classifier__subsample': 0.5334182392266678}",0.70125
"{'classifier__alpha': 1.170311432828603e-05, 'classifier__booster': 'gblinear', 'classifier__colsample_bylevel': 0.689272006461775, 'classifier__colsample_bytree': 0.8693692898411813, 'classifier__eta': 4.764729145654637e-08, 'classifier__lambda': 0.01574836304616134, 'classifier__max_depth': 3, 'classifier__min_child_weight': 12634.436235949208, 'classifier__n_estimators': 260, 'classifier__subsample': 0.3705146646103936}",0.70125
"{'classifier__alpha': 0.05133742464617025, 'classifier__booster': 'gblinear', 'classifier__colsample_bylevel': 0.08319498833243877, 'classifier__colsample_bytree': 0.7636828414433382, 'classifier__eta': 2.7331517507338587e-08, 'classifier__lambda': 0.0002288551679754451, 'classifier__max_depth': 7, 'classifier__min_child_weight': 4.677218042185842, 'classifier__n_estimators': 367, 'classifier__subsample': 0.26009994318521734}",0.70125
"{'classifier__alpha': 27.126740102315367, 'classifier__booster': 'gblinear', 'classifier__colsample_bylevel': 0.01612920669501683, 'classifier__colsample_bytree': 0.5944318794450425, 'classifier__eta': 3.6970210550087477e-05, 'classifier__lambda': 0.00012963357827152087, 'classifier__max_depth': 9, 'classifier__min_child_weight': 5.751697933652298, 'classifier__n_estimators': 434, 'classifier__subsample': 0.7919702955318196}",0.70125
"{'classifier__alpha': 0.07597710616629699, 'classifier__booster': 'gbtree', 'classifier__colsample_bylevel': 0.9251324896139861, 'classifier__colsample_bytree': 0.8416699969127163, 'classifier__eta': 3.7495199340028705e-07, 'classifier__lambda': 2.0190182594088133e-05, 'classifier__max_depth': 4, 'classifier__min_child_weight': 612.7732148337124, 'classifier__n_estimators': 136, 'classifier__subsample': 0.6567190646779424}",0.70125
"{'classifier__alpha': 1.0689133453206023e-05, 'classifier__booster': 'gbtree', 'classifier__colsample_bylevel': 0.7625478137854338, 'classifier__colsample_bytree': 0.5931769165622212, 'classifier__eta': 0.0008260721619707687, 'classifier__lambda': 0.0001142594597948202, 'classifier__max_depth': 9, 'classifier__min_child_weight': 218460.84845372368, 'classifier__n_estimators': 251, 'classifier__subsample': 0.4434560140483249}",0.70125
"{'classifier__alpha': 0.03907482839405755, 'classifier__booster': 'gbtree', 'classifier__colsample_bylevel': 0.552043721868906, 'classifier__colsample_bytree': 0.2402475038982551, 'classifier__eta': 0.07047743856596296, 'classifier__lambda': 0.016659768828016584, 'classifier__max_depth': 10, 'classifier__min_child_weight': 7461.075136805156, 'classifier__n_estimators': 498, 'classifier__subsample': 0.6594873755040601}",0.70125
"{'classifier__alpha': 0.5565166119479992, 'classifier__booster': 'gblinear', 'classifier__colsample_bylevel': 0.3542646755916785, 'classifier__colsample_bytree': 0.17108182920509907, 'classifier__eta': 0.01954908095227227, 'classifier__lambda': 0.002347988261635707, 'classifier__max_depth': 2, 'classifier__min_child_weight': 4447.500522920924, 'classifier__n_estimators': 216, 'classifier__subsample': 0.6215330593973323}",0.70125
