trial,bootstrap,criterion,max_features,max_samples,min_samples_leaf,n_estimators,value,time,dataset
0,True,gini,0.22479561626896213,0.5780093202212182,0.061616722433639894,381,0.7524047619047619,1.367151,31
1,True,entropy,0.7659541126403374,0.9849549260809971,0.09246782213565524,868,0.7272500000000001,3.768517,31
2,True,log_loss,0.3329833121584336,0.7159725093210578,0.17237057894447588,190,0.7227500000000001,0.630066,31
3,True,log_loss,0.25973902572668783,0.8925879806965068,0.1528468876827223,148,0.7409761904761905,0.512935,31
4,True,entropy,0.8591084298026667,0.5325257964926398,0.24312640661491186,597,0.5,1.768065,31
5,True,log_loss,0.19763058787582308,0.7200762468698007,0.14903538202225403,811,0.7361428571428571,2.576958,31
6,True,gini,0.5160544169422486,0.6558555380447055,0.15934205586865594,44,0.7241428571428572,0.165536,31
7,True,gini,0.5783199830488681,0.9474136752138245,0.23437484700462335,193,0.721702380952381,0.655371,31
8,True,log_loss,0.3170792254191167,0.6943386448447411,0.21574750183038588,97,0.5931904761904763,0.327936,31
9,True,entropy,0.15964051494381667,0.9010984903770198,0.24737738732010345,363,0.6526666666666667,1.149135,31
10,True,log_loss,0.6832057344327899,0.8534286719238086,0.20425406933718915,775,0.7317380952380953,2.875129,31
11,True,log_loss,0.3647184198821194,0.811649063413779,0.06271167005720474,83,0.7413333333333334,0.370804,31
12,True,entropy,0.4777719401295595,0.9436063712881633,0.07391884918766034,318,0.7421428571428572,1.29093,31
13,True,log_loss,0.5181862635055953,0.7468977981821954,0.13550820367170993,716,0.7354880952380953,2.536418,31
14,True,log_loss,0.5068565529317622,0.6571779905381634,0.2315132947852186,35,0.5554761904761905,0.137549,31
15,True,entropy,0.3318011623310144,0.5384899549143964,0.08224425745080088,257,0.7417380952380952,0.894394,31
16,True,log_loss,0.24925604710882868,0.9018360384495572,0.22851179969799557,931,0.7192142857142857,2.978557,31
17,True,entropy,0.28234813003355336,0.5550259622638384,0.13542155772525127,544,0.7243214285714286,1.72205,31
18,True,gini,0.2776862483765842,0.7087055015743895,0.07397307346673657,820,0.747904761904762,2.818965,31
19,True,gini,0.39090368190343516,0.8515094794475889,0.24435641654419216,344,0.6039404761904762,1.13655,31
20,True,entropy,0.12950955788362625,0.6424202471887338,0.1719128667959794,963,0.719,3.2531,31
21,True,log_loss,0.21591589767297847,0.6197809453334862,0.1478905520555126,508,0.7214166666666667,1.613866,31
22,True,log_loss,0.6825730788894877,0.6188187719961998,0.12355662654385065,986,0.7331785714285715,3.550965,31
23,True,gini,0.35662405197738867,0.917651247794619,0.08730370207997085,636,0.742904761904762,2.330922,31
24,True,entropy,0.28119662015835034,0.7560465291496405,0.17903455808189,50,0.7165,0.180127,31
25,True,log_loss,0.37285308084020685,0.5687604720729966,0.07269470424811782,182,0.7431309523809524,0.651615,31
26,True,gini,0.5441606492795699,0.9086111001006079,0.1559301156712013,926,0.7346785714285715,3.358474,31
27,True,log_loss,0.37122383283896054,0.816550728636634,0.11984191492253218,249,0.737797619047619,0.875196,31
28,True,gini,0.1673119719960391,0.8210158230771438,0.08232574281892276,729,0.7513809523809525,2.440218,31
29,True,gini,0.10404926707697496,0.8317508845540279,0.08216161028349973,900,0.7570714285714286,2.896501,31
30,True,gini,0.2897992699974401,0.8560896106737679,0.11507993963185355,553,0.7405357142857142,1.916623,31
31,True,entropy,0.17493981426247399,0.7841543016677358,0.12354316061188671,749,0.7433571428571428,2.418153,31
32,True,entropy,0.6049109007978103,0.9460232775885566,0.20896226070832968,272,0.7250833333333333,0.95185,31
33,True,gini,0.32461788995268465,0.8612260576307527,0.05486319328629077,508,0.7493333333333333,2.176735,31
34,True,log_loss,0.39612696020435556,0.9574321951102243,0.053091323305773486,649,0.747404761904762,2.636908,31
35,True,entropy,0.3355591136556686,0.92650472773368,0.12701954572038504,929,0.7383095238095237,3.203638,31
36,True,log_loss,0.6568238373399784,0.9680773870803905,0.16401223401787302,853,0.7341904761904762,3.21636,31
37,True,entropy,0.8018984575423643,0.7591648261818684,0.19815372355084088,106,0.714857142857143,0.395214,31
38,True,gini,0.7480907157433446,0.9046805777392568,0.22341446371602075,700,0.7246785714285714,2.448943,31
39,True,log_loss,0.6615735018061627,0.8249819653888826,0.20915853388722022,915,0.7258214285714286,3.114622,31
40,True,entropy,0.1287538190373937,0.789140070498087,0.14311960362649204,891,0.7458452380952382,2.804279,31
41,True,entropy,0.7580804485277266,0.5186740943746072,0.12203812828225258,547,0.7330476190476191,1.92663,31
42,True,entropy,0.1682779719950144,0.8114452379095001,0.06033634423372154,135,0.7512380952380953,0.484772,31
43,True,log_loss,0.5130402786409562,0.9879260397312672,0.1145912945882492,536,0.7319761904761904,2.070508,31
44,True,entropy,0.8701187317423401,0.5126753717077288,0.21719602410244115,798,0.5,2.354491,31
45,True,gini,0.5393813317648964,0.6251214490822976,0.1929191845400125,699,0.6890595238095237,2.327829,31
46,True,entropy,0.5893765969874818,0.7771770262557003,0.133920012485558,664,0.7351785714285715,2.447155,31
47,True,entropy,0.13680211361740222,0.5580363202534582,0.05814576046379403,255,0.7567142857142856,0.833416,31
48,True,gini,0.4787774166244526,0.7458079375584161,0.08464037398200304,857,0.7386666666666667,3.196266,31
49,True,log_loss,0.399690091701177,0.5226520048860223,0.17517198314284727,439,0.621797619047619,1.409094,31
50,True,gini,0.6139354225650525,0.5352843737002149,0.05530226210832437,508,0.738642857142857,1.938367,31
51,True,gini,0.46660231239321337,0.8216441092211766,0.159123357863187,590,0.7335238095238095,2.082319,31
52,True,entropy,0.15548904070013236,0.5978955673946482,0.07015560027548534,942,0.7527857142857143,3.080328,31
53,True,entropy,0.7759002487755636,0.6594878151468806,0.054654387147165175,28,0.7301666666666667,0.141012,31
54,True,log_loss,0.8019776108216424,0.8144714233899419,0.1970142087607772,817,0.725297619047619,2.854856,31
55,True,log_loss,0.8924041136005386,0.9034173696336321,0.13252353538228528,806,0.7273809523809524,3.171214,31
56,True,log_loss,0.4431952219000147,0.9292063759215059,0.2001742135582995,378,0.7238690476190477,1.264333,31
57,True,entropy,0.35603968082448945,0.9132287330538709,0.2291046456992401,757,0.7193095238095238,2.463,31
58,True,entropy,0.8600495736406439,0.6596568187952074,0.24012142938751124,395,0.5558571428571428,1.288777,31
59,True,gini,0.6380147648616308,0.664332272684958,0.20047490588753603,578,0.6885833333333333,1.986431,31
60,True,gini,0.5396231058589884,0.5287793800083221,0.1383061002746754,794,0.7256190476190476,2.590712,31
61,True,gini,0.5945744506530088,0.8807553158587361,0.07022453522455806,889,0.7376904761904761,3.660169,31
62,True,log_loss,0.1650790245135198,0.8531211135782482,0.06696754281703839,93,0.7551666666666667,0.334652,31
63,True,log_loss,0.8888008510582968,0.9736242886919293,0.2006756370517883,987,0.727404761904762,3.590125,31
64,True,entropy,0.8250835080757888,0.7121110046234882,0.07223949646123028,382,0.7271428571428571,1.621877,31
65,True,entropy,0.1940209974216839,0.559408958134036,0.1798420604232127,498,0.6562261904761905,1.574816,31
66,True,entropy,0.7948793025515682,0.6428560431409304,0.09471916770389054,749,0.7276785714285714,2.925729,31
67,True,entropy,0.5221608872690399,0.9455715568490355,0.2485929592238601,964,0.697202380952381,3.280968,31
68,True,entropy,0.6565989511876937,0.8146993190676313,0.14090821295355466,83,0.7287619047619047,0.329132,31
69,True,entropy,0.860329187261247,0.6404815947961151,0.22805275677818326,631,0.563404761904762,2.178256,31
70,True,gini,0.3826817824208423,0.7318492024699911,0.1667312223701744,461,0.7256309523809525,1.536096,31
71,True,entropy,0.3476220930290622,0.7680481831720603,0.21275900394138975,87,0.7047023809523809,0.30535,31
72,True,entropy,0.680575606710688,0.974899956645962,0.172683039187158,688,0.7299761904761906,2.592335,31
73,True,gini,0.4011706935024397,0.5131834872486261,0.2121106661563666,424,0.5,1.294026,31
74,True,entropy,0.773695138508567,0.9849571989073016,0.21766574094222757,988,0.727845238095238,3.545094,31
75,True,gini,0.750320807304062,0.9323611881275267,0.24994353465722613,474,0.6899523809523809,1.684916,31
76,True,log_loss,0.29787848139455814,0.9248236953387057,0.14010882706201871,997,0.7383214285714286,3.55517,31
77,True,gini,0.5945025923663166,0.8358503422029284,0.12163254360656811,137,0.7344880952380952,0.551785,31
78,True,log_loss,0.7817452002548321,0.7600817505559967,0.16038136775489711,122,0.7267023809523809,0.466524,31
79,True,gini,0.7041098045388953,0.5143913381566695,0.17406191027069295,565,0.6297142857142857,1.937682,31
80,True,gini,0.5719341494837065,0.6752937794032985,0.12844880901994649,707,0.7339404761904762,2.527417,31
81,True,gini,0.4172342258570162,0.8918265063705715,0.1744173400455747,443,0.7319404761904762,1.542903,31
82,True,gini,0.3065955106391667,0.7460581465397691,0.14182715124765227,864,0.7405833333333334,2.885511,31
83,True,log_loss,0.16069066248693115,0.6200728093890966,0.07577594438212985,981,0.7534285714285713,3.212468,31
84,True,log_loss,0.37653382665909063,0.5909400421995724,0.22935768198120238,136,0.5,0.420867,31
85,True,gini,0.23514805045773166,0.5204343081332394,0.10571806780639173,479,0.7420357142857142,1.56565,31
86,True,log_loss,0.39141588883846035,0.6031668592028963,0.1506834541709714,185,0.7215833333333335,0.621323,31
87,True,entropy,0.7988628992854218,0.540879515974436,0.23417448010636266,694,0.5,2.060868,31
88,True,entropy,0.2674794586693683,0.5922605096781887,0.12409442055827641,70,0.7452142857142857,0.247014,31
89,True,gini,0.12934656231247832,0.8737354690668783,0.10048738886880415,490,0.7496190476190477,1.602193,31
90,True,gini,0.4579298934587638,0.553586005669888,0.15652345329100464,716,0.7220833333333334,2.322999,31
91,True,entropy,0.2691584055972357,0.6610395827915891,0.11549947043558294,250,0.7383214285714285,0.844413,31
92,True,gini,0.4987537591432458,0.8945856193036692,0.06738405761748474,128,0.743,0.528877,31
93,True,entropy,0.3270207246389796,0.5637901513977819,0.12261645927972703,542,0.7411071428571429,1.808872,31
94,True,log_loss,0.2897814333887956,0.8028874096784435,0.07035649452408076,650,0.7480714285714285,2.329191,31
95,True,gini,0.23869887623580388,0.6425475843469235,0.22935308492528506,161,0.5553928571428572,0.518146,31
96,True,log_loss,0.4182844792365933,0.5560194510840262,0.24389408665507378,89,0.5,0.280894,31
97,True,gini,0.8435007913020687,0.8343216099622155,0.16135257860278596,867,0.7248452380952382,3.319269,31
