trial,booster,colsample_bylevel,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,value,time,dataset
0,gbtree,0.24646688973455957,0.32479561626896214,0.2657846934562037,9,20.814367336189438,755,64.77532426827341,4.0428727350273315,0.7989954563585538,0.5,0.596131,31
1,gbtree,0.34672360788274703,0.3454599737656805,0.00011861690371243162,13,27.967067056141072,1419,0.010996218010237245,1.40779231399724,0.9774323891214958,0.767702380952381,1.390423,31
2,gbtree,0.5648559873736287,0.4930894746349534,0.0011195018979975153,3,38.1023703639727,870,18.533502111715695,0.01577766363058246,0.7088896710417846,0.7338571428571429,0.745344,31
3,gbtree,0.9591084298026666,0.25204127438822366,0.013611714042498597,10,22.656563708286026,1033,301.0828323371717,70.85721663941601,0.28483780953999827,0.5,0.826445,31
4,gbtree,0.22751081689217473,0.5961415280890161,0.00022481268581995073,7,16.49885582528691,616,126.14674784489826,0.035700959600309494,0.7631747698841177,0.5,0.495861,31
5,gbtree,0.8201062586888916,0.9756677022116469,0.001326789408689306,9,24.476515851741933,1329,201.0721987450936,233.86439256208715,0.6400510158833581,0.5,0.950011,31
6,gbtree,0.5109418317515857,0.4602642646106115,0.20924076492348906,3,6.743865691638335,1200,0.006615366471747824,93.84800715909533,0.3163693765389396,0.7814523809523809,1.14915,31
7,gbtree,0.9895095492804138,0.2596405149438167,0.001027881282043665,3,102.87901655576304,720,15.177443791190449,0.015570196345516612,0.6570220623686863,0.5,0.573134,31
8,gbtree,0.48677258283541813,0.2592357213872723,0.08656473142106183,11,98.9513340291151,20,0.0005989585937565717,150.8761367568167,0.7801430078857128,0.5,0.136119,31
9,gbtree,0.7100459770841705,0.7836849426704513,0.0015556594680629077,5,42.298281897396876,1250,89.64989861647395,0.6812233896860297,0.2976687627145177,0.5,0.895804,31
10,gbtree,0.4141461509698972,0.48941405283079625,0.030327967312050605,1,72.83286251653821,1908,0.042960803961343164,10.316833991568032,0.438232154979619,0.5,1.291042,31
11,gbtree,0.3920532665109229,0.4179306474477347,0.3754414196483786,14,4.985159028766695,1661,0.012235083102284765,0.5704409526595715,0.959357289980285,0.7514642857142857,1.825335,31
12,gbtree,0.3453109225034605,0.6674139122073675,0.0001651414742612318,15,60.52556279875595,1436,0.0004988340024097086,671.6346526687574,0.47658972219146783,0.5,1.014148,31
13,gbtree,0.6405532569000698,0.3957506341159537,0.005339430700195971,12,1.3494477533039735,1667,0.33288902214315774,12.972618567849958,0.9940139977399695,0.7952857142857143,3.61562,31
14,gbtree,0.6566081422299506,0.6098646400400944,0.006693153529978223,12,4.561858669363737,1955,1.6740034676059856,22.099208343326936,0.5022348580793201,0.7874285714285715,2.520779,31
15,gbtree,0.6908813220467248,0.6342832010968956,0.007387854231573423,12,57.96560322503965,1971,1.2237410333154237,24.89315480502164,0.5146363256850995,0.5,1.41396,31
16,gbtree,0.6456742880725642,0.8007977888100207,0.0036135423815039694,7,1.4858208224369556,1747,0.8719383194499206,0.0011997072580708817,0.8796544521120457,0.7902142857142856,3.485564,31
17,gbtree,0.8511949644622654,0.8553477360464393,0.003725982378768836,7,80.56282202105527,1663,0.5368634689425572,0.0015531844045144523,0.87207405026633,0.5,1.19405,31
18,gbtree,0.7804343730897717,0.7859908897653658,0.025434808090266627,6,42.006978948559436,1598,0.12340432487062923,0.1444150370391158,0.8933132159340825,0.7368809523809523,1.492946,31
19,gbtree,0.5985640196254172,0.9914433475434633,0.0031962238041835437,8,112.5296766663991,453,3.1032801955897407,0.0018202983504851395,0.8651687643162422,0.5,0.434765,31
20,gbtree,0.7469418470621612,0.7286132764751371,0.00045381110780698327,5,126.30795386192561,1785,0.24557744114911986,0.13376111033886598,0.997169038303934,0.5,1.22137,31
21,gbtree,0.6479428881556301,0.5788347424528902,0.006528742191927639,12,1.071556561923534,1883,2.7326518424207564,11.662132002162815,0.5637165257587249,0.7973333333333334,3.311329,31
22,gbtree,0.6403666987703247,0.5558225530318381,0.0131286982266421,11,2.5869745042370065,1549,6.564706268367227,8.13069171176305,0.5766187425129814,0.7942857142857143,1.941912,31
23,gbtree,0.5472673034634858,0.552325375570846,0.018558827275470344,11,13.626022961221722,1458,6.808606306381777,4.015663584530728,0.5558731464254799,0.7779999999999999,1.432643,31
24,gbtree,0.8698015817367284,0.4214429288846878,0.04898748187436182,13,37.04699596474593,1104,11.472030436757473,4.635887531883792,0.5833531425495113,0.7150119047619048,0.894634,31
25,gbtree,0.6257702828638704,0.5396748055442432,0.009292308097740114,11,12.820529869483558,1803,0.08338055602498023,25.054780975048534,0.38599663128984013,0.7733809523809524,1.726927,31
26,gbtree,0.44539742960694845,0.7017080613871312,0.06234849320527685,15,49.99283635580676,1599,0.3375534373834566,1.7148327481589578,0.700519037131992,0.6217380952380951,1.30761,31
27,gbtree,0.7306461315971075,0.3812370058729023,0.0025074358597789626,13,31.983847509706937,1513,3.4280324457253735,10.897866060477412,0.5866417164972826,0.7402500000000001,1.30746,31
28,gbtree,0.599706986065374,0.5603397198648334,0.015229602090277313,10,13.113383543834889,1831,35.80485699471219,346.2111599993375,0.39968425010766007,0.6723214285714285,1.254112,31
29,gbtree,0.7789734825923698,0.3430981192637458,0.0005709085203543639,9,20.97593235241717,1309,0.00011733578162843441,56.82182494256956,0.6927736214197527,0.752547619047619,1.318273,31
30,gbtree,0.6741871250384316,0.4607951721342616,0.12378376552079981,14,1.140315621545052,277,0.03868079882835067,5.1922182596849815,0.5411215249485437,0.7816190476190477,0.68593,31
31,gbtree,0.6361623054285862,0.9162551783320021,0.0046320603715863965,10,8.276882731346793,1732,0.6308079018467735,0.1624052780058755,0.9257763941610578,0.7870476190476191,2.8784,31
32,gbtree,0.548095784395124,0.7831497184786053,0.0021898203741979403,12,1.2524849355455066,1991,1.119350186384663,2.0215952080911745,0.8082311534519979,0.7932857142857144,4.973081,31
33,gbtree,0.5626188291428438,0.6708203657572737,0.012302456781064907,12,30.51247001823177,1987,31.8826857769045,1.3806888168538538,0.825468175730459,0.7329404761904763,1.474713,31
