trial,booster,colsample_bylevel,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,value,time,dataset
0,gbtree,0.24646688973455957,0.32479561626896214,0.2657846934562037,9,20.814367336189438,755,64.77532426827341,4.0428727350273315,0.7989954563585538,0.8398811100008465,0.828057,45062
1,gbtree,0.34672360788274703,0.3454599737656805,0.00011861690371243162,13,27.967067056141072,1419,0.010996218010237245,1.40779231399724,0.9774323891214958,0.8417839911985224,3.020156,45062
2,gbtree,0.5648559873736287,0.4930894746349534,0.0011195018979975153,3,38.1023703639727,870,18.533502111715695,0.01577766363058246,0.7088896710417846,0.8331725500377208,1.45646,45062
3,gbtree,0.9591084298026666,0.25204127438822366,0.013611714042498597,10,22.656563708286026,1033,301.0828323371717,70.85721663941601,0.28483780953999827,0.5,1.000457,45062
4,gbtree,0.22751081689217473,0.5961415280890161,0.00022481268581995073,7,16.49885582528691,616,126.14674784489826,0.035700959600309494,0.7631747698841177,0.8244400090995668,0.842244,45062
5,gbtree,0.8201062586888916,0.9756677022116469,0.001326789408689306,9,24.476515851741933,1329,201.0721987450936,233.86439256208715,0.6400510158833581,0.8071304584344766,2.253155,45062
6,gbtree,0.5109418317515857,0.4602642646106115,0.20924076492348906,3,6.743865691638335,1200,0.006615366471747824,93.84800715909533,0.3163693765389396,0.8552373196843993,2.026722,45062
7,gbtree,0.9895095492804138,0.2596405149438167,0.001027881282043665,3,102.87901655576304,720,15.177443791190449,0.015570196345516612,0.6570220623686863,0.8278660821863578,1.116543,45062
8,gbtree,0.48677258283541813,0.2592357213872723,0.08656473142106183,11,98.9513340291151,20,0.0005989585937565717,150.8761367568167,0.7801430078857128,0.8027963203764632,0.136472,45062
9,gbtree,0.7100459770841705,0.7836849426704513,0.0015556594680629077,5,42.298281897396876,1250,89.64989861647395,0.6812233896860297,0.2976687627145177,0.8152321048911976,1.847324,45062
10,gbtree,0.6181862635055952,0.5950364770915126,0.03708092097035715,9,98.91283185422924,248,0.07387340405009699,0.0014207404990676058,0.8205887864626731,0.8457072164950492,0.629928,45062
11,gbtree,0.39943378331909996,0.9260531791408744,0.00012978061036051654,5,65.58847777791725,224,0.05667216683575905,34.14340513209104,0.7273078084478353,0.830600565881219,0.571022,45062
12,gbtree,0.7067230052083389,0.8464963036515336,0.0001893591316335682,3,119.07160184750678,465,70.28527686382388,66.37926838138381,0.467313589685326,0.80823063318555,0.740644,45062
13,gbtree,0.2880415396221414,0.4544027799774911,0.1640782662475778,13,114.80359509028364,381,0.0033828172700188387,0.36529752669123594,0.6545066814367381,0.8372597932179552,0.597291,45062
14,gbtree,0.29589229386694627,0.3776862483765842,0.12600947358253475,8,54.01119739989493,1638,0.018414135215695005,454.4208225488322,0.255214097898393,0.8333898191962661,2.117299,45062
15,gbtree,0.40142583666029136,0.9699578359536891,0.007391199801845108,6,124.416324505562,653,0.216857508457719,0.0638660209183677,0.7772642191713834,0.8409918005922392,1.365513,45062
16,gbtree,0.9266127087733229,0.4229171713892892,0.00013579037800019674,8,7.537801408748647,577,0.004048418463333446,0.007402343469704424,0.7071732504849226,0.8577326967044356,2.633714,45062
17,gbtree,0.7825730788894878,0.39011003519391974,0.35511749309695206,11,97.72569114674714,984,0.02934650079826427,6.220638781359818,0.4315414536336253,0.8313431773356645,1.572954,45062
18,gbtree,0.23262011324381116,0.3492148083198834,0.008509274894190977,13,41.73906825141045,1271,0.92142559953802,11.62481823613906,0.3177173275408062,0.8275825222428252,1.56115,45062
19,gbtree,0.5093882770404299,0.7527501904819729,0.006991814816106377,10,23.144536483633914,43,192.65237839524252,0.006685373335828941,0.41987183139845347,0.7929363611233831,0.164951,45062
20,gbtree,0.8537777601609726,0.7279872368273432,0.000256293995121452,14,33.75858671982476,689,0.5308748210122515,1.506272232520005,0.943520213708922,0.8552707757177498,2.516374,45062
21,gbtree,0.47936765969012873,0.4712238328389606,0.00021645207574664876,14,81.40388507370503,491,7.42390881964041,241.35792291303983,0.922911818464995,0.8258921731248392,0.855283,45062
22,gbtree,0.685143247727672,0.9188433508216634,0.06444044071581621,2,21.526846690015947,1776,0.00011526713589431362,0.004062835674447078,0.7315237346157158,0.8586759757737872,2.511979,45062
23,gbtree,0.37941544756844786,0.7215690076020804,0.00010428746928086743,9,88.87069010697205,1331,6.00071024541004,0.026515176659171316,0.370606038563124,0.8247578646850131,2.182208,45062
24,gbtree,0.274939814262474,0.6546468826683773,0.04885475326177033,13,84.5168373221436,657,0.029315991806652227,0.03901343643245449,0.7372246742854109,0.8429643959512738,1.154319,45062
25,gbtree,0.6021096744841536,0.8358490428333187,0.3197734410944372,14,81.15460550165238,495,0.7423417792687168,0.9017915528354472,0.5448232935000703,0.8376113416098047,1.025411,45062
26,gbtree,0.9523668674823316,0.34168854352563915,0.04002357332224733,1,82.97498158021031,398,251.28371645523674,308.45111275338604,0.46057927183064185,0.7764627706504886,0.483223,45062
27,gbtree,0.882407564373888,0.9708959816714022,0.00011367779996743946,7,123.76516201854604,746,0.009452291504238805,0.2044496500917521,0.9462389219407941,0.8239207902428433,1.828986,45062
28,gbtree,0.6560489360714921,0.7568238373399785,0.0013853900850136615,9,119.89165631841918,1704,0.00044872816616678884,4.898277215907765,0.37711956001456937,0.8256436572921242,2.631626,45062
29,gbtree,0.7619872671896875,0.7576125927962145,0.00031958841415150746,14,95.07761445478397,1981,0.025818034815775753,0.05774987726789048,0.6387472392728025,0.8326441563299222,4.37103,45062
30,gbtree,0.8386361431734202,0.6012130357497597,0.08280890604911915,14,65.9404846553391,1621,2.2950041568007085,16.285506249643184,0.9003042389350777,0.8446746691349724,3.959552,45062
31,gbtree,0.22875381903739367,0.6626241127969392,0.16063960731494917,6,12.935706359790363,1594,0.1329911669902021,1.802469016852411,0.5034963676386519,0.836428833209847,3.925413,45062
32,gbtree,0.30164841012150784,0.4881525131290103,0.013434355902863545,1,105.4702712037766,580,0.31905901272431797,41.68322557207813,0.27287518745428707,0.8181175052474001,0.733972,45062
33,gbtree,0.7099439211985652,0.6325080972880852,0.017526244334505836,1,68.4820382091548,439,7.439483318099948,716.3289063135321,0.314010598745326,0.8173962811774252,0.559523,45062
34,gbtree,0.22028059473236603,0.2627651050738128,0.001456493631839901,5,56.74937042961579,1037,287.5200210625875,103.72435026692942,0.8463896460765278,0.8045950183997803,1.058592,45062
35,gbtree,0.77167673816005,0.6393813317648964,0.002972165846947594,3,32.7808480669036,1395,2.6880814750085698,0.047819318414852596,0.37997074005313436,0.8455619646331979,2.662468,45062
36,gbtree,0.4847781429210093,0.398184791600926,0.04549345927195762,10,54.28920792832932,1911,12.150499838106768,0.0012200030931738236,0.6657655393835505,0.8461932040438122,2.741699,45062
37,gbtree,0.2782673285208012,0.5793390632698602,0.00014645502467126124,13,90.364548141263,241,0.19878500601148194,0.6931554219323903,0.28054660173922763,0.8194385137828363,0.453655,45062
38,gbtree,0.499690091701177,0.23624320781763564,0.003653925328605644,10,81.65689366019076,354,1.5814779179700953,1.0442814210473008,0.54887855079803,0.8226466486155621,0.614589,45062
39,gbtree,0.6686204650187706,0.22120904843329747,0.023585982772904763,2,82.58724833220208,1715,203.35671381436887,2.8369067932328353,0.37220082031107227,0.7789732348160785,1.694657,45062
40,gbtree,0.9689524510591314,0.5088821102406194,0.020756912498528804,9,120.56603071461869,782,118.64293075342988,0.014953636132627126,0.5936896678686374,0.8214999057529099,1.098337,45062
41,gbtree,0.45518050423500905,0.2569509187681832,0.0002306791841544548,2,87.74186022387732,148,46.61187194439682,0.0013792138650780268,0.26366636923866227,0.8180647564866297,0.267781,45062
42,gbtree,0.7880568350431087,0.9019776108216424,0.0010357568342127424,11,80.87574154104527,1631,24.590676155650485,0.049227460846068764,0.3386236207162422,0.8207060948428004,2.70396,45062
43,gbtree,0.8211303685935976,0.49761446863422654,0.0505544471924252,15,53.402444967751165,363,0.019343851753942543,384.18813972238587,0.855126054450448,0.8448751644217068,0.856472,45062
44,gbtree,0.6042018979582857,0.9220423253436534,0.0035096371826253106,12,14.09673134216344,1719,35.069231696703525,0.08323339438442744,0.813153300843623,0.8546425370393479,4.65424,45062
45,gbtree,0.960049573640644,0.4554509100723319,0.002523061261149715,14,12.593407951838962,1792,238.71514635028188,2.7582100003239063,0.25812823861022377,0.5,1.705493,45062
46,gbtree,0.8332632349806788,0.8018996235501441,0.0041240856193389235,5,86.40984392178387,1267,19.850035422145805,0.0035256290689538567,0.4699080787735484,0.838656470809885,2.344381,45062
47,gbtree,0.2936536131420847,0.480732010041663,0.00016118703499847542,7,113.73843121030407,994,0.0009106883839210573,37.07351723314314,0.6621466617428017,0.8220843619165299,1.35704,45062
