trial,bootstrap,criterion,max_features,max_samples,min_samples_leaf,n_estimators,value,time
100,True,entropy,0.8919681859119563,0.5316874852363839,0.1144707689949446,537,0.7722696804289866,9.752779
101,True,log_loss,0.47726095084012676,0.7978193703039221,0.13236818282945373,812,0.7718433465484381,14.858631
102,True,log_loss,0.6846939801629154,0.5621486117427723,0.23766809136420758,355,0.5,5.332697
103,True,entropy,0.21181790130103162,0.920914388379136,0.20905346237197803,189,0.7560807083344533,3.145501
104,True,log_loss,0.5184523398152955,0.8325986103481,0.1217660968247005,209,0.7746448881774515,4.054506
105,True,entropy,0.47014382853568515,0.6884722147124538,0.11027557483282842,879,0.77379574590426,16.052388
106,True,log_loss,0.5348422888911909,0.6919456106866058,0.2312944221929094,750,0.7089126430160536,12.543394
107,True,entropy,0.2114176581307098,0.6674528073285431,0.20880503785405918,628,0.725865331323766,9.974378
108,True,entropy,0.34937765423643863,0.5758374398663756,0.09969782796289316,624,0.7741483513132065,10.745674
109,True,log_loss,0.373665398972726,0.9383828183808747,0.21425146093440256,747,0.7582925778538974,12.613434
110,True,gini,0.21993394187901905,0.8986476828897768,0.0958502790465283,119,0.7714242725182723,2.112735
111,True,gini,0.30143924712556225,0.7713622216737981,0.11913919870078389,725,0.7732997360571484,12.693898
112,True,gini,0.8578266716894523,0.7310029018220663,0.08067028062321605,189,0.7799964906544175,4.160097
113,True,entropy,0.8456946259868899,0.9360619544720757,0.1630266367178418,590,0.7711194815760647,11.775145
114,True,gini,0.5853720371062847,0.7881441800834066,0.1348261342604772,700,0.7721120135746571,12.96658
115,True,gini,0.8878729591698676,0.5566190229203776,0.21777961728918682,739,0.586588257246688,10.996189
116,True,gini,0.41920216309610425,0.7956377178724646,0.06095232776440627,133,0.7859859966707798,2.69742
117,True,gini,0.5299164823503383,0.6990843467954717,0.2339711232825521,342,0.7073142890977233,5.746112
118,True,entropy,0.4619516129061547,0.612302411469991,0.07817140407595997,353,0.7768191059202705,6.528394
119,True,log_loss,0.5644706802224347,0.6811969495583166,0.1764528575839061,184,0.7622328353827189,3.172442
120,True,log_loss,0.43169929898161896,0.5743313638765565,0.06706993361572877,22,0.7707609301025797,0.495706
121,True,entropy,0.2679244744764686,0.8749802351995889,0.22961085788814278,997,0.7546068248368163,16.108115
122,True,log_loss,0.1525669115426819,0.7824205666313082,0.20510552333900212,213,0.7484477992473241,3.410236
123,True,gini,0.22419219674457003,0.7798201656541089,0.08638562609905423,459,0.776988674036782,8.008896
124,True,gini,0.4269873368784771,0.8219997716195079,0.05507727113206898,864,0.7902336096763606,17.993246
125,True,gini,0.28485983727045716,0.6109860809664747,0.18437854871974568,164,0.7495031863207146,2.685156
126,True,entropy,0.29054622483738124,0.8263730539259373,0.06988827855186903,29,0.7745479804782691,0.627616
127,True,entropy,0.634468109256517,0.6985917648092275,0.0909968590831642,250,0.7786082787584334,5.110941
128,True,gini,0.12122576309905578,0.6039431275730136,0.08628708701795947,300,0.7722207413441089,4.882296
129,True,entropy,0.307538746745034,0.670908675848938,0.1259384816334534,587,0.7673297366214642,10.064568
130,True,entropy,0.4489012233082533,0.7760235904259901,0.10889315190838354,594,0.7745710529805314,11.177075
131,True,log_loss,0.8156417815152731,0.7437155991247568,0.20997105118946308,949,0.7607609880178471,17.249583
132,True,log_loss,0.30631014834656184,0.8167391099130736,0.07787121481456483,431,0.7808923775455576,7.976618
133,True,gini,0.11471254123797339,0.6361536632596845,0.2328597613120998,837,0.6495239063741005,13.368327
134,True,gini,0.7637934429657613,0.8257101941759322,0.09128425435212065,126,0.7812719094117548,2.897677
135,True,entropy,0.5804134883469227,0.7987065510851541,0.18300733490925108,20,0.7274108382753067,0.452481
136,True,gini,0.13757277342004404,0.7594588526414188,0.08325667375121588,183,0.776503492337447,3.153243
137,True,entropy,0.3309549894165599,0.6946478070209883,0.12113454329298984,741,0.7699621989023059,13.485836
138,True,entropy,0.8494637914598064,0.8318355826813241,0.19651441944205006,722,0.7658750551099345,13.394758
139,True,log_loss,0.49709299776098914,0.5257129067421251,0.16936856978337783,223,0.7499328628200977,3.759042
140,True,gini,0.49639305296495884,0.8640943781018017,0.1876804792855472,341,0.7579671193293865,6.034726
141,True,entropy,0.31771610978397014,0.8473482354272134,0.1680461333738174,440,0.764284852143678,7.45672
142,True,entropy,0.45680461836636466,0.9751186769104012,0.08702658576772393,367,0.7824446312864746,7.59875
143,True,gini,0.653821251614282,0.8293916833553587,0.21983913031306385,547,0.7613719493109498,10.190316
144,True,log_loss,0.13154144909480472,0.9720296698433066,0.19111503450313772,257,0.756542947977451,4.184334
145,True,log_loss,0.6579362137974719,0.5169729892928994,0.10946980147451016,926,0.7710172014561709,16.259646
146,True,gini,0.7756395188280564,0.9310213254946567,0.11382009464865113,926,0.7776578383089354,19.991889
147,True,entropy,0.16156256130336732,0.5602834428886394,0.18925775517562798,831,0.7121497380448929,12.936721
148,True,gini,0.7325785318711708,0.7697456461876686,0.11375050058641399,346,0.7755571418194719,7.035723
149,True,gini,0.7960790991207439,0.5122003907782691,0.05425388217007743,630,0.7872733354322663,12.984959
150,True,entropy,0.3805694523613682,0.9989670552666687,0.2034376577862254,876,0.7609215434697401,14.907545
151,True,log_loss,0.7146187310916146,0.9920417345996475,0.13355335643346677,408,0.7755808454539059,8.68427
152,True,gini,0.3297911933232654,0.6773110788203882,0.10926162409119802,427,0.7703642621879818,7.96777
153,True,log_loss,0.4074613177277454,0.7138865668679312,0.18592945653861398,241,0.7574554558454868,4.242735
154,True,gini,0.8032946460497318,0.7087903878924642,0.23894640445828208,226,0.6976604639314141,4.240194
155,True,log_loss,0.8541854193081005,0.6158358506917216,0.1799293297984737,473,0.7595285042397057,8.722896
156,True,gini,0.24915060971540362,0.6102431045350877,0.20591689471335067,612,0.7067139795235837,9.982787
157,True,entropy,0.8959262581171482,0.9638761415976065,0.08477904984389746,356,0.7845908516789195,8.92849
158,True,gini,0.27955245746932855,0.9079165624953089,0.09476352296452462,402,0.779441216853165,7.542419
159,True,gini,0.31248003407096486,0.9387304313151902,0.07590298425656083,542,0.7861339950617205,10.368634
160,True,gini,0.5406858964873115,0.8276209903195109,0.06739735198228203,890,0.7877800820770213,18.576555
161,True,log_loss,0.16483697272611836,0.7479378675393854,0.09403664038996228,414,0.7725017396732907,6.814209
162,True,entropy,0.5739262277276141,0.740293288663324,0.21493619318502982,687,0.7525436745186724,11.899641
163,True,gini,0.7379408172855425,0.939314993177579,0.1816903669316851,354,0.7662335894236989,6.714929
164,True,gini,0.6441126174082403,0.8487357308346418,0.17372227564303688,852,0.7670289987340368,15.315502
165,True,entropy,0.7606534004518102,0.5146236415172796,0.07577397349468905,755,0.7798892997299554,14.61186
166,True,log_loss,0.505974187008669,0.9160670889788709,0.05127717434336672,342,0.7946566263685022,7.866522
167,True,entropy,0.6072045624796891,0.6299017905320798,0.15799707594317108,294,0.7628087614582425,5.118826
168,True,entropy,0.3734977328309489,0.9814960019294974,0.17652437862678966,782,0.7677928087384295,13.648987
169,True,entropy,0.340770853557453,0.5339185295525859,0.19163441772905632,933,0.7045846403301657,15.406957
170,True,log_loss,0.7972294449219011,0.5228710169062565,0.2446977938354794,76,0.5,1.356368
171,True,log_loss,0.1176988412231978,0.5122934582294008,0.11472204382990825,970,0.7644875010971788,15.64669
172,True,gini,0.8976996001261689,0.636813333140833,0.1352362604471946,494,0.7718635406442957,9.388537
173,True,entropy,0.16590483649267418,0.6103848063943802,0.18609986041494264,457,0.7414511293139643,7.374095
174,True,entropy,0.8548927361340791,0.716167400521301,0.13394546338522445,658,0.7712869754493936,13.20065
175,True,log_loss,0.8152793629433076,0.7046670031575215,0.09599092117821724,642,0.777946240823936,13.688087
176,True,entropy,0.47856792535324577,0.9321791249198186,0.24363868558294438,221,0.7512029211224761,3.975168
177,True,gini,0.7088191927543991,0.9223916140584438,0.1752440643262831,193,0.7675633695597631,3.778748
178,True,entropy,0.48521788121004006,0.8982686454880882,0.0734616377924789,140,0.7858505761088992,3.080637
179,True,gini,0.15136714966010728,0.7457972733707184,0.16639428038287976,134,0.7504379708228597,2.285381
180,True,gini,0.1579575102356471,0.5058102699540503,0.12849871128133697,276,0.7573526484904898,4.586485
181,True,log_loss,0.7238807911146798,0.9300611985946023,0.05792376506967143,485,0.7928251264940593,11.948562
182,True,log_loss,0.4991105227610849,0.5712477714507567,0.17363114686362383,486,0.7526588686756848,8.120237
183,True,gini,0.17029319931586667,0.7588558216923558,0.12012538624183616,706,0.7697690926480991,11.532635
184,True,entropy,0.6515719753098126,0.783770424130779,0.21011733982181657,42,0.7577358673766807,0.87646
185,True,log_loss,0.12526891586051364,0.8532378632434505,0.237242449248738,208,0.7270344528196516,3.383974
186,True,log_loss,0.7413824664558335,0.8570434660662138,0.11789003850856122,61,0.7707829689542318,1.369958
187,True,entropy,0.46185462761464013,0.9086488849812469,0.17871553903930498,817,0.767437766209488,14.652921
188,True,gini,0.22763574409055068,0.6235516170050732,0.22435671331844037,531,0.6914784025863921,8.526782
189,True,gini,0.6269662204007009,0.8948492535712396,0.1496391432906278,227,0.7700422737755377,4.482875
190,True,log_loss,0.6202605490775495,0.9873965810733916,0.08990849018582903,560,0.783764658524341,12.174908
191,True,log_loss,0.7946180043267045,0.7313114783696582,0.1954338139532616,684,0.7628044842272789,12.348089
192,True,gini,0.13208735312998598,0.9938247818680289,0.22340629922448973,746,0.7526109762898796,11.730464
193,True,entropy,0.8205614912090068,0.9367116190408302,0.1343441853746911,583,0.7768467010095803,12.493475
194,True,entropy,0.6052481760740165,0.8114832917817414,0.19662260448305618,284,0.7604144446783219,5.030573
195,True,entropy,0.8771160752333117,0.6187716624619388,0.08619539054189795,140,0.7802443606764924,3.021792
196,True,log_loss,0.5118538831437521,0.7226526275013327,0.12184667387995314,856,0.7724507789058015,15.921493
197,True,log_loss,0.6253893316330338,0.6290667163505638,0.11503801284493897,597,0.7737104323301716,11.202822
198,True,entropy,0.15879739786401015,0.618025231673232,0.08395158101750816,776,0.7774451564239384,12.956089
199,True,entropy,0.5937159892832241,0.624357136293815,0.19135544337708915,525,0.7506355708705632,9.019199
200,True,log_loss,0.47970470059985115,0.8319022638109026,0.21883408979383945,175,0.7554804351965316,3.074074
201,True,entropy,0.3157996892135917,0.5559598096988639,0.061417371217862976,808,0.7821350307809674,14.248139
202,True,gini,0.8471000140223239,0.7260995141417177,0.1132312209953501,536,0.7760173656104792,10.881858
203,True,log_loss,0.1039519847475277,0.9825593482180228,0.24036235708464782,512,0.753007997160134,7.929796
204,True,gini,0.6334914060368835,0.7444232901284601,0.07793025095126259,643,0.7827081775376727,13.017068
205,True,entropy,0.8759296368858164,0.8367162166624587,0.06878014315788368,39,0.7859817726657499,1.044516
206,True,entropy,0.7704922317184882,0.8463129761130823,0.23892284389480467,676,0.7412624460824125,12.287102
207,True,log_loss,0.1243096477574695,0.7853048733194148,0.23618973910139557,687,0.7162601301068734,10.649812
208,True,gini,0.6209863816331936,0.6969322028270792,0.07131860606159815,693,0.7850959457671141,14.901709
209,True,gini,0.7966027602698074,0.7034539803614352,0.20647709681165471,661,0.756388365088867,12.235448
210,True,entropy,0.6340747084508678,0.6635165807816193,0.21156918838825173,571,0.7256745660503826,9.753544
211,True,log_loss,0.5355912783686797,0.5601045276853043,0.051151732099624314,765,0.7888093953818701,14.85552
212,True,log_loss,0.4589548980980246,0.6942790506351728,0.0975088261748655,331,0.776641326382077,6.152263
213,True,log_loss,0.5955922768076917,0.8341063992775082,0.14269880876011448,379,0.7719150758960727,7.115818
214,True,gini,0.3729982621009251,0.5128210329032179,0.1260391237571714,386,0.7616694952818175,6.229309
215,True,log_loss,0.7503885909728748,0.8824416307710641,0.1936246152452989,405,0.766250357397595,7.405361
216,True,entropy,0.8184244391599895,0.8237373570773014,0.09869645931525986,956,0.7795910518976547,21.095617
217,True,entropy,0.48869740734906053,0.5507104142246082,0.1013553135441016,928,0.771065591093737,16.562789
218,True,entropy,0.5882670266487348,0.6556538495780018,0.19323013484463875,292,0.752813169173209,5.052719
219,True,gini,0.24515067815650157,0.8405589269824914,0.15503267673341203,280,0.761409542147206,4.665264
220,True,entropy,0.4868365173759398,0.9814634376187898,0.21119850995503164,712,0.7607996750811798,12.52576
221,True,log_loss,0.7553510875414322,0.8008059100731656,0.22684129266968156,555,0.7512337232232942,10.287604
222,True,entropy,0.8200184987184089,0.9199306514333602,0.12068427586054363,236,0.7783466395561033,5.150953
223,True,log_loss,0.6340399194331764,0.7118691268243814,0.06910706276693364,244,0.7854473890339948,5.040722
224,True,entropy,0.7902376620345829,0.868436872472091,0.09334796001815514,628,0.7801132346125583,13.567041
225,True,entropy,0.28555767689278033,0.773348706357035,0.12818119918110293,104,0.7679580495619582,1.856013
226,True,entropy,0.4234550144834337,0.8475722770237969,0.13563992298512295,599,0.7719018989256874,10.870574
227,True,entropy,0.6794710537029929,0.5520548246920831,0.16567738340128182,721,0.7589063320204937,12.212169
228,True,log_loss,0.3586972496924167,0.5959336623593714,0.09533128044539761,281,0.7736292169649593,4.92438
229,True,entropy,0.28696966552834646,0.9001782539111808,0.15800238292090213,361,0.7664916672853495,6.181364
230,True,gini,0.6355895641585521,0.6665009565290989,0.24882787224423353,882,0.578896332897677,13.248234
231,True,entropy,0.5498374527023279,0.5300711713003926,0.24152505690107606,665,0.5,9.866368
232,True,gini,0.46029674900654816,0.5483382248233598,0.20123266577904925,183,0.6800640593692295,3.105914
233,True,log_loss,0.41945273264744654,0.6173210409277268,0.0804832026660835,354,0.7791335088981259,6.570243
234,True,gini,0.5988685504022078,0.760478988636021,0.06782488642320333,993,0.7869187604046691,21.20096
235,True,entropy,0.1289283044198097,0.8543723488714883,0.11062567118906573,758,0.7751858778992189,12.474801
236,True,log_loss,0.3444194485264188,0.7769011203561882,0.1293963034148567,270,0.7719926945585327,4.884091
237,True,log_loss,0.8937264118586502,0.7484817414529151,0.22028499154901915,453,0.7451975493560603,8.534668
238,True,gini,0.8023794563560557,0.69031164673829,0.22361133802149008,216,0.7126257953545597,4.035615
239,True,gini,0.23881961198920695,0.7014900893825807,0.18899021778049235,808,0.7545987802984958,13.29782
240,True,gini,0.7896115858180981,0.5662623363709243,0.23455143810267887,352,0.5,5.411317
241,True,entropy,0.4189304222178505,0.7512830382317213,0.07927479843244983,492,0.7805303911659066,9.485795
242,True,log_loss,0.5396236287160135,0.9815575557945869,0.243164432230644,374,0.7563029000344357,6.550688
243,True,entropy,0.612661051752165,0.552832342130872,0.09320763650191993,438,0.7740482243789527,8.006524
244,True,gini,0.4678403390154562,0.8903807930342199,0.06163275910109516,624,0.7892874231256353,13.118815
245,True,log_loss,0.21379949494975695,0.6195900521079628,0.07427698788448578,995,0.7785167609343137,16.273664
246,True,entropy,0.8973574830823815,0.7547110640748949,0.21279405390120376,310,0.7603815049709644,5.781727
247,True,entropy,0.2045683013921596,0.7130416919451857,0.22732084304809336,619,0.7131224682774239,9.679849
248,True,log_loss,0.6868915044491216,0.9137689477834372,0.20386097872826797,455,0.7637307936139037,8.285044
249,True,entropy,0.708231858497708,0.6299066043725171,0.07742194114579981,20,0.7719329350245229,0.48146
250,True,log_loss,0.7412296895063917,0.9879368774550269,0.2419153288642067,540,0.7619151170197185,9.753595
251,True,entropy,0.17846606462739567,0.922178541369808,0.14764822740435563,493,0.7691828167712825,8.603401
252,True,entropy,0.41558102285602827,0.6879441425728847,0.14188935368119732,158,0.7662388719414293,2.732947
253,True,entropy,0.6505077648692337,0.6577034478740064,0.1375206248110784,787,0.7702187782741976,13.934283
254,True,log_loss,0.6097611814466244,0.7307387323123671,0.18187078444115656,262,0.7609463927028332,4.568463
255,True,gini,0.22013520065363334,0.759204010972602,0.19748675374429714,897,0.7535400936959087,14.134497
256,True,gini,0.1576674687989387,0.8581616940313411,0.06425134555305173,517,0.7829098240667656,8.708803
257,True,gini,0.3797625837966797,0.6482677906438277,0.20493070623623638,21,0.6740078636273955,0.434942
258,True,gini,0.7114981297773888,0.8301513598506691,0.10300928566500081,665,0.7790118965957313,13.661366
259,True,entropy,0.5997308550834111,0.8846115739190668,0.12638792793057918,30,0.7687720106487068,0.68848
260,True,log_loss,0.5242417065993267,0.8219521267705654,0.05839024468632725,213,0.7908838402922096,4.502768
261,True,log_loss,0.5659381265657972,0.800940794818161,0.19961463588590644,969,0.7609995072225781,16.749426
262,True,gini,0.2796924894750815,0.9640418201630249,0.12443340476750267,814,0.77375603062261,14.209652
263,True,log_loss,0.19720110104073446,0.6203463559162525,0.08949409797198747,438,0.7738138131631751,7.25389
264,True,log_loss,0.7772114709522224,0.930684998181718,0.23378530672791092,888,0.7644951207376016,16.33138
265,True,log_loss,0.7211579571997797,0.8642453385808067,0.1812323675362143,259,0.7686997836424981,4.721316
266,True,entropy,0.2318518525835497,0.5215868678985058,0.07634575469091238,185,0.7740046881899538,3.084208
267,True,gini,0.6862412358130004,0.9203515140056,0.15844744109836967,729,0.7718408461691932,14.103465
268,True,log_loss,0.7986583326886462,0.8444426510250453,0.1772582707958496,595,0.7681576346432519,11.381347
269,True,entropy,0.6811693720904038,0.6233394322608115,0.2483619902698727,764,0.5,11.143288
270,True,entropy,0.6864570368237398,0.7775424746511431,0.17319709005203582,108,0.7622153557857909,1.961911
271,True,entropy,0.7087926080224751,0.5026148067714564,0.057062270988047815,196,0.7867608441748222,3.859105
272,True,entropy,0.21911044026595575,0.6634658081690396,0.11112084309804299,749,0.7708645284835175,12.141783
273,True,gini,0.8089566243720596,0.8610354691013685,0.16860886683735682,878,0.7694866308016088,16.268329
