trial,bootstrap,criterion,max_features,max_samples,min_samples_leaf,n_estimators,value,time
274,True,entropy,0.3843944083530859,0.8097946687299203,0.20883946625541688,398,0.7566191228904748,6.672383
275,True,log_loss,0.563987029942505,0.5324267972414842,0.16229691759190473,102,0.7532581384491996,1.755436
276,True,log_loss,0.7600395281440496,0.6349103600641072,0.14965113645269074,565,0.7684308185326776,9.87061
277,True,log_loss,0.7308919717379252,0.8538404673704578,0.15345381128832186,86,0.7699097385422543,1.727839
278,True,log_loss,0.276489562168969,0.5443002148398086,0.16964505881274777,446,0.7530066569475137,7.090734
279,True,gini,0.6089418917665862,0.7106240266470361,0.20713032361604639,739,0.7535852288685905,12.651476
280,True,entropy,0.5702154886897586,0.7859361356135932,0.08689525062672787,127,0.7773543108761465,2.58511
281,True,gini,0.3184566479782499,0.9158485218378867,0.1536157532477631,368,0.7671893977406034,6.42337
282,True,gini,0.773546853433447,0.9363651252423009,0.08722028356925546,306,0.7848412029240242,6.929609
283,True,entropy,0.6823514455790122,0.5403007568785623,0.14929223047105994,805,0.7620115322801981,13.518183
284,True,entropy,0.20828326582214843,0.8051125747388206,0.20027501720580915,442,0.752396292426733,7.001185
285,True,gini,0.3093645469887248,0.6410935373466,0.09939575981439996,661,0.7743097056471181,11.105801
286,True,log_loss,0.721368445564145,0.72486992122527,0.06307323151287705,908,0.7878503713862803,19.646065
287,True,log_loss,0.5259365458201737,0.5696226855587976,0.13221912052014131,493,0.7664446162401755,8.308934
288,True,gini,0.5481345467694736,0.9816972171067753,0.2373644924066184,354,0.7584419527084333,6.241214
289,True,log_loss,0.30522404995539826,0.9906485452486233,0.1808349202948149,61,0.7539506780009648,1.121485
290,True,log_loss,0.37960509766945505,0.8042636363482333,0.07281915697758667,206,0.7830710884077482,3.930892
291,True,log_loss,0.5187127290994932,0.7806113941412625,0.0729537743738435,159,0.7821356182846996,3.262487
292,True,gini,0.1653802765974226,0.771769108671323,0.1416601283057313,862,0.7662228645256494,13.568639
293,True,entropy,0.4698364488004858,0.8345111686645541,0.13235310831690172,490,0.7708367829839967,8.96631
294,True,gini,0.4673919020775664,0.9032018086164197,0.06039131551085369,655,0.7896764726315408,13.686737
295,True,entropy,0.705401204550908,0.6651075324357487,0.15387717190078748,789,0.7672795379307847,13.699484
296,True,entropy,0.46099147534479046,0.6193981056907696,0.24699793122817504,213,0.5,3.18541
297,True,log_loss,0.5309614383621714,0.9546101029307801,0.14956250160685805,775,0.7720138020894346,14.632511
298,True,entropy,0.8715813231206493,0.8878059254626638,0.09075329182553782,114,0.778929358446044,2.649075
299,True,entropy,0.7383313276927153,0.8172912087751518,0.12919409453249098,528,0.7755423761256404,10.557353
