trial,bootstrap,criterion,max_features,max_samples,min_samples_leaf,n_estimators,value,time,dataset
0,True,gini,0.22479561626896213,0.5780093202212182,0.061616722433639894,381,0.7753601859861592,1.262514,43980
1,True,entropy,0.7659541126403374,0.9849549260809971,0.09246782213565524,868,0.783396157727797,3.373574,43980
2,True,log_loss,0.3329833121584336,0.7159725093210578,0.17237057894447588,190,0.758529814254133,0.622215,43980
3,True,log_loss,0.25973902572668783,0.8925879806965068,0.1528468876827223,148,0.7653465974625144,0.492223,43980
4,True,entropy,0.8591084298026667,0.5325257964926398,0.24312640661491186,597,0.5,1.849534,43980
5,True,log_loss,0.19763058787582308,0.7200762468698007,0.14903538202225403,811,0.7640649269511726,2.599966,43980
6,True,gini,0.5160544169422486,0.6558555380447055,0.15934205586865594,44,0.7521088703863898,0.162773,43980
7,True,gini,0.5783199830488681,0.9474136752138245,0.23437484700462335,193,0.7603740148019993,0.712631,43980
8,True,log_loss,0.3170792254191167,0.6943386448447411,0.21574750183038588,97,0.722904345684352,0.448627,43980
9,True,entropy,0.15964051494381667,0.9010984903770198,0.24737738732010345,363,0.7342149353613994,1.361314,43980
10,True,log_loss,0.6832057344327899,0.8534286719238086,0.20425406933718915,775,0.7607560914071512,2.714271,43980
11,True,log_loss,0.3647184198821194,0.811649063413779,0.06271167005720474,83,0.7789778330449827,0.317872,43980
12,True,entropy,0.4777719401295595,0.9436063712881633,0.07391884918766034,318,0.7860725201845444,1.212079,43980
13,True,log_loss,0.5181862635055953,0.7468977981821954,0.13550820367170993,716,0.7665908785082661,2.477111,43980
14,True,log_loss,0.5068565529317622,0.6571779905381634,0.2315132947852186,35,0.6218518057958478,0.13589,43980
15,True,entropy,0.3318011623310144,0.5384899549143964,0.08224425745080088,257,0.7694446607074201,0.884042,43980
16,True,log_loss,0.24925604710882868,0.9018360384495572,0.22851179969799557,931,0.7575063316993463,3.106562,43980
17,True,entropy,0.28234813003355336,0.5550259622638384,0.13542155772525127,544,0.7638404940407536,1.798655,43980
18,True,gini,0.2776862483765842,0.7087055015743895,0.07397307346673657,820,0.7752398116109189,2.872682,43980
