trial,C,class_weight,l1_ratio,max_iter,penalty,solver,value,time,dataset
0,0.09915644566638401,balanced,0.6351221010640696,1500,elasticnet,saga,0.8098475706459055,0.099078,43980
1,71.77141927992021,balanced,0.024810409748678097,1500,elasticnet,saga,0.8119037029027296,0.183236,43980
2,0.0017707168643537846,balanced,0.0004207053950287938,1500,elasticnet,saga,0.7927233515955402,0.037208,43980
3,0.00029152036385288323,balanced,0.29154431891537513,1500,elasticnet,saga,0.5,0.022186,43980
4,6.4405075539937195,balanced,0.06796578090758151,1500,elasticnet,saga,0.8119220371972318,0.180974,43980
5,0.00014610865886287216,balanced,0.7579479953348001,1500,elasticnet,saga,0.5,0.019236,43980
6,456.6054873446131,balanced,0.0007068974950624604,1500,elasticnet,saga,0.811894511726259,0.189917,43980
7,0.002848391870910803,balanced,0.0005415244119402539,1500,elasticnet,saga,0.79792725153787,0.034528,43980
8,0.027160511446548512,balanced,0.012561043700013555,1500,elasticnet,saga,0.810628340061515,0.058831,43980
9,0.2854697857797185,balanced,0.0014618962793704966,1500,elasticnet,saga,0.811807838331411,0.140329,43980
10,7.849159562555091,balanced,0.0003613894271216529,1500,elasticnet,saga,0.8119097943098808,0.181721,43980
11,0.02173487707341741,balanced,0.002920433847181412,1500,elasticnet,saga,0.8102358708189159,0.05385,43980
12,0.4452048365748854,balanced,0.13826232179369857,1500,elasticnet,saga,0.8119090854479047,0.15517,43980
13,0.0039572205641009274,balanced,0.011400863701127324,1500,elasticnet,saga,0.8008126441753172,0.035574,43980
14,5.486767416600916,balanced,0.00015339162591163628,1500,elasticnet,saga,0.8119281406189927,0.180353,43980
15,7.250347382396653,balanced,0.00048094619675015767,1500,elasticnet,saga,0.8119159217608611,0.183606,43980
16,0.0003314459707751232,balanced,0.6245139574743068,1500,elasticnet,saga,0.5,0.019524,43980
17,5309.5322690092235,balanced,0.17123375973163968,1500,elasticnet,saga,0.811894511726259,0.183676,43980
18,0.02734702913886812,balanced,0.00024586032763280086,1500,elasticnet,saga,0.810717320261438,0.060492,43980
