trial,bootstrap,criterion,max_features,max_samples,min_samples_leaf,n_estimators,value,time,dataset
0,True,gini,0.22479561626896213,0.5780093202212182,0.061616722433639894,381,0.8114668064290704,1.148854,37
1,True,entropy,0.7659541126403374,0.9849549260809971,0.09246782213565524,868,0.8229329140461215,2.798384,37
2,True,log_loss,0.3329833121584336,0.7159725093210578,0.17237057894447588,190,0.7849944095038434,0.58199,37
3,True,log_loss,0.25973902572668783,0.8925879806965068,0.1528468876827223,148,0.783148148148148,0.460968,37
4,True,entropy,0.8591084298026667,0.5325257964926398,0.24312640661491186,597,0.5,1.755809,37
5,True,log_loss,0.19763058787582308,0.7200762468698007,0.14903538202225403,811,0.7841502445842068,2.448556,37
6,True,gini,0.5160544169422486,0.6558555380447055,0.15934205586865594,44,0.760001747030049,0.151011,37
7,True,gini,0.5783199830488681,0.9474136752138245,0.23437484700462335,193,0.7748979734451432,0.618546,37
8,True,log_loss,0.3170792254191167,0.6943386448447411,0.21574750183038588,97,0.7190087351502445,0.297968,37
9,True,entropy,0.15964051494381667,0.9010984903770198,0.24737738732010345,363,0.7626799440950384,1.091475,37
10,True,entropy,0.8458322735294297,0.8119205115263206,0.06990749605179804,980,0.8275800139762403,3.146148,37
11,True,entropy,0.874621722874501,0.8189858776055303,0.06561105539589998,937,0.8276282320055905,3.035406,37
12,True,entropy,0.6997387736001356,0.8092405715438601,0.05419442517757523,993,0.8289734451432565,3.288537,37
13,True,entropy,0.6652694492434359,0.8074457014390437,0.10057616815530945,711,0.8147127882599581,2.194664,37
14,True,entropy,0.6993170855967058,0.8119216947211788,0.111106813064327,971,0.8140349406009785,3.00872,37
15,True,entropy,0.8915115594463542,0.8559889011067058,0.05059376575818961,699,0.8302117400419287,2.33028,37
16,True,entropy,0.7455996079489744,0.8828511127251542,0.1301911939364088,734,0.8131013277428372,2.273287,37
17,True,entropy,0.6173646146678392,0.7650401223721423,0.05033081343994433,565,0.8284493361285815,1.817489,37
18,True,entropy,0.4199845595069718,0.6358254586519156,0.08724091557502758,700,0.8111069182389936,2.143119,37
19,True,gini,0.7674746075700905,0.8565180629000864,0.12030433162664239,431,0.8125471698113207,1.358992,37
20,True,entropy,0.8003489245130058,0.9309279647258617,0.19118776047276503,819,0.7963305380852551,2.511462,37
21,True,entropy,0.609306108858697,0.7645154738527735,0.0518273179064198,560,0.8253829489867227,1.796461,37
22,True,entropy,0.5052048095562366,0.7504812645915667,0.079165958700612,604,0.8166827393431166,1.879755,37
23,True,entropy,0.6491253730854968,0.7744960843769275,0.05388893849818987,486,0.8258462613556954,1.586915,37
24,True,entropy,0.5737724800005334,0.8477436222821763,0.07663578347793201,264,0.8178686233403214,0.844118,37
25,True,entropy,0.41319212922880755,0.6745519836646499,0.10256309457047849,659,0.8103165618448639,2.004075,37
26,True,entropy,0.6959357967397167,0.6193798453406841,0.05522718470428171,881,0.8237211740041929,2.762481,37
27,True,entropy,0.8994394706831758,0.775350934394511,0.08297065941884288,498,0.824600279524808,1.59925,37
28,True,gini,0.8271653444672711,0.8465373002561408,0.13083375084723253,757,0.8127127882599581,2.343178,37
29,True,log_loss,0.45711901025613677,0.724745767308601,0.06591934727565582,325,0.8174109014675052,1.009324,37
