trial,bootstrap,criterion,max_features,max_samples,min_samples_leaf,n_estimators,value,time,dataset
0,True,gini,0.22479561626896213,0.5780093202212182,0.061616722433639894,381,0.8032578616352201,1.204488,37
1,True,entropy,0.7659541126403374,0.9849549260809971,0.09246782213565524,868,0.8234849755415793,2.848019,37
2,True,log_loss,0.3329833121584336,0.7159725093210578,0.17237057894447588,190,0.7836537386443047,0.581994,37
3,True,log_loss,0.25973902572668783,0.8925879806965068,0.1528468876827223,148,0.7854545772187282,0.466216,37
4,True,entropy,0.8591084298026667,0.5325257964926398,0.24312640661491186,597,0.5,1.775762,37
5,True,log_loss,0.19763058787582308,0.7200762468698007,0.14903538202225403,811,0.7829727463312368,2.423504,37
6,True,gini,0.5160544169422486,0.6558555380447055,0.15934205586865594,44,0.7713535988819007,0.153127,37
7,True,gini,0.5783199830488681,0.9474136752138245,0.23437484700462335,193,0.7830433263452132,0.609099,37
8,True,log_loss,0.3170792254191167,0.6943386448447411,0.21574750183038588,97,0.7498322851153041,0.301601,37
9,True,entropy,0.15964051494381667,0.9010984903770198,0.24737738732010345,363,0.7658553459119497,1.091487,37
10,True,log_loss,0.6832057344327899,0.8534286719238086,0.20425406933718915,775,0.7818860936408105,2.375266,37
11,True,log_loss,0.3647184198821194,0.811649063413779,0.06271167005720474,83,0.795475890985325,0.277837,37
12,True,entropy,0.4777719401295595,0.9436063712881633,0.07391884918766034,318,0.8163899371069183,1.004674,37
13,True,log_loss,0.5181862635055953,0.7468977981821954,0.13550820367170993,716,0.7955415793151642,2.21032,37
14,True,log_loss,0.5068565529317622,0.6571779905381634,0.2315132947852186,35,0.6059524807826695,0.131613,37
15,True,entropy,0.3318011623310144,0.5384899549143964,0.08224425745080088,257,0.805995108315863,0.781445,37
16,True,log_loss,0.24925604710882868,0.9018360384495572,0.22851179969799557,931,0.7776918238993711,2.765683,37
17,True,entropy,0.28234813003355336,0.5550259622638384,0.13542155772525127,544,0.784122641509434,1.621274,37
18,True,gini,0.2776862483765842,0.7087055015743895,0.07397307346673657,820,0.8127141858839971,2.552087,37
19,True,gini,0.39090368190343516,0.8515094794475889,0.24435641654419216,344,0.7707344514325646,1.09581,37
20,True,entropy,0.12950955788362625,0.6424202471887338,0.1719128667959794,963,0.7841135569531795,2.892288,37
21,True,log_loss,0.21591589767297847,0.6197809453334862,0.1478905520555126,508,0.7729336128581412,1.520914,37
22,True,log_loss,0.6825730788894877,0.6188187719961998,0.12355662654385065,986,0.7999727463312369,3.045444,37
23,True,gini,0.35662405197738867,0.917651247794619,0.08730370207997085,636,0.8098099231306779,2.0225,37
24,True,entropy,0.28119662015835034,0.7560465291496405,0.17903455808189,50,0.7579046121593291,0.171149,37
25,True,log_loss,0.37285308084020685,0.5687604720729966,0.07269470424811782,182,0.799375960866527,0.551807,37
26,True,gini,0.5441606492795699,0.9086111001006079,0.1559301156712013,926,0.8046219426974144,2.848457,37
27,True,log_loss,0.37122383283896054,0.816550728636634,0.11984191492253218,249,0.7962110412299092,0.768504,37
28,True,gini,0.1673119719960391,0.8210158230771438,0.08232574281892276,729,0.8123326345213137,2.180967,37
29,True,gini,0.10404926707697496,0.8317508845540279,0.08216161028349973,900,0.8101872816212439,2.723975,37
30,True,gini,0.2897992699974401,0.8560896106737679,0.11507993963185355,553,0.8048860936408107,1.684018,37
31,True,entropy,0.17493981426247399,0.7841543016677358,0.12354316061188671,749,0.7950524109014676,2.261354,37
32,True,entropy,0.6049109007978103,0.9460232775885566,0.20896226070832968,272,0.7706561844863732,0.830691,37
33,True,gini,0.32461788995268465,0.8612260576307527,0.05486319328629077,508,0.8196261355695318,1.572751,37
34,True,log_loss,0.39612696020435556,0.9574321951102243,0.053091323305773486,649,0.8234633123689727,2.057656,37
35,True,entropy,0.3355591136556686,0.92650472773368,0.12701954572038504,929,0.8038092243186583,2.824177,37
36,True,log_loss,0.6568238373399784,0.9680773870803905,0.16401223401787302,853,0.8001320754716981,2.660136,37
37,True,entropy,0.8018984575423643,0.7591648261818684,0.19815372355084088,106,0.7763427672955975,0.34231,37
38,True,gini,0.7480907157433446,0.9046805777392568,0.22341446371602075,700,0.7854856743535988,2.229681,37
39,True,log_loss,0.6615735018061627,0.8249819653888826,0.20915853388722022,915,0.7864454926624738,2.794125,37
40,True,entropy,0.1287538190373937,0.789140070498087,0.14311960362649204,891,0.7896960167714885,2.724809,37
41,True,entropy,0.7580804485277266,0.5186740943746072,0.12203812828225258,547,0.7953102725366876,1.719019,37
42,True,entropy,0.1682779719950144,0.8114452379095001,0.06033634423372154,135,0.8095415793151641,0.448319,37
43,True,log_loss,0.5130402786409562,0.9879260397312672,0.1145912945882492,536,0.8085185185185185,1.721011,37
44,True,entropy,0.8701187317423401,0.5126753717077288,0.21719602410244115,798,0.5,2.391904,37
45,True,gini,0.5393813317648964,0.6251214490822976,0.1929191845400125,699,0.7771554856743537,2.157801,37
46,True,entropy,0.5893765969874818,0.7771770262557003,0.133920012485558,664,0.7992536687631028,2.049097,37
47,True,entropy,0.13680211361740222,0.5580363202534582,0.05814576046379403,255,0.7999657582110412,0.780866,37
48,True,gini,0.4787774166244526,0.7458079375584161,0.08464037398200304,857,0.813717679944095,2.636115,37
49,True,log_loss,0.399690091701177,0.5226520048860223,0.17517198314284727,439,0.7701607267645003,1.333622,37
50,True,gini,0.6139354225650525,0.5352843737002149,0.05530226210832437,508,0.8224619147449335,1.576118,37
51,True,gini,0.46660231239321337,0.8216441092211766,0.159123357863187,590,0.7941058700209643,1.966414,37
52,True,entropy,0.15548904070013236,0.5978955673946482,0.07015560027548534,942,0.8129601677148847,2.791202,37
