trial,booster,colsample_bylevel,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,value,time
42,gbtree,0.7880568350431087,0.9019776108216424,0.0010357568342127424,11,80.87574154104527,1631,24.590676155650485,0.049227460846068764,0.3386236207162422,0.6462011746862865,5.818977
43,gbtree,0.8211303685935976,0.49761446863422654,0.0505544471924252,15,53.402444967751165,363,0.019343851753942543,384.18813972238587,0.855126054450448,0.7982635316311999,1.871311
44,gbtree,0.6042018979582857,0.9220423253436534,0.0035096371826253106,12,14.09673134216344,1719,35.069231696703525,0.08323339438442744,0.813153300843623,0.8067823443536506,8.535804
45,gbtree,0.960049573640644,0.4554509100723319,0.002523061261149715,14,12.593407951838962,1792,238.71514635028188,2.7582100003239063,0.25812823861022377,0.5,4.505954
46,gbtree,0.8332632349806788,0.8018996235501441,0.0041240856193389235,5,86.40984392178387,1267,19.850035422145805,0.0035256290689538567,0.4699080787735484,0.655454689537823,4.615875
47,gbtree,0.2936536131420847,0.480732010041663,0.00016118703499847542,7,113.73843121030407,994,0.0009106883839210573,37.07351723314314,0.6621466617428017,0.6480812701576215,3.231433
48,gbtree,0.764993781725197,0.857488047432285,0.00023133958165049372,11,10.240901808252579,1240,0.0003513912398082295,0.003228689523591492,0.3130801045862481,0.81436777159176,9.307636
49,gbtree,0.8027025482071533,0.9888008510582968,0.002229183702678113,13,121.30056932775005,1974,0.03345238872352273,0.0031695988468550167,0.5279816103001682,0.6510911160070111,6.710335
50,gbtree,0.20908291581393526,0.5941000834326873,0.010266102757225537,14,15.12208025288122,1557,0.1394346680903297,0.0021768056404084728,0.5681665069352322,0.8331874662352597,8.477191
51,gbtree,0.4998964636189633,0.9697380387796335,0.00026505536025006127,12,75.08783316733927,246,0.008258848851312154,162.77764805093452,0.7369077265870476,0.6526189078049105,1.270423
52,gbtree,0.6221608872690398,0.912914490958457,0.29483930042524376,15,6.481308817723166,455,459.2708472109953,0.002771911679709473,0.25911585601736226,0.5,1.432875
53,gbtree,0.7020464640672508,0.5636328518142186,0.3100886591064913,10,89.36008350104638,1112,0.8323815794816474,255.23960446765452,0.6423233831276116,0.662355953386401,4.211528
54,gbtree,0.42190494638490617,0.6961060782412294,0.001028125815872733,14,58.86840760378554,100,0.0018287555028564293,0.6056063630945983,0.962808613057419,0.7955990573394879,0.989394
55,gbtree,0.6288770930752963,0.7585293712157961,0.012657977786405617,15,126.24876454890956,713,0.011931755297303573,76.34315752440783,0.30830097772373866,0.5785850711829568,2.24403
56,gbtree,0.690732156748632,0.7805756067106879,0.0003852618192798649,13,121.62458898807435,1373,0.06398901717509341,394.7943239814269,0.9331953883703819,0.6504098578348443,4.995587
57,gbtree,0.3203335128828226,0.9898209034519556,0.00014550581922833264,6,103.94027300929278,1734,0.9686867545575826,0.19290573525423366,0.269775230872939,0.5786640054152666,5.042731
58,gbtree,0.2451003973207417,0.41872565754456503,0.10798486283466889,8,53.68207679688348,1941,63.33676297173506,75.40602622541995,0.8787465285333533,0.6589192876182357,4.83676
59,gbtree,0.39787848139455817,0.8797179125419292,0.38899648471342585,12,120.98524769506835,2000,0.10539553995365257,0.005956024710686483,0.6665737792019706,0.6559676751233898,7.058043
60,gbtree,0.2908460737597032,0.48653017442627244,0.015257289909878574,11,79.50228653815277,1909,3.2045412606069203,1.3238726356442903,0.421482104127597,0.6573914750537417,5.662646
61,gbtree,0.5227862929699176,0.9013228821266761,0.007475842382198888,9,72.23912238499406,1547,0.0007927647781092645,0.0014883191091511617,0.8891361252389051,0.6944547793320324,7.341761
62,gbtree,0.4804700470452776,0.21163573253430557,0.017155059045048583,4,18.31917739951976,1513,0.9076470821832772,0.2256650333265362,0.7780598260744177,0.8291882740157247,6.010284
63,gbtree,0.6976693601822987,0.5172342258570162,0.18064829179491781,8,100.52393261812517,881,61.07042277693579,497.87892360056696,0.5111916002674752,0.6487688357945726,2.958478
64,gbtree,0.5940944751942957,0.9840260602283817,0.21758262555515984,4,59.310241042259186,302,0.016057698655262378,6.315461993576113,0.6190872198096536,0.6694984541798931,1.573254
65,gbtree,0.7126997958425718,0.31106173811952814,0.00018761357496684583,2,20.291642076061382,488,0.0016606671189416636,0.11857788502887923,0.3466597914329869,0.7877131454102432,1.91654
66,gbtree,0.33514805045773166,0.2326948930131831,0.0050961037585747,3,25.420705388701187,1795,0.007398399744754436,0.011536203425923774,0.7506683038907704,0.8193013616337435,6.544534
67,gbtree,0.7523158629034923,0.6027338166838856,0.00027198042295441775,4,47.26227235310559,186,0.00018355057905825302,62.58386687830315,0.5955840760245443,0.6840997231290427,1.104343
68,gbtree,0.8449610238344492,0.421502118517763,0.00019701574620112778,14,8.756900901567697,1260,10.47794860077498,0.012797528816608028,0.905183968080083,0.817935380635439,7.874648
69,gbtree,0.7979767505070052,0.5700277729065184,0.002160044704113303,10,47.85203222536109,426,0.00017624528656875983,0.032705565748799785,0.613392238893266,0.6916746892062073,2.44086
70,gbtree,0.6260938131640186,0.5579298934587638,0.16772149852447887,8,14.610845440151559,1430,0.0042344798096855835,0.041253365603554956,0.6337580815867496,0.8056546103639453,8.689694
71,gbtree,0.912421824591916,0.295809705455401,0.00011811298858330202,4,42.59216372659516,761,0.9606651092617312,11.874461257434692,0.4915593741873837,0.6807819605354849,3.213703
72,gbtree,0.5453276369837435,0.796351579347464,0.006243364674054272,9,75.52882198865164,1581,0.0007177458550727617,0.05042610627702666,0.31519021606556774,0.6512451705871627,5.260438
73,gbtree,0.3897814333887956,0.6846198554855097,0.021214492784132802,6,126.28743659670842,732,0.00048182140101366174,0.00826332501962661,0.6780837285016839,0.6585790591139622,2.779135
74,gbtree,0.26418699652931377,0.9174123397011402,0.0003791263292274188,5,23.018446602433862,499,0.33043687798514765,0.28998862446566814,0.3899252680384793,0.7955457077744081,2.690722
75,gbtree,0.40632226163595186,0.8536576567594241,0.0002532624751651271,15,110.91940498853549,1965,0.0014012994668745216,10.276833480570735,0.5483916992843062,0.6492062754800103,7.017845
76,gbtree,0.45894338912339494,0.3496349988460187,0.010127292219612725,5,98.72560251537598,1860,0.07151018768926122,1.1108675282673162,0.6787095171024249,0.6615149618143736,6.166803
77,gbtree,0.584912081483854,0.3234901722193619,0.0002592084361663979,5,74.81725412067176,492,0.3743572784714793,0.0020461676818738237,0.7079650318312245,0.6549508681121998,2.206158
78,gbtree,0.4037125238110111,0.847899556683708,0.0003049086394285337,15,41.93893831178982,680,3.7358182773433857,36.42228256693425,0.2975312278545758,0.6519321370158337,2.71936
79,gbtree,0.9720215285332101,0.8644955262301834,0.004996267950997349,6,119.05020131947389,1195,0.0006822501310513788,24.277549664050156,0.5588806856104513,0.6534811213677381,4.440859
80,gbtree,0.3118179013010316,0.8734630214066177,0.00044958558363380986,12,73.95808537384882,1878,21.660231123215173,0.01620928731296524,0.2998722005250831,0.6461244551150451,5.709746
81,gbtree,0.9017604326504867,0.487064387298802,0.00039056674173074254,10,67.42930894567816,335,0.04295563768055977,79.35908226154798,0.8609310401735366,0.6869494061577346,1.672018
82,gbtree,0.38577015611745386,0.6021763120739834,0.002279168574640124,5,95.94639128238389,884,108.5147219961055,0.2010700232947344,0.5970098392522049,0.6461923421402518,2.791421
83,gbtree,0.4679244917256689,0.7021664424571343,0.18414796512113124,2,120.35867969891135,1092,0.0008598326523354523,58.09665602369163,0.7181784969354941,0.6593486911460895,3.608227
84,gbtree,0.3987913118515726,0.4493776542364386,0.008347546680059445,12,20.2627097260594,1244,9.802492379211841,0.0015892587397738857,0.9204194372882182,0.8246526012879344,5.794808
85,gbtree,0.8771618333876146,0.2885053895641658,0.055772733057117864,6,105.29967769334563,1144,0.0007167304448246386,0.24194895091734436,0.9075742275713121,0.6673586086260329,4.329931
86,gbtree,0.7551587555736801,0.7129181063082379,0.00034674608560998323,11,92.44464014135144,1597,0.4378091207325079,0.032418607283150554,0.42193854642448114,0.647969991278395,6.135022
87,gbtree,0.9578266716894523,0.5696046429153061,0.0004509473822683668,9,51.90812992898226,698,0.0010687495931266883,3.2913873230669815,0.9313379210002213,0.8009029696615553,4.00104
88,gbtree,0.7573206591015138,0.6521065468713672,0.015940239340729273,14,119.37902187541877,1017,154.63129291303883,17.515873735242877,0.2635826378656304,0.5682564142727055,2.782084
89,gbtree,0.9404548103254211,0.947493611815212,0.01190762764372125,7,94.5284179243398,313,0.10587734730878878,0.004780004165163951,0.7050362847871419,0.6635068435104317,1.676871
90,gbtree,0.6730203485959434,0.6150704457008578,0.10513836861666082,14,111.4768379818903,1970,0.04753536745590969,0.0021309331861011746,0.3434970109024501,0.5819867316976335,5.574487
91,gbtree,0.9358844931302084,0.6299164823503383,0.07796977592104902,6,51.5674240860498,677,0.021073116888228098,0.12070331879029861,0.25347401725345214,0.6572432002482951,2.483924
92,gbtree,0.5986942181915837,0.3411095892049787,0.004255162522256027,7,18.88884158823458,1478,0.06466718172130374,308.3723329640507,0.41845361720498647,0.7974986857840562,7.550487
93,gbtree,0.9688562539755641,0.34242877349580114,0.012339968979743899,1,85.26924624612225,731,0.0009940732186808513,0.3074289362576616,0.7241982159396478,0.6597669682010269,2.173724
94,gbtree,0.36792447447646864,0.7999683763193424,0.3897632239811231,9,9.51871262833029,179,105.99580254822493,0.01701523074169533,0.626646257748432,0.6532526905551533,0.807371
95,gbtree,0.5626310677984221,0.8204220933560085,0.00013541104705573897,9,9.34499720740075,389,0.32981916042511167,0.4411400434514033,0.6040502088324995,0.8229216168692922,3.664321
96,gbtree,0.49864745302380237,0.9568923697069063,0.010371893457320355,3,110.44677386871669,807,0.006553889316003498,7.3113446972799245,0.3664301844480344,0.5828971310488991,2.697864
97,gbtree,0.3775777295463596,0.2216767940027868,0.00012343637979999873,11,84.68334062258923,823,0.0035509388337977977,10.748712866171667,0.36711444802464277,0.6448854300739426,2.618254
98,gbtree,0.27955311420747614,0.3905462248373812,0.00023714029616405942,3,83.8987556971881,49,0.004280631829215276,21.55765866149536,0.849937064029892,0.6530736837900675,0.501161
99,gbtree,0.9170686548168958,0.4345181842088106,0.09783669155176754,11,27.033005517809265,1713,0.00012224565021056363,0.003258751057628605,0.5478876472138411,0.8083162123586393,8.753152
100,gbtree,0.8539548493907527,0.9141373688615799,0.00012461507696704337,9,54.52091792524724,423,0.01964920075718649,0.03601974223479835,0.386076576317348,0.6524327230993764,2.029272
101,gbtree,0.5489012233082533,0.6416377446815842,0.013374507404382192,10,52.995279828287536,765,0.009454754902633828,490.59129941629794,0.4510477306171572,0.656355677339111,2.867956
102,gbtree,0.5401708035753867,0.8398842047578523,0.0003196657187963277,8,114.60813281554961,1530,0.000141498766954131,0.04093211223750607,0.9013509819234347,0.655197867304197,6.316451
103,gbtree,0.6205521458421487,0.9875217445628417,0.01913491560124683,3,107.03614007351099,1088,0.0014185435567559764,0.04303719511803838,0.4434157640749017,0.6509140825940578,3.595523
104,gbtree,0.7211363106814914,0.6433424020126348,0.1964984600739419,9,35.805013027275166,46,36.89451103401169,0.017319192149311356,0.33831331216760585,0.6574636363476644,0.489738
105,gbtree,0.7320293396370043,0.6804134883469227,0.0003112219728933402,14,76.87146397562915,31,0.0015018039825900747,306.5290756308076,0.9250139813860788,0.6712100813948041,0.459211
106,gbtree,0.2662389343401012,0.7904268931410965,0.0023993188374549436,1,22.117987832022084,843,1.113551558134439,0.02965477669568773,0.6391882789621282,0.7977632238453767,2.474164
107,gbtree,0.5808403217592797,0.6531237122375178,0.001096205959988524,11,38.734457884143225,785,2.836279419945485,417.809620603985,0.5167545373487119,0.7575892416259494,3.22554
108,gbtree,0.5970929977609891,0.2411406507874003,0.0005946044268837342,4,76.57489719893236,1468,1.010135880351154,0.10126592752631527,0.2733873512959635,0.5986166907383161,4.104616
109,gbtree,0.547861870882997,0.7507219171421888,0.00024208802241907192,11,63.927397158187205,1544,0.004499639907866893,82.15119893998211,0.30635333630185657,0.6473631437945536,5.122066
110,gbtree,0.9338508603697944,0.27326565866130736,0.03179350173906939,9,46.843684911383406,1601,0.0008278528162278359,502.833406430314,0.45410885292247205,0.6638235354310895,5.615752
111,gbtree,0.7270266933685738,0.8452489182891598,0.00046436546755693024,14,93.99256057401428,897,4.412354108772182,124.50130664570104,0.6564257105337686,0.650088753080627,3.616004
112,gbtree,0.7644601380125509,0.23154144909480473,0.005793460900451121,15,120.89553614019988,507,161.33951328991347,0.012118589392553813,0.41590708136470167,0.5761382202785165,1.566182
113,gbtree,0.9768465961322943,0.9395169563012244,0.19844664878421364,11,38.763323936313945,1140,216.4406305925576,0.7003018924277823,0.27545948393934916,0.5471552676538849,3.015097
114,gbtree,0.3840070698301625,0.6770159027856424,0.11018376270348763,13,5.699969608867563,1726,0.0006440443653939049,0.0028954709348093344,0.4893253549324417,0.809088266655602,12.331242
115,gbtree,0.8325785318711709,0.6315930339002698,0.001675907363112126,1,41.04187290448751,1396,0.013759308016798205,5.6930927417362165,0.7935750786465711,0.790431672362166,3.882469
116,gbtree,0.8997613381473595,0.2170155286803097,0.016533932119322893,1,111.5025569854181,1773,0.35381971193171724,430.92946588229006,0.4247196060652253,0.6461912905203784,4.631662
117,gbtree,0.7020043705746961,0.5839004962431271,0.3932045489757936,12,52.045226028373754,1600,72.73368943057754,802.6030674034243,0.5130338615887826,0.6553229239748772,4.423793
118,gbtree,0.48369772611262124,0.28837929050511574,0.003197577002535918,12,31.324697512574396,1539,0.00845597982893379,0.05995821881487626,0.5660177517078027,0.8036316975267931,6.87522
119,gbtree,0.7437178261544559,0.5074613177277454,0.0001417823578090153,15,55.32718798445452,475,0.0029128911343462723,500.9185372368968,0.26340545105006036,0.6440865110512122,1.744059
120,gbtree,0.6907291113685662,0.5739212089998957,0.00020992482229176604,14,120.98096683100911,1575,0.0013203097700039519,885.1395711930838,0.5631855818386963,0.643895501737771,5.044826
121,gbtree,0.34122242560440663,0.384535849374207,0.24875762752461827,10,66.11144089909659,471,0.00301509846310769,0.013141035026080678,0.7372349867442763,0.6699221618277478,1.891049
122,gbtree,0.9959262581171482,0.9422018265561705,0.001824618979330943,15,113.24080739035506,1562,0.001467946311198368,0.238480082583002,0.2933820074225473,0.579070261618025,4.893277
123,gbtree,0.6295795383147309,0.37905409185809846,0.0321445996713936,13,29.503952623255906,1519,0.9510297298491055,3.0235506416287015,0.3654219297548913,0.7300093001528497,6.19504
124,gbtree,0.8897020938123605,0.9645211985838027,0.14476603085813375,2,113.8710061433601,192,26.993666816747098,8.539882274838025,0.4492000319415296,0.6462450987194499,0.868883
125,gbtree,0.5967005880630167,0.778736090950868,0.00020574606016549374,6,33.98873053756143,1106,0.00034975259210323194,0.02094590896622261,0.5563399098030241,0.7991066313455288,6.120099
126,gbtree,0.8597447727401193,0.6739262277276141,0.00018803033641923177,8,62.0344953204843,1370,0.021554892970319046,11.697604007727207,0.8884051855365765,0.7726408164281203,6.817805
127,gbtree,0.893835360767842,0.8804653832753935,0.0009159079918805139,12,84.62338300162004,1136,5.657159728906955,105.21555979709753,0.9089724897663685,0.6582187164773087,4.80767
128,gbtree,0.8974748221961857,0.9046966073591427,0.028177850617887877,12,21.14284837222036,1398,0.00015711871461529593,90.13646118447784,0.7139585336613883,0.8295873155250096,9.385447
129,gbtree,0.605974187008669,0.8657073423661936,0.0016110841211581588,3,104.8818120631209,266,0.00011036834678794158,0.05275076947303703,0.8076311922187058,0.6537548811312393,1.291707
130,gbtree,0.8238763161209148,0.6319883037726843,0.3422090384047594,4,81.51872429365064,1238,0.0005221099701042614,36.827091004639854,0.7238601452625013,0.6647749547890872,4.752369
131,gbtree,0.9497827897891609,0.2820077823925434,0.2942760846217354,10,119.36756939977222,1087,4.122977959962453,0.002552832702360797,0.5064041245290145,0.6456381452187213,3.378027
132,gbtree,0.2365936270500103,0.6967324142139817,0.03555317147574058,9,44.927148233025505,609,70.36808194136938,693.3201384399592,0.3005129511015788,0.643121027991858,2.007761
133,gbtree,0.458888175319633,0.21769884122319783,0.05015230183086632,12,4.122538390267792,1939,0.18986244924528956,41.92224259816185,0.347564680097974,0.8336089124185824,8.307225
134,gbtree,0.3308990569533353,0.5611096194637404,0.004038018447483212,15,55.12502538396856,1370,21.507594021904755,14.524237928628017,0.4552199997112494,0.6561336809347926,4.453533
135,gbtree,0.3208463134247202,0.9606908498003284,0.00019803477918707067,10,35.70395992877258,449,0.07955196173361151,458.87618708339824,0.7603744765560349,0.7917237036683666,2.112007
136,gbtree,0.9152793629433076,0.5274672050520344,0.019953026047754154,5,125.96516129089818,845,0.0034900168976569014,0.018994515667311206,0.5481957984720958,0.6519958358921377,3.019961
137,gbtree,0.3484204125624969,0.9745547423317775,0.022250665215279047,13,61.09765814982776,71,67.27091396192603,45.66475340511559,0.5263947577928209,0.6509309965286539,0.593953
138,gbtree,0.9366782782525496,0.22602094359300154,0.11039765979762632,10,17.66809946566322,1544,1.3717451445651905,60.14835383075804,0.8207679932072491,0.8287082337145775,7.487245
139,gbtree,0.5932756373931496,0.3604197813602694,0.0002645764190393491,11,55.64884865223176,968,0.0002696466894984365,3.1033332277537267,0.34388934415191286,0.6508977234554113,3.541615
140,gbtree,0.5139948451253479,0.2579575102356471,0.07462008288890544,7,2.4758085683287807,545,0.16597367369968113,3.9822020235865763,0.4827714691926803,0.8297621583286492,3.78036
141,gbtree,0.28394414273453994,0.5844055578062632,0.03186885400988739,12,6.031590819241357,590,0.0042067369304434315,831.7169640035094,0.8950917978919034,0.8122153450515364,3.237059
142,gbtree,0.46116904659519353,0.20781667793534694,0.006266500197525725,11,72.07538280283809,293,0.29748644196217794,0.003366657951885204,0.7136168007385894,0.6547415452003302,1.283737
143,gbtree,0.7515719753098127,0.6540326786092465,0.00013170418941204482,6,17.854900763468663,708,23.51539571914934,0.015881863734140803,0.30893387286626556,0.7797646532927414,3.151933
144,gbtree,0.24157702692117794,0.948969796994952,0.00023804531256535653,11,5.011440392856539,343,0.42825578911416695,17.962348438857106,0.7273226871577275,0.8152332967717819,2.760112
145,gbtree,0.9158533248484222,0.2640918771077401,0.037340830127720735,6,104.48278944580706,1744,0.4720033491064193,80.12842747582903,0.8512960623023439,0.6648944431745427,5.991668
146,gbtree,0.39768258720811717,0.24828166719245104,0.020806808361669833,11,11.367007717884876,910,0.0011760568876172286,170.09885865500343,0.644801995702085,0.8154581742990483,3.801408
147,gbtree,0.5985565731625112,0.726966220400701,0.32743507161864044,3,101.29171040709485,446,0.5322111754928979,20.663822832819758,0.5026718438283302,0.6558742569854747,1.740604
148,gbtree,0.2577587271833407,0.744182593945033,0.3880203803417608,10,26.341891268001433,464,0.0001605668591730184,0.035163923864553415,0.9810948716100873,0.8176473732705749,2.977805
149,gbtree,0.4968310103876822,0.47674799403757034,0.13414350610689432,12,55.03765347490557,931,423.0654404477615,0.001740424340649578,0.795376802324731,0.5687735024811245,2.52907
150,gbtree,0.9205614912090068,0.8987385904653284,0.012145727613655715,11,62.80695556093726,1736,0.06752110586628256,0.04581068475193412,0.5789615643921928,0.6695736795157685,7.419267
151,gbtree,0.30525414810180784,0.7864904179322247,0.1933692909711056,10,81.2081479517501,1189,6.348380264421398,284.57393813758034,0.40799664175424993,0.656557651935608,3.781642
152,gbtree,0.39778485952254167,0.5938222851584278,0.0007172083000965075,3,109.50690685793656,367,69.51782183419216,0.46971186428962125,0.9785463205312297,0.6522197325957273,1.514001
153,gbtree,0.40650674616090204,0.9755298578682301,0.001967796335446596,3,50.66735515477361,1035,2.5481417034940197,0.08935942907009703,0.6947131385761955,0.7676058476585055,4.249776
154,gbtree,0.33580632407003264,0.2587973978640101,0.00029608388947752266,7,30.97840884500092,1549,0.3071169170624206,0.1052008039152057,0.9773657838089085,0.8074128355864639,6.793654
155,gbtree,0.3340953730306542,0.33363352632075993,0.003565190246635752,10,90.76070654445162,1660,0.0001762132264463203,26.20668510929461,0.4365357044407224,0.6511163882347171,5.153484
156,gbtree,0.3646729680294146,0.8946170244106069,0.005124469211637994,13,75.34000427838753,1331,0.0005635065136340313,0.04154298215861666,0.8831278367268979,0.6860305158625577,6.010557
157,gbtree,0.947100014022324,0.5617592226267483,0.008190388556666931,1,16.507959079273405,123,0.013218332073440189,1.1051185074931398,0.9524542692212211,0.7865268997985331,0.672889
158,gbtree,0.7112959502524003,0.9614494283385913,0.00034224814992838266,15,1.6273775786700213,92,66.54235118283333,0.5351051537438679,0.9899725922191351,0.6594421021407856,0.899401
