trial,booster,colsample_bylevel,colsample_bytree,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,value,time,dataset
0,gbtree,0.24646688973455957,0.32479561626896214,0.2657846934562037,9,20.814367336189438,755,64.77532426827341,4.0428727350273315,0.7989954563585538,0.5,0.318942,37
1,gbtree,0.34672360788274703,0.3454599737656805,0.00011861690371243162,13,27.967067056141072,1419,0.010996218010237245,1.40779231399724,0.9774323891214958,0.8101670160726764,0.845306,37
2,gbtree,0.5648559873736287,0.4930894746349534,0.0011195018979975153,3,38.1023703639727,870,18.533502111715695,0.01577766363058246,0.7088896710417846,0.8097218728162124,0.411466,37
3,gbtree,0.9591084298026666,0.25204127438822366,0.013611714042498597,10,22.656563708286026,1033,301.0828323371717,70.85721663941601,0.28483780953999827,0.5,0.403253,37
4,gbtree,0.22751081689217473,0.5961415280890161,0.00022481268581995073,7,16.49885582528691,616,126.14674784489826,0.035700959600309494,0.7631747698841177,0.5,0.27097,37
5,gbtree,0.8201062586888916,0.9756677022116469,0.001326789408689306,9,24.476515851741933,1329,201.0721987450936,233.86439256208715,0.6400510158833581,0.5,0.530025,37
6,gbtree,0.5109418317515857,0.4602642646106115,0.20924076492348906,3,6.743865691638335,1200,0.006615366471747824,93.84800715909533,0.3163693765389396,0.8221418588399722,0.653081,37
7,gbtree,0.9895095492804138,0.2596405149438167,0.001027881282043665,3,102.87901655576304,720,15.177443791190449,0.015570196345516612,0.6570220623686863,0.5,0.3054,37
8,gbtree,0.48677258283541813,0.2592357213872723,0.08656473142106183,11,98.9513340291151,20,0.0005989585937565717,150.8761367568167,0.7801430078857128,0.5,0.057796,37
9,gbtree,0.7100459770841705,0.7836849426704513,0.0015556594680629077,5,42.298281897396876,1250,89.64989861647395,0.6812233896860297,0.2976687627145177,0.5,0.505339,37
10,gbtree,0.4141461509698972,0.48941405283079625,0.030327967312050605,1,72.83286251653821,1908,0.042960803961343164,10.316833991568032,0.438232154979619,0.5,0.713132,37
11,gbtree,0.3920532665109229,0.4179306474477347,0.3754414196483786,14,4.985159028766695,1661,0.012235083102284765,0.5704409526595715,0.959357289980285,0.7583284416491962,1.115239,37
12,gbtree,0.3453109225034605,0.6674139122073675,0.0001651414742612318,15,60.52556279875595,1436,0.0004988340024097086,671.6346526687574,0.47658972219146783,0.5,0.590238,37
13,gbtree,0.6405532569000698,0.3957506341159537,0.005339430700195971,12,1.3494477533039735,1667,0.33288902214315774,12.972618567849958,0.9940139977399695,0.8296093640810621,2.263499,37
14,gbtree,0.6566081422299506,0.6098646400400944,0.006693153529978223,12,4.561858669363737,1955,1.6740034676059856,22.099208343326936,0.5022348580793201,0.832585604472397,1.584062,37
15,gbtree,0.6908813220467248,0.6342832010968956,0.007387854231573423,12,57.96560322503965,1971,1.2237410333154237,24.89315480502164,0.5146363256850995,0.5,0.809519,37
16,gbtree,0.6456742880725642,0.8007977888100207,0.0036135423815039694,7,1.4858208224369556,1747,0.8719383194499206,0.0011997072580708817,0.8796544521120457,0.8193459119496855,2.760325,37
17,gbtree,0.7659221509709198,0.5549384310686635,0.023313905174922923,12,80.56282202105527,1633,0.5368634689425572,15.273582913297838,0.5728390621777081,0.5,0.654346,37
18,gbtree,0.8633093365017961,0.7366993819537982,0.004920282600000381,15,42.006978948559436,401,0.10714497784721767,0.11017822503910932,0.4032677225215464,0.5,0.225223,37
19,gbtree,0.5985640196254172,0.9111525258530393,0.06420179102384753,11,52.0013326472166,1994,5.1562684686571325,5.942608757564387,0.550724678239187,0.5,0.813847,37
20,gbtree,0.8928644473638334,0.3920627942989899,0.00044192679656254036,13,126.13519425770625,1744,2.899710787541827,918.4525204476176,0.37770684103008384,0.5,0.688741,37
21,gbtree,0.527082822935006,0.49354549736452574,0.14854100768797607,5,9.620411564268137,1051,0.0027164130241703593,36.91389953570556,0.3537864813267672,0.819424178895877,0.552389,37
22,gbtree,0.4952702528510151,0.43425774983155085,0.011544354208099548,8,11.201407492274928,1565,0.20800262211539697,149.92810819187042,0.3344293201071871,0.8131208944793851,0.804177,37
23,gbtree,0.7289876536787182,0.7006880465231902,0.0023870331633143336,1,1.536563168661488,1159,0.00012490295035534146,4.141136931557846,0.4551792090898362,0.8270195667365478,0.560074,37
24,gbtree,0.7515452570714417,0.6999827743127193,0.003098868577326687,1,35.90316339175601,1859,0.00015541010076049533,2.0117154450298984,0.5857394639242307,0.8061044723969253,0.765094,37
25,gbtree,0.6536870215709106,0.5824216643969952,0.0021749373936304304,10,14.987567191126876,1501,0.06243958444917461,0.22790168582556045,0.4718784351245563,0.825743535988819,0.891805,37
26,gbtree,0.6281673133756642,0.8594277022093186,0.0005025888256709784,6,30.73472305551686,1757,0.3375534373834566,3.3127263559780986,0.8713254293653225,0.8210293501048218,1.052857,37
27,gbtree,0.7668718877240427,0.5505763247085659,0.010849186872088391,13,1.0415863076676515,1122,2.2252200343089834,10.897866060477412,0.5098470272910864,0.8320698812019568,1.393448,37
28,gbtree,0.8219104137802825,0.34201125797779824,0.03884691391480855,13,16.68181229714544,268,3.5199269863387714,31.45232511031885,0.6932175447736757,0.8170104821802935,0.2171,37
29,gbtree,0.7866782427844362,0.3826772810833147,0.00878530023123726,14,20.97593235241717,870,16.00401535532032,9.300296773404359,0.5126595891674453,0.8110569531795946,0.505656,37
30,gbtree,0.6820478392808004,0.6412751578068642,0.012202196243804185,11,1.140315621545052,1839,1.56397675154699,389.15117421278137,0.8490535000152448,0.8275101327742839,2.137297,37
31,gbtree,0.6900271719318098,0.5577064565354891,0.018933190240250846,11,10.683976384538987,1868,1.4778774005285447,520.3094177519253,0.9026406018284281,0.8231264849755418,1.238781,37
32,gbtree,0.5891449730400522,0.632535572521427,0.005308380198801594,12,1.708592527050527,1818,6.514707360833984,287.17923301722146,0.9370615747998065,0.8220918937805729,1.540536,37
33,gbtree,0.6675659352994936,0.5243856991064233,0.015499487928027883,14,30.51247001823177,1362,42.44012790556184,55.51969301265669,0.825468175730459,0.7868864430468204,0.613297,37
34,gbtree,0.5661386062453079,0.6515163128363352,0.045235372409395826,10,19.82975265869063,1610,0.20476708809820102,17.183701581658568,0.7478990361984083,0.8179399021663173,0.945633,37
35,gbtree,0.8084388427407629,0.3107178627196674,0.010158789319692213,9,12.626151914857253,1505,1.874086491182053,1.5951770495186808,0.8119588029203023,0.8314465408805031,1.044603,37
36,gbtree,0.896652847908394,0.2935823611921061,0.007043268454213819,9,26.433189709633986,1510,36.357735993916236,1.2185047234380033,0.9848839535495212,0.8011432564640112,0.677704,37
37,gbtree,0.8063747722490915,0.3087610928474879,0.004145443781075553,8,12.14682439262386,896,8.725205787730815,2.3255352470581245,0.6176823122560813,0.822975541579315,0.560275,37
38,gbtree,0.8519233023267888,0.3659588659194388,0.009974287170222152,13,46.78190468729999,1121,0.5242730530953741,0.27954883737470165,0.7079082639274324,0.7906656184486373,0.527327,37
39,gbtree,0.9291779406457934,0.45136044717391344,0.0008336236745388685,9,33.6441954132672,1260,0.023328915889729344,6.465872708064436,0.8130025513334878,0.8134304682040531,0.738069,37
40,gbtree,0.7386058103129545,0.21668231483485534,0.020090910310438505,10,25.92029386113465,1376,2.5338508996248064,71.04075261887112,0.2589566728802854,0.5,0.557598,37
41,gbtree,0.626502054371347,0.6104931894196083,0.01292695892439073,12,7.032702208990529,1698,1.5650151520525277,1.34541291636184,0.8410512838642039,0.8198392732354997,1.568809,37
42,gbtree,0.7119582675974134,0.20736167050452536,0.0055794950569120405,11,16.054991432484808,1919,0.12138927342472741,322.1402154358717,0.9995673174599027,0.8061813417190775,0.976284,37
43,gbtree,0.7811148811335095,0.5289661616584792,0.0021333285454949624,11,7.081926736194104,1795,0.794632614460901,126.70235619743943,0.9222731126197173,0.8199566736547869,1.315026,37
44,gbtree,0.5543080209666036,0.4864956582686912,0.008973684019807525,13,21.44584333925474,1487,9.042475178905187,14.16305648953938,0.664867046347705,0.8179629629629629,0.748277,37
45,gbtree,0.44950821267506974,0.770436300847599,0.02843382205430619,10,1.077305954105927,1586,2.468442539835144,0.5886275639497394,0.5164358151817802,0.8096512928022361,1.532637,37
46,gbtree,0.2655963010431543,0.286374632704625,0.015015399332871753,12,6.924021993955607,1274,26.531291007966527,6.178818877809643,0.7479734140816001,0.8134797344514325,0.579458,37
47,gbtree,0.6837084671565181,0.6951861205784443,0.0030553787142012976,8,14.673641596050317,1994,0.43173441881335384,52.42757863066954,0.7887586458354573,0.82538714185884,1.292744,37
48,gbtree,0.8139967613054053,0.5913801361841354,0.006827909929647812,14,19.62821344029618,977,1.1627799544646433,25.24933508058852,0.8614391225214068,0.8280607966457023,0.680165,37
49,gbtree,0.9783266424656565,0.40843085896656134,0.006417211622115947,15,71.13004156546671,765,0.10302299139128035,26.124963715981178,0.9543412197388066,0.5,0.334572,37
50,gbtree,0.8406928092301228,0.5954698009744311,0.004063683579544933,14,89.5326708407022,529,324.6182235518407,3.2608441556947025,0.4255915458541264,0.5,0.291849,37
51,gbtree,0.7529139414649465,0.5529303619390562,0.01095124950687882,13,9.266160755303648,955,0.9962022613600692,9.116270309019093,0.8748093562877426,0.8333249475890986,0.889784,37
52,gbtree,0.7933136945859297,0.5592856182546442,0.007720196276498804,13,20.16844053386334,753,0.9034925247339872,15.972263193740268,0.8846886941204941,0.8302711390635918,0.56005,37
53,gbtree,0.7569541153980096,0.540761133564567,0.02269790625473319,13,7.683807482488216,752,0.6362044114317612,9.69300795985205,0.9105436778467859,0.824320754716981,0.782329,37
54,gbtree,0.878837179231454,0.4805294845045481,0.037287368081259584,12,11.70474264781689,643,0.304229017914347,15.275087819453566,0.891211410357613,0.8261523410202656,0.55015,37
55,gbtree,0.7210782745133837,0.33945547165613377,0.008646991364345233,13,25.027135298765437,940,4.173455945006434,4.73049067675552,0.9574267505372875,0.8207805730258559,0.572868,37
