trial,C,class_weight,l1_ratio,max_iter,penalty,solver,value,time,dataset
0,0.09915644566638401,balanced,0.6351221010640696,1500,elasticnet,saga,0.7787857142857143,0.127117,31
1,71.77141927992021,balanced,0.024810409748678097,1500,elasticnet,saga,0.7803809523809524,0.844387,31
2,0.0017707168643537846,balanced,0.0004207053950287938,1500,elasticnet,saga,0.749095238095238,0.078651,31
3,0.00029152036385288323,balanced,0.29154431891537513,1500,elasticnet,saga,0.5,0.026654,31
4,6.4405075539937195,balanced,0.06796578090758151,1500,elasticnet,saga,0.7822619047619048,0.603686,31
5,0.00014610865886287216,balanced,0.7579479953348001,1500,elasticnet,saga,0.5,0.028806,31
6,456.6054873446131,balanced,0.0007068974950624604,1500,elasticnet,saga,0.7803095238095238,1.336026,31
7,0.002848391870910803,balanced,0.0005415244119402539,1500,elasticnet,saga,0.7568809523809523,0.080207,31
8,0.027160511446548512,balanced,0.012561043700013555,1500,elasticnet,saga,0.785142857142857,0.107318,31
9,0.2854697857797185,balanced,0.0014618962793704966,1500,elasticnet,saga,0.7893333333333332,0.288168,31
10,7.849159562555091,balanced,0.0003613894271216529,1500,elasticnet,saga,0.7817857142857143,0.620946,31
11,0.02173487707341741,balanced,0.002920433847181412,1500,elasticnet,saga,0.7844285714285715,0.096847,31
12,0.4452048365748854,balanced,0.13826232179369857,1500,elasticnet,saga,0.7886666666666666,0.317289,31
13,0.0039572205641009274,balanced,0.011400863701127324,1500,elasticnet,saga,0.7593571428571428,0.084506,31
14,5.486767416600916,balanced,0.00015339162591163628,1500,elasticnet,saga,0.7822142857142856,0.585018,31
15,7.250347382396653,balanced,0.00048094619675015767,1500,elasticnet,saga,0.7819761904761904,0.61142,31
16,0.0003314459707751232,balanced,0.6245139574743068,1500,elasticnet,saga,0.5,0.026362,31
17,5309.5322690092235,balanced,0.17123375973163968,1500,elasticnet,saga,0.7802857142857141,1.111969,31
18,0.02734702913886812,balanced,0.00024586032763280086,1500,elasticnet,saga,0.7852380952380953,0.100276,31
19,29.775853025212687,balanced,0.005762487216478602,1500,elasticnet,saga,0.7806666666666667,0.741272,31
20,0.000946903842177445,balanced,0.009565499215943823,1500,elasticnet,saga,0.7260000000000001,0.074142,31
21,0.00018841183049085134,balanced,0.43379206974909373,1500,elasticnet,saga,0.5,0.026387,31
22,0.011755466083160767,balanced,0.04467752817973906,1500,elasticnet,saga,0.7755714285714286,0.08065,31
23,0.031166541263980527,balanced,0.012030178871154668,1500,elasticnet,saga,0.7861190476190475,0.107933,31
24,2.364189230878976,balanced,0.0005488047000766049,1500,elasticnet,saga,0.7842142857142858,0.504838,31
25,5710.5379511268075,balanced,0.12604664585649453,1500,elasticnet,saga,0.7802857142857141,1.099321,31
26,3280.888962660632,balanced,0.3795853142670636,1500,elasticnet,saga,0.7802857142857141,1.117131,31
27,6.0701556941418096,balanced,0.48696409415208936,1500,elasticnet,saga,0.7822857142857143,0.624986,31
28,0.0005104344952682508,balanced,0.0006080390190296605,1500,elasticnet,saga,0.7342857142857143,0.075876,31
29,0.0002300479202014584,balanced,0.0020013420622879987,1500,elasticnet,saga,0.7185714285714285,0.073381,31
30,0.12865252594826798,balanced,0.0012172958098369967,1500,elasticnet,saga,0.7905,0.227641,31
31,426.4813784432929,balanced,0.0026730883107816713,1500,elasticnet,saga,0.7803095238095238,1.065261,31
32,0.017679748286442643,balanced,0.014817820606039088,1500,elasticnet,saga,0.7827619047619048,0.082608,31
33,0.0013408920002835425,balanced,0.16172900811143134,1500,elasticnet,saga,0.5,0.036945,31
34,0.00039482545946332466,balanced,0.8862326508576243,1500,elasticnet,saga,0.5,0.025449,31
35,150.64619068942054,balanced,0.0006235377135673159,1500,elasticnet,saga,0.7803095238095238,0.933264,31
36,0.00011070747281639221,balanced,0.18274508859816008,1500,elasticnet,saga,0.5,0.026667,31
37,45.170900739091465,balanced,0.08241925264876443,1500,elasticnet,saga,0.7805238095238095,0.797735,31
38,147.96628616069324,balanced,0.00019777828512462724,1500,elasticnet,saga,0.7803095238095238,0.928541,31
39,0.07374385355858322,balanced,0.00029072088906598463,1500,elasticnet,saga,0.7898095238095237,0.172372,31
40,803.2068562667243,balanced,0.031130959561221232,1500,elasticnet,saga,0.7802857142857142,1.093804,31
41,0.044379683310623495,balanced,0.00017956984225677631,1500,elasticnet,saga,0.7883571428571429,0.135597,31
42,0.030750952591044503,balanced,0.0019986340778528873,1500,elasticnet,saga,0.7861190476190476,0.111357,31
43,68.68302692995739,balanced,0.035500125258511595,1500,elasticnet,saga,0.7803571428571427,0.840198,31
44,1252.281430305366,balanced,0.007742116473996248,1500,elasticnet,saga,0.7802857142857141,1.111328,31
45,0.0009052196389541902,balanced,0.0712818805840136,1500,elasticnet,saga,0.6276309523809525,0.073892,31
46,121.97768563438403,balanced,0.017583640270008517,1500,elasticnet,saga,0.7803333333333333,0.897958,31
47,147.14226590398798,balanced,0.009444574254983563,1500,elasticnet,saga,0.7803095238095238,0.919549,31
48,1.5200666650051613,balanced,0.005130551760589831,1500,elasticnet,saga,0.785595238095238,0.427437,31
49,0.00015971768764426244,balanced,0.00027012557725439106,1500,elasticnet,saga,0.7283095238095239,0.074864,31
50,0.00017841587142327403,balanced,0.035127047262708454,1500,elasticnet,saga,0.5,0.033058,31
51,0.03272260339283022,balanced,0.010821382910613988,1500,elasticnet,saga,0.7862619047619047,0.111735,31
52,1821.9304379346577,balanced,0.000993502390906369,1500,elasticnet,saga,0.7802857142857141,1.090857,31
53,0.19189487864144905,balanced,0.10524574681335624,1500,elasticnet,saga,0.7903333333333333,0.243546,31
54,0.006766830902084547,balanced,0.0002031980983842498,1500,elasticnet,saga,0.7712380952380953,0.07816,31
55,0.020797523481449698,balanced,0.00044145368764944825,1500,elasticnet,saga,0.7842380952380953,0.091152,31
56,2738.9318023929804,balanced,0.17079750342958216,1500,elasticnet,saga,0.7802857142857141,1.097293,31
57,11.674278567621291,balanced,0.3060852210672247,1500,elasticnet,saga,0.7811190476190477,0.670035,31
58,268.7674155561062,balanced,0.0005575453980775373,1500,elasticnet,saga,0.7803333333333333,1.011825,31
59,1381.885271152788,balanced,0.014367095138664226,1500,elasticnet,saga,0.7802857142857141,1.12616,31
60,288.08539486929266,balanced,0.38403004190988527,1500,elasticnet,saga,0.7803095238095238,1.070219,31
61,0.034996756820693704,balanced,0.00027555462077796626,1500,elasticnet,saga,0.7872142857142858,0.12184,31
62,0.006660108438734098,balanced,0.0051101206564971614,1500,elasticnet,saga,0.7707619047619048,0.082084,31
63,350.0403644805157,balanced,0.27728241828010597,1500,elasticnet,saga,0.7803095238095238,1.085839,31
64,0.00011366245816554806,balanced,0.01104051190316225,1500,elasticnet,saga,0.5183333333333333,0.050763,31
65,0.21841779839274014,balanced,0.0007734482156646796,1500,elasticnet,saga,0.7897380952380952,0.279497,31
66,0.0009097518316981085,balanced,0.002241097161910952,1500,elasticnet,saga,0.7381666666666666,0.079099,31
67,3493.635816569525,balanced,0.0019625093208439867,1500,elasticnet,saga,0.7802857142857141,1.115974,31
68,1.41359491400579,balanced,0.06487477066058678,1500,elasticnet,saga,0.7861666666666667,0.427757,31
69,0.0811029813203095,balanced,0.7711312991331102,1500,elasticnet,saga,0.770547619047619,0.098548,31
70,5007.0088559040905,balanced,0.0010165510266418735,1500,elasticnet,saga,0.7802857142857141,1.119214,31
71,0.9505786310154973,balanced,0.0015977662354833878,1500,elasticnet,saga,0.7868571428571427,0.380474,31
72,0.018998703060878204,balanced,0.0001404584234402471,1500,elasticnet,saga,0.784047619047619,0.088132,31
73,7.525141520487923,balanced,0.010249816559563212,1500,elasticnet,saga,0.781952380952381,0.604856,31
74,0.00025812496493273694,balanced,0.0013019246714361576,1500,elasticnet,saga,0.7250714285714286,0.078805,31
75,1845.5554056364172,balanced,0.0009083381663660585,1500,elasticnet,saga,0.7802857142857141,1.121473,31
76,0.0014426433452224832,balanced,0.00907425628898386,1500,elasticnet,saga,0.7378809523809524,0.072033,31
77,7677.213757517439,balanced,0.0009294394155644994,1500,elasticnet,saga,0.7802857142857141,1.114185,31
78,23.827823761203792,balanced,0.11129571947046,1500,elasticnet,saga,0.7808571428571429,0.723785,31
79,0.007963433393223609,balanced,0.08182111518618412,1500,elasticnet,saga,0.7602857142857143,0.077762,31
80,0.08755179646617169,balanced,0.03382387201936217,1500,elasticnet,saga,0.789904761904762,0.193944,31
81,11.701396243779081,balanced,0.013902686711035004,1500,elasticnet,saga,0.7811428571428571,0.656391,31
82,0.0005276162470390146,balanced,0.21938654178115052,1500,elasticnet,saga,0.5,0.03014,31
83,0.03683329062823529,balanced,0.0005572807500029967,1500,elasticnet,saga,0.7870952380952381,0.126039,31
84,0.00021193424275166,balanced,0.023097861492693564,1500,elasticnet,saga,0.5,0.04008,31
85,26.33388257869838,balanced,0.0001165068111898614,1500,elasticnet,saga,0.7808333333333334,0.722313,31
86,1.2495236093458573,balanced,0.00080534710303161,1500,elasticnet,saga,0.7861428571428571,0.399893,31
87,14.50047815139613,balanced,0.0004982711200081134,1500,elasticnet,saga,0.7810952380952381,0.670194,31
88,33.69006933878962,balanced,0.003523233163198314,1500,elasticnet,saga,0.7805952380952381,0.754945,31
89,3117.740107483627,balanced,0.0003548818403010948,1500,elasticnet,saga,0.7802857142857141,1.117805,31
90,0.05352181202453728,balanced,0.00028437674894443693,1500,elasticnet,saga,0.788952380952381,0.154635,31
91,2497.7498768365767,balanced,0.3231152185441095,1500,elasticnet,saga,0.7802857142857141,1.125323,31
92,0.011575320420690604,balanced,0.04364516946807792,1500,elasticnet,saga,0.7755952380952381,0.078788,31
93,344.9670395050211,balanced,0.01662659225403187,1500,elasticnet,saga,0.7803095238095238,1.050634,31
94,1.7266512478892524,balanced,0.0009277034327414725,1500,elasticnet,saga,0.7852619047619047,0.452281,31
95,0.0005556766432156766,balanced,0.38802797007866835,1500,elasticnet,saga,0.5,0.027495,31
96,1597.1454085256732,balanced,0.03407264348530191,1500,elasticnet,saga,0.7802857142857141,1.11278,31
97,0.051551146491965065,balanced,0.002493666083446519,1500,elasticnet,saga,0.7888333333333334,0.150272,31
98,64.21632248858042,balanced,0.38765111709116273,1500,elasticnet,saga,0.7804285714285715,0.866271,31
99,1249.3709226103208,balanced,0.1316746532693613,1500,elasticnet,saga,0.7802857142857141,1.128628,31
100,13.685263669430226,balanced,0.0002170500348871116,1500,elasticnet,saga,0.7811666666666668,0.665807,31
101,0.001963494606984601,balanced,0.39284095134792246,1500,elasticnet,saga,0.5,0.034615,31
102,7.102847286095387,balanced,0.00010883991813938144,1500,elasticnet,saga,0.782,0.608869,31
103,0.0006482945086231295,balanced,0.04508240502480681,1500,elasticnet,saga,0.6320238095238094,0.068844,31
104,0.0001097722764754469,balanced,0.00043977668944839644,1500,elasticnet,saga,0.7244999999999999,0.070262,31
105,2.453976022270101,balanced,0.05855726588796254,1500,elasticnet,saga,0.7842142857142858,0.500437,31
106,16.43198674858493,balanced,0.0007890004262668581,1500,elasticnet,saga,0.7810714285714286,0.681833,31
107,49.823447021030056,balanced,0.0008891936446296249,1500,elasticnet,saga,0.780547619047619,0.792482,31
108,0.04010491362023566,balanced,0.09682012086882462,1500,elasticnet,saga,0.7861666666666667,0.12347,31
109,15.742119048074258,balanced,0.2493983879489147,1500,elasticnet,saga,0.7808809523809523,0.697812,31
110,18.234889604457635,balanced,0.01876006822030065,1500,elasticnet,saga,0.7810238095238095,0.696307,31
