model__C,model__class_weight,model__l1_ratio,model__max_iter,model__penalty,model__solver,model__tol,Combination_ID,Score,Dataset
0.0745934328572655,balanced,0.1834347898661638,81,elasticnet,saga,1.5620693675639885e-05,1,0.8847872837774662,recruit
0.16949768237884735,balanced,0.05808361216819946,97,elasticnet,saga,1.5930522616241016e-05,2,0.8840143369175627,recruit
3.4702669886504163,,0.056411579027100256,353,,saga,7.535384509295548e-05,3,0.884656381486676,recruit
0.0010090061869151559,,0.18340450985343382,469,l1,saga,1.120760621186056e-05,4,0.5,recruit
0.14445251022763064,balanced,0.5247746602583891,179,,saga,3.839629299804171e-06,5,0.8834159264453794,recruit
0.06789053271698488,,0.0906064345328208,455,l2,saga,5.820013372709856e-06,6,0.8852049244195106,recruit
82.4431219090508,balanced,0.046450412719997725,316,l2,saga,2.1930485556643695e-06,7,0.8834159264453794,recruit
0.0021147447960615704,,0.9422017556848528,23,l1,saga,5.899741796710486e-06,8,0.5,recruit
0.001201797402730995,,0.6842330265121569,376,,saga,1.7541893487450809e-06,9,0.884656381486676,recruit
0.2991469302130217,balanced,0.17336465350777208,90,,saga,2.3145798905204873e-06,10,0.8834159264453794,recruit
5.981457917250767,,0.5200680211778108,115,,saga,2.342658105820405e-06,11,0.884656381486676,recruit
70.45683638454501,,0.44975413336976566,211,l1,saga,7.133747470888437e-05,12,0.8846688483715132,recruit
4.328724829857123,balanced,0.0884925020519195,224,,saga,1.2315571723666031e-06,13,0.8834159264453794,recruit
0.04233032996527596,,0.7473201101373809,376,elasticnet,saga,1.4910847596941103e-05,14,0.8822253389434315,recruit
67.03112932069459,,0.5426960831582485,50,elasticnet,saga,4.0215545266902885e-05,15,0.8846626149290945,recruit
0.0023591373063477136,balanced,0.4234014807063696,138,,saga,3.863459370720671e-06,16,0.8834159264453794,recruit
0.0011759777738127746,balanced,0.7068573438476171,172,l2,saga,3.487712624545935e-05,17,0.8733613838242169,recruit
0.002345434227726052,balanced,0.6510770255019445,37,l2,saga,5.012762811014229e-05,18,0.8769643135421537,recruit
0.17670684411371557,balanced,0.06355835028602363,416,l1,saga,4.470608546778493e-06,19,0.8847124824684433,recruit
4.446628955475449,,0.27472179299006416,44,elasticnet,saga,5.832486597608727e-06,20,0.8847561165653731,recruit
72.20387022183417,balanced,0.7607850486168974,227,l2,saga,3.482846706526883e-05,21,0.8834159264453794,recruit
0.2944272359149679,balanced,0.7106628896857874,355,l1,saga,7.562632622090499e-06,22,0.8844631447717002,recruit
0.010199902295182441,,0.6364104112637804,61,elasticnet,saga,1.0402587615883838e-05,23,0.8500888265544648,recruit
34.501054536130205,balanced,0.6044173792778172,152,l2,saga,2.5475484334388105e-06,24,0.8834159264453794,recruit
51.792616641763715,balanced,0.289751452913768,95,,saga,7.234279845665421e-05,25,0.8834159264453794,recruit
10.979988817809668,balanced,0.10549425983027061,293,,saga,2.7345185538655064e-06,26,0.8834159264453794,recruit
0.12093436800433305,,0.5393422419156507,357,elasticnet,saga,4.32520752538653e-06,27,0.8853233598254636,recruit
