,model__C,model__class_weight,model__l1_ratio,model__max_iter,model__penalty,model__solver,model__tol,Score
0,42.96242134793969,balanced,0.038996239923616345,221,elasticnet,saga,8.361790969997355e-05,0.9997807703043206
0,38.87315498793641,balanced,1.0,501,l2,saga,1e-06,0.9997936363431243
0,40.857431322826265,balanced,0.008769140246970578,260,,saga,7.355280597427034e-06,0.9997743372849185
0,100.0,balanced,1.0,131,elasticnet,saga,0.0001,0.9997807703043206
0,26.33271756826064,balanced,0.42209317516640754,359,elasticnet,saga,7.586455045083105e-06,0.9997936363431243
0,22.910624717501946,balanced,0.4165956344948202,283,elasticnet,saga,2.2751151820261992e-05,0.9997807703043206
0,100.0,balanced,0.1364327336786171,424,elasticnet,saga,2.1116771103918876e-06,0.9997743372849185
0,100.0,balanced,0.20207091933664548,408,l2,saga,0.0001,0.9997743372849185
0,20.1812368403284,balanced,0.5005020213127345,451,elasticnet,saga,3.882400514678181e-05,0.9997807703043206
0,23.67413559642536,balanced,0.313285187406299,498,elasticnet,saga,1.7560001438502968e-06,0.9997807703043206
0,16.544509032521802,balanced,0.9465880753594217,119,,saga,3.395969631378349e-06,0.9997807703043206
0,0.004284822742921597,balanced,0.0048587887866866925,110,,saga,1.2693454008149626e-06,0.9997807703043206
0,0.013699131142905436,balanced,0.37066806424072857,144,,saga,1.4237048545892896e-05,0.9997936363431243
0,0.15027850117273805,balanced,0.7318556100404432,215,,saga,2.7282911754474228e-05,0.9997743372849185
0,62.75033466592302,,0.8771076940251088,139,l1,saga,7.566243128442769e-06,0.9997807703043206
0,55.426381940866555,balanced,0.6034966375672584,225,,saga,5.852979323725817e-06,0.9997743372849185
0,5.321578697513709,balanced,0.6632972511572423,320,l1,saga,5.322733318177601e-05,0.9997936363431245
0,92.94930234141614,balanced,0.98771998396677,473,l2,saga,8.814628713170515e-05,0.9997743372849185
0,4.713002291536567,balanced,0.2343762689631393,405,l1,saga,5.6735113680772496e-05,0.9997936363431245
0,0.1745014694523199,balanced,0.3172630318689413,151,,saga,1.4112178123823046e-05,0.9997936363431243
0,100.0,balanced,0.19646208768573567,179,l1,saga,1.3918744308913941e-06,0.9997743372849185
0,0.002477238380521837,,0.4321002744558039,136,,saga,6.145823937399318e-05,0.9997807703043206
0,3.8984307313278173,balanced,0.6812050298928067,173,,saga,8.113848225857e-05,0.9997743372849185
0,24.280629672284906,,0.6539631284026134,416,elasticnet,saga,6.21228899786443e-06,0.9997743372849185
0,43.59955046616728,balanced,0.6672871705877951,185,,saga,2.1591493807472815e-05,0.9997743372849185
0,0.006484011102474707,balanced,0.04385398931636398,267,,saga,1.4813184242228943e-05,0.9997743372849185
0,62.05391750199193,balanced,0.27739386593063425,351,l2,saga,8.74517234116611e-06,0.9997743372849185
0,0.6236565610728751,,0.1816426710464263,143,,saga,4.131311947412426e-05,0.9997807703043206
0,0.03552897816490505,balanced,0.09482381172095825,228,,saga,2.3453474504369723e-05,0.9997743372849185
0,40.855146429598555,balanced,1.0,501,l2,saga,1e-06,0.9997936363431245
0,1.6744245802688604,balanced,0.09729993174135292,294,,saga,2.482055006774102e-06,0.9997743372849185
0,0.004459716228722579,,0.7750117697694445,164,,saga,2.146075105988379e-06,0.9997743372849185
0,0.007966193936633146,,0.0,194,,saga,1.0890158340272759e-06,0.9997743372849185
0,100.0,balanced,0.23565311693458113,443,elasticnet,saga,2.1456938632039816e-05,0.9997743372849185
0,86.10781654521395,,0.20433783693352064,245,l2,saga,1.8770601142984577e-06,0.9997743372849185
0,0.07138349485802069,balanced,0.23462773882595028,157,,saga,5.06622372292342e-06,0.9997936363431245
0,3.8310995595298363,balanced,0.0,501,l1,saga,1e-06,0.9997807703043206
0,39.01021772065749,,0.0,143,,saga,1.318509666158922e-06,0.9997807703043206
0,100.0,balanced,0.9463585903254177,272,l1,saga,2.2815964402584244e-06,0.9997743372849185
0,100.0,balanced,0.0,326,l2,saga,0.0001,0.9997743372849185
0,100.0,balanced,0.9769544377590521,164,l2,saga,4.898561995434301e-05,0.9997807703043206
0,2.6051244754710727,balanced,0.30118343860889146,160,,saga,9.43420531716461e-06,0.9997743372849185
0,4.0237124699959255,,0.2812886796649747,188,,saga,2.1585352120275474e-05,0.9997743372849185
0,0.5531862292392693,balanced,0.3279133061866562,245,,saga,3.009316181959106e-05,0.9997743372849185
0,34.45356787454787,balanced,0.20600157325217366,128,l1,saga,6.896149079361506e-05,0.9997807703043206
0,0.010087331203121963,balanced,0.8005845564394227,206,,saga,1.1292457295129137e-06,0.9997743372849185
0,0.2000909816744992,balanced,0.7750159649276688,113,,saga,1.1228723127585189e-06,0.9997807703043206
0,0.005457600378076967,balanced,0.1870051804483235,148,,saga,1.0480489066304437e-05,0.9997936363431243
0,38.80845945644771,balanced,0.8157061642127177,156,,saga,0.0001,0.9997936363431245
0,0.11934675640378699,balanced,0.845436849251534,121,,saga,2.565222375756796e-06,0.9997807703043206
