mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__kernel,param_model__gamma,param_model__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,dataset
0.022951412200927734,0.002435760589266661,0.008368635177612304,0.002373244819280964,sigmoid,1.467799267622069,0.06812920690579612,"{'model__kernel': 'sigmoid', 'model__gamma': 1.467799267622069, 'model__C': 0.06812920690579612}",0.6988888888888889,0.7262962962962963,0.7198148148148148,0.7352830188679245,0.7258490566037735,0.7212264150943396,0.012211619973636647,81,diabetes
0.03053278923034668,0.005725679403055213,0.016377639770507813,0.00471727989562663,rbf,0.021544346900318832,46.41588833612777,"{'model__kernel': 'rbf', 'model__gamma': 0.021544346900318832, 'model__C': 46.41588833612777}",0.8042592592592592,0.8085185185185185,0.8266666666666668,0.8756603773584906,0.8300000000000001,0.829020964360587,0.02535834536493234,51,diabetes
0.02429952621459961,0.0027098511407344836,0.01453242301940918,0.0018884346429818512,rbf,0.004641588833612777,0.03162277660168379,"{'model__kernel': 'rbf', 'model__gamma': 0.004641588833612777, 'model__C': 0.03162277660168379}",0.8144444444444445,0.8037037037037037,0.8287037037037036,0.8658490566037736,0.8360377358490566,0.8297477288609365,0.021243548675105577,43,diabetes
0.015690422058105467,0.0019159855533587061,0.009381437301635742,0.0028808659968537465,linear,10.0,0.06812920690579612,"{'model__kernel': 'linear', 'model__gamma': 10.0, 'model__C': 0.06812920690579612}",0.8077777777777777,0.8062962962962963,0.8281481481481481,0.8724528301886794,0.839433962264151,0.8308218029350105,0.02427751107407152,39,diabetes
0.06487178802490234,0.010654969746664758,0.010054302215576173,0.0025475103938686515,linear,1.467799267622069,10.0,"{'model__kernel': 'linear', 'model__gamma': 1.467799267622069, 'model__C': 10.0}",0.8077777777777778,0.8083333333333333,0.8288888888888888,0.8730188679245283,0.8420754716981133,0.8320188679245282,0.024251049662214638,25,diabetes
0.023392915725708008,0.004190340730463343,0.01634325981140137,0.0027778689169083892,rbf,0.021544346900318832,0.1,"{'model__kernel': 'rbf', 'model__gamma': 0.021544346900318832, 'model__C': 0.1}",0.8164814814814815,0.805,0.8225925925925927,0.8622641509433963,0.8384905660377358,0.8289657582110411,0.019851130420125224,53,diabetes
0.022500133514404295,0.002675988323159509,0.015479373931884765,0.0014792706699503805,rbf,0.1467799267622069,0.01,"{'model__kernel': 'rbf', 'model__gamma': 0.1467799267622069, 'model__C': 0.01}",0.7983333333333333,0.8064814814814815,0.8031481481481481,0.8688679245283019,0.8511320754716981,0.8255925925925925,0.02876482021345674,61,diabetes
0.03253870010375977,0.004087078959059468,0.009108352661132812,0.0041254098744156874,linear,0.01,3.1622776601683795,"{'model__kernel': 'linear', 'model__gamma': 0.01, 'model__C': 3.1622776601683795}",0.8077777777777778,0.8083333333333333,0.8288888888888888,0.8730188679245283,0.8411320754716981,0.8318301886792453,0.024175625417543638,30,diabetes
0.020293378829956056,0.0023285240801672992,0.013284635543823243,0.001985569625393996,rbf,0.1,4.6415888336127775,"{'model__kernel': 'rbf', 'model__gamma': 0.1, 'model__C': 4.6415888336127775}",0.8112962962962963,0.8014814814814815,0.8159259259259259,0.8733962264150943,0.8243396226415094,0.8252879105520614,0.02516134891397248,62,diabetes
0.025654172897338866,0.0025147100532274995,0.01774935722351074,0.0019770356990699424,rbf,3.1622776601683795,100.0,"{'model__kernel': 'rbf', 'model__gamma': 3.1622776601683795, 'model__C': 100.0}",0.7427777777777778,0.6827777777777778,0.7372222222222221,0.7524528301886791,0.7405660377358491,0.7311593291404611,0.02471607123718412,79,diabetes
0.017750120162963866,0.0020428833286912523,0.006744813919067383,0.001996291131614893,linear,0.06812920690579612,0.046415888336127774,"{'model__kernel': 'linear', 'model__gamma': 0.06812920690579612, 'model__C': 0.046415888336127774}",0.8083333333333333,0.8094444444444444,0.8314814814814815,0.8728301886792452,0.8411320754716981,0.8326443046820404,0.023738393064282888,16,diabetes
0.019837093353271485,0.0009807529290720258,0.007531070709228515,0.0012453124413165102,linear,4.6415888336127775,0.021544346900318832,"{'model__kernel': 'linear', 'model__gamma': 4.6415888336127775, 'model__C': 0.021544346900318832}",0.8079629629629629,0.8094444444444444,0.8318518518518518,0.8730188679245283,0.8422641509433962,0.8329084556254367,0.02395966630024396,11,diabetes
0.020665454864501952,0.002977174958481714,0.013219642639160156,0.003170945050585947,rbf,0.21544346900318823,0.03162277660168379,"{'model__kernel': 'rbf', 'model__gamma': 0.21544346900318823, 'model__C': 0.03162277660168379}",0.792037037037037,0.8003703703703704,0.7972222222222223,0.8677358490566038,0.8515094339622642,0.8217749825296995,0.03143844689685468,64,diabetes
0.020443105697631837,0.0035289284786925424,0.008114337921142578,0.0018971575215094515,linear,0.01,1.0,"{'model__kernel': 'linear', 'model__gamma': 0.01, 'model__C': 1.0}",0.8077777777777778,0.8077777777777778,0.8287037037037037,0.8728301886792453,0.8407547169811321,0.8315688329839273,0.024195526528935706,33,diabetes
0.019680547714233398,0.004036819081785932,0.008226823806762696,0.002933690334960282,sigmoid,0.21544346900318823,1.0,"{'model__kernel': 'sigmoid', 'model__gamma': 0.21544346900318823, 'model__C': 1.0}",0.6712962962962964,0.667962962962963,0.7,0.66,0.7481132075471698,0.6894744933612859,0.032283815260564994,89,diabetes
0.024045848846435548,0.0064008523327843715,0.01094365119934082,0.0012523081334706741,sigmoid,0.01,0.046415888336127774,"{'model__kernel': 'sigmoid', 'model__gamma': 0.01, 'model__C': 0.046415888336127774}",0.8137037037037037,0.8046296296296296,0.8294444444444444,0.8677358490566037,0.829433962264151,0.8289895178197065,0.02158120913776376,52,diabetes
0.0340172290802002,0.002822041028011082,0.017916011810302734,0.0027007769408692204,rbf,10.0,100.0,"{'model__kernel': 'rbf', 'model__gamma': 10.0, 'model__C': 100.0}",0.7435185185185185,0.6762962962962963,0.702962962962963,0.7349056603773584,0.7264150943396226,0.7168197064989518,0.02435633746947908,83,diabetes
0.018839120864868164,0.001610380109690973,0.008867502212524414,0.0020378985443411167,sigmoid,0.31622776601683794,1.467799267622069,"{'model__kernel': 'sigmoid', 'model__gamma': 0.31622776601683794, 'model__C': 1.467799267622069}",0.6362962962962964,0.6574074074074073,0.6829629629629629,0.628490566037736,0.7066037735849057,0.6623522012578617,0.029096311315527753,93,diabetes
0.018646240234375,0.0029151995022507517,0.012919378280639649,0.002658795187151899,rbf,0.046415888336127774,0.31622776601683794,"{'model__kernel': 'rbf', 'model__gamma': 0.046415888336127774, 'model__C': 0.31622776601683794}",0.8162962962962962,0.8174074074074074,0.8237037037037036,0.8754716981132076,0.8462264150943396,0.8358211041229909,0.022572345206077597,6,diabetes
0.01928434371948242,0.0017279990622535775,0.013563966751098633,0.0029338621074068874,rbf,0.1,0.021544346900318832,"{'model__kernel': 'rbf', 'model__gamma': 0.1, 'model__C': 0.021544346900318832}",0.8022222222222223,0.8088888888888889,0.8118518518518518,0.8703773584905661,0.8486792452830189,0.8284039133473096,0.026507157719487025,57,diabetes
0.012836599349975586,0.0024256066084600313,0.010063505172729493,0.004253264545153171,linear,0.21544346900318823,0.01,"{'model__kernel': 'linear', 'model__gamma': 0.21544346900318823, 'model__C': 0.01}",0.8137037037037036,0.8105555555555557,0.8314814814814815,0.8690566037735848,0.8392452830188679,0.8328085255066388,0.02105851352269816,13,diabetes
0.01996746063232422,0.002322572136363176,0.0064030647277832035,0.0020186061786492252,sigmoid,3.1622776601683795,31.622776601683793,"{'model__kernel': 'sigmoid', 'model__gamma': 3.1622776601683795, 'model__C': 31.622776601683793}",0.6335185185185185,0.6288888888888889,0.6611111111111112,0.6552830188679245,0.6856603773584906,0.6528923829489868,0.020486670985713634,98,diabetes
0.028641414642333985,0.00427837364864192,0.015023040771484374,0.003193260762166626,rbf,0.46415888336127775,10.0,"{'model__kernel': 'rbf', 'model__gamma': 0.46415888336127775, 'model__C': 10.0}",0.7451851851851852,0.6814814814814816,0.7670370370370372,0.7658490566037736,0.7562264150943396,0.7431558350803634,0.03182445074340045,72,diabetes
0.11078181266784667,0.008397990946297671,0.006375026702880859,0.0028404692156723003,linear,1.0,21.54434690031882,"{'model__kernel': 'linear', 'model__gamma': 1.0, 'model__C': 21.54434690031882}",0.8077777777777778,0.8083333333333333,0.8288888888888888,0.8730188679245283,0.8416981132075472,0.8319433962264151,0.024220202635402883,26,diabetes
0.024055957794189453,0.0017861934055349493,0.009478044509887696,0.001872196974871199,sigmoid,0.0021544346900318843,100.0,"{'model__kernel': 'sigmoid', 'model__gamma': 0.0021544346900318843, 'model__C': 100.0}",0.8074074074074075,0.8051851851851852,0.8288888888888888,0.8739622641509432,0.8377358490566037,0.8306359189378056,0.024971731648711186,41,diabetes
0.023244524002075197,0.002939739438198838,0.015253639221191407,0.001585783633178983,rbf,0.03162277660168379,6.812920690579608,"{'model__kernel': 'rbf', 'model__gamma': 0.03162277660168379, 'model__C': 6.812920690579608}",0.8116666666666666,0.8148148148148148,0.8287037037037037,0.8888679245283019,0.8462264150943397,0.8380559049615653,0.028187310640222733,2,diabetes
0.2734568119049072,0.04818775049823973,0.007257413864135742,0.003091866367289203,linear,1.467799267622069,68.12920690579608,"{'model__kernel': 'linear', 'model__gamma': 1.467799267622069, 'model__C': 68.12920690579608}",0.8077777777777778,0.8083333333333333,0.8288888888888888,0.8728301886792453,0.8416981132075472,0.8319056603773586,0.0241562388644701,29,diabetes
0.04762520790100098,0.0295907290399319,0.013733720779418946,0.0008238778648051443,rbf,0.021544346900318832,68.12920690579608,"{'model__kernel': 'rbf', 'model__gamma': 0.021544346900318832, 'model__C': 68.12920690579608}",0.7992592592592592,0.808888888888889,0.8194444444444444,0.870943396226415,0.829622641509434,0.8256317260656882,0.02483218441812649,60,diabetes
0.02508511543273926,0.004052426455155353,0.014660263061523437,0.0026376892854506236,rbf,10.0,0.01,"{'model__kernel': 'rbf', 'model__gamma': 10.0, 'model__C': 0.01}",0.7425,0.6794444444444444,0.7026851851851851,0.7445283018867924,0.7170754716981133,0.717246680642907,0.024588991521892638,82,diabetes
0.03455038070678711,0.004086636800078131,0.018645477294921876,0.003957778331344769,rbf,2.154434690031882,3.1622776601683795,"{'model__kernel': 'rbf', 'model__gamma': 2.154434690031882, 'model__C': 3.1622776601683795}",0.7461111111111112,0.6811111111111111,0.7364814814814815,0.7586792452830188,0.749811320754717,0.734438853948288,0.027597722291515876,75,diabetes
0.015692901611328126,0.002438520226072557,0.009970903396606445,0.002897978333081257,linear,0.6812920690579608,0.021544346900318832,"{'model__kernel': 'linear', 'model__gamma': 0.6812920690579608, 'model__C': 0.021544346900318832}",0.8079629629629629,0.8094444444444444,0.8318518518518518,0.8730188679245283,0.8422641509433962,0.8329084556254367,0.02395966630024396,11,diabetes
0.022774267196655273,0.004680722835422808,0.007130146026611328,0.003150222782000763,sigmoid,0.06812920690579612,0.03162277660168379,"{'model__kernel': 'sigmoid', 'model__gamma': 0.06812920690579612, 'model__C': 0.03162277660168379}",0.8114814814814815,0.8053703703703703,0.8275925925925927,0.8643396226415094,0.829622641509434,0.8276813417190775,0.020532028617318385,58,diabetes
0.02572798728942871,0.0033849606045209366,0.014700937271118163,0.0027223004764396074,rbf,0.0014677992676220691,0.21544346900318834,"{'model__kernel': 'rbf', 'model__gamma': 0.0014677992676220691, 'model__C': 0.21544346900318834}",0.8153703703703703,0.804074074074074,0.8294444444444444,0.8673584905660378,0.8313207547169811,0.8295136268343816,0.02136682829203267,45,diabetes
0.015167665481567384,0.004473815469657619,0.006860065460205078,0.003538006883794318,linear,0.46415888336127775,0.046415888336127774,"{'model__kernel': 'linear', 'model__gamma': 0.46415888336127775, 'model__C': 0.046415888336127774}",0.8083333333333333,0.8094444444444444,0.8314814814814815,0.8728301886792452,0.8411320754716981,0.8326443046820404,0.023738393064282888,16,diabetes
0.022066211700439452,0.0024742614076760498,0.00752716064453125,0.002487720876648002,sigmoid,0.46415888336127775,31.622776601683793,"{'model__kernel': 'sigmoid', 'model__gamma': 0.46415888336127775, 'model__C': 31.622776601683793}",0.6262962962962962,0.6457407407407408,0.6655555555555555,0.6432075471698113,0.689811320754717,0.6541222921034242,0.021762786504067287,96,diabetes
0.0209531307220459,0.0018351599895396488,0.016060638427734374,0.0017286993303494214,rbf,0.006812920690579608,4.6415888336127775,"{'model__kernel': 'rbf', 'model__gamma': 0.006812920690579608, 'model__C': 4.6415888336127775}",0.8083333333333333,0.8140740740740741,0.825,0.8756603773584906,0.8439622641509434,0.8334060097833683,0.02437166358113865,10,diabetes
0.019888782501220705,0.0018943173893200028,0.009142017364501953,0.0027608970393199596,sigmoid,0.03162277660168379,1.467799267622069,"{'model__kernel': 'sigmoid', 'model__gamma': 0.03162277660168379, 'model__C': 1.467799267622069}",0.8055555555555556,0.8087037037037037,0.8275925925925927,0.8694339622641509,0.838490566037736,0.8299552760307478,0.023168840285551277,42,diabetes
0.01759161949157715,0.003948052492365299,0.009223604202270507,0.002435614491341074,linear,0.1,0.046415888336127774,"{'model__kernel': 'linear', 'model__gamma': 0.1, 'model__C': 0.046415888336127774}",0.8083333333333333,0.8094444444444444,0.8314814814814815,0.8728301886792452,0.8411320754716981,0.8326443046820404,0.023738393064282888,16,diabetes
0.02086482048034668,0.004202219722898204,0.01037893295288086,0.0019636033726156505,sigmoid,2.154434690031882,68.12920690579608,"{'model__kernel': 'sigmoid', 'model__gamma': 2.154434690031882, 'model__C': 68.12920690579608}",0.633888888888889,0.6305555555555555,0.6605555555555556,0.648867924528302,0.6913207547169812,0.6530377358490566,0.021961881722135725,97,diabetes
0.02973332405090332,0.0033831939218355264,0.017227363586425782,0.0013957756158146132,rbf,6.812920690579608,1.0,"{'model__kernel': 'rbf', 'model__gamma': 6.812920690579608, 'model__C': 1.0}",0.7385185185185186,0.6749074074074074,0.7083333333333334,0.7381132075471698,0.7192452830188679,0.7158235499650594,0.023468416038795823,86,diabetes
0.02466268539428711,0.002906984778711631,0.008779764175415039,0.001974284473804475,sigmoid,2.154434690031882,0.31622776601683794,"{'model__kernel': 'sigmoid', 'model__gamma': 2.154434690031882, 'model__C': 0.31622776601683794}",0.6425925925925926,0.6457407407407407,0.6672222222222223,0.6637735849056604,0.7009433962264151,0.6640545073375262,0.020817835093691058,92,diabetes
0.02156720161437988,0.003157571220114009,0.010532188415527343,0.001867144973694225,sigmoid,0.06812920690579612,1.467799267622069,"{'model__kernel': 'sigmoid', 'model__gamma': 0.06812920690579612, 'model__C': 1.467799267622069}",0.7798148148148147,0.7959259259259259,0.782962962962963,0.7999999999999999,0.8050943396226415,0.792759608665269,0.009778919923112316,68,diabetes
0.02715606689453125,0.002505832940133826,0.010395240783691407,0.00172701376989524,sigmoid,0.6812920690579608,0.014677992676220698,"{'model__kernel': 'sigmoid', 'model__gamma': 0.6812920690579608, 'model__C': 0.014677992676220698}",0.8059259259259259,0.8012962962962964,0.8161111111111111,0.8509433962264151,0.8277358490566037,0.8204025157232705,0.017773905514448206,65,diabetes
0.021212434768676756,0.003523687467035124,0.00931549072265625,0.0009306554697714011,sigmoid,3.1622776601683795,0.1,"{'model__kernel': 'sigmoid', 'model__gamma': 3.1622776601683795, 'model__C': 0.1}",0.674074074074074,0.667962962962963,0.685,0.7067924528301887,0.7058490566037736,0.6879357092941998,0.01597584867644463,90,diabetes
0.020542049407958986,0.003148025877279525,0.012076473236083985,0.002520460664595936,rbf,0.01467799267622069,4.6415888336127775,"{'model__kernel': 'rbf', 'model__gamma': 0.01467799267622069, 'model__C': 4.6415888336127775}",0.8124074074074074,0.8194444444444444,0.830925925925926,0.8739622641509435,0.850943396226415,0.8375366876310272,0.022401225942216718,3,diabetes
0.01651139259338379,0.0024315916416893313,0.008615732192993164,0.0022230331654572,linear,0.31622776601683794,0.046415888336127774,"{'model__kernel': 'linear', 'model__gamma': 0.31622776601683794, 'model__C': 0.046415888336127774}",0.8083333333333333,0.8094444444444444,0.8314814814814815,0.8728301886792452,0.8411320754716981,0.8326443046820404,0.023738393064282888,16,diabetes
0.045937299728393555,0.005297146026653163,0.007626056671142578,0.003635326252143817,linear,6.812920690579608,6.812920690579608,"{'model__kernel': 'linear', 'model__gamma': 6.812920690579608, 'model__C': 6.812920690579608}",0.8077777777777778,0.8085185185185185,0.8288888888888888,0.8730188679245283,0.8420754716981133,0.8320559049615653,0.024214962577791824,21,diabetes
0.020098352432250978,0.003954961771204629,0.016527652740478516,0.0017523397130401732,rbf,0.1,0.01,"{'model__kernel': 'rbf', 'model__gamma': 0.1, 'model__C': 0.01}",0.8022222222222222,0.8090740740740741,0.812037037037037,0.8703773584905661,0.8486792452830189,0.8284779874213836,0.02645687065436601,56,diabetes
0.020055580139160156,0.0013354497065790592,0.007069921493530274,0.0015696909596917288,linear,4.6415888336127775,0.046415888336127774,"{'model__kernel': 'linear', 'model__gamma': 4.6415888336127775, 'model__C': 0.046415888336127774}",0.8083333333333333,0.8094444444444444,0.8314814814814815,0.8728301886792452,0.8411320754716981,0.8326443046820404,0.023738393064282888,16,diabetes
0.037346172332763675,0.00314500299480657,0.009460783004760743,0.0008807967961064664,linear,0.31622776601683794,3.1622776601683795,"{'model__kernel': 'linear', 'model__gamma': 0.31622776601683794, 'model__C': 3.1622776601683795}",0.8077777777777778,0.8083333333333333,0.8288888888888888,0.8730188679245283,0.8411320754716981,0.8318301886792453,0.024175625417543638,30,diabetes
0.029063844680786134,0.00384631656351871,0.013810014724731446,0.001098363322991635,rbf,1.0,14.67799267622069,"{'model__kernel': 'rbf', 'model__gamma': 1.0, 'model__C': 14.67799267622069}",0.7377777777777779,0.6677777777777778,0.7470370370370372,0.7516981132075471,0.7662264150943396,0.734103424178896,0.0344131667064473,76,diabetes
0.3292988300323486,0.15354877582127688,0.004678916931152344,0.0022781519674169824,linear,0.46415888336127775,100.0,"{'model__kernel': 'linear', 'model__gamma': 0.46415888336127775, 'model__C': 100.0}",0.8077777777777778,0.8083333333333333,0.8288888888888888,0.8728301886792453,0.8418867924528303,0.8319433962264151,0.02417164920104418,26,diabetes
0.023932886123657227,0.005667520119374557,0.019041967391967774,0.004876441443844793,rbf,2.154434690031882,0.1,"{'model__kernel': 'rbf', 'model__gamma': 2.154434690031882, 'model__C': 0.1}",0.75,0.6962962962962963,0.7396296296296296,0.7683018867924528,0.7558490566037737,0.7420153738644305,0.02466589395828848,73,diabetes
0.026372480392456054,0.0025343872502730604,0.014944839477539062,0.0019191844779163495,rbf,0.21544346900318823,6.812920690579608,"{'model__kernel': 'rbf', 'model__gamma': 0.21544346900318823, 'model__C': 6.812920690579608}",0.774074074074074,0.7422222222222222,0.784074074074074,0.8315094339622642,0.8009433962264152,0.78656464011181,0.029513557241001364,70,diabetes
0.02784595489501953,0.0021535624773020828,0.015482664108276367,0.0023527613182117934,rbf,6.812920690579608,0.46415888336127775,"{'model__kernel': 'rbf', 'model__gamma': 6.812920690579608, 'model__C': 0.46415888336127775}",0.7387037037037038,0.6749074074074074,0.7081481481481481,0.7381132075471698,0.7192452830188679,0.7158235499650594,0.023516296656456794,86,diabetes
0.020124340057373048,0.00232248253897313,0.013625288009643554,0.002142625270599018,rbf,0.006812920690579608,10.0,"{'model__kernel': 'rbf', 'model__gamma': 0.006812920690579608, 'model__C': 10.0}",0.8125925925925925,0.8183333333333334,0.8290740740740741,0.8737735849056604,0.8428301886792453,0.8353207547169811,0.021813640713212384,7,diabetes
0.017519712448120117,0.0029018903700446293,0.005154752731323242,0.002787011630913974,linear,0.0021544346900318843,0.21544346900318834,"{'model__kernel': 'linear', 'model__gamma': 0.0021544346900318843, 'model__C': 0.21544346900318834}",0.8074074074074075,0.8053703703703703,0.8292592592592591,0.8739622641509432,0.8384905660377359,0.8308979734451432,0.024973310521315135,36,diabetes
0.02073354721069336,0.0018157910862325966,0.009395313262939454,0.001155167008460304,sigmoid,0.21544346900318823,1.467799267622069,"{'model__kernel': 'sigmoid', 'model__gamma': 0.21544346900318823, 'model__C': 1.467799267622069}",0.6668518518518518,0.6681481481481482,0.7103703703703704,0.6862264150943395,0.7369811320754717,0.6937155835080363,0.026760908397052398,88,diabetes
0.02650003433227539,0.003512925724998768,0.020201730728149413,0.018592820545782422,sigmoid,0.01,68.12920690579608,"{'model__kernel': 'sigmoid', 'model__gamma': 0.01, 'model__C': 68.12920690579608}",0.8053703703703704,0.8118518518518518,0.8233333333333333,0.8671698113207548,0.8350943396226416,0.8285639412997904,0.02180666975126369,55,diabetes
0.03938274383544922,0.02039491685997476,0.0296323299407959,0.018593048924015303,rbf,6.812920690579608,1.467799267622069,"{'model__kernel': 'rbf', 'model__gamma': 6.812920690579608, 'model__C': 1.467799267622069}",0.7385185185185186,0.674537037037037,0.7083333333333333,0.7381132075471698,0.719811320754717,0.7158626834381552,0.023615522803628296,85,diabetes
0.04040026664733887,0.018359280462712974,0.011648321151733398,0.0030648316080765046,sigmoid,0.01467799267622069,100.0,"{'model__kernel': 'sigmoid', 'model__gamma': 0.01467799267622069, 'model__C': 100.0}",0.7603703703703704,0.7885185185185185,0.7812962962962963,0.8111320754716981,0.8154716981132075,0.7913577917540181,0.020208999103401383,69,diabetes
0.04182500839233398,0.023428521657530822,0.015020513534545898,0.0015140257737606523,rbf,0.006812920690579608,0.046415888336127774,"{'model__kernel': 'rbf', 'model__gamma': 0.006812920690579608, 'model__C': 0.046415888336127774}",0.815,0.802962962962963,0.8274074074074074,0.8633962264150943,0.838679245283019,0.8294891684136967,0.020746351009257032,46,diabetes
0.028753137588500975,0.0025851481234315404,0.008022928237915039,0.002665840782148017,linear,0.0014677992676220691,2.154434690031882,"{'model__kernel': 'linear', 'model__gamma': 0.0014677992676220691, 'model__C': 2.154434690031882}",0.8075925925925926,0.8083333333333333,0.8290740740740741,0.8730188679245283,0.8411320754716981,0.8318301886792453,0.024208229339601383,30,diabetes
0.024296283721923828,0.002441356749703342,0.020333576202392577,0.0058136995851519905,rbf,1.0,0.046415888336127774,"{'model__kernel': 'rbf', 'model__gamma': 1.0, 'model__C': 0.046415888336127774}",0.7518518518518519,0.7372222222222222,0.7757407407407407,0.828679245283019,0.8041509433962265,0.779529000698812,0.03344316250522991,71,diabetes
0.020286703109741212,0.0023654696008151136,0.007227563858032226,0.0017292649180228874,sigmoid,10.0,21.54434690031882,"{'model__kernel': 'sigmoid', 'model__gamma': 10.0, 'model__C': 21.54434690031882}",0.6374074074074074,0.6570370370370372,0.6609259259259259,0.7567924528301887,0.6866037735849057,0.679753319357093,0.04158276877294192,91,diabetes
