mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__degree,param_model__gamma,param_model__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.4910508632659911,0.02391458345256866,0.03856220245361328,0.0003112626494953541,0.25,4,256.0,poly,"OrderedDict([('model__C', 0.25), ('model__degree', 4), ('model__gamma', 256.0), ('model__kernel', 'poly')])",0.39574079932944095,0.4228707680380518,0.4861783585534805,0.5775045266711154,0.6089583361180544,0.49825055774202853,0.08351467540838405,89
2.514458990097046,0.051396239321208285,0.08072514533996582,0.008501636427538239,64.0,5,0.0625,sigmoid,"OrderedDict([('model__C', 64.0), ('model__degree', 5), ('model__gamma', 0.0625), ('model__kernel', 'sigmoid')])",0.6805445416408153,0.7002742221888627,0.6086138875493666,0.7000387633165359,0.7157343077971845,0.681041144498553,0.03789562122842732,60
2.0043451309204103,0.055766418378971595,0.06304960250854492,0.006705863672522394,0.25,5,0.00390625,poly,"OrderedDict([('model__C', 0.25), ('model__degree', 5), ('model__gamma', 0.00390625), ('model__kernel', 'poly')])",0.6957584672465579,0.6522221045499086,0.6911273133320104,0.6840810266418116,0.6986383485387668,0.684365452061811,0.01680782450985051,59
2.6080606460571287,0.03417061198467853,0.0868952751159668,0.005270216170802733,64.0,2,2.0,sigmoid,"OrderedDict([('model__C', 64.0), ('model__degree', 2), ('model__gamma', 2.0), ('model__kernel', 'sigmoid')])",0.3901302084403338,0.39242871199884016,0.3683440455124521,0.3968294280405812,0.3508583966793101,0.3797181581343035,0.017464368285728282,100
2.502259349822998,0.05020334408572756,0.16372814178466796,0.004848361791406794,32.0,3,1.0,rbf,"OrderedDict([('model__C', 32.0), ('model__degree', 3), ('model__gamma', 1.0), ('model__kernel', 'rbf')])",0.5045895496324663,0.5498725540295856,0.39042268466299046,0.639538171584741,0.6103823996035243,0.5389610719026615,0.08784175943155074,84
1.5027090072631837,0.028026533805263997,0.045149803161621094,0.0015719157689952766,16.0,5,0.0078125,linear,"OrderedDict([('model__C', 16.0), ('model__degree', 5), ('model__gamma', 0.0078125), ('model__kernel', 'linear')])",0.7027794098915683,0.5134288672577473,0.6805316640773045,0.7043633922117608,0.7369235498972309,0.6676053766671223,0.07915915413884031,65
2.507255506515503,0.014784966114118949,0.08494987487792968,0.008236961935520993,4.0,5,0.125,sigmoid,"OrderedDict([('model__C', 4.0), ('model__degree', 5), ('model__gamma', 0.125), ('model__kernel', 'sigmoid')])",0.7241812153061685,0.7247999884841076,0.7291986481164833,0.7045700613529735,0.7493648265572932,0.7264229479634052,0.014277551055715694,52
2.5219779014587402,0.04256775575532065,0.08039484024047852,0.007717080941666336,1.0,5,0.5,sigmoid,"OrderedDict([('model__C', 1.0), ('model__degree', 5), ('model__gamma', 0.5), ('model__kernel', 'sigmoid')])",0.641036202794818,0.65006904394444,0.6651898220074873,0.6391618486708912,0.44055588857962774,0.6072025611994529,0.08382992617614561,75
1.338329839706421,0.039407785174815205,0.0433506965637207,0.003948750361259954,512.0,4,128.0,poly,"OrderedDict([('model__C', 512.0), ('model__degree', 4), ('model__gamma', 128.0), ('model__kernel', 'poly')])",0.39574079932944095,0.4228707680380518,0.4861783585534805,0.5775045266711154,0.6089583361180544,0.49825055774202853,0.08351467540838405,89
1.395484733581543,0.04150936733979198,0.04446864128112793,0.00810720303690256,0.0009765625,5,16.0,poly,"OrderedDict([('model__C', 0.0009765625), ('model__degree', 5), ('model__gamma', 16.0), ('model__kernel', 'poly')])",0.456721820699403,0.46353215041811946,0.6160292997206368,0.46596899551599935,0.4229828423484606,0.48504702174052383,0.0672866960031966,97
