,f1,accuracy,roc_auc,criterion,splitter,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,min_impurity_decrease
0,0.819539139853571,0.8212290502793296,0.7949275362318842,gini,best,,2,1,,,0.0
1,0.7848568647966473,0.7867564534231201,0.7435155892159055,log_loss,best,,10,2,,,0.1
2,0.7764187339698687,0.7777777777777778,0.8242152131999702,log_loss,best,40,2,4,sqrt,,0.0
3,0.8058505135238087,0.8103254769921436,0.8434048083170891,gini,best,10,10,4,,,0.01
4,0.7848568647966473,0.7867564534231201,0.743504937206404,gini,random,40,5,1,,balanced,0.05
5,0.8005846784380375,0.8013468013468014,0.8127643029857581,entropy,best,10,5,1,,balanced,0.0
6,0.78100952545397,0.7800224466891134,0.8143194963729907,entropy,random,40,5,1,log2,balanced,0.0
7,0.3906819454346459,0.43546576879910215,0.5080742232022071,entropy,best,40,5,4,log2,balanced,0.1
