,f1,accuracy,roc_auc,criterion,splitter,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,min_impurity_decrease
0,0.7688658317662892,0.7728904847396768,0.7728904847396769,gini,best,,2,1,,,0.0
1,0.4835168018115249,0.4886853448275862,0.4850575228729026,log_loss,best,,10,2,,,0.1
2,0.6827454433059212,0.6853448275862069,0.7361399473799379,log_loss,best,40,2,4,sqrt,,0.0
3,0.4835168018115249,0.4886853448275862,0.4850575228729026,gini,best,10,10,4,,,0.01
4,0.5054857238773254,0.5104166666666666,0.5127136335298587,gini,random,40,5,1,,balanced,0.05
5,0.5947158160930239,0.5955459770114943,0.6454071113464459,entropy,best,10,5,1,,balanced,0.0
6,0.7176451254107371,0.7180316091954023,0.7657767936030189,entropy,random,40,5,1,log2,balanced,0.0
7,0.5054857238773254,0.5104166666666666,0.5127136335298587,entropy,best,40,5,4,log2,balanced,0.1
