f1,accuracy,brier_score,roc_auc,model__n_estimators,model__max_depth,model__min_samples_split,model__min_samples_leaf,model__min_weight_fraction_leaf,model__max_leaf_nodes,model__max_features,model__criterion
0.5100599978159196,0.6483701366982124,0.21154354267085695,0.8174755411292361,488,5.0,3,48,0.21052631578947367,16.0,0.38421052631578945,gini
0.7117414269483939,0.7279600420609885,0.1868529577388503,0.7590506769838303,8,3.0,39,28,0.02631578947368421,2.0,,gini
0.5100599978159196,0.6483701366982124,0.22348931461979005,0.7514696334525496,19,,37,13,0.4473684210526315,27.0,0.38421052631578945,entropy
0.5664698494759637,0.6741324921135647,0.20253976620199388,0.8668065644365534,988,15.0,53,56,0.0,49.0,0.19473684210526315,entropy
0.7069706946280319,0.7431966351209253,0.18808908311535263,0.8049668271230409,33,15.0,11,14,0.2631578947368421,7.0,,entropy
0.5100599978159196,0.6483701366982124,0.22800451037482264,0.4934506368462956,8,21.0,56,23,0.5,17.0,log2,entropy
0.5100599978159196,0.6483701366982124,0.22057496831797785,0.7905955891681812,209,5.0,26,6,0.4473684210526315,19.0,0.8105263157894737,entropy
0.725069143614846,0.7614721345951629,0.16981855608016333,0.86916599043295,858,11.0,47,5,0.02631578947368421,43.0,0.38421052631578945,entropy
0.5100599978159196,0.6483701366982124,0.19860118272801336,0.7335250151994965,7,13.0,57,7,0.3157894736842105,18.0,0.9052631578947369,entropy
0.6211343141773181,0.7004521556256572,0.18920102402843036,0.8112586451380235,12,21.0,24,14,0.21052631578947367,45.0,0.8578947368421053,gini
0.7020941657908905,0.7431440588853837,0.18450483486016062,0.8183456856321205,1508,9.0,36,47,0.18421052631578946,11.0,0.9052631578947369,entropy
0.7273912250313151,0.7634384858044163,0.1702753163476321,0.8635500917013659,25,13.0,45,21,0.02631578947368421,15.0,log2,entropy
0.5100599978159196,0.6483701366982124,0.22531743743426996,0.7655635096946987,562,15.0,6,14,0.47368421052631576,57.0,0.9526315789473684,entropy
0.5100599978159196,0.6483701366982124,0.22228562767389448,0.766944948238294,16,30.0,27,57,0.3684210526315789,10.0,0.43157894736842106,gini
0.5100599978159196,0.6483701366982124,0.2159881217703965,0.7796929730797225,21,15.0,49,38,0.3421052631578947,58.0,0.6684210526315789,entropy
0.5100599978159196,0.6483701366982124,0.22169315434773323,0.7973938574149487,424,13.0,10,33,0.39473684210526316,6.0,log2,gini
0.5100599978159196,0.6483701366982124,0.20498831642610912,0.8066676054400812,137,9.0,52,44,0.3421052631578947,39.0,,entropy
0.5100599978159196,0.6483701366982124,0.22416008748968358,0.7419304653102288,44,27.0,35,17,0.4473684210526315,56.0,sqrt,gini
0.5100599978159196,0.6483701366982124,0.2111305179495698,0.8128887244566979,241,15.0,51,42,0.2631578947368421,8.0,0.4789473684210527,entropy
0.5100599978159196,0.6483701366982124,0.22285103988554306,0.6875746480060433,12,27.0,2,47,0.21052631578947367,33.0,0.19473684210526315,gini
0.5100599978159196,0.6483701366982124,0.22426564625248696,0.7906633018583156,488,17.0,55,41,0.42105263157894735,39.0,0.33684210526315794,gini
0.5100599978159196,0.6483701366982124,0.2241647752233825,0.7898333979497848,424,9.0,36,50,0.42105263157894735,60.0,sqrt,entropy
0.5100599978159196,0.6483701366982124,0.21555679829259908,0.8101492237490048,1737,,9,60,0.2894736842105263,57.0,0.4789473684210527,gini
0.5100599978159196,0.6483701366982124,0.21710208146567403,0.6571252514173264,5,13.0,58,37,0.05263157894736842,6.0,0.1,gini
0.5100599978159196,0.6483701366982124,0.226592259541677,0.7497829452240019,209,7.0,10,43,0.39473684210526316,36.0,0.19473684210526315,entropy
0.5100599978159196,0.6483701366982124,0.22255098443256704,0.7972744317599834,2000,25.0,15,60,0.4473684210526315,49.0,0.9526315789473684,gini
0.5100599978159196,0.6483701366982124,0.21998047668088652,0.7833945197133687,119,17.0,27,43,0.2894736842105263,29.0,0.24210526315789474,entropy
0.5100599978159196,0.6483701366982124,0.20393145822113964,0.7615628921120918,9,13.0,16,5,0.2631578947368421,2.0,0.6684210526315789,gini
0.8097644497975868,0.8170662460567824,0.13531094102991237,0.874413951256078,988,13.0,2,5,0.02631578947368421,15.0,,gini
0.5100599978159196,0.6483701366982124,0.22348268639156807,0.7310632035708243,33,3.0,34,16,0.21052631578947367,43.0,0.1,gini
0.5100599978159196,0.6483701366982124,0.22761663416430095,0.6228958651646551,209,7.0,48,60,0.47368421052631576,37.0,0.1,gini
0.7730662975834841,0.7788433228180862,0.15823070574832335,0.8404682303362939,67,25.0,14,7,0.07894736842105263,43.0,1.0,entropy
0.8071615873669795,0.8151629863301787,0.1369912780724016,0.8760313348242486,182,25.0,31,56,0.02631578947368421,44.0,0.8105263157894737,gini
0.5100599978159196,0.6483701366982124,0.20038036022959246,0.7665142772450249,5,23.0,48,22,0.07894736842105263,16.0,0.33684210526315794,gini
0.7478203847965645,0.7593480546792849,0.1718349602390697,0.8273094674724953,209,27.0,10,28,0.13157894736842105,18.0,0.9052631578947369,gini
0.5100599978159196,0.6483701366982124,0.2280024427727947,0.4939257047735925,6,27.0,53,56,0.4473684210526315,7.0,log2,gini
