f1,accuracy,brier_score,roc_auc,model__n_estimators,model__max_depth,model__min_samples_split,model__min_samples_leaf,model__min_weight_fraction_leaf,model__max_leaf_nodes,model__max_features,model__criterion
0.6943621688531103,0.7000709148009319,0.2285186388192304,0.7711368084819415,51,19.0,22,43,0.07894736842105263,55.0,0.19473684210526315,entropy
0.6844497025430752,0.6901428426704488,0.2318318492678179,0.7497585793142469,51,30.0,20,43,0.3157894736842105,53.0,0.5736842105263158,gini
0.7073986626580206,0.7096545436126025,0.2222021923781222,0.7711890311098829,319,3.0,22,17,0.2631578947368421,8.0,0.7631578947368421,gini
0.7176115614381879,0.7187924222469861,0.20999871777073387,0.780686760453572,368,27.0,28,4,0.15789473684210525,34.0,0.7157894736842105,entropy
0.714370011573682,0.7159963529530949,0.2142175352898464,0.7786882374904189,488,27.0,50,4,0.15789473684210525,18.0,0.5736842105263158,gini
0.46948568978876387,0.5636308378077197,0.24495368901411085,0.6946726134670234,29,27.0,58,45,0.39473684210526316,8.0,sqrt,gini
0.7268888614678329,0.7275453348191672,0.18425763282284874,0.7973619677815169,119,9.0,21,36,0.0,36.0,1.0,gini
0.7137278908825934,0.7147806706514032,0.2005832542388879,0.7785612748242523,19,5.0,31,8,0.10526315789473684,32.0,0.9526315789473684,entropy
0.6432582882207071,0.6611893425184885,0.2393147210160072,0.7392686570478343,78,15.0,28,54,0.39473684210526316,31.0,0.38421052631578945,entropy
0.35614347451687645,0.5203120251241009,0.24965042377975122,0.4885448020803521,89,7.0,26,13,0.5,33.0,0.2894736842105263,gini
0.3698279256505508,0.525215277074258,0.24700124128994175,0.6439270717168826,25,25.0,23,60,0.42105263157894735,18.0,sqrt,entropy
0.35614347451687645,0.5203120251241009,0.2463362644847107,0.7087169681598227,158,30.0,57,10,0.3684210526315789,35.0,0.1,entropy
0.6830647639224017,0.6868402390841861,0.2301970678999341,0.7468357117245146,33,23.0,31,60,0.2631578947368421,56.0,0.33684210526315794,gini
0.6842512931789261,0.693080741566204,0.23518141926616204,0.7654407754278966,858,23.0,16,55,0.3421052631578947,3.0,0.5263157894736842,entropy
0.7005594482772981,0.706473508256509,0.22789089227062317,0.7779709206314744,119,23.0,26,43,0.10526315789473684,32.0,log2,gini
0.6321245097303894,0.6553743288420626,0.2398452454272701,0.7458345299305562,78,19.0,57,7,0.3684210526315789,7.0,0.24210526315789474,entropy
0.6175099278144218,0.6187012460743593,0.2339381243868445,0.6572103412316974,2,7.0,28,56,0.10526315789473684,5.0,0.1,entropy
0.6910870638728609,0.693080741566204,0.22074933006328715,0.7525707596048515,33,23.0,43,6,0.2631578947368421,55.0,0.8578947368421053,entropy
0.7248890368757723,0.7257623341100191,0.1870415887600345,0.7941722672351119,1310,30.0,57,35,0.02631578947368421,40.0,,gini
0.7051576990951613,0.7110120555161584,0.22809594679691042,0.7868434752144007,488,17.0,16,48,0.05263157894736842,28.0,0.1473684210526316,gini
0.7128164783655577,0.7139094316685239,0.2152079235539885,0.7792846774697602,58,9.0,46,20,0.0,3.0,0.5263157894736842,gini
0.6846676313771168,0.6921487184682403,0.22773675958784262,0.7635644410780724,29,21.0,25,28,0.10526315789473684,16.0,0.24210526315789474,entropy
0.7228403615997434,0.723878026542397,0.1928722400354663,0.7898230434196198,858,9.0,12,12,0.05263157894736842,40.0,0.7631578947368421,gini
0.7046566924619208,0.7089251342315874,0.22719367802644083,0.777266186547451,1737,7.0,16,30,0.21052631578947367,30.0,0.43157894736842106,gini
0.7176569747549744,0.718670854016817,0.2030659460952217,0.782791217223105,319,17.0,45,35,0.13157894736842105,5.0,0.9052631578947369,entropy
0.7057566569811569,0.7095734981258232,0.22535566521845424,0.7756756456690581,988,17.0,42,28,0.21052631578947367,30.0,0.4789473684210527,gini
0.6880226887096524,0.6918042751494277,0.2294848751778254,0.7480072626461001,44,30.0,8,16,0.3157894736842105,37.0,0.7157894736842105,entropy
0.5198534584432333,0.5940836794650999,0.24287574606223536,0.7639195014918402,1137,17.0,3,54,0.3157894736842105,18.0,sqrt,gini
0.693374464312783,0.7000506534292372,0.2318079913278636,0.7729894822804922,1508,30.0,55,58,0.23684210526315788,50.0,0.38421052631578945,entropy
0.6699403919759194,0.6827677033735183,0.23406623884262956,0.7533087270179317,19,11.0,41,17,0.10526315789473684,41.0,0.1473684210526316,gini
0.6743554143031341,0.6850369770033431,0.23587632064856595,0.7605513763746476,158,27.0,4,38,0.2894736842105263,47.0,0.2894736842105263,gini
0.7028474322654661,0.705865667105663,0.22096528926421177,0.7673769848710635,29,19.0,49,27,0.13157894736842105,13.0,0.2894736842105263,entropy
0.4534886697823971,0.5619694053287407,0.2438268422530756,0.7723973475839427,2000,15.0,55,11,0.21052631578947367,60.0,0.1,entropy
0.7127110258408731,0.7139702157836085,0.21096062762044618,0.7756369474681483,33,5.0,31,5,0.10526315789473684,49.0,0.38421052631578945,entropy
0.6841091660702485,0.691297740857056,0.23341172455116105,0.7563812227167609,89,21.0,7,51,0.3157894736842105,,0.43157894736842106,gini
0.711725138203195,0.7134231587478472,0.21609551689053705,0.774602154039482,319,21.0,45,48,0.21052631578947367,38.0,0.7631578947368421,entropy
0.35614347451687645,0.5203120251241009,0.24964208440355234,0.48979723228295946,8,13.0,32,2,0.5,57.0,0.5736842105263158,entropy
0.6978871782287657,0.7015905176780468,0.22999587757907797,0.7629817229026241,103,13.0,43,5,0.3684210526315789,60.0,0.9526315789473684,entropy
0.7161642364965048,0.7174956944585149,0.21392415212890933,0.7835045988808732,745,25.0,9,9,0.02631578947368421,3.0,0.4789473684210527,entropy
0.6355122975095491,0.646398541181238,0.2401187024468175,0.6790108540825759,9,5.0,17,57,0.4473684210526315,9.0,0.7631578947368421,entropy
0.7189397587627149,0.720149934150542,0.19767686388689318,0.7840967705855842,424,25.0,39,48,0.10526315789473684,57.0,1.0,gini
0.7057642630636896,0.7086212136561645,0.2243873344596941,0.7709171527071881,1737,25.0,19,3,0.2894736842105263,14.0,0.9052631578947369,entropy
0.6800440526008171,0.6813494073548779,0.22171462786065935,0.7346329736140033,21,21.0,8,44,0.2894736842105263,35.0,0.8105263157894737,entropy
0.7164329738533176,0.7176375240603788,0.19789974336495245,0.7796154399694724,5,23.0,19,13,0.07894736842105263,55.0,0.9052631578947369,gini
0.35614347451687645,0.5203120251241009,0.24963998832828613,0.48978781164984025,368,11.0,43,41,0.5,2.0,log2,entropy
0.6899521422254877,0.6909735589099382,0.21882228118961486,0.7566166809764893,21,7.0,52,37,0.15789473684210525,5.0,0.5736842105263158,gini
0.6964957012739336,0.7029480295816027,0.23059588150060772,0.7756742887031353,988,11.0,54,56,0.18421052631578946,22.0,0.2894736842105263,gini
0.6550587406888523,0.6715834261979536,0.23737815628232398,0.7478564420517984,25,7.0,10,35,0.21052631578947367,52.0,0.19473684210526315,gini
0.6874212090605467,0.6952892310809442,0.2341603067128145,0.7666221170642166,368,,10,1,0.2894736842105263,51.0,0.38421052631578945,entropy
0.6958830903660491,0.6967885725863642,0.20415306447657205,0.7578799216742821,3,9.0,18,4,0.10526315789473684,48.0,1.0,gini
0.6484587949080678,0.6513828386181746,0.23089002336513373,0.703472734853793,6,30.0,30,50,0.2894736842105263,33.0,0.6684210526315789,gini
0.6477436050390385,0.6621213656164523,0.23706987800884435,0.7351603645879594,58,13.0,41,3,0.42105263157894735,20.0,0.9052631578947369,gini
0.6128275296054918,0.6127038800526796,0.24390076340362304,0.5950381924227024,5,30.0,56,26,0.3421052631578947,44.0,0.1473684210526316,entropy
0.7209798069916064,0.7219531962313849,0.1951556885791971,0.7876992930618745,119,27.0,6,58,0.05263157894736842,21.0,0.6210526315789474,gini
0.6342840045082296,0.6450207679059873,0.23984156746143906,0.6839321582830845,6,7.0,19,40,0.47368421052631576,36.0,0.9526315789473684,entropy
0.35614347451687645,0.5203120251241009,0.24961618285901438,0.49288934230740133,44,17.0,31,33,0.5,28.0,0.1473684210526316,gini
0.7122824716602212,0.7146793637929287,0.21922825778630867,0.77866326520542,745,11.0,29,29,0.18421052631578946,27.0,0.5263157894736842,entropy
0.6989412154213711,0.7035153479890589,0.22928685698378862,0.768573516301684,562,25.0,48,7,0.2631578947368421,28.0,0.5263157894736842,entropy
0.6958362478707607,0.7004356194914395,0.2315150378483942,0.7629209719494583,424,7.0,45,60,0.39473684210526316,5.0,,gini
0.6074268470580139,0.6085502988552325,0.2451187645828253,0.6031723889508434,7,25.0,8,48,0.2894736842105263,52.0,0.2894736842105263,gini
0.6967007971045185,0.7009826765272009,0.22978588057364294,0.765376993917503,988,19.0,44,8,0.3421052631578947,23.0,0.8578947368421053,entropy
0.6460012553803318,0.65057238375038,0.23428986905323163,0.6961292629290069,5,17.0,40,20,0.2894736842105263,7.0,0.6684210526315789,gini
0.7177336614729182,0.718792422246986,0.20122284973215754,0.7842650754802014,137,30.0,16,55,0.07894736842105263,23.0,0.5736842105263158,entropy
0.6310456163958695,0.6492553945902138,0.23722709101727335,0.7109715382565702,9,15.0,38,15,0.3421052631578947,55.0,0.5736842105263158,gini
0.7054783422139423,0.7092695775504001,0.22526875024464146,0.7775396069568765,1508,15.0,3,12,0.21052631578947367,45.0,0.4789473684210527,entropy
0.7127263868953239,0.7140715226420828,0.19991738110110696,0.778887160470678,38,,13,56,0.10526315789473684,37.0,0.8578947368421053,entropy
0.7000764139199249,0.7034545638739743,0.2168158840411249,0.7596094364232681,6,7.0,49,41,0.0,6.0,0.24210526315789474,gini
0.7053437829905422,0.7068179515753217,0.2109148540438143,0.7714015854296401,44,25.0,31,22,0.13157894736842105,24.0,0.4789473684210527,entropy
0.7167912382733297,0.71822510383953,0.20596375649011273,0.7844203781740666,858,3.0,58,4,0.10526315789473684,11.0,0.6210526315789474,gini
0.6905567729640689,0.696504913382636,0.23294191312858828,0.7604587696184376,241,3.0,19,29,0.3421052631578947,32.0,0.6210526315789474,entropy
0.6258759584832315,0.6481207577753014,0.2409025580040208,0.7152041904752505,51,15.0,15,49,0.42105263157894735,8.0,0.7157894736842105,entropy
