Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
7892,835,Male,Loyal Customer,34,Business travel,Business,354,2,2,2,2,1,3,3,2,2,2,2,1,2,4,31,29.0,neutral or dissatisfied
2443,46424,Male,disloyal Customer,24,Business travel,Eco,649,3,2,3,2,4,3,4,4,2,4,3,1,3,4,19,30.0,neutral or dissatisfied
4153,17001,Male,Loyal Customer,24,Business travel,Business,2762,3,3,3,3,3,3,3,3,5,1,1,3,3,3,10,5.0,satisfied
6640,112074,Male,Loyal Customer,52,Business travel,Business,1491,4,4,4,4,4,5,4,4,4,5,4,3,4,3,10,0.0,satisfied
6488,56987,Female,Loyal Customer,37,Personal Travel,Eco,2565,2,2,2,4,2,4,3,3,3,2,4,3,3,3,0,3.0,neutral or dissatisfied
15785,114076,Male,Loyal Customer,57,Business travel,Business,1947,4,2,2,2,5,2,3,4,4,4,4,1,4,4,0,5.0,neutral or dissatisfied
1685,39132,Female,Loyal Customer,39,Business travel,Business,3700,4,4,4,4,2,2,1,5,5,5,5,4,5,5,0,0.0,satisfied
8953,37116,Male,Loyal Customer,47,Business travel,Eco,1046,5,2,2,2,5,5,5,5,4,2,5,5,4,5,36,31.0,satisfied
14346,74117,Male,Loyal Customer,35,Business travel,Business,592,1,1,1,1,4,4,4,4,4,4,4,5,4,4,0,10.0,satisfied
4953,46447,Male,Loyal Customer,50,Business travel,Eco Plus,1199,2,5,5,5,2,2,2,2,3,5,3,3,3,2,84,66.0,neutral or dissatisfied
14962,8221,Male,Loyal Customer,54,Personal Travel,Eco,335,3,4,5,3,5,5,5,5,3,5,4,5,5,5,0,0.0,neutral or dissatisfied
3633,122265,Female,Loyal Customer,67,Personal Travel,Eco,544,3,3,3,3,1,5,5,1,1,3,1,3,1,3,86,68.0,neutral or dissatisfied
3762,57796,Female,disloyal Customer,24,Business travel,Business,1235,5,4,5,4,2,4,2,2,4,5,4,4,4,2,0,0.0,satisfied
23151,79863,Female,Loyal Customer,59,Business travel,Business,1851,5,5,5,5,3,5,4,5,5,5,5,3,5,3,0,1.0,satisfied
4867,38683,Male,Loyal Customer,22,Business travel,Eco Plus,2611,4,4,4,4,4,4,5,4,5,4,4,4,3,4,0,0.0,satisfied
3300,23823,Female,Loyal Customer,65,Personal Travel,Eco,438,2,4,2,3,5,4,4,1,1,2,1,4,1,3,0,0.0,neutral or dissatisfied
25818,106314,Male,Loyal Customer,62,Personal Travel,Eco,998,2,1,2,4,1,2,1,1,2,3,4,1,3,1,0,3.0,neutral or dissatisfied
24664,74092,Male,disloyal Customer,26,Business travel,Business,641,4,4,4,4,4,4,4,4,3,2,5,4,4,4,0,20.0,satisfied
2236,95098,Male,Loyal Customer,39,Personal Travel,Eco,239,3,4,3,3,4,3,4,4,3,3,4,3,4,4,0,0.0,neutral or dissatisfied
8691,17645,Female,Loyal Customer,33,Business travel,Business,3988,2,2,2,2,3,1,2,4,4,4,4,3,4,4,48,31.0,satisfied
13532,124438,Male,Loyal Customer,39,Business travel,Eco Plus,1044,1,1,1,1,1,2,1,1,3,4,3,2,3,1,0,13.0,neutral or dissatisfied
3264,60239,Male,Loyal Customer,40,Personal Travel,Eco,1546,3,1,3,2,5,3,5,5,1,2,1,1,2,5,0,0.0,neutral or dissatisfied
24744,8031,Female,Loyal Customer,50,Business travel,Business,2061,4,4,4,4,3,5,5,5,5,5,5,4,5,3,0,0.0,satisfied
14664,107071,Female,Loyal Customer,34,Personal Travel,Eco,480,2,3,2,3,3,2,3,3,3,2,3,3,4,3,28,13.0,neutral or dissatisfied
24865,68288,Male,disloyal Customer,25,Business travel,Eco,406,3,0,3,2,5,3,5,5,5,3,3,1,4,5,0,0.0,neutral or dissatisfied
3540,97033,Male,Loyal Customer,45,Business travel,Business,1497,4,4,4,4,5,5,4,4,4,4,4,4,4,3,0,2.0,satisfied
22364,46615,Female,disloyal Customer,55,Business travel,Eco,125,3,2,3,2,4,3,5,4,4,3,2,4,3,4,1,6.0,neutral or dissatisfied
7675,8896,Female,disloyal Customer,23,Business travel,Eco,539,2,2,3,3,1,3,5,1,1,4,4,2,3,1,0,0.0,neutral or dissatisfied
23824,108203,Male,Loyal Customer,54,Personal Travel,Eco Plus,990,1,5,1,2,1,1,1,1,4,5,4,5,5,1,2,0.0,neutral or dissatisfied
25002,114382,Male,Loyal Customer,55,Personal Travel,Eco Plus,967,2,5,2,4,4,2,4,4,5,4,4,5,5,4,35,24.0,neutral or dissatisfied
7676,120084,Male,Loyal Customer,51,Personal Travel,Eco,683,1,4,2,4,5,2,5,5,3,2,3,2,1,5,5,8.0,neutral or dissatisfied
15102,85147,Male,disloyal Customer,28,Business travel,Business,689,4,4,4,3,3,4,3,3,5,2,5,4,5,3,22,5.0,neutral or dissatisfied
14729,82280,Female,Loyal Customer,31,Personal Travel,Eco,1481,4,4,4,2,4,4,4,4,3,2,3,4,4,4,0,0.0,satisfied
15526,71601,Male,Loyal Customer,40,Business travel,Business,1197,1,1,1,1,5,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
23913,79845,Male,Loyal Customer,54,Business travel,Business,950,5,5,5,5,2,4,4,3,3,3,3,5,3,4,0,0.0,satisfied
23212,31808,Female,Loyal Customer,46,Business travel,Eco,2603,4,2,2,2,4,4,4,2,5,3,1,4,5,4,0,0.0,satisfied
6700,55468,Male,disloyal Customer,24,Business travel,Eco,1825,3,3,3,3,3,3,3,3,3,5,4,3,5,3,0,0.0,neutral or dissatisfied
2789,21259,Female,Loyal Customer,38,Personal Travel,Eco Plus,153,1,2,1,1,3,1,3,3,1,2,2,2,1,3,14,6.0,neutral or dissatisfied
13866,87571,Female,Loyal Customer,29,Business travel,Business,2855,2,1,1,1,2,2,2,2,2,3,2,3,2,2,0,0.0,neutral or dissatisfied
22286,68380,Male,Loyal Customer,25,Business travel,Business,2060,1,1,1,1,4,5,4,4,5,3,4,3,4,4,0,0.0,satisfied
24438,42893,Male,Loyal Customer,49,Business travel,Business,422,5,5,5,5,4,3,2,5,5,5,5,5,5,5,0,0.0,satisfied
25505,51920,Male,Loyal Customer,25,Business travel,Eco Plus,601,4,4,1,4,4,4,5,4,5,5,3,5,2,4,0,0.0,satisfied
14587,125537,Male,Loyal Customer,55,Business travel,Business,226,0,0,0,3,4,4,5,5,5,5,5,5,5,3,0,0.0,satisfied
20566,87711,Male,Loyal Customer,39,Personal Travel,Eco,591,1,1,0,3,5,0,5,5,4,2,3,2,2,5,0,5.0,neutral or dissatisfied
4834,97401,Male,disloyal Customer,23,Business travel,Eco,587,2,5,3,1,4,3,4,4,4,4,4,4,4,4,35,26.0,neutral or dissatisfied
19997,28667,Male,Loyal Customer,12,Personal Travel,Eco,2614,4,2,4,3,4,4,4,4,2,2,1,4,2,4,0,0.0,neutral or dissatisfied
1131,70975,Male,Loyal Customer,43,Business travel,Business,802,4,4,4,4,4,5,5,5,5,5,5,4,5,4,0,0.0,satisfied
6532,124452,Male,disloyal Customer,24,Business travel,Eco,980,2,2,2,2,3,2,4,3,5,4,4,3,4,3,3,39.0,neutral or dissatisfied
6811,64781,Female,disloyal Customer,27,Business travel,Business,469,4,4,4,5,5,4,5,5,3,5,5,5,4,5,0,0.0,neutral or dissatisfied
8424,126133,Male,Loyal Customer,51,Business travel,Business,3507,4,4,4,4,3,4,4,2,2,2,2,4,2,5,0,0.0,satisfied
23384,40967,Female,Loyal Customer,28,Business travel,Business,1829,2,5,5,5,2,2,2,2,2,4,4,1,4,2,0,0.0,neutral or dissatisfied
24991,14745,Female,disloyal Customer,34,Business travel,Eco,533,3,2,3,4,5,3,3,5,1,4,3,4,3,5,0,0.0,neutral or dissatisfied
14802,108415,Male,Loyal Customer,53,Business travel,Business,1444,1,1,4,1,5,4,4,4,4,4,4,4,4,4,18,0.0,satisfied
3765,28192,Female,Loyal Customer,26,Personal Travel,Eco,550,2,5,2,4,1,2,1,1,4,2,5,4,4,1,0,0.0,neutral or dissatisfied
5137,92138,Female,Loyal Customer,10,Personal Travel,Eco,1532,3,4,3,1,4,3,4,4,4,3,4,4,5,4,0,0.0,neutral or dissatisfied
13232,9387,Male,Loyal Customer,46,Personal Travel,Eco,401,5,4,5,3,1,5,1,1,3,3,5,5,4,1,0,0.0,satisfied
12999,95277,Male,Loyal Customer,46,Personal Travel,Eco,293,4,1,4,4,2,4,4,2,1,3,4,1,4,2,0,0.0,neutral or dissatisfied
22305,107614,Male,disloyal Customer,25,Business travel,Business,423,4,0,4,1,5,4,1,5,4,5,4,3,4,5,5,0.0,satisfied
4609,80785,Male,Loyal Customer,45,Business travel,Business,692,4,4,2,4,2,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
510,5412,Female,Loyal Customer,54,Business travel,Business,812,4,4,4,4,4,5,4,4,4,4,4,3,4,5,0,0.0,satisfied
255,119226,Female,Loyal Customer,29,Personal Travel,Eco,331,3,4,3,4,3,3,3,3,5,4,2,2,4,3,0,0.0,neutral or dissatisfied
2216,95654,Male,Loyal Customer,53,Business travel,Business,2435,3,4,4,4,2,2,3,3,3,3,3,1,3,3,36,37.0,neutral or dissatisfied
6444,48682,Female,disloyal Customer,22,Business travel,Eco,56,1,5,1,3,5,1,5,5,3,5,5,4,4,5,0,16.0,neutral or dissatisfied
17975,26546,Female,Loyal Customer,7,Personal Travel,Eco,990,2,4,2,1,2,2,2,2,5,3,5,3,5,2,0,0.0,neutral or dissatisfied
3955,91275,Female,disloyal Customer,51,Business travel,Business,545,2,1,1,4,3,2,3,3,3,2,4,4,4,3,2,0.0,neutral or dissatisfied
3895,42037,Male,Loyal Customer,32,Business travel,Business,116,1,2,2,2,2,2,1,2,2,4,3,1,4,2,0,0.0,neutral or dissatisfied
3099,57329,Female,disloyal Customer,26,Business travel,Business,236,4,0,4,1,3,4,3,3,5,4,4,5,5,3,0,0.0,neutral or dissatisfied
9379,33236,Male,Loyal Customer,54,Business travel,Eco Plus,201,2,3,3,3,2,2,2,2,3,5,3,2,3,2,0,10.0,neutral or dissatisfied
10521,16801,Female,disloyal Customer,25,Business travel,Business,645,1,1,1,4,3,1,2,3,3,3,4,1,3,3,38,40.0,neutral or dissatisfied
11406,73086,Male,Loyal Customer,30,Business travel,Business,1085,2,1,1,1,2,2,2,2,1,1,4,1,3,2,0,0.0,neutral or dissatisfied
19503,86108,Female,Loyal Customer,51,Business travel,Business,3144,2,2,2,2,4,5,5,4,4,4,4,4,4,3,0,0.0,satisfied
9044,74971,Female,Loyal Customer,43,Personal Travel,Eco,2446,2,4,1,3,2,3,3,4,4,1,4,3,4,4,0,0.0,neutral or dissatisfied
2609,120942,Female,Loyal Customer,58,Business travel,Business,3011,5,5,5,5,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
19129,100055,Male,Loyal Customer,20,Personal Travel,Eco,289,3,3,3,3,4,3,4,4,2,1,4,3,4,4,29,19.0,neutral or dissatisfied
19495,6522,Male,Loyal Customer,23,Personal Travel,Eco,599,1,2,1,4,5,1,5,5,1,2,4,2,3,5,0,0.0,neutral or dissatisfied
589,89936,Male,Loyal Customer,59,Personal Travel,Eco,1306,3,5,2,3,5,2,5,5,4,4,3,5,4,5,0,0.0,neutral or dissatisfied
15868,9220,Male,Loyal Customer,37,Business travel,Business,3741,4,4,4,4,2,4,5,4,4,4,5,4,4,5,0,0.0,satisfied
7281,9952,Male,Loyal Customer,11,Business travel,Business,2040,5,5,5,5,5,5,5,5,3,4,5,3,4,5,0,0.0,satisfied
14044,70194,Male,Loyal Customer,47,Business travel,Business,3464,3,3,3,3,2,5,4,4,4,4,4,3,4,5,0,5.0,satisfied
15824,11762,Male,Loyal Customer,53,Business travel,Business,429,1,1,1,1,2,4,1,4,4,4,4,2,4,5,0,5.0,satisfied
8579,124632,Male,Loyal Customer,45,Personal Travel,Eco,1671,4,1,4,4,1,4,1,1,3,4,3,2,3,1,0,0.0,neutral or dissatisfied
17936,51517,Female,Loyal Customer,56,Business travel,Eco,425,2,5,5,5,4,1,2,2,2,2,2,3,2,2,0,0.0,satisfied
20083,77356,Male,disloyal Customer,25,Business travel,Business,626,3,4,2,5,2,2,2,2,3,5,4,4,5,2,0,0.0,neutral or dissatisfied
22974,20959,Female,disloyal Customer,18,Business travel,Eco,689,4,4,4,3,2,4,2,2,1,1,3,4,4,2,117,126.0,neutral or dissatisfied
12184,78491,Female,Loyal Customer,28,Business travel,Business,666,2,5,5,5,2,2,2,2,2,4,3,1,2,2,0,9.0,neutral or dissatisfied
24808,127905,Female,Loyal Customer,63,Personal Travel,Eco,1671,3,2,3,4,2,4,3,1,1,3,1,1,1,2,0,4.0,neutral or dissatisfied
13173,99707,Male,Loyal Customer,10,Personal Travel,Eco,2026,2,3,2,4,2,2,2,2,2,4,5,5,2,2,2,10.0,neutral or dissatisfied
9123,73841,Female,Loyal Customer,28,Business travel,Business,1709,2,2,2,2,4,4,4,4,3,2,5,5,5,4,3,0.0,satisfied
22006,33677,Female,Loyal Customer,22,Personal Travel,Business,667,4,4,4,3,4,4,4,4,5,3,4,5,5,4,0,0.0,neutral or dissatisfied
11441,43678,Female,Loyal Customer,18,Personal Travel,Eco Plus,695,5,1,5,4,4,5,3,4,2,2,3,1,3,4,0,0.0,satisfied
14608,100794,Female,Loyal Customer,23,Business travel,Business,1871,1,1,1,1,5,5,5,5,5,3,4,5,5,5,0,0.0,satisfied
13400,55327,Female,Loyal Customer,58,Business travel,Business,1117,4,1,1,1,5,4,3,4,4,4,4,3,4,3,0,9.0,neutral or dissatisfied
10386,108340,Male,Loyal Customer,33,Business travel,Business,1838,4,4,4,4,3,3,3,3,4,2,5,3,5,3,11,0.0,satisfied
17724,91085,Male,Loyal Customer,38,Personal Travel,Eco,271,2,2,2,3,5,2,5,5,3,3,3,1,3,5,17,11.0,neutral or dissatisfied
14693,24857,Male,Loyal Customer,55,Business travel,Business,3967,3,5,5,5,1,4,4,3,3,3,3,1,3,3,0,0.0,neutral or dissatisfied
18686,58362,Male,Loyal Customer,43,Personal Travel,Eco,599,4,5,4,5,4,4,4,4,3,1,2,5,1,4,12,0.0,satisfied
11708,63877,Female,Loyal Customer,18,Business travel,Eco,1192,4,5,5,5,4,4,2,4,4,4,3,2,3,4,0,6.0,neutral or dissatisfied
23909,100860,Female,Loyal Customer,28,Personal Travel,Eco Plus,711,2,4,2,5,1,2,1,1,4,2,3,3,4,1,0,10.0,neutral or dissatisfied
8868,9257,Male,Loyal Customer,12,Personal Travel,Eco,157,0,5,0,3,1,0,1,1,5,3,4,5,5,1,0,0.0,satisfied
16492,71206,Male,disloyal Customer,27,Business travel,Business,733,5,5,5,2,4,5,1,4,5,2,5,3,4,4,23,8.0,satisfied
15541,5827,Female,Loyal Customer,25,Personal Travel,Eco,177,2,5,2,5,4,2,4,4,3,3,5,5,5,4,0,0.0,neutral or dissatisfied
25616,34810,Female,Loyal Customer,68,Personal Travel,Eco,301,3,5,3,5,2,4,4,2,2,3,1,3,2,4,0,0.0,neutral or dissatisfied
7711,64829,Male,Loyal Customer,40,Business travel,Business,247,0,0,0,4,2,4,4,4,4,1,1,5,4,3,0,0.0,satisfied
14712,128682,Female,Loyal Customer,17,Personal Travel,Eco,2442,2,4,2,2,2,1,1,3,2,4,5,1,4,1,0,0.0,neutral or dissatisfied
18421,107798,Male,Loyal Customer,67,Business travel,Business,349,0,1,1,3,3,5,4,3,3,3,3,4,3,4,26,9.0,satisfied
21018,118537,Female,Loyal Customer,11,Business travel,Business,2360,1,5,2,5,1,1,1,1,4,1,3,1,3,1,17,16.0,neutral or dissatisfied
5786,2642,Male,Loyal Customer,31,Business travel,Business,597,1,1,1,1,3,3,3,3,4,2,5,5,4,3,10,2.0,satisfied
23311,19426,Male,Loyal Customer,28,Business travel,Business,645,1,1,3,1,5,5,5,5,3,3,3,5,4,5,11,0.0,satisfied
21051,17089,Female,Loyal Customer,53,Business travel,Eco,416,4,3,3,3,3,3,2,4,4,4,4,1,4,3,3,1.0,satisfied
3250,10027,Female,Loyal Customer,37,Business travel,Business,2323,5,5,5,5,5,4,4,5,5,5,5,3,5,3,25,28.0,satisfied
10509,58189,Male,disloyal Customer,9,Business travel,Eco,925,3,3,3,1,4,3,4,4,4,2,5,3,5,4,6,0.0,neutral or dissatisfied
8782,71370,Male,disloyal Customer,42,Business travel,Business,258,5,5,5,1,3,5,3,3,4,4,5,4,4,3,7,0.0,satisfied
18201,85231,Female,disloyal Customer,27,Business travel,Eco,874,2,2,2,3,1,2,1,1,4,2,3,1,4,1,96,80.0,neutral or dissatisfied
8400,25423,Male,disloyal Customer,35,Business travel,Business,669,3,3,3,3,2,3,2,2,4,5,5,5,4,2,7,12.0,neutral or dissatisfied
21962,96472,Female,Loyal Customer,51,Business travel,Business,302,3,5,3,3,2,5,4,5,5,5,5,4,5,4,1,0.0,satisfied
21642,1200,Male,Loyal Customer,43,Personal Travel,Eco,396,2,4,2,3,2,2,2,2,1,3,3,3,3,2,7,22.0,neutral or dissatisfied
9634,81627,Male,Loyal Customer,50,Personal Travel,Eco,1142,0,4,0,3,3,0,3,3,2,4,2,1,3,3,0,0.0,satisfied
4764,106255,Female,disloyal Customer,23,Business travel,Business,1500,5,3,5,4,4,5,4,4,5,5,5,5,5,4,17,22.0,satisfied
861,45533,Male,Loyal Customer,63,Business travel,Eco,566,5,2,2,2,5,5,5,5,2,4,5,3,1,5,0,0.0,satisfied
17321,45237,Female,Loyal Customer,8,Personal Travel,Eco,1013,1,2,0,3,4,0,4,4,2,5,3,1,3,4,15,65.0,neutral or dissatisfied
20895,96117,Male,Loyal Customer,30,Business travel,Eco Plus,1090,5,1,1,1,5,4,5,5,1,2,4,3,3,5,0,0.0,neutral or dissatisfied
22591,57943,Female,Loyal Customer,52,Personal Travel,Eco,837,4,5,4,3,2,4,4,5,5,4,4,5,5,4,0,11.0,neutral or dissatisfied
22516,101210,Male,Loyal Customer,65,Personal Travel,Eco,1235,1,5,1,2,2,1,2,2,5,4,4,5,4,2,7,0.0,neutral or dissatisfied
13697,2438,Female,Loyal Customer,40,Personal Travel,Eco,604,1,4,1,5,2,1,2,2,2,2,5,3,1,2,0,0.0,neutral or dissatisfied
18913,51243,Female,Loyal Customer,33,Business travel,Eco Plus,308,0,0,0,1,3,0,3,3,3,2,5,1,3,3,13,13.0,satisfied
20330,44892,Male,disloyal Customer,66,Business travel,Eco,536,1,4,1,4,1,1,1,1,4,3,5,5,3,1,0,0.0,neutral or dissatisfied
1044,119122,Male,Loyal Customer,67,Personal Travel,Eco,1020,2,1,1,2,5,1,5,5,1,3,2,1,3,5,0,0.0,neutral or dissatisfied
8947,41394,Female,Loyal Customer,65,Business travel,Business,2592,5,5,5,5,5,3,5,4,4,4,4,4,4,2,0,0.0,satisfied
23381,82584,Male,disloyal Customer,27,Business travel,Business,408,1,1,1,2,1,1,1,1,5,4,4,3,5,1,0,0.0,neutral or dissatisfied
23938,31967,Male,Loyal Customer,46,Business travel,Business,2810,5,5,4,5,3,4,5,4,4,4,5,3,4,5,0,0.0,satisfied
10356,14002,Female,Loyal Customer,25,Personal Travel,Eco,160,3,5,3,2,1,3,1,1,5,4,5,4,4,1,0,6.0,neutral or dissatisfied
15283,86772,Male,disloyal Customer,23,Business travel,Eco,692,5,5,5,2,3,5,4,3,3,5,5,3,4,3,0,0.0,satisfied
15582,80448,Male,disloyal Customer,48,Business travel,Business,1299,2,2,2,3,5,2,5,5,4,2,5,4,5,5,2,0.0,neutral or dissatisfied
19967,16897,Male,Loyal Customer,23,Personal Travel,Eco,746,4,4,4,3,1,4,1,1,4,2,5,5,5,1,1,0.0,neutral or dissatisfied
45,47773,Female,Loyal Customer,62,Business travel,Eco,550,5,1,1,1,4,2,1,5,5,5,5,5,5,2,92,90.0,satisfied
25562,2400,Male,Loyal Customer,30,Business travel,Eco,641,2,2,4,4,2,2,2,2,2,1,4,2,3,2,34,18.0,neutral or dissatisfied
4534,67170,Male,Loyal Customer,56,Personal Travel,Eco,964,1,4,1,5,4,1,4,4,3,2,5,3,5,4,0,0.0,neutral or dissatisfied
24650,60526,Female,Loyal Customer,57,Personal Travel,Eco,934,1,5,1,5,3,4,5,4,4,1,4,5,4,5,0,0.0,neutral or dissatisfied
18118,124199,Female,Loyal Customer,39,Business travel,Business,2176,3,3,3,3,4,4,4,5,5,5,5,3,5,3,13,0.0,satisfied
19033,54288,Female,Loyal Customer,24,Business travel,Eco,1075,4,3,3,3,4,4,4,4,3,4,2,5,5,4,5,2.0,satisfied
19223,97193,Male,Loyal Customer,14,Personal Travel,Eco,1390,2,4,2,1,2,3,4,4,5,3,4,4,3,4,198,187.0,neutral or dissatisfied
16632,75976,Male,Loyal Customer,31,Business travel,Business,2415,0,0,0,2,5,5,5,5,1,5,2,2,5,5,0,0.0,satisfied
4334,67484,Male,Loyal Customer,22,Personal Travel,Eco,641,2,3,2,3,5,2,4,5,3,1,3,4,2,5,5,0.0,neutral or dissatisfied
1165,118916,Female,Loyal Customer,62,Personal Travel,Eco,570,2,4,2,1,4,4,5,4,4,2,4,4,4,3,0,0.0,neutral or dissatisfied
15826,114206,Male,Loyal Customer,16,Business travel,Business,957,1,2,1,1,4,4,4,4,3,3,5,3,4,4,0,0.0,satisfied
1497,62653,Female,Loyal Customer,53,Personal Travel,Eco,1781,3,5,2,5,2,5,5,3,3,2,3,5,3,3,0,0.0,neutral or dissatisfied
16967,76567,Male,disloyal Customer,13,Business travel,Eco,516,1,1,1,4,2,1,2,2,2,5,3,4,3,2,9,6.0,neutral or dissatisfied
11287,104886,Female,Loyal Customer,70,Personal Travel,Eco,327,1,0,1,2,5,5,5,3,3,1,3,4,3,4,21,12.0,neutral or dissatisfied
18969,4115,Male,Loyal Customer,55,Business travel,Business,3384,3,3,3,3,4,3,3,3,3,3,3,3,3,4,0,0.0,neutral or dissatisfied
25806,75494,Female,disloyal Customer,55,Business travel,Business,2342,3,3,3,1,1,3,3,1,3,3,3,4,4,1,0,0.0,neutral or dissatisfied
18443,67363,Male,Loyal Customer,46,Personal Travel,Business,641,0,4,0,1,5,4,5,3,3,0,3,4,3,4,1,0.0,satisfied
20279,5667,Male,Loyal Customer,62,Business travel,Business,196,1,1,1,1,3,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
13035,81710,Female,disloyal Customer,36,Business travel,Business,907,2,1,1,1,4,1,4,4,3,3,4,4,4,4,0,0.0,neutral or dissatisfied
16953,24763,Female,disloyal Customer,16,Business travel,Eco,528,5,0,5,4,2,5,2,2,5,1,2,3,1,2,0,9.0,satisfied
4759,69315,Male,disloyal Customer,26,Business travel,Business,944,3,3,3,2,5,3,5,5,3,2,4,3,5,5,0,6.0,neutral or dissatisfied
20890,105339,Female,Loyal Customer,45,Business travel,Business,528,3,3,3,3,4,4,5,5,5,5,5,4,5,5,10,6.0,satisfied
18712,22148,Male,Loyal Customer,26,Business travel,Business,565,2,2,2,2,4,4,4,4,4,3,4,3,2,4,65,61.0,satisfied
20245,94095,Female,Loyal Customer,63,Personal Travel,Business,277,0,2,0,4,1,4,3,1,1,0,1,3,1,1,0,0.0,satisfied
10809,87505,Male,Loyal Customer,11,Personal Travel,Eco,373,2,4,2,3,5,2,4,5,5,4,5,5,2,5,15,10.0,neutral or dissatisfied
8766,71505,Female,Loyal Customer,41,Business travel,Business,3220,5,5,5,5,2,5,4,2,2,2,2,4,2,3,86,89.0,satisfied
3796,127228,Male,Loyal Customer,58,Business travel,Business,1460,3,3,3,3,3,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
16202,19515,Male,Loyal Customer,32,Personal Travel,Eco,566,1,4,1,1,1,1,1,1,5,2,4,4,4,1,0,0.0,neutral or dissatisfied
21867,951,Female,Loyal Customer,44,Business travel,Business,3063,2,4,4,4,4,3,3,2,2,1,2,3,2,4,0,1.0,neutral or dissatisfied
6169,109666,Male,Loyal Customer,46,Business travel,Eco,973,3,2,2,2,3,3,3,3,3,4,4,4,4,3,83,73.0,neutral or dissatisfied
8269,107495,Male,Loyal Customer,25,Business travel,Eco,711,2,5,5,5,2,2,2,2,1,3,4,4,4,2,0,0.0,neutral or dissatisfied
13820,127063,Male,Loyal Customer,44,Business travel,Business,2027,3,3,3,3,4,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
24233,87633,Male,disloyal Customer,25,Business travel,Business,606,0,0,0,1,1,0,1,1,4,3,4,5,4,1,1,0.0,satisfied
1760,118568,Female,Loyal Customer,70,Business travel,Eco,370,2,3,3,3,4,2,2,2,2,2,2,2,2,4,14,20.0,neutral or dissatisfied
12795,3745,Female,Loyal Customer,43,Personal Travel,Eco,427,1,2,5,3,2,3,4,2,2,5,2,1,2,1,0,0.0,neutral or dissatisfied
12412,14392,Male,Loyal Customer,39,Business travel,Eco,900,1,5,4,4,1,1,1,1,1,1,4,2,3,1,43,19.0,neutral or dissatisfied
4479,9082,Male,Loyal Customer,36,Personal Travel,Eco,212,4,5,4,3,5,4,5,5,4,2,5,3,5,5,0,0.0,neutral or dissatisfied
5690,27989,Male,Loyal Customer,50,Business travel,Business,1616,5,5,5,5,5,5,4,3,3,3,3,3,3,4,0,0.0,satisfied
20206,80058,Male,Loyal Customer,63,Personal Travel,Eco,1069,3,4,3,2,5,3,5,5,3,5,2,2,5,5,0,3.0,neutral or dissatisfied
3186,38247,Male,Loyal Customer,46,Business travel,Business,1998,1,1,1,1,3,4,1,4,4,5,4,5,4,2,0,1.0,satisfied
20270,51165,Male,Loyal Customer,32,Personal Travel,Eco,77,3,5,3,1,1,3,1,1,2,2,1,3,5,1,2,0.0,neutral or dissatisfied
20522,75361,Female,Loyal Customer,61,Business travel,Eco Plus,986,4,3,4,3,3,3,3,4,4,4,4,5,4,5,0,0.0,satisfied
6185,118679,Female,Loyal Customer,56,Business travel,Business,368,2,5,5,5,5,3,3,2,2,2,2,2,2,2,35,36.0,neutral or dissatisfied
6330,117845,Female,Loyal Customer,27,Business travel,Business,2133,5,5,5,5,5,5,5,5,3,3,3,3,5,5,12,4.0,satisfied
4997,24174,Male,Loyal Customer,59,Business travel,Eco,302,4,3,3,3,4,4,4,4,5,2,4,1,2,4,0,0.0,satisfied
23214,26117,Male,Loyal Customer,60,Business travel,Business,404,3,5,2,5,4,4,4,3,3,3,3,3,3,1,4,0.0,neutral or dissatisfied
24702,129336,Female,Loyal Customer,22,Business travel,Business,2475,4,4,4,4,4,4,4,4,3,5,1,2,5,4,0,0.0,satisfied
6019,73763,Female,Loyal Customer,38,Personal Travel,Eco,204,2,5,2,3,5,2,5,5,2,4,5,4,1,5,69,82.0,neutral or dissatisfied
12234,26334,Male,Loyal Customer,27,Business travel,Business,2230,1,1,1,1,4,4,4,4,2,4,3,5,2,4,0,0.0,satisfied
2665,13487,Male,Loyal Customer,32,Business travel,Business,3660,0,0,0,3,1,1,1,1,1,2,3,1,3,1,60,49.0,satisfied
5375,124378,Male,Loyal Customer,35,Business travel,Eco,808,5,3,3,3,5,5,5,5,2,2,4,5,2,5,0,0.0,satisfied
24856,17034,Female,Loyal Customer,54,Business travel,Eco Plus,781,1,2,3,3,1,1,1,4,3,2,3,1,1,1,141,135.0,neutral or dissatisfied
17870,82976,Female,Loyal Customer,48,Business travel,Business,1127,3,3,3,3,2,5,5,5,5,5,5,3,5,5,13,43.0,satisfied
25027,3879,Female,Loyal Customer,61,Business travel,Business,1686,5,5,5,5,2,4,5,5,5,5,5,3,5,3,0,0.0,satisfied
